code,scientific,top_page,family,local_name,country,wikipedia,photo,occurance,leaf_type,leaf_attachment,leaf_shape,flow_size,fruit_size,canopy_shape,bark,flower,fruit,leaf_size,fruiting_month,leaf_margin,leaf_veination ,petiole,sessile,scale,evergreen,deciduous
PHBO,phoenicophorium borsigianum,190,,Thief Palm,"Seychelles Islands, in Indian Ocean",http://en.wikipedia.org/wiki/Phoenicophorium,yes,Rare,,,,,1cm,,"single, stout, tapering at apex,30-50cm,smooth with shallow rings grey",No,Ovoid Orange,No,No,,,,,,,
RARI,ravenea rivularis,190,,Majesty Palm,Madagascar,http://en.wikipedia.org/wiki/Ravenea_rivularis,yes,occasional,,,,1-3m,2 cm,,,"Red,Green",Black,No,No,,,,,,,
ROOL,roystonea oleracea,190,,Bottle Palm,South America,http://en.wikipedia.org/wiki/Roystonea_oleracea,yes,occasional,,,,,1cm,,"single,40-60cm diabulging into a bbottle shape, smooth with shallow rings of leaf bases,greyish white.",No,Globose Black,No,No,,,,,,,
RORE,roystonea regia,190,,Bottle Palm,Cuba,http://en.wikipedia.org/wiki/Roystonea_regia,yes,common,,,,,1cm,,"single,slender,30-50cm dia,smooth with rings of leaf bases grey.",No,Globose Black,No,No,,,,,,,
VEAR,veitchia arecina,190,,Montgomery Palm,"Vanuatu Islands, near Australia",,no,Rare,,,,,3cm,,"single,30-40cm dia,smooth with shallow,close rings of leaf bases ,grey.",No,Red,No,No,,,,,,,
WOBI,wodyetia bifurcata,190,,Foxtail Palm,Australia,http://en.wikipedia.org/wiki/Wodyetia,yes,occasional,,,,,3cm,,"clustered,bamboo like5-10cm dia smooth with distant rings of leaf bases greenish grey.",No,Red,No,No,,,,,,,
CHRE,chrysalidocarpus renda,191,,Areca Palm,Madagascar,http://en.wikipedia.org/wiki/Dypsis_lutescens,yes,common,,,,,,,"Clustered,10-15cm dia, smooth with shallow rings of leaf bases",No,Black,No,No,,,,,,,
DYLU,dypsis lutescens,191,,Areca Palm,Madagascar,http://en.wikipedia.org/wiki/Dypsis_lutescens,yes,common,,,,30-50cm,1cm,,"Clustered,10-15cm dia, smooth with shallow rings of leaf bases",Yellow,Yellow,No,No,,,,,,,
DYMA,dypsis madagascariensis,191,,Areca Palm,Madagascar,http://en.wikipedia.org/wiki/Dypsis_madagascariensis,yes,common,,,,30-50cm,1cm,,"Clustered,5-8 cm dia, smooth with shallow distant rigs of leaf bases galu cous green",Yellow,Yellow,No,No,,,,,,,
CYRE,cyrtostachys renda,191,,Lipstick Palm,Thailand,http://en.wikipedia.org/wiki/Red_palm,yes,Rare,,,,,,,"Clustered,5-8 cm dia, smooth with shallow distant rigs of leaf bases galu cous green",No,Black,No,No,,,,,,,
PTEL,ptychosperma elegans,191,,Mac Arthur Palm,New Guinea,http://en.wikipedia.org/wiki/Ptychosperma_elegans,yes,Rare,,,,,2 cm,,"Clustered,5-8 cm dia, smooth with shallow distant rigs of leaf bases galu cous green",No,Bright Yellow,No,No,,,,,,,
PTMA,ptychosperma macarthurii,191,,Mac Arthur Palm,New Guinea,http://en.wikipedia.org/wiki/Ptychosperma_macarthurii,yes,occasional,,,,,2cm,,"single,slender,45 cm dia,covered with rings",No,Bright Yellow,No,No,,,,,,,
AIMA,aiphanes erosa,192,,Bitten Palm,West Indies,http://en.wikipedia.org/wiki/Aiphanes_erosa,yes,Rare,,,,,,,"Singal,50-60 cm dia, smooth with rights  of leaf bases",No,No,No,No,,,,,,,
ATCO,attalea cohune,192,,American Oil Palm,Mexico,http://en.wikipedia.org/wiki/Attalea_cohune,yes,Rare,,,,,3-4 cm,,"singal,stout,30-50 cm dia, light brown,covered with persistent pertioles",No,Orange,No,No,,,,,,,
BUCA,butia capitata,192,,Jelly Palm,Brazil,http://en.wikipedia.org/wiki/Butia_capitata,yes,Rare,,,,,3cm,,"Singal,30-40 cm dia,covred with rings",Orangish Yellow,Orange,No,No,,,,,,,
CONU,cocos nucifera,193,,Naral,"Tropics, all over world",,no,common,,,,,20-30cm,,"singal,stout,45 cm dia,covered with persistent petioles",Yellow,Greenish Yellow,No,No,,,,,,,
ELGU,elaeis guineensis,193,,Oil Palm,Africa,http://en.wikipedia.org/wiki/Oil_palm,yes,occasional,,,,,3-4 cm,,"Singal,60-90 cm dia ,covered with rings",No,"Rough,Woody",No,No,,,,,,,
PHCA,phoenix canariensis,193,,Canary Island Date Palm,"Canary Islands, near Africa",http://en.wikipedia.org/wiki/Phoenix_canariensis,yes,Rare,,,,,1cm,,"singal, stout,60-90 cm dia, covered with persistent petioles,",Yellow,Orange,No,No,,,,,,,
PHRO,phoenix robusta,193,,Shelu,India-Western Ghats,http://en.wikipedia.org/wiki/Phoenix_(plant),yes,Rare,,,,,2cm,,"Single , 5-10 cm dia covered with persistent petioles",Yellow,Orange,No,No,,,,,,,
PHRO,phoenix roebelenii,193,,Dwarf Date Palm,"Laos, near Burma",http://en.wikipedia.org/wiki/Phoenix_roebelenii,yes,Rare,,,,,,,"Single,15-25cm dia,covered with persistent petiole",No,Brown black,No,No,,,,,,,
PHRU,phoenix rupicola,193,,Cliff Date Palm,India-Sikkim,http://en.wikipedia.org/wiki/Phoenix_rupicola,yes,Rare,,,,,3cm,,,No,Orange,No,No,,,,,,,
PHDA,phoenix dactylifera,194,,Shindi,Deserts in Africa,http://en.wikipedia.org/wiki/Phoenix_dactylifera,yes,Rare,,,,,1cm,,"Single,60-90 cm dia, covered with persistent petiols.Crown shaft absent.",Yellow,Orange,No,No,,,,,,,
PHSY,phoenix sylvestris,194,,Shindi,India-Pune,http://en.wikipedia.org/wiki/Phoenix_sylvestris,yes,common,,,,,1cm,,"single,brown,45cm dia, covered with persistant,bracket like leaf bases.",Yellow,Orange,No,No,,,,,,,
SYCO,syagrus coronata,194,,Licuri Palm,Brazil,http://en.wikipedia.org/wiki/Syagrus_coronata,yes,Rare,,,,,2-3cm,,"single,slender,30-45cm dia,covered with rings.",Rough woody ,Orange,No,No,,,,,,,
SYRO,syagrus romanzoffiana,194,,Queen Palm,South America,http://en.wikipedia.org/wiki/Syagrus_romanzoffiana,yes,Rare,,,,50-80cm,3-4 cm,,,Rough woody ,Coconut like,No,No,,,,,,,
SYSA,syagrus sancona,194,,Queen Palm,South America,,no,Rare,,,,50-80cm,3-4 cm,,,Rough woody ,Coconut like,No,No,,,,,,,
ARRO,Arecastrum romanzoffianum,194,,Queen Palm,South America,,no,Rare,,,,50-80cm,3-4 cm,,"single,45cm,covered with persistant persistant petioles,netted",Rough woody ,Coconut like,No,No,,,,,,,
WADI,wallichia disticha,194,,Wallich's Palm,India-Sikkim and Himalayas,,no,Rare,,,,,2-3cm,,"clustered,20cm dia, rough,covered with persistant petioles.",No,Dull red,No,No,,,,,,,
AREN,arenga engleri,195,,Formosa Palm,Taiwan,,no,Rare,,,,1cm,2cm,,"clustered,3-5cm dia,smooth,with shallow distant rings.",Orangish Yellow,Purple,No,No,,,,,,,
CHSE,chamaedorea seifrizii,195,,Bamboo Palm,Mexico,http://en.wikipedia.org/wiki/Chamaedorea,yes,Rare,,,,,1cm,,"single,30-40cm dia,covered with persistant petioles.",Yellow,Black,No,No,,,,,,,
BRAR,brahea armata,196,,Mexican Blue Palm,Mexico,http://en.wikipedia.org/wiki/Brahea_armata,yes,Rare,,,,3-5cm,1-3cm,,"single,slender,15-20cm dia covered with persistant petioles,netted.",Creamish,Brown,No,No,,,,,,,
COAR,coccothrinax argentata,196,,Hispaniolan Silver Thatch,Hispaniola,http://en.wikipedia.org/wiki/Coccothrinax_argentata,yes,occasional,,,,,1cm,,"single,25-30cm dia,smooth,covered with rings.",White,Brownish black,No,No,,,,,,,
COPR,copernicia prunifera,196,,Carnauba Wax Palm,,,yes,Rare,,,,,1-2cm,,"single,60-75cm,covered with persistant petioles when young and with black scars.",No,Greyish green,No,No,,,,,,,
COUM,corypha umbraculifera,197,,Talipot,India,http://en.wikipedia.org/wiki/Corypha_umbraculifera,yes,Rare,,,,6m,1-2cm,,"single, 25-30cm dia.",Creamish,Greyish green,No,No,,,,,,,
LALO,latania loddigesii,197,,Blue Latan Palm,Mascarene Islands near Madagascar,http://en.wikipedia.org/wiki/Latanier_De_Niaurice,yes,Rare,,,,2m,3-4 cm,,"single,25-30cm dia,grey,smooth.",No,Brown,No,No,,,,,,,
LALO,latania lontaroides,197,,Red Latan Palm,Mascarene Islands near Madagascar,http://en.wikipedia.org/wiki/Latania_lontaroides,yes,occasional,,,,,3-4 cm,,"single,20-30cm dia,dark brown,smooth,covered with rings.",No,Brownish grey,No,No,,,,,,,
LAVE,latania verschaffeltii,197,,Yellow Latan Palm,Mauritius,http://en.wikipedia.org/wiki/Latania_verschaffeltii,yes,Rare,,,,,2-3cm,,"single,25-10cm dia covered with persistant petioles.",No,Globose Brown,No,No,,,,,,,
LIGR,licuala grandis,197,,Vanautu Fan Palm,Vanautu Islands,http://en.wikipedia.org/wiki/Licuala_grandis,yes,occasional,,,,,1cm,,,No,Globose red,No,No,,,,,,,
LISP,licuala spinosa,197,,Vanautu Fan Palm,Indonesia,http://en.wikipedia.org/wiki/Licuala_spinosa,yes,Rare,,,,,1cm,,"single,30-45cm dia,rough,ringed,covered with persistant petioles,netted.",No,Globose red,No,No,,,,,,,
LICH,livistona chinensis,197,,Chinese Fam Palm,"Taiwan, Japan",http://en.wikipedia.org/wiki/Livistona_chinensis,yes,occasional,,,,,1-2cm,,"single30-45cm dia,smooth,civered with rings of fallen leaf bases,greyish green,shining.",No,Greyish green,No,No,,,,,,,
LIRO,livistona rotundifolia,198,,Foot Stool Palm,"Philippines, Indonesia, New Guinea",http://en.wikipedia.org/wiki/Livistona_rotundifolia,yes,occasional,,,,,2-4cm,,"single,30-40cm,covered with persistant petioles,netted.",No,Globose orange,No,No,,,,,,,
PRPA,pritchardia pacifica,198,,Fiji Fan Palm,Tonga,http://en.wikipedia.org/wiki/Pritchardia_pacifica,yes,occasional,,,,,1cm,,"single,slender,15-20cm dia,smooth,covered with rings of fallen leaf bases.",No,Dark Brown,No,No,,,,,,,
THPA,thrinax parviflora,198,,Thatch Palm,Jamaica,http://en.wikipedia.org/wiki/Thrinax,yes,occasional,,,,,6-7mm,,,Creamish,Globose white,No,No,,,,,,,
WARO,washingtonia robusta,198,,California Fan Palm,Mexico,http://en.wikipedia.org/wiki/Washingtonia_robusta,yes,Rare,,,,,1cm,,"single,slender,75-90cm dia,smooth,covered with rings",No,Yellowish Brown,No,No,,,,,,,
WAFI,washingtonia filifera,198,,California Fan Palm,North America,http://en.wikipedia.org/wiki/Washingtonia_filifera,yes,occasional,,,,,1cm,,"clustered,10-15cm dia,brown,covered with persistant petioles netted.",No,Yellowish Brown,No,No,,,,,,,
ACWR,acoelorrhaphe wrightii,199,,Everglades Palm,"Florida, West Indies",http://en.wikipedia.org/wiki/Acoelorrhaphe,yes,Rare,,,,,1cm,,"clustered,45-60cm dia,covered with persistant petioles,netted",No,Globose orange,No,No,,,,,,,
CHHU,chamaerops humilis,199,,European Fan Palm,Southern Europe,http://en.wikipedia.org/wiki/Chamaerops,yes,Rare,,,,,,,"single,30-45cm dia,rough with close rings of fallen leaf bases, grey.",No,No,No,No,,,,,,,
BINO,bismarckia nobilis,201,,Silver Palm,Madagascar,http://en.wikipedia.org/wiki/Bismarckia,yes,occasional,,,,,3cm,,"single,60-75cm dia,rough,greyish black,covered with persistant split petioles.",No,Blackish Brown,No,No,,,,,,,
BOFL,borassus flabellifer,200,,Tad,India and Malaysia,http://en.wikipedia.org/wiki/Borassus_flabellifer,yes,occasional,,,,,10-15cm,,"single, often branched,60-80cm, dia, covered with persistant petioles when young and with black scars.",No,Ovoid black,No,No,,,,,,,
HYDI,hyphaene dichotoma,200,,Ravan Tad,India-West Coast,http://en.wikipedia.org/wiki/Hyphaene_dichotoma,yes,occasional,,,,,5-10cm,,,No,Brown,No,No,,,,,,,
SACA,sabal causiarum,201,,Cabage Palm,"Hisponiola Islands, Carribean",http://en.wikipedia.org/wiki/Sabal_causiarum,yes,occasional,,,,,8-14cm,,"single,45-60cm,bulging at base, rings absent,covered with persistant petioles.",No,Globose black,No,No,,,,,,,
SAPA,sabal palmetto,201,,Cabage Palm,"North America, Cuba",http://en.wikipedia.org/wiki/Sabal_palmetto,yes,Rare,,,,,8-14cm,,"single,slender,15-20cm,dia,grey brown,covered with rings of fallen leaf bases.",No,Globose black,No,No,,,,,,,
SAMA,sabal mauritiiformis,201,,Bay Palmetto,Trinidad,http://en.wikipedia.org/wiki/Sabal_mauritiiformis,yes,Rare,,,,,1cm,,"light brown,furrowed,branches in clusters at the end of branches.",No,Globose black,No,No,,,,,,,
CAGL,callitris glaucophylla,214,Cupressaceae,White Cypress,Australia,http://en.wikipedia.org/wiki/Callitris_glaucophylla,yes,Rare,,,,,,irregular,"thick,resinous,deeply cracked,forming large rhomboidal plates.",No,No,No,No,,,,,,,
PILO,pinus longifolia,214,Pinaceae,Pine,India-Himalayas,http://en.wikipedia.org/wiki/Pinus_longifolia,yes,Rare,,,,,,conical,"thick,resinous,deeply cracked,forming large rhomboidal plates",No,No,No,No,,,,,,,
PIRO,pinus roxburghii,214,Pinaceae,Pine,India-Himalayas,http://en.wikipedia.org/wiki/Chir_Pine,yes,Rare,,,,,,conical,"dark brown,flaky.branches multi planer.",No,No,No,No,,,,,,,
CUGL,cupressus glabra,215,Cupressaceae,Agra Suru,America,http://en.wikipedia.org/wiki/Cupressus_glabra,yes,Rare,,,,,,,greyish brown with vertical cracks.,No,No,No,No,,,,,,,
CUSE,cupressus sempervirens,215,Cupressaceae,Italian Cypress,Mediterranean region,http://en.wikipedia.org/wiki/Cupressus_sempervirens,yes,Rare,,,,,,,dark brown with vertical cracks.branches coplanar.,No,No,No,No,,,,,,,
CUTO,cupressus torulosa,216,Cupressaceae,Bhutan Cypress,India-Himalayas,http://en.wikipedia.org/wiki/Cupressus_torulosa,yes,occasional,,,,,,,"brown,peeling off.branches many,ascending.",No,No,No,No,,,,,,,
JUCH,juniperus chinensis,216,Cupressaceae,Chinese Juniper,China,http://en.wikipedia.org/wiki/Juniperus_chinensis,yes,occasional,,,,,,,"brown,flacky.branches slender,drooping.",No,No,No,No,,,,,,,
AFGR,afrocarpus gracilior,217,Podocarpaceae,Fern Pine,Africa,http://en.wikipedia.org/wiki/Afrocarpus_gracilior,yes,common,,,,,,,"brown,flacky.branches slender,drooping.",No,No,No,No,,,,,,,
POGR,podocarpus gracilior,217,Podocarpaceae,Fern Pine,Africa,http://en.wikipedia.org/wiki/Podocarpus_gracilior,yes,occasional,,,,,,,"reddish brown,flaky.",No,No,No,No,,,,,,,
PLOR,Platycladus orientalis,217,Cupressaceae,Morpankhi,China,http://en.wikipedia.org/wiki/Platycladus,yes,common,,,,,,,,No,No,No,No,,,,,,,
THOR,thuja orientalis (Platycladus orientalis),217,Cupressaceae,Morpankhi,China,http://en.wikipedia.org/wiki/Thuja_orientalis,yes,common,,,,,,,"light brown.branches in whorls,with swollen nodes.",No,No,No,No,,,,,,,
AGRO,agathis robusta,218,Araucariaceae,Kauri Pine,Australia,http://en.wikipedia.org/wiki/Agathis_robusta,yes,Rare,,,,,,,"brown,furrowed.branches in whorls,horizontal;branches drooping.",No,No,No,No,,,,,,,
ARBI,araucaria bidwillii,218,Araucariaceae,Bunya Pine,Australia,http://en.wikipedia.org/wiki/Araucaria_bidwillii,yes,Rare,,,,,,,"light brown,flaky.branches in whorls,horizontal;branches lax,tips not in level.",No,No,No,No,,,,,,,
ARCO,araucaria columnaris,219,Araucariaceae,New Caledonian Pine,Australia,http://en.wikipedia.org/wiki/Araucaria_columnaris,yes,occasional,,,,,,,"brown, furrowed.branches in whorls at long intervals,horizontal.branches divided into several lax branches at tip.",No,No,No,No,,,,,,,
ARCU,araucaria cunninghamii,219,Araucariaceae,Hoop Pine,Australia,http://en.wikipedia.org/wiki/Araucaria_cunninghamii,yes,Rare,,,,,,,"brown,furrowed.branches in whorls,horizontal;branchlets dense, tips in level.",No,No,No,No,,,,,,,
ARHE,araucaria heterophylla,220,Araucariaceae,Christmas Tree,"Norfolk Island, near Australia",http://en.wikipedia.org/wiki/Araucaria_heterophylla,yes,occasional,,,,,,,"light brown,flaky. Branches whorled,horizontal.",No,No,No,No,,,,,,,
ARHU,araucaria hunsteinii,220,Araucariaceae,Klinki Pine,New Guinea,http://en.wikipedia.org/wiki/Araucaria_hunsteinii,yes,Rare,,,,,,,"brown,flaky.branches slender,drooping.",No,No,No,No,,,,,,,
PONE,podocarpus neriifolius,221,Podocarpaceae,Yellow Wood,India,http://en.wikipedia.org/wiki/Podocarpus_neriifolius,yes,common,,,,,,,"brown, furrowed,branchlets slender,drooping.",No,No,No,No,,,,,,,
TADI,taxodium distichum,221,Taxodiaceae,Bald Cypress,America,http://en.wikipedia.org/wiki/Taxodium_distichum,yes,Rare,,,,,,,"20-30cm,often branched.",No,No,No,No,,,,,,,
CYCI,cycas circinalis,223,,Queen Sago,India-Western Ghats,http://en.wikipedia.org/wiki/Cycas_circinalis,yes,occasional,,,,,,,"15-20cm,rarely branched",No,No,No,No,,,,,,,
CYPE,cycas pectinata,223,,Thakal,Nepal and Sikkim,http://en.wikipedia.org/wiki/Cycas_pectinata,yes,Rare,,,,,,,"20-50cm,rarely branched",No,No,No,No,,,,,,,
CYRE,cycas revoluta,223,,Sago Palm,China and Japan,http://en.wikipedia.org/wiki/Cycas_revoluta,yes,common,,,,,,,"10-25cm,rarely branched",No,No,No,No,,,,,,,
CYRU,cycas rumphii,223,,Indonesian Cycas,Indonesia,http://en.wikipedia.org/wiki/Cycas_rumphii,yes,occasional,,,,,,,"20-45cm,unbranched",No,No,No,No,,,,,,,
CYTH,cycas thouarsii,223,,Samble,Africa,http://en.wikipedia.org/wiki/Cycas_thouarsii,yes,Rare,,,,,,,"30-40cm,unbranched",No,No,No,No,,,,,,,
CYZE,cycas zeylanica,223,,Andaman Cycas,Sri Lanka and Andaman,http://en.wikipedia.org/wiki/Cycadaceae,yes,Rare,,,,,,,"hollow,green, dia 10-15cm; internodes upto45cm branches horizontal,armed at nodes with stout spines.",No,No,No,No,,,,,,,
BAAR,bambusa arundinacea,225,,Thorny Bamboo,India,http://en.wikipedia.org/wiki/Bambusa,yes,occasional,,,,,,,"hollow, blackish green,bulging at nodes, dia10-15cm; internodes upto 25cm. Branches unarmed.",No,No,No,No,,,,,,,
BAVE,bambusa ventricosa,225,,Buddha's Belly Bamboo,China,http://en.wikipedia.org/wiki/Bambusa_ventricosa,yes,occasional,,,,,,,"hollow, golden yellow with broad green strips, dia 5-10cm; internodes upto 30cm,covered with broad triangular sheaths. Branches horizontal,unarmed.",No,No,No,No,,,,,,,
BAVU,bambusa vulgaris,225,,Golden Bamboo,China,http://en.wikipedia.org/wiki/Dendrocalamus,yes,common,,,,,,,"hollow, green, dia 15-25cm; internodes upto 60cm. Branches horizontal ,unarmed,few at nodes.",No,No,No,No,,,,,,,
DEGI,dendrocalamus giganteus,225,,Giant Bamboo,Malaysia,http://en.wikipedia.org/wiki/Dendrocalamus,yes,Rare,,,,,,,"solid,glaucous green, swollen at nodes, dia 3-8cm; branches unarmed, terminal branches decurved.",No,No,No,No,,,,,,,
DEST,dendrocalamus strictus,225,,Velu,India,,no,occasional,,,,,,,"solid, green, dia 3-5cm; internodes upto 40cm. Branches horizontal, unarmed.",No,No,No,No,,,,,,,
SCLU,schizostachyum lumampao,225,,Philippines Bamboo,Philippines,,no,Rare,,,,,,,,No,No,No,No,,,,,,,
STCH,stereospermum chelonoides,231,,,,,no,,,,,,,,,No,No,No,No,,,,,,,
VAIN,vateria indica,231,,,,http://en.wikipedia.org/wiki/Vateria_indica,yes,,,,,,,,,No,No,No,No,,,,,,,
BIJA,bischofia javanica,232,,,,http://en.wikipedia.org/wiki/Bischofia_javanica,yes,,,,,,,,,No,No,No,No,,,,,,,
EXAG,excoecaria agallocha,232,,,,http://en.wikipedia.org/wiki/Excoecaria,yes,,,,,,,,,No,No,No,No,,,,,,,
KACA,kandelia candel,232,,,,http://en.wikipedia.org/wiki/Kandelia_candel,yes,,,,,,,,,No,No,No,No,,,,,,,
RHMU,rhizophora mucronata,232,,,,http://en.wikipedia.org/wiki/Rhizophora_mucronata,yes,,,,,,,,,No,No,No,No,,,,,,,
CAST,canarium strictum,233,,,,http://en.wikipedia.org/wiki/Canarium,yes,,,,,,,,,No,No,No,No,,,,,,,
XYGR,xylocarpus granatum,233,,,,http://en.wikipedia.org/wiki/Xylocarpus_granatum,yes,,,,,,,,,No,No,No,No,,,,,,,
BRGY,bruguiera gymnorrhiza,236,,,,http://en.wikipedia.org/wiki/Bruguiera_gymnorrhiza,yes,,,,,,,,"rough, black",No,No,No,No,,,,,,,
CLCO,cleistanthus collinus,249,Euphorbiaceae,Garari,India,,no,Rare,,,,,,,"reddish ,flaky. Branches unarmed,resinous.",Small green,Globose Woody,No,No,,,,,,,
COST,commiphora stocksiana,249,Burseraceae,Bayi,Sindh,http://en.wikipedia.org/wiki/Commiphora,yes,Rare,,,,,,,reddish brown.,Small red,Globose red,No,No,,,,,,,
KOBI,koelreuteria bipinnata,249,Sapindaceae,Golden Rain Tree,Korea,http://en.wikipedia.org/wiki/Koelreuteria_bipinnata,yes,Rare,,,,,,,light coloured.,Small yellow,Orange,No,No,,,,,,,
PALO,paraserianthes lophantha,249,Mimosaceae,Cape Wattle,Australia,http://en.wikipedia.org/wiki/Paraserianthes_lophantha,yes,Rare,,,,,,,,White Fragrant,"Pods flat,reddish brown",No,No,,,,,,,
