-----
{
 "description": "The table refers to village wise distribution of surface flow schemes according to ownership. It has been sourced from 2nd census of minor irrigation scheme(1993-94) from Ministry of Water Resources.", 
 "file_name": "villtab4.2.csv", 
 "title": "Download CSV for Villagewise Distribution of surface flow schemes according to ownership for 2nd census of Minor Irrigation Schemes (1993-94)(External Link that opens in a new window)", 
 "url": "http://data.gov.in/sites/default/files/villtab4.2.csv"
}
-----
-----
{
 "description": "The table refers to block wise potential utilized through surface flow schemes. It has been sourced from 2nd census of minor irrigation scheme(1993-94) from Ministry of Water Resources.", 
 "file_name": "blcktab4.10.csv", 
 "title": "Download CSV for Blockwise Surface Flow Schemes Average length of water conveyance channel for 2nd census of Minor Irrigation Schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/blcktab4.10.csv"
}
-----
State,District,Block,Total Number of Schemes,Pucca channel,Kutcha channel,Underground channel,Total
ANDHRA PRADESH,GUNTUR,NARASARAOPET,8,0,75,0,75
ANDHRA PRADESH,GUNTUR,NEKARIKALLU,2,88,100,0,188
ANDHRA PRADESH,GUNTUR,NIZAMPATNAM,NA,NA,NA,NA,NA
ANDHRA PRADESH,GUNTUR,NUZENDLA,12,6,145,0,151
ANDHRA PRADESH,GUNTUR,PEDAKAKANI,8,31,1104,0,1135
ANDHRA PRADESH,GUNTUR,PEDAKURAPADU,1,300,100,0,400
ANDHRA PRADESH,GUNTUR,PEDANANDIPADU,NA,NA,NA,NA,NA
ANDHRA PRADESH,GUNTUR,PHIRANGIPURAM,4,0,1875,0,1875
ANDHRA PRADESH,GUNTUR,PIDUGURALLA,5,105,60,0,165
ANDHRA PRADESH,GUNTUR,PITTALAVANIPALEM,NA,NA,NA,NA,NA
ANDHRA PRADESH,GUNTUR,PONNUR,NA,NA,NA,NA,NA
ANDHRA PRADESH,GUNTUR,PRATHIPADU,7,1543,0,0,1543
ANDHRA PRADESH,GUNTUR,RAJUPALEM,2,0,500,0,500
ANDHRA PRADESH,GUNTUR,RENTACHINTALA,2,0,908,0,908
ANDHRA PRADESH,GUNTUR,REPALLE,NA,NA,NA,NA,NA
ANDHRA PRADESH,GUNTUR,ROMPICHERLA,9,0,72,0,72
ANDHRA PRADESH,GUNTUR,SATTENAPALLE,2,0,1600,0,1600
ANDHRA PRADESH,GUNTUR,SAV'PURAM KANUM'PUDI,10,12,188,0,200
ANDHRA PRADESH,GUNTUR,TADEPALLE,2,0,135,0,135
ANDHRA PRADESH,GUNTUR,TADIKONDA,9,0,1993,0,1993
ANDHRA PRADESH,GUNTUR,TENALI,NA,NA,NA,NA,NA
ANDHRA PRADESH,GUNTUR,THULLUR,1,0,1262,0,1262
ANDHRA PRADESH,GUNTUR,TSUNDUR,NA,NA,NA,NA,NA
ANDHRA PRADESH,GUNTUR,VATTICHERUKURU,1,0,1270,0,1270
ANDHRA PRADESH,GUNTUR,VELDURTHY,3,0,3000,0,3000
ANDHRA PRADESH,GUNTUR,VEMURU,NA,NA,NA,NA,NA
ANDHRA PRADESH,GUNTUR,VINUKONDA,8,2,216,0,218
ANDHRA PRADESH,HYDERABAD,CHARMINAR,18,0,354,0,354
ANDHRA PRADESH,HYDERABAD,GOLCONDA,12,29,419,6,454
ANDHRA PRADESH,HYDERABAD,MUSHEERABAD,7,0,550,0,550
ANDHRA PRADESH,HYDERABAD,SECUNDERABAD,1,0,35,0,35
ANDHRA PRADESH,KARIMNAGAR,BEJJANKI,108,0,641,0,641
ANDHRA PRADESH,KARIMNAGAR,BHEEMADEVARPALLE,106,14,462,0,476
ANDHRA PRADESH,KARIMNAGAR,BOINPALLE,70,0,138,0,138
ANDHRA PRADESH,KARIMNAGAR,CHANDURTHI,42,2,23,0,25
ANDHRA PRADESH,KARIMNAGAR,CHIGURUMAMIDI,101,0,126,0,126
ANDHRA PRADESH,KARIMNAGAR,CHOPPADANDI,115,0,82,0,82
ANDHRA PRADESH,KARIMNAGAR,DHARMAPURI,105,0,451,0,451
ANDHRA PRADESH,KARIMNAGAR,DHARMARAM,133,0,734,0,734
ANDHRA PRADESH,KARIMNAGAR,ELKATHURTHI,54,0,325,0,325
ANDHRA PRADESH,KARIMNAGAR,ELLANTHAKUNTA,84,0,110,0,110
ANDHRA PRADESH,KARIMNAGAR,GAMBHIRAOPET,55,0,67,27,94
ANDHRA PRADESH,KARIMNAGAR,GANGADHARA,106,0,13,0,13
ANDHRA PRADESH,KARIMNAGAR,GOLLAPALLE,69,0,344,0,344
ANDHRA PRADESH,KARIMNAGAR,HUSNABAD,195,0,116,0,116
ANDHRA PRADESH,KARIMNAGAR,HUZURABAD,104,0,127,0,127
ANDHRA PRADESH,KARIMNAGAR,IBRAHIMPATNAM,65,5,357,0,362
ANDHRA PRADESH,KARIMNAGAR,JAGTIAL,68,0,87,0,87
ANDHRA PRADESH,KARIMNAGAR,JAMMIKUNTA,167,0,160,0,160
ANDHRA PRADESH,KARIMNAGAR,JULAPALLE,115,0,23,0,23
ANDHRA PRADESH,KARIMNAGAR,KAMALAPUR,87,0,195,0,195
ANDHRA PRADESH,KARIMNAGAR,KAMANPUR,78,44,105,0,149
ANDHRA PRADESH,KARIMNAGAR,KARIMNAGAR,163,0,110,0,110
ANDHRA PRADESH,KARIMNAGAR,KATARAM,91,0,291,0,291
ANDHRA PRADESH,KARIMNAGAR,KATHLAPUR,50,0,339,0,339
ANDHRA PRADESH,KARIMNAGAR,KODIMIAL,70,0,300,0,300
ANDHRA PRADESH,KARIMNAGAR,KOHEDA,106,0,35,0,35
ANDHRA PRADESH,KARIMNAGAR,KONARAOPETA,62,0,19,0,19
ANDHRA PRADESH,KARIMNAGAR,KORATLA,57,3,191,0,194
ANDHRA PRADESH,KARIMNAGAR,MAHADEVPUR,47,0,210,0,210
ANDHRA PRADESH,KARIMNAGAR,MAHADEVPUR,33,0,394,0,394
ANDHRA PRADESH,KARIMNAGAR,MALHARRAO MANDAL,56,0,335,0,335
ANDHRA PRADESH,KARIMNAGAR,MALLAPUR,53,2,428,0,430
ANDHRA PRADESH,KARIMNAGAR,MALLIAL,66,0,206,0,206
ANDHRA PRADESH,KARIMNAGAR,MANAKONDUR,240,0,36,0,36
ANDHRA PRADESH,KARIMNAGAR,MANTHANI,117,0,259,0,259
ANDHRA PRADESH,KARIMNAGAR,MANTHANI,82,0,471,0,471
ANDHRA PRADESH,KARIMNAGAR,MEDIPALLE,92,0,89,0,89
ANDHRA PRADESH,KARIMNAGAR,METPALLE,50,0,401,0,401
ANDHRA PRADESH,KARIMNAGAR,MUSTABAD,82,1,7,0,8
ANDHRA PRADESH,KARIMNAGAR,ODELA,157,0,122,0,122
ANDHRA PRADESH,KARIMNAGAR,PEDDAPALLE,151,0,77,0,77
ANDHRA PRADESH,KARIMNAGAR,PEGADAPALLE,82,0,411,0,411
ANDHRA PRADESH,KARIMNAGAR,RAIKAL,81,0,30,0,30
ANDHRA PRADESH,KARIMNAGAR,RAMADUGU,95,0,575,0,575
ANDHRA PRADESH,KARIMNAGAR,RAMAGUNDAM,77,2,302,4,308
ANDHRA PRADESH,KARIMNAGAR,SAIDAPUR,89,25,173,0,198
ANDHRA PRADESH,KARIMNAGAR,SARANGAPUR,63,0,413,0,413
ANDHRA PRADESH,KARIMNAGAR,SHANKARA PATNAM,134,0,44,0,44
ANDHRA PRADESH,KARIMNAGAR,SIRSILLA,78,0,82,0,82
ANDHRA PRADESH,KARIMNAGAR,SRIRAMPUR,111,13,162,0,175
ANDHRA PRADESH,KARIMNAGAR,SULTANABAD,114,0,34,1,35
ANDHRA PRADESH,KARIMNAGAR,THIMMAPUR,102,0,383,0,383
ANDHRA PRADESH,KARIMNAGAR,VEENAVANKA,168,0,116,0,116
ANDHRA PRADESH,KARIMNAGAR,VELGATOOR,49,6,5,0,11
ANDHRA PRADESH,KARIMNAGAR,VEMULAWADA,85,0,35,0,35
ANDHRA PRADESH,KARIMNAGAR,YELLAREDDIPETA,68,0,25,0,25
ANDHRA PRADESH,KHAMMAM,ASWAPURAM,28,0,1223,0,1223
ANDHRA PRADESH,KHAMMAM,ASWARAOPETA,108,0,27,0,27
ANDHRA PRADESH,KHAMMAM,BAYYARAM,56,0,234,0,234
ANDHRA PRADESH,KHAMMAM,BHADRACHALAM,47,0,61,0,61
ANDHRA PRADESH,KHAMMAM,BONAKAL,22,0,492,0,492
ANDHRA PRADESH,KHAMMAM,BURGAMPADU,49,0,70,0,70
ANDHRA PRADESH,KHAMMAM,CHANDRUGONDA,103,1,239,0,240
ANDHRA PRADESH,KHAMMAM,CHERLA,48,2,318,0,320
ANDHRA PRADESH,KHAMMAM,CHINTHAKANI,16,0,34,0,34
ANDHRA PRADESH,KHAMMAM,CHINTUR,11,0,71,0,71
ANDHRA PRADESH,KHAMMAM,DAMMAPETA,237,0,423,0,423
ANDHRA PRADESH,KHAMMAM,DUMMUGUDEM,36,0,295,0,295
ANDHRA PRADESH,KHAMMAM,ENKURU,25,0,122,0,122
ANDHRA PRADESH,KHAMMAM,GARLA,82,0,222,0,222
ANDHRA PRADESH,KHAMMAM,GUNDALA,102,0,198,0,198
ANDHRA PRADESH,KHAMMAM,JULURPAD,18,0,86,0,86
ANDHRA PRADESH,KHAMMAM,KALLURU,76,0,454,0,454
ANDHRA PRADESH,KHAMMAM,KAMEPALLE,89,0,163,0,163
ANDHRA PRADESH,KHAMMAM,KHAMMAM (RURAL),82,0,463,0,463
ANDHRA PRADESH,KHAMMAM,KHAMMAM (URBAN),66,0,935,0,935
ANDHRA PRADESH,KHAMMAM,KONIJERLA,21,0,37,0,37
ANDHRA PRADESH,KHAMMAM,KOTHAGUDEM,39,36,546,3,585
ANDHRA PRADESH,KHAMMAM,KUKUNOOR,52,0,21,0,21
ANDHRA PRADESH,KHAMMAM,KUNAVARAM,36,0,65,0,65
ANDHRA PRADESH,KHAMMAM,KUSUMANCHI,55,0,389,0,389
ANDHRA PRADESH,KHAMMAM,MADHIRA,67,0,212,12,224
ANDHRA PRADESH,KHAMMAM,MANUGUR,45,0,122,0,122
ANDHRA PRADESH,KHAMMAM,MUDIGONDA,49,0,153,0,153
ANDHRA PRADESH,KHAMMAM,MULAKALAPALLE,81,56,159,0,215
ANDHRA PRADESH,KHAMMAM,NELAKONDAPALLE,33,0,31,0,31
ANDHRA PRADESH,KHAMMAM,PALWANCHA,47,44,175,0,219
ANDHRA PRADESH,KHAMMAM,PENUBALLI,96,0,290,0,290
ANDHRA PRADESH,KHAMMAM,PINAPAKA,120,0,252,0,252
ANDHRA PRADESH,KHAMMAM,SATHUPALLE,76,151,413,0,564
ANDHRA PRADESH,KHAMMAM,SINGARENI,86,0,164,0,164
ANDHRA PRADESH,KHAMMAM,TEKULAPALLE,94,4,108,0,112
ANDHRA PRADESH,KHAMMAM,THALLADA,33,0,615,0,615
ANDHRA PRADESH,KHAMMAM,THIRUMALAYAPALEM,94,1,361,0,362
ANDHRA PRADESH,KHAMMAM,VARARAMACHANDRAPURAM,25,0,71,0,71
ANDHRA PRADESH,KHAMMAM,VELAIRPAD,16,0,121,0,121
ANDHRA PRADESH,KHAMMAM,VEMSOOR,77,0,606,0,606
ANDHRA PRADESH,KHAMMAM,VENKATAPURAM,45,0,72,0,72
ANDHRA PRADESH,KHAMMAM,WAZEED,14,0,355,0,355
ANDHRA PRADESH,KHAMMAM,WYRA,4,0,1044,0,1044
ANDHRA PRADESH,KHAMMAM,YELLANDU,66,0,139,0,139
ANDHRA PRADESH,KHAMMAM,YERRUPALEM,41,0,37,0,37
ANDHRA PRADESH,KRISHNA,A.KONDURU,34,0,526,0,526
ANDHRA PRADESH,KRISHNA,AGIRIPALLE,87,0,267,0,267
ANDHRA PRADESH,KRISHNA,AVANIGADDA,NA,NA,NA,NA,NA
ANDHRA PRADESH,KRISHNA,BANTUMILLI,NA,NA,NA,NA,NA
ANDHRA PRADESH,KRISHNA,BAPULAPADU,52,1217,1129,0,2346
ANDHRA PRADESH,KRISHNA,CHALLAPALLE,NA,NA,NA,NA,NA
ANDHRA PRADESH,KRISHNA,CHANDARLAPADU,5,0,923,0,923
ANDHRA PRADESH,KRISHNA,CHATRAI,112,2,447,0,449
ANDHRA PRADESH,KRISHNA,G.KONDURU,53,0,380,0,380
ANDHRA PRADESH,KRISHNA,GAMPALAGUDEM,65,1,633,0,634
ANDHRA PRADESH,KRISHNA,GANNAVARAM,50,0,920,0,920
ANDHRA PRADESH,KRISHNA,GHANTASALA,NA,NA,NA,NA,NA
ANDHRA PRADESH,KRISHNA,GUDIVADA,NA,NA,NA,NA,NA
ANDHRA PRADESH,KRISHNA,GUDLAVALLERU,NA,NA,NA,NA,NA
ANDHRA PRADESH,KRISHNA,GUDUR,NA,NA,NA,NA,NA
ANDHRA PRADESH,KRISHNA,IBRAHIMPATNAM,7,0,748,0,748
ANDHRA PRADESH,KRISHNA,JAGGAYYAPETA,10,79,596,0,675
ANDHRA PRADESH,KRISHNA,KAIKALUR,NA,NA,NA,NA,NA
ANDHRA PRADESH,KRISHNA,KALIDINDI,NA,NA,NA,NA,NA
ANDHRA PRADESH,KRISHNA,KANCHIKACHERLA,5,0,750,0,750
ANDHRA PRADESH,KRISHNA,KANKIPADU,NA,NA,NA,NA,NA
ANDHRA PRADESH,KRISHNA,KODURU,NA,NA,NA,NA,NA
ANDHRA PRADESH,KRISHNA,KRUTHIVENNU,NA,NA,NA,NA,NA
ANDHRA PRADESH,KRISHNA,MACHILIPATNAM,NA,NA,NA,NA,NA
ANDHRA PRADESH,KRISHNA,MANDAVALLI,NA,NA,NA,NA,NA
ANDHRA PRADESH,KRISHNA,MOPIDEVI,NA,NA,NA,NA,NA
ANDHRA PRADESH,KRISHNA,MOVVA,NA,NA,NA,NA,NA
ANDHRA PRADESH,KRISHNA,MUDINEPALLE,NA,NA,NA,NA,NA
ANDHRA PRADESH,KRISHNA,MUSUNURU,81,0,924,0,924
ANDHRA PRADESH,KRISHNA,MYLAVARAM,38,0,2724,0,2724
ANDHRA PRADESH,KRISHNA,NAGAYALANKA,NA,NA,NA,NA,NA
ANDHRA PRADESH,KRISHNA,NANDIGAMA,5,0,515,0,515
ANDHRA PRADESH,KRISHNA,NANDIVADA,NA,NA,NA,NA,NA
ANDHRA PRADESH,KRISHNA,NUZVID,85,0,894,0,894
ANDHRA PRADESH,KRISHNA,PAMARRU,NA,NA,NA,NA,NA
ANDHRA PRADESH,KRISHNA,PAMIDIMUKKALA,NA,NA,NA,NA,NA
ANDHRA PRADESH,KRISHNA,PEDANA,NA,NA,NA,NA,NA
ANDHRA PRADESH,KRISHNA,PEDAPARUPUDI,NA,NA,NA,NA,NA
ANDHRA PRADESH,KRISHNA,PENAMALURU,NA,NA,NA,NA,NA
ANDHRA PRADESH,KRISHNA,PENUGANCHIPROLU,3,0,1390,0,1390
ANDHRA PRADESH,KRISHNA,REDDIGUDEM,99,0,509,0,509
ANDHRA PRADESH,KRISHNA,THOTLAVALLURU,NA,NA,NA,NA,NA
ANDHRA PRADESH,KRISHNA,TIRUVURU,57,112,1282,0,1394
ANDHRA PRADESH,KRISHNA,UNGUTURU,3,0,267,0,267
ANDHRA PRADESH,KRISHNA,VATSAVAI,17,0,136,0,136
ANDHRA PRADESH,KRISHNA,VEERULLAPADU,10,0,364,0,364
ANDHRA PRADESH,KRISHNA,VIJAYAWADA (URBAN),1,0,400,0,400
ANDHRA PRADESH,KRISHNA,VIJAYAWADA RURAL,17,75,328,0,403
ANDHRA PRADESH,KRISHNA,VISSANNAPET,114,0,360,0,360
ANDHRA PRADESH,KRISHNA,VUYYURU,NA,NA,NA,NA,NA
ANDHRA PRADESH,KURNOOL,ADONI,10,118,101,0,219
ANDHRA PRADESH,KURNOOL,ALLAGADDA,4,0,230,63,293
ANDHRA PRADESH,KURNOOL,ALUR,6,32,288,0,320
ANDHRA PRADESH,KURNOOL,ASPARI,40,3,445,0,448
ANDHRA PRADESH,KURNOOL,ATMAKUR,7,10,1061,0,1071
ANDHRA PRADESH,KURNOOL,BANAGANAPALLE,4,100,231,0,331
ANDHRA PRADESH,KURNOOL,BANDI ATMAKUR,19,292,531,0,823
ANDHRA PRADESH,KURNOOL,BETHAMCHERLA,7,0,201,0,201
ANDHRA PRADESH,KURNOOL,C.BELAGAL,3,0,833,167,1000
ANDHRA PRADESH,KURNOOL,CHAGALAMARRI,NA,NA,NA,NA,NA
ANDHRA PRADESH,KURNOOL,CHIPPAGIRI,2,100,75,0,175
ANDHRA PRADESH,KURNOOL,DEVANAKONDA,29,25,486,0,511
ANDHRA PRADESH,KURNOOL,DHONE,15,9,231,75,315
ANDHRA PRADESH,KURNOOL,DORNIPADU,NA,NA,NA,NA,NA
ANDHRA PRADESH,KURNOOL,GADIVEMULA,4,0,147,0,147
ANDHRA PRADESH,KURNOOL,GONEGANDLA,18,0,66,0,66
ANDHRA PRADESH,KURNOOL,GOSPADU,NA,NA,NA,NA,NA
ANDHRA PRADESH,KURNOOL,GUDUR,6,8,44,0,52
ANDHRA PRADESH,KURNOOL,HALAHARVI,3,0,138,0,138
ANDHRA PRADESH,KURNOOL,HOLAGUNDA,6,0,1116,0,1116
ANDHRA PRADESH,KURNOOL,JUPADU BUNGALOW,488,0,100,0,100
ANDHRA PRADESH,KURNOOL,KALLUR,3,1,951,0,952
ANDHRA PRADESH,KURNOOL,KODUMUR,5,0,154,0,154
ANDHRA PRADESH,KURNOOL,KOILKUNTLA,NA,NA,NA,NA,NA
ANDHRA PRADESH,KURNOOL,KOLIMIGUNDLA,23,436,137,17,590
ANDHRA PRADESH,KURNOOL,KOSIGI,NA,NA,NA,NA,NA
ANDHRA PRADESH,KURNOOL,KOTHAPALLE,8,21,377,1,399
ANDHRA PRADESH,KURNOOL,KOWTHALAM,32,0,91,0,91
ANDHRA PRADESH,KURNOOL,KRISHNAGIRI,24,132,628,1,761
ANDHRA PRADESH,KURNOOL,KURNOOL,2,1500,50,0,1550
ANDHRA PRADESH,KURNOOL,MADDIKERA (EAST),11,11,75,0,86
ANDHRA PRADESH,KURNOOL,MAHANANDI,6,0,177,0,177
ANDHRA PRADESH,KURNOOL,MANTRALAYAM,4,150,132,0,282
ANDHRA PRADESH,KURNOOL,MIDTHUR,5,0,2476,0,2476
ANDHRA PRADESH,KURNOOL,NANDAVARAM,NA,NA,NA,NA,NA
ANDHRA PRADESH,KURNOOL,NANDIKOTKUR,NA,NA,NA,NA,NA
ANDHRA PRADESH,KURNOOL,NANDYAL,2,0,225,0,225
ANDHRA PRADESH,KURNOOL,ORVAKAL,6,80,357,0,437
ANDHRA PRADESH,KURNOOL,OWK,24,78,673,0,751
ANDHRA PRADESH,KURNOOL,PAGIDYALA,NA,NA,NA,NA,NA
ANDHRA PRADESH,KURNOOL,PAMULAPADU,NA,NA,NA,NA,NA
ANDHRA PRADESH,KURNOOL,PANYAM,8,0,340,0,340
ANDHRA PRADESH,KURNOOL,PATTIKONDA,9,138,349,0,487
ANDHRA PRADESH,KURNOOL,PEAPALLY,84,0,119,0,119
ANDHRA PRADESH,KURNOOL,PEDDA KADALUR,12,192,398,0,590
ANDHRA PRADESH,KURNOOL,RUDRAVARAM,24,0,203,0,203
ANDHRA PRADESH,KURNOOL,SANJAMALA,6,1947,1079,0,3026
ANDHRA PRADESH,KURNOOL,SIRVEL,3,0,185,0,185
ANDHRA PRADESH,KURNOOL,SRISAILAM,NA,NA,NA,NA,NA
ANDHRA PRADESH,KURNOOL,TUGGALI,26,8,1328,0,1336
ANDHRA PRADESH,KURNOOL,UYYALAWADA,3,67,100,0,167
ANDHRA PRADESH,KURNOOL,VELDURTHI,19,39,379,0,418
ANDHRA PRADESH,KURNOOL,VELGODE,6,11,19,0,30
ANDHRA PRADESH,KURNOOL,YEMMIGANUR,6,0,968,0,968
ANDHRA PRADESH,MAHABOOB NAGAR,ACHAMPETA,42,188,342,0,530
ANDHRA PRADESH,MAHABOOB NAGAR,ADDAKAL,120,14,426,0,440
ANDHRA PRADESH,MAHABOOB NAGAR,AIZA,60,0,115,0,115
ANDHRA PRADESH,MAHABOOB NAGAR,ALAMPUR,3,0,88,0,88
ANDHRA PRADESH,MAHABOOB NAGAR,AMANGAL,75,0,53,24,77
ANDHRA PRADESH,MAHABOOB NAGAR,AMRABAD,16,0,688,0,688
ANDHRA PRADESH,MAHABOOB NAGAR,ATMAKUR,69,0,275,0,275
ANDHRA PRADESH,MAHABOOB NAGAR,BALANAGAR,140,1,65,0,66
ANDHRA PRADESH,MAHABOOB NAGAR,BALMOOR,116,28,360,0,388
ANDHRA PRADESH,MAHABOOB NAGAR,BHOOTHPUR,115,0,221,8,229
ANDHRA PRADESH,MAHABOOB NAGAR,BIJINAPALLE,148,10,323,3,336
ANDHRA PRADESH,MAHABOOB NAGAR,BOMRASPETA,115,0,279,0,279
ANDHRA PRADESH,MAHABOOB NAGAR,CHINNACHITAKUNTA,38,0,853,0,853
ANDHRA PRADESH,MAHABOOB NAGAR,DAMARAGIDDA,80,0,192,0,192
ANDHRA PRADESH,MAHABOOB NAGAR,DEVARAKADARA,97,19,681,0,700
ANDHRA PRADESH,MAHABOOB NAGAR,DHANWADA,69,3,631,0,634
ANDHRA PRADESH,MAHABOOB NAGAR,DHARUR,123,0,210,0,210
ANDHRA PRADESH,MAHABOOB NAGAR,DOULATABAD,50,1,212,0,213
ANDHRA PRADESH,MAHABOOB NAGAR,FAROOQNAGAR,127,0,47,0,47
ANDHRA PRADESH,MAHABOOB NAGAR,GADWAL,94,0,239,0,239
ANDHRA PRADESH,MAHABOOB NAGAR,GHANPUR,13,0,156,73,229
ANDHRA PRADESH,MAHABOOB NAGAR,GHATTU,218,4,31,0,35
ANDHRA PRADESH,MAHABOOB NAGAR,GOPALPETA,NA,NA,NA,NA,NA
ANDHRA PRADESH,MAHABOOB NAGAR,HANWADA,92,0,516,0,516
ANDHRA PRADESH,MAHABOOB NAGAR,ITIKYAL,NA,NA,NA,NA,NA
ANDHRA PRADESH,MAHABOOB NAGAR,JADCHERLA,178,0,277,0,277
ANDHRA PRADESH,MAHABOOB NAGAR,KALWAKURTHY,107,0,237,0,237
ANDHRA PRADESH,MAHABOOB NAGAR,KESHAMPETA,106,50,371,0,421
ANDHRA PRADESH,MAHABOOB NAGAR,KODAIR,14,0,533,0,533
ANDHRA PRADESH,MAHABOOB NAGAR,KODANGAL,NA,NA,NA,NA,NA
ANDHRA PRADESH,MAHABOOB NAGAR,KOILKONDA,133,53,723,89,865
ANDHRA PRADESH,MAHABOOB NAGAR,KOLLAPUR,87,0,536,0,536
ANDHRA PRADESH,MAHABOOB NAGAR,KONDURG,101,17,71,0,88
ANDHRA PRADESH,MAHABOOB NAGAR,KOSGI,117,0,931,0,931
ANDHRA PRADESH,MAHABOOB NAGAR,KOTHAKOTA,86,0,117,1,118
ANDHRA PRADESH,MAHABOOB NAGAR,KOTHUR,87,0,183,0,183
ANDHRA PRADESH,MAHABOOB NAGAR,LINGAL,74,0,434,0,434
ANDHRA PRADESH,MAHABOOB NAGAR,MADDUR,102,0,527,0,527
ANDHRA PRADESH,MAHABOOB NAGAR,MADGUL,56,7,393,0,400
ANDHRA PRADESH,MAHABOOB NAGAR,MAGANOOR,111,0,109,0,109
ANDHRA PRADESH,MAHABOOB NAGAR,MAHBUBNAGAR,137,15,131,0,146
ANDHRA PRADESH,MAHABOOB NAGAR,MAKTHAL,126,0,381,0,381
ANDHRA PRADESH,MAHABOOB NAGAR,MALDAKAL,90,0,132,0,132
ANDHRA PRADESH,MAHABOOB NAGAR,MANOPADU,1,1500,0,0,1500
ANDHRA PRADESH,MAHABOOB NAGAR,MIDJIL,131,0,343,0,343
ANDHRA PRADESH,MAHABOOB NAGAR,NAGARKURNOOL,127,3,258,0,261
ANDHRA PRADESH,MAHABOOB NAGAR,NARAYANPET,116,15,509,35,559
ANDHRA PRADESH,MAHABOOB NAGAR,NARVA,96,9,500,0,509
ANDHRA PRADESH,MAHABOOB NAGAR,NAWABPET,155,7,64,1,72
ANDHRA PRADESH,MAHABOOB NAGAR,PANGAL,238,0,222,0,222
ANDHRA PRADESH,MAHABOOB NAGAR,PEBBAIR,86,0,345,2,347
ANDHRA PRADESH,MAHABOOB NAGAR,PEDDAKOTHAPALLE,88,12,173,0,185
ANDHRA PRADESH,MAHABOOB NAGAR,PEDDAMANDADI,104,0,296,0,296
ANDHRA PRADESH,MAHABOOB NAGAR,TADOOR,60,0,468,0,468
ANDHRA PRADESH,MAHABOOB NAGAR,TALAKONDAPALLE,102,0,270,0,270
ANDHRA PRADESH,MAHABOOB NAGAR,TELKAPALLE,146,0,111,0,111
ANDHRA PRADESH,MAHABOOB NAGAR,THIMMAJIPETA,1433,4,86,0,90
ANDHRA PRADESH,MAHABOOB NAGAR,UPPUNUNTHALA,63,75,659,70,804
ANDHRA PRADESH,MAHABOOB NAGAR,UTKOOR,64,0,600,0,600
ANDHRA PRADESH,MAHABOOB NAGAR,VANGOOR,102,0,513,16,529
ANDHRA PRADESH,MAHABOOB NAGAR,VEEPANGANDLA,106,0,259,0,259
ANDHRA PRADESH,MAHABOOB NAGAR,VELDANDA,85,2,277,2,281
ANDHRA PRADESH,MAHABOOB NAGAR,WADDEPALLE,57,1,295,0,296
ANDHRA PRADESH,MAHABOOB NAGAR,WANAPARTHY,82,0,282,30,312
ANDHRA PRADESH,MEDAK,ALLADURG,56,2,709,2,713
ANDHRA PRADESH,MEDAK,ANDOLE,51,8,57,10,75
ANDHRA PRADESH,MEDAK,CHEGUNTA,23,0,222,0,222
ANDHRA PRADESH,MEDAK,CHINNAKODUR,39,0,426,0,426
ANDHRA PRADESH,MEDAK,DOULTABAD,222,0,234,0,234
ANDHRA PRADESH,MEDAK,DUBBAK,219,0,515,1,516
ANDHRA PRADESH,MEDAK,GAJWEL,167,0,204,0,204
ANDHRA PRADESH,MEDAK,HATHNOORA,54,0,217,0,217
ANDHRA PRADESH,MEDAK,JAGDEVPUR,140,0,160,0,160
ANDHRA PRADESH,MEDAK,JHARASANGAM,2,95,110,15,220
ANDHRA PRADESH,MEDAK,JINNARAM,174,0,484,0,484
ANDHRA PRADESH,MEDAK,KALHER,43,0,126,0,126
ANDHRA PRADESH,MEDAK,KANGTI,NA,NA,NA,NA,NA
ANDHRA PRADESH,MEDAK,KOHIR,NA,NA,NA,NA,NA
ANDHRA PRADESH,MEDAK,KONDAPAK,161,0,306,0,306
ANDHRA PRADESH,MEDAK,KONDAPUR,22,0,855,0,855
ANDHRA PRADESH,MEDAK,KOWDIPALLI,76,164,571,21,756
ANDHRA PRADESH,MEDAK,KULCHARAM,87,29,152,0,181
ANDHRA PRADESH,MEDAK,MANOOR,NA,NA,NA,NA,NA
ANDHRA PRADESH,MEDAK,MEDAK,199,0,409,0,409
ANDHRA PRADESH,MEDAK,MIRDODDI,232,0,701,0,701
ANDHRA PRADESH,MEDAK,MULUG,121,0,63,0,63
ANDHRA PRADESH,MEDAK,MUNPALLE,25,0,158,0,158
ANDHRA PRADESH,MEDAK,NANGANUR,103,0,76,0,76
ANDHRA PRADESH,MEDAK,NARAYANKHED,89,0,610,0,610
ANDHRA PRADESH,MEDAK,NARSAPUR,69,0,452,0,452
ANDHRA PRADESH,MEDAK,NYALKAL,1,0,500,0,500
ANDHRA PRADESH,MEDAK,PAPANNAPET,93,0,834,0,834
ANDHRA PRADESH,MEDAK,PATANCHERU,162,1,376,18,395
ANDHRA PRADESH,MEDAK,PULKAL,150,1,206,3,210
ANDHRA PRADESH,MEDAK,RAIKODE,1,150,100,0,250
ANDHRA PRADESH,MEDAK,RAMAYAMPET,NA,NA,NA,NA,NA
ANDHRA PRADESH,MEDAK,RAMCHANDRAPURAM,5,0,257,0,257
ANDHRA PRADESH,MEDAK,REGODE,22,38,143,0,181
ANDHRA PRADESH,MEDAK,SADASIVPET,88,0,514,0,514
