-----
{
 "description": "The table refers to block wise distribution of surface lift schemes according to social status. It has been sourced from 2nd census of minor irrigation scheme(1993-94) from Ministry of Water Resources.", 
 "file_name": "srfcliftblck5.4.csv", 
 "title": "Download CSV for Blockwise Distribution of surface lift schemes according to social status for 2nd census of minor irrigation schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/srfcliftblck5.4.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,Schedule Caste,Schedule Tribe,Others,Total,Owned by other than Individual/Group of farmers,Grand Total
MADHYA PRADESH,RAISEN,SANCHI,98,74,1070,1242,10,1252
MADHYA PRADESH,RAISEN,SILWANI,85,267,968,1320,7,1327
MADHYA PRADESH,RAISEN,UDAIPURA,15,17,335,367,0,367
MADHYA PRADESH,RAJGARH,BIAORA,52,13,958,1023,0,1023
MADHYA PRADESH,RAJGARH,JEERAPUR,94,7,575,676,0,676
MADHYA PRADESH,RAJGARH,KHILCHIPUR,2,0,51,53,0,53
MADHYA PRADESH,RAJGARH,NARASINGHGARH,80,24,609,713,52,765
MADHYA PRADESH,RAJGARH,PACHAUR (SARANGPUR),70,35,683,788,1,789
MADHYA PRADESH,RAJGARH,RAJGARH,55,40,521,616,0,616
MADHYA PRADESH,RAJNANDGAON,DONGARGAON,0,0,0,0,1,1
MADHYA PRADESH,RAJNANDGAON,KHALRAGARH,2,0,14,16,4,20
MADHYA PRADESH,RAJNANDGAON,SAHASPURLOHARA,0,1,17,18,0,18
MADHYA PRADESH,RATLAM,ALOT,56,11,277,344,21,365
MADHYA PRADESH,RATLAM,BAJNA,8,475,63,546,506,1052
MADHYA PRADESH,RATLAM,JAWRA,82,15,292,389,58,447
MADHYA PRADESH,RATLAM,PIPLODA,13,30,82,125,0,125
MADHYA PRADESH,RATLAM,RATLAM,22,142,211,375,16,391
MADHYA PRADESH,RATLAM,SAILANA,10,829,69,908,129,1037
MADHYA PRADESH,REWA,GANGEO,5,1,552,558,10,568
MADHYA PRADESH,REWA,HANUMANA,0,7,123,130,41,171
MADHYA PRADESH,REWA,JAWA,6,4,338,348,79,427
MADHYA PRADESH,REWA,MAUGANJ,7,56,397,460,1,461
MADHYA PRADESH,REWA,NAIGARHI,2,1,287,290,7,297
MADHYA PRADESH,REWA,RAIPUR,2,0,179,181,19,200
MADHYA PRADESH,REWA,REWA,2,3,180,185,21,206
MADHYA PRADESH,REWA,SIRMAUR,3,1,264,268,71,339
MADHYA PRADESH,REWA,TYONTHAR,1,0,10,11,60,71
MADHYA PRADESH,SAGAR,BANDA,101,26,1367,1494,0,1494
MADHYA PRADESH,SAGAR,BEENA,150,69,1374,1593,1,1594
MADHYA PRADESH,SAGAR,DEORI,56,68,1471,1595,182,1777
MADHYA PRADESH,SAGAR,JAISINAGAR,102,19,1855,1976,4,1980
MADHYA PRADESH,SAGAR,KESALI,39,181,910,1130,1,1131
MADHYA PRADESH,SAGAR,KHURAI,16,35,241,292,0,292
MADHYA PRADESH,SAGAR,MALTHON,142,51,987,1180,0,1180
MADHYA PRADESH,SAGAR,RAHATGARH,125,47,1688,1860,232,2092
MADHYA PRADESH,SAGAR,REHALI,54,120,1324,1498,321,1819
MADHYA PRADESH,SAGAR,SAGAR,56,36,1173,1265,20,1285
MADHYA PRADESH,SAGAR,SHAHGARH,129,19,1070,1218,280,1498
MADHYA PRADESH,SATNA,AMARPATAN,0,0,28,28,5,33
MADHYA PRADESH,SATNA,CHITRAKOOT,1,0,785,786,32,818
MADHYA PRADESH,SATNA,MAIHAR,55,159,818,1032,5,1037
MADHYA PRADESH,SATNA,NAGOD,60,9,719,788,7,795
MADHYA PRADESH,SATNA,RAMNAGAR,0,1,31,32,33,65
MADHYA PRADESH,SATNA,RAMPUR,6,3,348,357,8,365
MADHYA PRADESH,SATNA,SATNA,28,12,460,500,38,538
MADHYA PRADESH,SATNA,UNCHEHARA,17,10,374,401,1,402
MADHYA PRADESH,SEHORE,AASHTA,191,24,1258,1473,101,1574
MADHYA PRADESH,SEHORE,BUDANI,28,27,385,440,0,440
MADHYA PRADESH,SEHORE,ICHHAWER,59,27,632,718,0,718
MADHYA PRADESH,SEHORE,NASRULLAHGANJ,37,104,363,504,0,504
MADHYA PRADESH,SEHORE,SIHORE,98,82,1128,1308,4,1312
MADHYA PRADESH,SEONI,BARGHAT,1,4,165,170,0,170
MADHYA PRADESH,SEONI,CHHAPARA,39,89,354,482,0,482
MADHYA PRADESH,SEONI,DHANORA,8,57,121,186,0,186
MADHYA PRADESH,SEONI,KAHANAPUS,2,8,33,43,0,43
MADHYA PRADESH,SEONI,KEOLARI,1,18,137,156,0,156
MADHYA PRADESH,SEONI,KURAI,7,113,332,452,0,452
MADHYA PRADESH,SEONI,LAKHNADAUN,33,292,364,689,0,689
MADHYA PRADESH,SEONI,SEONI,100,51,375,526,0,526
MADHYA PRADESH,SHAHDOL,ANUPPUR,19,6,23,48,1,49
MADHYA PRADESH,SHAHDOL,BUDHAR,36,152,179,367,20,387
MADHYA PRADESH,SHAHDOL,BYOHARI,8,15,204,227,15,242
MADHYA PRADESH,SHAHDOL,JAISINGHNAGAR,26,411,368,805,2,807
MADHYA PRADESH,SHAHDOL,JAITAHARI,1,10,13,24,10,34
MADHYA PRADESH,SHAHDOL,KOTAMA,5,1,23,29,2,31
MADHYA PRADESH,SHAHDOL,MANPUR,21,128,313,462,17,479
MADHYA PRADESH,SHAHDOL,PALEE-1,3,71,54,128,8,136
MADHYA PRADESH,SHAHDOL,PALEE-2,24,290,184,498,2,500
MADHYA PRADESH,SHAHDOL,PUSHPRAJGARH,11,81,41,133,24,157
MADHYA PRADESH,SHAHDOL,SOHAGPUR,13,107,308,428,6,434
MADHYA PRADESH,SHAHDOL,UMARIYA,15,204,323,542,1,543
MADHYA PRADESH,SHAJAPUR,AGAR,0,0,584,584,91,675
MADHYA PRADESH,SHAJAPUR,BAROD,0,0,152,152,7,159
MADHYA PRADESH,SHAJAPUR,KALAPIPALMANDI,0,0,451,451,56,507
MADHYA PRADESH,SHAJAPUR,MOMANBARODIYA,0,0,713,713,6,719
MADHYA PRADESH,SHAJAPUR,SHAJAPUR,0,0,762,762,14,776
MADHYA PRADESH,SHAJAPUR,SUJALPUR,0,0,282,282,0,282
MADHYA PRADESH,SHAJAPUR,SUSNER,0,0,376,376,23,399
MADHYA PRADESH,SHIVPURI,BADARWAS,159,82,1072,1313,147,1460
MADHYA PRADESH,SHIVPURI,KARERA,28,3,234,265,98,363
MADHYA PRADESH,SHIVPURI,KHANIYADHANA,0,0,0,0,343,343
MADHYA PRADESH,SHIVPURI,KOLARAS,22,29,322,373,235,608
MADHYA PRADESH,SHIVPURI,NARWAR,5,0,174,179,71,250
MADHYA PRADESH,SHIVPURI,PICHHORE,0,3,36,39,119,158
MADHYA PRADESH,SHIVPURI,POHARI,19,42,258,319,151,470
MADHYA PRADESH,SHIVPURI,SHIVPURI,33,103,495,631,131,762
MADHYA PRADESH,SIDHI,BAIDHAN,1,12,88,101,24,125
MADHYA PRADESH,SIDHI,CHITRANGI,24,61,276,361,7,368
MADHYA PRADESH,SIDHI,DEOSAR,2,15,35,52,96,148
MADHYA PRADESH,SIDHI,KUSAMI,17,45,57,119,2,121
MADHYA PRADESH,SIDHI,MAJHAULI,3,83,391,477,4,481
MADHYA PRADESH,SIDHI,RAMPURNEKIN,0,2,147,149,20,169
MADHYA PRADESH,SIDHI,SIDHI,5,23,87,115,11,126
MADHYA PRADESH,SIDHI,SIHAWAL,3,2,42,47,9,56
MADHYA PRADESH,SURGUJA,AMBIKAPUR,0,103,0,103,1,104
MADHYA PRADESH,SURGUJA,BADRAFNAGAR,13,262,284,559,388,947
MADHYA PRADESH,SURGUJA,BALRAMPUR,0,0,0,0,150,150
MADHYA PRADESH,SURGUJA,BATOLI,13,26,7,46,91,137
MADHYA PRADESH,SURGUJA,BHAIYATHAN,1,87,232,320,21,341
MADHYA PRADESH,SURGUJA,BHARATPUR,34,235,106,375,68,443
MADHYA PRADESH,SURGUJA,KUSAMI,12,602,110,724,266,990
MADHYA PRADESH,SURGUJA,LAKHANPUR,0,0,0,0,95,95
MADHYA PRADESH,SURGUJA,LUNDRA,3,101,51,155,149,304
MADHYA PRADESH,SURGUJA,MAINPAT,15,63,1,79,0,79
MADHYA PRADESH,SURGUJA,MANENDRAGARH,0,0,191,191,0,191
MADHYA PRADESH,SURGUJA,ODAGI,0,39,19,58,24,82
MADHYA PRADESH,SURGUJA,PRATAPPUR,0,0,0,0,90,90
MADHYA PRADESH,SURGUJA,RAJPUR,0,190,100,290,0,290
MADHYA PRADESH,SURGUJA,RAMANUJNAGAR,0,1,14,15,133,148
MADHYA PRADESH,SURGUJA,RAMCHANDRAPUR,5,59,156,220,41,261
MADHYA PRADESH,SURGUJA,SITAPUR,0,0,0,0,1,1
MADHYA PRADESH,SURGUJA,SONHAT,1,5,17,23,11,34
MADHYA PRADESH,TIKAMGARH,BALDEOGARH,48,9,412,469,86,555
MADHYA PRADESH,TIKAMGARH,JATARA,24,18,74,116,7,123
MADHYA PRADESH,TIKAMGARH,NIWARI,6,2,90,98,4,102
MADHYA PRADESH,TIKAMGARH,PALERA,13,5,100,118,0,118
MADHYA PRADESH,TIKAMGARH,PRITHWIPUR,6,0,95,101,0,101
MADHYA PRADESH,TIKAMGARH,TIKAMGARH,29,45,665,739,10,749
MADHYA PRADESH,UJJAIN,BADNAGAR,0,0,508,508,13,521
MADHYA PRADESH,UJJAIN,GHATIYA,0,0,453,453,17,470
MADHYA PRADESH,UJJAIN,KHACHRAUD,0,0,1279,1279,175,1454
MADHYA PRADESH,UJJAIN,MAHIDPUR,0,0,685,685,16,701
MADHYA PRADESH,UJJAIN,TARANA,0,0,1158,1158,5,1163
MADHYA PRADESH,UJJAIN,UJJAIN,0,0,796,796,4,800
MADHYA PRADESH,VIDISHA,BASODA,216,74,2482,2772,460,3232
MADHYA PRADESH,VIDISHA,GYARASPUR,60,75,1509,1644,2,1646
MADHYA PRADESH,VIDISHA,KURWAI,159,23,1539,1721,0,1721
MADHYA PRADESH,VIDISHA,LATERI,158,93,811,1062,25,1087
MADHYA PRADESH,VIDISHA,NATERAN,245,22,1947,2214,13,2227
MADHYA PRADESH,VIDISHA,SIRONJ,255,34,1413,1702,3,1705
MADHYA PRADESH,VIDISHA,VIDISHA,83,9,1450,1542,13,1555
MANIPUR,BISHNUPUR,MOIRANG,0,0,0,0,4,4
MANIPUR,IMPHAL,HAORANGSABAL(I-W),0,0,0,0,2,2
MANIPUR,IMPHAL,WAQNGOI(I-W),0,0,0,0,9,9
MANIPUR,THOUBAL,THOUBAL,0,0,0,0,5,5
MEGHALAYA,JAINTIA HILLS,AMLAREM,0,0,0,0,3,3
MEGHALAYA,JAINTIA HILLS,KHLIEHRIAT,0,0,0,0,1,1
MEGHALAYA,JAINTIA HILLS,LASKEIN,0,0,0,0,1,1
MEGHALAYA,JAINTIA HILLS,THADLASKEIN,0,0,0,0,1,1
MEGHALAYA,RI BHOI DISTRICT,UMSNING C&D BLOCK,0,0,0,0,1,1
MEGHALAYA,SOUTH GARO HILLS,BAGHMARA,0,0,0,0,1,1
MEGHALAYA,SOUTH GARO HILLS,RONGRA,0,0,0,0,1,1
MEGHALAYA,WEST GARO HILLS,BETASING,0,0,0,0,1,1
MEGHALAYA,WEST GARO HILLS,SELSELLA,0,3,0,3,0,3
MEGHALAYA,WEST KHASI HILLS,MAIRANG,0,0,0,0,2,2
MIZORAM,AIZAWL,THINGDAWL,0,3,0,3,3,6
MIZORAM,AIZAWL,ZAWLNUAM,0,6,0,6,0,6
NAGALAND,KOHIMA,KUHUBOTO,0,6,0,6,0,6
NAGALAND,KOHIMA,MEDZIPHEMA,0,13,0,13,0,13
ORISSA,ANGUL,ANUGUL,0,0,8,8,35,43
ORISSA,ANGUL,ATHAMALLICK,0,0,7,7,41,48
ORISSA,ANGUL,BANANPULA,5,0,1,6,36,42
ORISSA,ANGUL,CHHENDIAPADA,0,1,3,4,29,33
ORISSA,ANGUL,KANIHA,0,0,5,5,66,71
ORISSA,ANGUL,KISONAGAR,0,0,0,0,20,20
ORISSA,ANGUL,PALALAHARA,0,1,17,18,96,114
ORISSA,ANGUL,TALCHER,0,0,5,5,18,23
ORISSA,BALASORE,BAHANAGA,0,0,1,1,6,7
ORISSA,BALASORE,BALASORE,1,0,4,5,13,18
ORISSA,BALASORE,BALIPAL,11,0,38,49,11,60
ORISSA,BALASORE,BASTA,1,1,26,28,17,45
ORISSA,BALASORE,BHOGARAI,5,0,23,28,31,59
ORISSA,BALASORE,JALESWAR,6,10,9,25,27,52
ORISSA,BALASORE,JILGIRI,0,0,3,3,18,21
ORISSA,BALASORE,KHAIRA,0,0,0,0,3,3
ORISSA,BALASORE,OUPADA,0,0,5,5,0,5
ORISSA,BALASORE,REMUNA,2,0,29,31,21,52
ORISSA,BALASORE,SIMULIA,1,0,2,3,9,12
ORISSA,BALASORE,SORO,2,0,6,8,33,41
ORISSA,BARAGARH,AMBABHANA,3,4,7,14,21,35
ORISSA,BARAGARH,ATABIRA,8,4,22,34,13,47
ORISSA,BARAGARH,BARAGARH,0,1,48,49,21,70
ORISSA,BARAGARH,BARAPALI,0,0,11,11,20,31
ORISSA,BARAGARH,BHATALI,4,20,80,104,61,165
ORISSA,BARAGARH,BHENDENI,6,5,59,70,36,106
ORISSA,BARAGARH,BIJEPUR,5,9,27,41,9,50
ORISSA,BARAGARH,GAISILAT,5,6,6,17,23,40
ORISSA,BARAGARH,JHARABANDHA,0,2,8,10,17,27
ORISSA,BARAGARH,PADMAPUR,2,1,8,11,34,45
ORISSA,BARAGARH,PAIKMAL,3,30,54,87,27,114
ORISSA,BARAGARH,SOHELA,4,5,25,34,44,78
ORISSA,BHADRAK,BASUDEVPUR,6,0,69,75,5,80
ORISSA,BHADRAK,BHADRAK,3,0,28,31,2,33
ORISSA,BHADRAK,BHANDARIPOKHARI,0,0,2,2,7,9
ORISSA,BHADRAK,BONTH,2,1,5,8,3,11
ORISSA,BHADRAK,CHANDABALI,3,0,1,4,13,17
ORISSA,BHADRAK,DHAMANAGAR,41,6,135,182,55,237
ORISSA,BHADRAK,TIHIDI,0,0,8,8,14,22
ORISSA,BOLANGIR,AGALPUR,1,0,21,22,16,38
ORISSA,BOLANGIR,BALANGIR,3,37,86,126,8,134
ORISSA,BOLANGIR,BELPARA,1,24,50,75,6,81
ORISSA,BOLANGIR,BONGOMUNDA,3,1,32,36,9,45
ORISSA,BOLANGIR,DEOGAN,29,20,192,241,10,251
ORISSA,BOLANGIR,KHAPRA KHOL,1,42,83,126,6,132
ORISSA,BOLANGIR,LOUSINGHA,12,25,78,115,3,118
ORISSA,BOLANGIR,MURIBAHAL,1,9,14,24,1,25
ORISSA,BOLANGIR,PATANAGARH,14,67,192,273,11,284
ORISSA,BOLANGIR,PUINTALA,21,6,138,165,11,176
ORISSA,BOLANGIR,SAINTALA,1,17,59,77,10,87
ORISSA,BOLANGIR,TENTULIKHUNTI,4,6,49,59,11,70
ORISSA,BOLANGIR,TITILAGARH,3,0,16,19,22,41
ORISSA,BOLANGIR,TUREKELA,0,4,2,6,1,7
ORISSA,BOUDH,BOUDH,0,1,4,5,43,48
ORISSA,BOUDH,GHARABHANGA,0,1,7,8,49,57
ORISSA,BOUDH,KANTAMAL,2,7,13,22,49,71
ORISSA,CUTTACK,ATHGARH,0,0,0,0,62,62
ORISSA,CUTTACK,BANKI,0,0,0,0,23,23
ORISSA,CUTTACK,BARANGA,1,0,6,7,4,11
ORISSA,CUTTACK,BARMBA,0,0,0,0,39,39
ORISSA,CUTTACK,CUTTACK(SADAR),1,0,14,15,3,18
ORISSA,CUTTACK,DOMAPARA,0,0,0,0,71,71
ORISSA,CUTTACK,KANTAPARA,1,0,0,1,3,4
ORISSA,CUTTACK,MAHANGA,3,0,37,40,50,90
ORISSA,CUTTACK,NARASINGHPUR,0,0,2,2,41,43
ORISSA,CUTTACK,NIALI,0,0,4,4,0,4
ORISSA,CUTTACK,NISCHINTAKOILI,3,0,53,56,6,62
ORISSA,CUTTACK,SALIPUR,0,0,3,3,4,7
ORISSA,CUTTACK,TANGI-CHOUDWAR,4,0,10,14,42,56
ORISSA,CUTTACK,TIGIRIA,0,0,0,0,22,22
ORISSA,DEOGARH,REAMAL,7,50,281,338,141,479
ORISSA,DEOGARH,SARKOTE,1,1,17,19,35,54
ORISSA,DEOGARH,TILEIBANI,1,5,52,58,20,78
ORISSA,DHENKANAL,BHUBAN,0,0,0,0,40,40
ORISSA,DHENKANAL,DHENKANAL,0,0,3,3,25,28
ORISSA,DHENKANAL,GANDIA,0,0,8,8,46,54
ORISSA,DHENKANAL,HINDOL,4,2,26,32,29,61
ORISSA,DHENKANAL,KAMAKHYANAGAR,0,0,3,3,18,21
ORISSA,DHENKANAL,KANKADAHAD,0,0,1,1,8,9
ORISSA,DHENKANAL,ODAPADA,0,0,23,23,50,73
ORISSA,DHENKANAL,PALAJANGA,0,0,0,0,26,26
ORISSA,GAJAPATI,GUMMA,0,2,0,2,8,10
ORISSA,GAJAPATI,KASINAGAR,0,0,0,0,5,5
ORISSA,GAJAPATI,MOHANA,0,0,1,1,15,16
ORISSA,GAJAPATI,NUAGADA,0,0,0,0,1,1
ORISSA,GAJAPATI,PARALAKHEMUNDI,0,6,21,27,58,85
ORISSA,GAJAPATI,R.UDAYAGIRI,1,1,2,4,4,8
ORISSA,GAJAPATI,RAYAGADA,0,1,0,1,24,25
ORISSA,GANJAM,ASKA,2,0,39,41,11,52
ORISSA,GANJAM,BELAGUNTHA,0,0,2,2,11,13
ORISSA,GANJAM,BHANJANAGAR,0,1,3,4,39,43
ORISSA,GANJAM,BUGUDA,0,1,9,10,26,36
ORISSA,GANJAM,CHATRAPUR,0,0,8,8,27,35
ORISSA,GANJAM,CHIKITI,3,0,20,23,17,40
ORISSA,GANJAM,DHARAKOT,6,5,44,55,27,82
ORISSA,GANJAM,DIGAPAHANDI,6,2,87,95,28,123
ORISSA,GANJAM,GANJAM,1,0,16,17,22,39
ORISSA,GANJAM,HINJILIKUT,3,0,24,27,9,36
ORISSA,GANJAM,J.N.PRASAD,5,0,39,44,21,65
ORISSA,GANJAM,K.KHANDI,0,0,10,10,9,19
ORISSA,GANJAM,K.S.NAGAR,0,0,0,0,11,11
ORISSA,GANJAM,KHALLIKOT,0,0,0,0,12,12
ORISSA,GANJAM,KODALA,0,0,4,4,14,18
ORISSA,GANJAM,P.PUR,0,0,8,8,33,41
ORISSA,GANJAM,PATRAPUR,1,0,10,11,36,47
ORISSA,GANJAM,POLASARA,0,0,12,12,21,33
ORISSA,GANJAM,R.LUNDA,0,0,8,8,3,11
ORISSA,GANJAM,S.KHEMUNDI,2,1,41,44,18,62
ORISSA,GANJAM,SHERAGADA,19,0,123,142,10,152
ORISSA,GANJAM,SORADA,5,2,61,68,39,107
ORISSA,JAGATSINGHPUR,BALIKUDA,0,0,34,34,31,65
ORISSA,JAGATSINGHPUR,BIRIDI,0,0,0,0,2,2
ORISSA,JAGATSINGHPUR,ERASAMA,0,0,0,0,18,18
ORISSA,JAGATSINGHPUR,JAGATSINGHPUR,0,0,4,4,0,4
ORISSA,JAGATSINGHPUR,KUNJANG,0,0,1,1,18,19
ORISSA,JAGATSINGHPUR,NAUGAON,0,0,0,0,2,2
ORISSA,JAGATSINGHPUR,RAGHUNATHPUR,1,0,1,2,8,10
ORISSA,JAGATSINGHPUR,TRITOL,0,0,0,0,37,37
ORISSA,JAJPUR,BARACHAN,1,0,16,17,131,148
ORISSA,JAJPUR,BARI,1,0,0,1,85,86
ORISSA,JAJPUR,BINJHARPUR,9,0,14,23,53,76
ORISSA,JAJPUR,DANAGADI,0,0,1,1,32,33
ORISSA,JAJPUR,DASARATHPUR,4,0,17,21,0,21
ORISSA,JAJPUR,DHARAMASALA,20,2,128,150,52,202
ORISSA,JAJPUR,JAJPUR,3,0,48,51,15,66
ORISSA,JAJPUR,KOREI,2,1,4,7,0,7
ORISSA,JAJPUR,RASULPUR,0,0,2,2,9,11
ORISSA,JAJPUR,SUKINDA,0,0,0,0,32,32
ORISSA,JHARSUGUDA,JHARSUGUDA,2,0,6,8,37,45
ORISSA,JHARSUGUDA,KIRIMIRA,1,6,26,33,82,115
ORISSA,JHARSUGUDA,KOLABIRA,0,0,14,14,69,83
ORISSA,JHARSUGUDA,LAIKERA,0,0,0,0,17,17
ORISSA,JHARSUGUDA,LAKHANPUR,0,14,54,68,82,150
ORISSA,KALAHANDI,BHABANI PATANA,0,5,24,29,29,58
ORISSA,KALAHANDI,DHARMGARH,0,1,9,10,14,24
ORISSA,KALAHANDI,GOLAMUNDA,1,5,6,12,18,30
ORISSA,KALAHANDI,JAIPATANA,0,1,1,2,4,6
ORISSA,KALAHANDI,JUNAGARH,1,1,20,22,35,57
ORISSA,KALAHANDI,KALAMPUR,3,4,13,20,6,26
ORISSA,KALAHANDI,KARLAMUNDA,0,0,3,3,13,16
ORISSA,KALAHANDI,KESINGA,3,3,24,30,38,68
ORISSA,KALAHANDI,KOKASARA,0,1,2,3,9,12
ORISSA,KALAHANDI,LANGIGARH,0,3,6,9,30,39
ORISSA,KALAHANDI,M.RAMPUR,1,0,8,9,32,41
ORISSA,KALAHANDI,NARALA,4,2,32,38,34,72
ORISSA,KALAHANDI,TH.RAMPUR,0,0,0,0,4,4
ORISSA,KENDRAPARA,AUL,9,0,94,103,300,403
ORISSA,KENDRAPARA,DERABISI,0,0,4,4,18,22
ORISSA,KENDRAPARA,GARADPUR,0,0,0,0,76,76
ORISSA,KENDRAPARA,KENDRAPARA,3,0,25,28,49,77
ORISSA,KENDRAPARA,MAHAKALAPADA,2,1,45,48,111,159
ORISSA,KENDRAPARA,MARSAGHAI,3,0,22,25,109,134
ORISSA,KENDRAPARA,PATAMUNDAI,15,0,172,187,103,290
ORISSA,KENDRAPARA,RAJKANIKA,69,0,315,384,90,474
ORISSA,KENDRAPARA,RAJNAGAR,16,3,221,240,90,330
ORISSA,KEONJHAR,ANANDAPUR,0,11,6,17,28,45
ORISSA,KEONJHAR,BANASPAL,0,1,2,3,26,29
ORISSA,KEONJHAR,CHAMPUA,0,0,2,2,78,80
ORISSA,KEONJHAR,GHASIPURA,0,0,1,1,35,36
ORISSA,KEONJHAR,GHATAGAON,0,0,0,0,7,7
ORISSA,KEONJHAR,HARICHANDANPUR,0,1,1,2,24,26
ORISSA,KEONJHAR,HATADIHI,1,1,17,19,34,53
ORISSA,KEONJHAR,JHUMPURA,0,1,0,1,11,12
ORISSA,KEONJHAR,JODA,2,0,0,2,29,31
ORISSA,KEONJHAR,PATANA,1,0,0,1,47,48
ORISSA,KEONJHAR,SADAR,0,8,14,22,46,68
ORISSA,KEONJHAR,SAHARAPARA,0,0,1,1,41,42
ORISSA,KEONJHAR,TELKOI,10,43,77,130,20,150
ORISSA,KHURDA,BALIANTA,0,0,2,2,0,2
ORISSA,KHURDA,BANAPUR,0,0,21,21,17,38
ORISSA,KHURDA,BEGUNIA,0,0,5,5,28,33
ORISSA,KHURDA,BHUBANESWAR,0,0,2,2,22,24
ORISSA,KHURDA,BOLAGARH,0,1,23,24,11,35
ORISSA,KHURDA,CHILIKA,0,0,0,0,11,11
ORISSA,KHURDA,JATNI,0,0,1,1,19,20
ORISSA,KHURDA,KHURDA,0,0,4,4,23,27
ORISSA,KHURDA,TANGI,3,0,11,14,37,51
ORISSA,KORAPUT,BAIPARIGUDA,0,3,7,10,6,16
ORISSA,KORAPUT,BANDHUGOAN,0,0,0,0,46,46
ORISSA,KORAPUT,BORIGUMMA,56,334,145,535,28,563
ORISSA,KORAPUT,DASAMANTAPUR,0,0,1,1,14,15
ORISSA,KORAPUT,JEYPUR,13,40,75,128,44,172
ORISSA,KORAPUT,KORAPUT,0,2,8,10,8,18
ORISSA,KORAPUT,KOTAPAD,10,161,42,213,33,246
ORISSA,KORAPUT,KUNDURA,0,0,6,6,21,27
ORISSA,KORAPUT,LAMATAPUT,0,0,2,2,5,7
ORISSA,KORAPUT,LAXMIPUR,0,0,0,0,7,7
ORISSA,KORAPUT,NANDAPUR,0,1,4,5,1,6
ORISSA,KORAPUT,NARAYANPATNA,0,0,1,1,23,24
ORISSA,KORAPUT,POTTANGI,0,0,1,1,0,1
ORISSA,KORAPUT,SIMILIGUDA,0,4,3,7,13,20
ORISSA,MALKANGIRI,KALIMELA,0,0,0,0,8,8
ORISSA,MALKANGIRI,KHAIRAPUT,0,0,0,0,2,2
ORISSA,MALKANGIRI,KONKUNDA,0,0,1,1,0,1
ORISSA,MALKANGIRI,MALKANAGIRI,2,0,0,2,1,3
ORISSA,MALKANGIRI,MATHILI,0,0,4,4,8,12
ORISSA,MALKANGIRI,PODIA,0,0,0,0,5,5
ORISSA,MAYURBHANJ,BAHALADA,0,0,1,1,2,3
ORISSA,MAYURBHANJ,BANGIRIPOSI,0,1,8,9,20,29
ORISSA,MAYURBHANJ,BARIPADA,0,2,1,3,7,10
ORISSA,MAYURBHANJ,BARSAHI,1,4,15,20,28,48
ORISSA,MAYURBHANJ,BETANATI,0,7,12,19,8,27
ORISSA,MAYURBHANJ,BIJATOLA,1,0,0,1,1,2
ORISSA,MAYURBHANJ,BISOI,0,3,0,3,2,5
ORISSA,MAYURBHANJ,GOPABANDHU NAGAR,1,2,4,7,21,28
ORISSA,MAYURBHANJ,JAMADA,0,15,7,22,3,25
ORISSA,MAYURBHANJ,JASIPUR,0,0,0,0,22,22
ORISSA,MAYURBHANJ,KAPTIPADA,0,5,11,16,3,19
ORISSA,MAYURBHANJ,KARANJIA,0,2,5,7,20,27
ORISSA,MAYURBHANJ,KHUNTA,0,14,6,20,2,22
ORISSA,MAYURBHANJ,KULIANA,0,3,4,7,15,22
ORISSA,MAYURBHANJ,KUSUMI,0,0,0,0,5,5
ORISSA,MAYURBHANJ,MORADA,0,3,6,9,25,34
ORISSA,MAYURBHANJ,RAIRANGPUR,0,1,1,2,2,4
ORISSA,MAYURBHANJ,RARUAN,0,0,0,0,26,26
ORISSA,MAYURBHANJ,RASGOVINDPUR,1,0,1,2,31,33
ORISSA,MAYURBHANJ,SAMAKHUNTA,0,4,20,24,4,28
ORISSA,MAYURBHANJ,SARASKANA,1,1,8,10,14,24
ORISSA,MAYURBHANJ,SUKRULI,0,0,0,0,18,18
ORISSA,MAYURBHANJ,SULIAPADA,1,5,12,18,21,39
ORISSA,MAYURBHANJ,THAKURMUNDA,0,0,1,1,1,2
ORISSA,MAYURBHANJ,TIRINGI,0,0,1,1,7,8
ORISSA,MAYURBHANJ,UDALA,4,21,8,33,9,42
ORISSA,NAYAGARH,BHAPUR,0,0,2,2,32,34
ORISSA,NAYAGARH,GANIA,0,0,0,0,7,7
ORISSA,NAYAGARH,KHANDAPADA,0,0,1,1,27,28
ORISSA,NAYAGARH,NAYAGARH,0,0,0,0,7,7
ORISSA,NAYAGARH,NUAGAON,0,0,8,8,14,22
ORISSA,NAYAGARH,ODOGAON,0,0,7,7,38,45
ORISSA,NAYAGARH,RANPUR,0,0,21,21,30,51
ORISSA,NOWRANGPUR,CHANDAHANDI,0,0,0,0,6,6
ORISSA,NOWRANGPUR,DABUGAON,9,127,53,189,29,218
ORISSA,NOWRANGPUR,JHARIGAON,4,59,13,76,79,155
ORISSA,NOWRANGPUR,KUSAGUMUDA,14,85,29,128,81,209
ORISSA,NOWRANGPUR,NANDAHANDI,6,1,4,11,52,63
ORISSA,NOWRANGPUR,NAWARANGPUR,3,44,22,69,48,117
ORISSA,NOWRANGPUR,PAPADAHANDI,9,103,35,147,51,198
ORISSA,NOWRANGPUR,RAIGHAR,12,72,10,94,3,97
ORISSA,NOWRANGPUR,TENTULIKHUNTI,6,0,6,12,48,60
