-----
{
 "description": "The table refers to block wise distribution of surface flow schemes in the major/medium project command. It has been sourced from 2nd census of minor irrigation scheme(1993-94) from Ministry of Water Resources.", 
 "file_name": "blcktab4.9.csv", 
 "title": "Download CSV for Blockwise Surface Flow Schemes in the major/medium project command for 2nd census of Minor Irrigation Schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/blcktab4.9.csv"
}
-----
State,District,Block,Location of Schemes - On the command,Location of schemes - Outside command,Location of schemes - Augmentation,Total
ANDHRA PRADESH,KARIMNAGAR,BEJJANKI,0,108,0,108
ANDHRA PRADESH,KARIMNAGAR,BHEEMADEVARPALLE,0,106,0,106
ANDHRA PRADESH,KARIMNAGAR,BOINPALLE,0,69,1,70
ANDHRA PRADESH,KARIMNAGAR,CHANDURTHI,0,42,0,42
ANDHRA PRADESH,KARIMNAGAR,CHIGURUMAMIDI,0,101,0,101
ANDHRA PRADESH,KARIMNAGAR,CHOPPADANDI,15,100,0,115
ANDHRA PRADESH,KARIMNAGAR,DHARMAPURI,11,94,0,105
ANDHRA PRADESH,KARIMNAGAR,DHARMARAM,78,55,0,133
ANDHRA PRADESH,KARIMNAGAR,ELKATHURTHI,4,50,0,54
ANDHRA PRADESH,KARIMNAGAR,ELLANTHAKUNTA,0,83,1,84
ANDHRA PRADESH,KARIMNAGAR,GAMBHIRAOPET,0,55,0,55
ANDHRA PRADESH,KARIMNAGAR,GANGADHARA,0,106,0,106
ANDHRA PRADESH,KARIMNAGAR,GOLLAPALLE,0,69,0,69
ANDHRA PRADESH,KARIMNAGAR,HUSNABAD,0,195,0,195
ANDHRA PRADESH,KARIMNAGAR,HUZURABAD,19,85,0,104
ANDHRA PRADESH,KARIMNAGAR,IBRAHIMPATNAM,3,62,0,65
ANDHRA PRADESH,KARIMNAGAR,JAGTIAL,1,67,0,68
ANDHRA PRADESH,KARIMNAGAR,JAMMIKUNTA,60,107,0,167
ANDHRA PRADESH,KARIMNAGAR,JULAPALLE,93,22,0,115
ANDHRA PRADESH,KARIMNAGAR,KAMALAPUR,0,87,0,87
ANDHRA PRADESH,KARIMNAGAR,KAMANPUR,35,43,0,78
ANDHRA PRADESH,KARIMNAGAR,KARIMNAGAR,1,161,1,163
ANDHRA PRADESH,KARIMNAGAR,KATARAM,0,91,0,91
ANDHRA PRADESH,KARIMNAGAR,KATHLAPUR,1,49,0,50
ANDHRA PRADESH,KARIMNAGAR,KODIMIAL,0,70,0,70
ANDHRA PRADESH,KARIMNAGAR,KOHEDA,0,106,0,106
ANDHRA PRADESH,KARIMNAGAR,KONARAOPETA,0,62,0,62
ANDHRA PRADESH,KARIMNAGAR,KORATLA,6,51,0,57
ANDHRA PRADESH,KARIMNAGAR,MAHADEVPUR,0,47,0,47
ANDHRA PRADESH,KARIMNAGAR,MAHADEVPUR,0,33,0,33
ANDHRA PRADESH,KARIMNAGAR,MALHARRAO MANDAL,5,51,0,56
ANDHRA PRADESH,KARIMNAGAR,MALLAPUR,8,45,0,53
ANDHRA PRADESH,KARIMNAGAR,MALLIAL,7,59,0,66
ANDHRA PRADESH,KARIMNAGAR,MANAKONDUR,1,239,0,240
ANDHRA PRADESH,KARIMNAGAR,MANTHANI,2,115,0,117
ANDHRA PRADESH,KARIMNAGAR,MANTHANI,11,71,0,82
ANDHRA PRADESH,KARIMNAGAR,MEDIPALLE,22,70,0,92
ANDHRA PRADESH,KARIMNAGAR,METPALLE,21,29,0,50
ANDHRA PRADESH,KARIMNAGAR,MUSTABAD,82,0,0,82
ANDHRA PRADESH,KARIMNAGAR,ODELA,34,123,0,157
ANDHRA PRADESH,KARIMNAGAR,PEDDAPALLE,3,148,0,151
ANDHRA PRADESH,KARIMNAGAR,PEGADAPALLE,68,13,1,82
ANDHRA PRADESH,KARIMNAGAR,RAIKAL,61,20,0,81
ANDHRA PRADESH,KARIMNAGAR,RAMADUGU,0,95,0,95
ANDHRA PRADESH,KARIMNAGAR,RAMAGUNDAM,43,34,0,77
ANDHRA PRADESH,KARIMNAGAR,SAIDAPUR,0,89,0,89
ANDHRA PRADESH,KARIMNAGAR,SARANGAPUR,7,56,0,63
ANDHRA PRADESH,KARIMNAGAR,SHANKARA PATNAM,10,124,0,134
ANDHRA PRADESH,KARIMNAGAR,SIRSILLA,0,78,0,78
ANDHRA PRADESH,KARIMNAGAR,SRIRAMPUR,0,111,0,111
ANDHRA PRADESH,KARIMNAGAR,SULTANABAD,90,23,1,114
ANDHRA PRADESH,KARIMNAGAR,THIMMAPUR,9,93,0,102
ANDHRA PRADESH,KARIMNAGAR,VEENAVANKA,57,111,0,168
ANDHRA PRADESH,KARIMNAGAR,VELGATOOR,9,40,0,49
ANDHRA PRADESH,KARIMNAGAR,VEMULAWADA,0,85,0,85
ANDHRA PRADESH,KARIMNAGAR,YELLAREDDIPETA,0,68,0,68
ANDHRA PRADESH,KHAMMAM,ASWAPURAM,0,28,0,28
ANDHRA PRADESH,KHAMMAM,ASWARAOPETA,0,108,0,108
ANDHRA PRADESH,KHAMMAM,BAYYARAM,0,56,0,56
ANDHRA PRADESH,KHAMMAM,BHADRACHALAM,0,47,0,47
ANDHRA PRADESH,KHAMMAM,BONAKAL,17,5,0,22
ANDHRA PRADESH,KHAMMAM,BURGAMPADU,0,49,0,49
ANDHRA PRADESH,KHAMMAM,CHANDRUGONDA,0,103,0,103
ANDHRA PRADESH,KHAMMAM,CHERLA,0,48,0,48
ANDHRA PRADESH,KHAMMAM,CHINTHAKANI,14,2,0,16
ANDHRA PRADESH,KHAMMAM,CHINTUR,0,11,0,11
ANDHRA PRADESH,KHAMMAM,DAMMAPETA,0,237,0,237
ANDHRA PRADESH,KHAMMAM,DUMMUGUDEM,21,15,0,36
ANDHRA PRADESH,KHAMMAM,ENKURU,0,25,0,25
ANDHRA PRADESH,KHAMMAM,GARLA,0,82,0,82
ANDHRA PRADESH,KHAMMAM,GUNDALA,0,102,0,102
ANDHRA PRADESH,KHAMMAM,JULURPAD,0,18,0,18
ANDHRA PRADESH,KHAMMAM,KALLURU,3,73,0,76
ANDHRA PRADESH,KHAMMAM,KAMEPALLE,0,89,0,89
ANDHRA PRADESH,KHAMMAM,KHAMMAM (RURAL),2,80,0,82
ANDHRA PRADESH,KHAMMAM,KHAMMAM (URBAN),0,66,0,66
ANDHRA PRADESH,KHAMMAM,KONIJERLA,0,21,0,21
ANDHRA PRADESH,KHAMMAM,KOTHAGUDEM,0,39,0,39
ANDHRA PRADESH,KHAMMAM,KUKUNOOR,0,52,0,52
ANDHRA PRADESH,KHAMMAM,KUNAVARAM,0,36,0,36
ANDHRA PRADESH,KHAMMAM,KUSUMANCHI,6,49,0,55
ANDHRA PRADESH,KHAMMAM,MADHIRA,8,59,0,67
ANDHRA PRADESH,KHAMMAM,MANUGUR,0,45,0,45
ANDHRA PRADESH,KHAMMAM,MUDIGONDA,15,34,0,49
ANDHRA PRADESH,KHAMMAM,MULAKALAPALLE,0,81,0,81
ANDHRA PRADESH,KHAMMAM,NELAKONDAPALLE,13,20,0,33
ANDHRA PRADESH,KHAMMAM,PALWANCHA,0,47,0,47
ANDHRA PRADESH,KHAMMAM,PENUBALLI,14,81,1,96
ANDHRA PRADESH,KHAMMAM,PINAPAKA,0,120,0,120
ANDHRA PRADESH,KHAMMAM,SATHUPALLE,0,76,0,76
ANDHRA PRADESH,KHAMMAM,SINGARENI,23,63,0,86
ANDHRA PRADESH,KHAMMAM,TEKULAPALLE,0,94,0,94
ANDHRA PRADESH,KHAMMAM,THALLADA,2,31,0,33
ANDHRA PRADESH,KHAMMAM,THIRUMALAYAPALEM,0,94,0,94
ANDHRA PRADESH,KHAMMAM,VARARAMACHANDRAPURAM,0,25,0,25
ANDHRA PRADESH,KHAMMAM,VELAIRPAD,0,16,0,16
ANDHRA PRADESH,KHAMMAM,VEMSOOR,3,74,0,77
ANDHRA PRADESH,KHAMMAM,VENKATAPURAM,2,43,0,45
ANDHRA PRADESH,KHAMMAM,WAZEED,10,4,0,14
ANDHRA PRADESH,KHAMMAM,WYRA,0,4,0,4
ANDHRA PRADESH,KHAMMAM,YELLANDU,0,66,0,66
ANDHRA PRADESH,KHAMMAM,YERRUPALEM,0,41,0,41
ANDHRA PRADESH,KRISHNA,A.KONDURU,0,34,0,34
ANDHRA PRADESH,KRISHNA,AGIRIPALLE,0,87,0,87
ANDHRA PRADESH,KRISHNA,AVANIGADDA,NA,NA,NA,NA
ANDHRA PRADESH,KRISHNA,BANTUMILLI,NA,NA,NA,NA
ANDHRA PRADESH,KRISHNA,BAPULAPADU,0,52,0,52
ANDHRA PRADESH,KRISHNA,CHALLAPALLE,NA,NA,NA,NA
ANDHRA PRADESH,KRISHNA,CHANDARLAPADU,2,3,0,5
ANDHRA PRADESH,KRISHNA,CHATRAI,17,95,0,112
ANDHRA PRADESH,KRISHNA,G.KONDURU,0,53,0,53
ANDHRA PRADESH,KRISHNA,GAMPALAGUDEM,23,42,0,65
ANDHRA PRADESH,KRISHNA,GANNAVARAM,1,49,0,50
ANDHRA PRADESH,KRISHNA,GHANTASALA,NA,NA,NA,NA
ANDHRA PRADESH,KRISHNA,GUDIVADA,NA,NA,NA,NA
ANDHRA PRADESH,KRISHNA,GUDLAVALLERU,NA,NA,NA,NA
ANDHRA PRADESH,KRISHNA,GUDUR,NA,NA,NA,NA
ANDHRA PRADESH,KRISHNA,IBRAHIMPATNAM,0,7,0,7
ANDHRA PRADESH,KRISHNA,JAGGAYYAPETA,6,4,0,10
ANDHRA PRADESH,KRISHNA,KAIKALUR,NA,NA,NA,NA
ANDHRA PRADESH,KRISHNA,KALIDINDI,NA,NA,NA,NA
ANDHRA PRADESH,KRISHNA,KANCHIKACHERLA,4,1,0,5
ANDHRA PRADESH,KRISHNA,KANKIPADU,NA,NA,NA,NA
ANDHRA PRADESH,KRISHNA,KODURU,NA,NA,NA,NA
ANDHRA PRADESH,KRISHNA,KRUTHIVENNU,NA,NA,NA,NA
ANDHRA PRADESH,KRISHNA,MACHILIPATNAM,NA,NA,NA,NA
ANDHRA PRADESH,KRISHNA,MANDAVALLI,NA,NA,NA,NA
ANDHRA PRADESH,KRISHNA,MOPIDEVI,NA,NA,NA,NA
ANDHRA PRADESH,KRISHNA,MOVVA,NA,NA,NA,NA
ANDHRA PRADESH,KRISHNA,MUDINEPALLE,NA,NA,NA,NA
ANDHRA PRADESH,KRISHNA,MUSUNURU,16,65,0,81
ANDHRA PRADESH,KRISHNA,MYLAVARAM,0,38,0,38
ANDHRA PRADESH,KRISHNA,NAGAYALANKA,NA,NA,NA,NA
ANDHRA PRADESH,KRISHNA,NANDIGAMA,2,3,0,5
ANDHRA PRADESH,KRISHNA,NANDIVADA,NA,NA,NA,NA
ANDHRA PRADESH,KRISHNA,NUZVID,11,74,0,85
ANDHRA PRADESH,KRISHNA,PAMARRU,NA,NA,NA,NA
ANDHRA PRADESH,KRISHNA,PAMIDIMUKKALA,NA,NA,NA,NA
ANDHRA PRADESH,KRISHNA,PEDANA,NA,NA,NA,NA
ANDHRA PRADESH,KRISHNA,PEDAPARUPUDI,NA,NA,NA,NA
ANDHRA PRADESH,KRISHNA,PENAMALURU,NA,NA,NA,NA
ANDHRA PRADESH,KRISHNA,PENUGANCHIPROLU,3,0,0,3
ANDHRA PRADESH,KRISHNA,REDDIGUDEM,14,83,2,99
ANDHRA PRADESH,KRISHNA,THOTLAVALLURU,NA,NA,NA,NA
ANDHRA PRADESH,KRISHNA,TIRUVURU,1,56,0,57
ANDHRA PRADESH,KRISHNA,UNGUTURU,0,3,0,3
ANDHRA PRADESH,KRISHNA,VATSAVAI,17,0,0,17
ANDHRA PRADESH,KRISHNA,VEERULLAPADU,7,3,0,10
ANDHRA PRADESH,KRISHNA,VIJAYAWADA (URBAN),0,1,0,1
ANDHRA PRADESH,KRISHNA,VIJAYAWADA RURAL,1,16,0,17
ANDHRA PRADESH,KRISHNA,VISSANNAPET,0,114,0,114
ANDHRA PRADESH,KRISHNA,VUYYURU,NA,NA,NA,NA
ANDHRA PRADESH,KURNOOL,ADONI,0,10,0,10
ANDHRA PRADESH,KURNOOL,ALLAGADDA,0,4,0,4
ANDHRA PRADESH,KURNOOL,ALUR,0,6,0,6
ANDHRA PRADESH,KURNOOL,ASPARI,0,40,0,40
ANDHRA PRADESH,KURNOOL,ATMAKUR,0,7,0,7
ANDHRA PRADESH,KURNOOL,BANAGANAPALLE,0,4,0,4
ANDHRA PRADESH,KURNOOL,BANDI ATMAKUR,0,19,0,19
ANDHRA PRADESH,KURNOOL,BETHAMCHERLA,0,7,0,7
ANDHRA PRADESH,KURNOOL,C.BELAGAL,0,3,0,3
ANDHRA PRADESH,KURNOOL,CHAGALAMARRI,NA,NA,NA,NA
ANDHRA PRADESH,KURNOOL,CHIPPAGIRI,0,2,0,2
ANDHRA PRADESH,KURNOOL,DEVANAKONDA,0,29,0,29
ANDHRA PRADESH,KURNOOL,DHONE,0,15,0,15
ANDHRA PRADESH,KURNOOL,DORNIPADU,NA,NA,NA,NA
ANDHRA PRADESH,KURNOOL,GADIVEMULA,0,4,0,4
ANDHRA PRADESH,KURNOOL,GONEGANDLA,0,18,0,18
ANDHRA PRADESH,KURNOOL,GOSPADU,NA,NA,NA,NA
ANDHRA PRADESH,KURNOOL,GUDUR,0,6,0,6
ANDHRA PRADESH,KURNOOL,HALAHARVI,0,3,0,3
ANDHRA PRADESH,KURNOOL,HOLAGUNDA,0,6,0,6
ANDHRA PRADESH,KURNOOL,JUPADU BUNGALOW,0,488,0,488
ANDHRA PRADESH,KURNOOL,KALLUR,0,3,0,3
ANDHRA PRADESH,KURNOOL,KODUMUR,0,5,0,5
ANDHRA PRADESH,KURNOOL,KOILKUNTLA,NA,NA,NA,NA
ANDHRA PRADESH,KURNOOL,KOLIMIGUNDLA,1,22,0,23
ANDHRA PRADESH,KURNOOL,KOSIGI,NA,NA,NA,NA
ANDHRA PRADESH,KURNOOL,KOTHAPALLE,0,8,0,8
ANDHRA PRADESH,KURNOOL,KOWTHALAM,0,32,0,32
ANDHRA PRADESH,KURNOOL,KRISHNAGIRI,0,24,0,24
ANDHRA PRADESH,KURNOOL,KURNOOL,0,2,0,2
ANDHRA PRADESH,KURNOOL,MADDIKERA (EAST),0,11,0,11
ANDHRA PRADESH,KURNOOL,MAHANANDI,0,6,0,6
ANDHRA PRADESH,KURNOOL,MANTRALAYAM,0,4,0,4
ANDHRA PRADESH,KURNOOL,MIDTHUR,0,5,0,5
ANDHRA PRADESH,KURNOOL,NANDAVARAM,NA,NA,NA,NA
ANDHRA PRADESH,KURNOOL,NANDIKOTKUR,NA,NA,NA,NA
ANDHRA PRADESH,KURNOOL,NANDYAL,0,2,0,2
ANDHRA PRADESH,KURNOOL,ORVAKAL,0,6,0,6
ANDHRA PRADESH,KURNOOL,OWK,0,24,0,24
ANDHRA PRADESH,KURNOOL,PAGIDYALA,NA,NA,NA,NA
ANDHRA PRADESH,KURNOOL,PAMULAPADU,NA,NA,NA,NA
ANDHRA PRADESH,KURNOOL,PANYAM,0,8,0,8
ANDHRA PRADESH,KURNOOL,PATTIKONDA,0,9,0,9
ANDHRA PRADESH,KURNOOL,PEAPALLY,0,84,0,84
ANDHRA PRADESH,KURNOOL,PEDDA KADALUR,7,5,0,12
ANDHRA PRADESH,KURNOOL,RUDRAVARAM,0,24,0,24
ANDHRA PRADESH,KURNOOL,SANJAMALA,6,0,0,6
ANDHRA PRADESH,KURNOOL,SIRVEL,1,2,0,3
ANDHRA PRADESH,KURNOOL,SRISAILAM,NA,NA,NA,NA
ANDHRA PRADESH,KURNOOL,TUGGALI,0,26,0,26
ANDHRA PRADESH,KURNOOL,UYYALAWADA,0,3,0,3
ANDHRA PRADESH,KURNOOL,VELDURTHI,0,19,0,19
ANDHRA PRADESH,KURNOOL,VELGODE,0,6,0,6
ANDHRA PRADESH,KURNOOL,YEMMIGANUR,0,6,0,6
ANDHRA PRADESH,MAHABOOB NAGAR,ACHAMPETA,0,42,0,42
ANDHRA PRADESH,MAHABOOB NAGAR,ADDAKAL,0,120,0,120
ANDHRA PRADESH,MAHABOOB NAGAR,AIZA,0,60,0,60
ANDHRA PRADESH,MAHABOOB NAGAR,ALAMPUR,3,0,0,3
ANDHRA PRADESH,MAHABOOB NAGAR,AMANGAL,0,75,0,75
ANDHRA PRADESH,MAHABOOB NAGAR,AMRABAD,0,16,0,16
ANDHRA PRADESH,MAHABOOB NAGAR,ATMAKUR,0,69,0,69
ANDHRA PRADESH,MAHABOOB NAGAR,BALANAGAR,13,127,0,140
ANDHRA PRADESH,MAHABOOB NAGAR,BALMOOR,0,116,0,116
ANDHRA PRADESH,MAHABOOB NAGAR,BHOOTHPUR,0,115,0,115
ANDHRA PRADESH,MAHABOOB NAGAR,BIJINAPALLE,0,148,0,148
ANDHRA PRADESH,MAHABOOB NAGAR,BOMRASPETA,0,115,0,115
ANDHRA PRADESH,MAHABOOB NAGAR,CHINNACHITAKUNTA,0,38,0,38
ANDHRA PRADESH,MAHABOOB NAGAR,DAMARAGIDDA,0,80,0,80
ANDHRA PRADESH,MAHABOOB NAGAR,DEVARAKADARA,0,97,0,97
ANDHRA PRADESH,MAHABOOB NAGAR,DHANWADA,8,61,0,69
ANDHRA PRADESH,MAHABOOB NAGAR,DHARUR,0,123,0,123
ANDHRA PRADESH,MAHABOOB NAGAR,DOULATABAD,0,50,0,50
ANDHRA PRADESH,MAHABOOB NAGAR,FAROOQNAGAR,1,125,1,127
ANDHRA PRADESH,MAHABOOB NAGAR,GADWAL,26,68,0,94
ANDHRA PRADESH,MAHABOOB NAGAR,GHANPUR,0,13,0,13
ANDHRA PRADESH,MAHABOOB NAGAR,GHATTU,1,217,0,218
ANDHRA PRADESH,MAHABOOB NAGAR,GOPALPETA,NA,NA,NA,NA
ANDHRA PRADESH,MAHABOOB NAGAR,HANWADA,0,92,0,92
ANDHRA PRADESH,MAHABOOB NAGAR,ITIKYAL,NA,NA,NA,NA
ANDHRA PRADESH,MAHABOOB NAGAR,JADCHERLA,0,178,0,178
ANDHRA PRADESH,MAHABOOB NAGAR,KALWAKURTHY,0,107,0,107
ANDHRA PRADESH,MAHABOOB NAGAR,KESHAMPETA,0,106,0,106
ANDHRA PRADESH,MAHABOOB NAGAR,KODAIR,0,14,0,14
ANDHRA PRADESH,MAHABOOB NAGAR,KODANGAL,NA,NA,NA,NA
ANDHRA PRADESH,MAHABOOB NAGAR,KOILKONDA,0,133,0,133
ANDHRA PRADESH,MAHABOOB NAGAR,KOLLAPUR,0,87,0,87
ANDHRA PRADESH,MAHABOOB NAGAR,KONDURG,0,101,0,101
ANDHRA PRADESH,MAHABOOB NAGAR,KOSGI,0,117,0,117
ANDHRA PRADESH,MAHABOOB NAGAR,KOTHAKOTA,25,61,0,86
ANDHRA PRADESH,MAHABOOB NAGAR,KOTHUR,1,86,0,87
ANDHRA PRADESH,MAHABOOB NAGAR,LINGAL,0,74,0,74
ANDHRA PRADESH,MAHABOOB NAGAR,MADDUR,0,102,0,102
ANDHRA PRADESH,MAHABOOB NAGAR,MADGUL,0,56,0,56
ANDHRA PRADESH,MAHABOOB NAGAR,MAGANOOR,13,98,0,111
ANDHRA PRADESH,MAHABOOB NAGAR,MAHBUBNAGAR,0,137,0,137
ANDHRA PRADESH,MAHABOOB NAGAR,MAKTHAL,0,126,0,126
ANDHRA PRADESH,MAHABOOB NAGAR,MALDAKAL,0,90,0,90
ANDHRA PRADESH,MAHABOOB NAGAR,MANOPADU,1,0,0,1
ANDHRA PRADESH,MAHABOOB NAGAR,MIDJIL,0,131,0,131
ANDHRA PRADESH,MAHABOOB NAGAR,NAGARKURNOOL,0,127,0,127
ANDHRA PRADESH,MAHABOOB NAGAR,NARAYANPET,2,114,0,116
ANDHRA PRADESH,MAHABOOB NAGAR,NARVA,0,96,0,96
ANDHRA PRADESH,MAHABOOB NAGAR,NAWABPET,1,154,0,155
ANDHRA PRADESH,MAHABOOB NAGAR,PANGAL,2,236,0,238
ANDHRA PRADESH,MAHABOOB NAGAR,PEBBAIR,0,86,0,86
ANDHRA PRADESH,MAHABOOB NAGAR,PEDDAKOTHAPALLE,0,88,0,88
ANDHRA PRADESH,MAHABOOB NAGAR,PEDDAMANDADI,0,103,1,104
ANDHRA PRADESH,MAHABOOB NAGAR,TADOOR,0,60,0,60
ANDHRA PRADESH,MAHABOOB NAGAR,TALAKONDAPALLE,0,102,0,102
ANDHRA PRADESH,MAHABOOB NAGAR,TELKAPALLE,1,145,0,146
ANDHRA PRADESH,MAHABOOB NAGAR,THIMMAJIPETA,128,1304,1,1433
ANDHRA PRADESH,MAHABOOB NAGAR,UPPUNUNTHALA,1,62,0,63
ANDHRA PRADESH,MAHABOOB NAGAR,UTKOOR,0,64,0,64
ANDHRA PRADESH,MAHABOOB NAGAR,VANGOOR,0,101,1,102
ANDHRA PRADESH,MAHABOOB NAGAR,VEEPANGANDLA,0,106,0,106
ANDHRA PRADESH,MAHABOOB NAGAR,VELDANDA,0,85,0,85
ANDHRA PRADESH,MAHABOOB NAGAR,WADDEPALLE,2,55,0,57
ANDHRA PRADESH,MAHABOOB NAGAR,WANAPARTHY,0,82,0,82
ANDHRA PRADESH,MEDAK,ALLADURG,0,56,0,56
ANDHRA PRADESH,MEDAK,ANDOLE,1,50,0,51
ANDHRA PRADESH,MEDAK,CHEGUNTA,0,23,0,23
ANDHRA PRADESH,MEDAK,CHINNAKODUR,0,39,0,39
ANDHRA PRADESH,MEDAK,DOULTABAD,0,222,0,222
ANDHRA PRADESH,MEDAK,DUBBAK,0,219,0,219
ANDHRA PRADESH,MEDAK,GAJWEL,1,166,0,167
ANDHRA PRADESH,MEDAK,HATHNOORA,3,31,20,54
ANDHRA PRADESH,MEDAK,JAGDEVPUR,0,140,0,140
ANDHRA PRADESH,MEDAK,JHARASANGAM,0,2,0,2
ANDHRA PRADESH,MEDAK,JINNARAM,0,174,0,174
ANDHRA PRADESH,MEDAK,KALHER,10,33,0,43
ANDHRA PRADESH,MEDAK,KANGTI,NA,NA,NA,NA
ANDHRA PRADESH,MEDAK,KOHIR,NA,NA,NA,NA
ANDHRA PRADESH,MEDAK,KONDAPAK,0,161,0,161
ANDHRA PRADESH,MEDAK,KONDAPUR,0,22,0,22
ANDHRA PRADESH,MEDAK,KOWDIPALLI,16,60,0,76
ANDHRA PRADESH,MEDAK,KULCHARAM,7,80,0,87
ANDHRA PRADESH,MEDAK,MANOOR,NA,NA,NA,NA
ANDHRA PRADESH,MEDAK,MEDAK,0,199,0,199
ANDHRA PRADESH,MEDAK,MIRDODDI,0,232,0,232
ANDHRA PRADESH,MEDAK,MULUG,0,121,0,121
ANDHRA PRADESH,MEDAK,MUNPALLE,0,25,0,25
ANDHRA PRADESH,MEDAK,NANGANUR,1,102,0,103
ANDHRA PRADESH,MEDAK,NARAYANKHED,0,89,0,89
ANDHRA PRADESH,MEDAK,NARSAPUR,3,66,0,69
ANDHRA PRADESH,MEDAK,NYALKAL,0,1,0,1
ANDHRA PRADESH,MEDAK,PAPANNAPET,0,93,0,93
ANDHRA PRADESH,MEDAK,PATANCHERU,0,162,0,162
ANDHRA PRADESH,MEDAK,PULKAL,0,150,0,150
ANDHRA PRADESH,MEDAK,RAIKODE,0,1,0,1
ANDHRA PRADESH,MEDAK,RAMAYAMPET,NA,NA,NA,NA
ANDHRA PRADESH,MEDAK,RAMCHANDRAPURAM,0,5,0,5
ANDHRA PRADESH,MEDAK,REGODE,0,22,0,22
ANDHRA PRADESH,MEDAK,SADASIVPET,0,88,0,88
ANDHRA PRADESH,MEDAK,SANGAREDDY,0,124,0,124
ANDHRA PRADESH,MEDAK,SHANKARAMPET[A],8,91,4,103
ANDHRA PRADESH,MEDAK,SHANKARAMPET[R],1,180,0,181
ANDHRA PRADESH,MEDAK,SHIVAMPET,0,36,0,36
ANDHRA PRADESH,MEDAK,SIDDIPET,0,195,0,195
ANDHRA PRADESH,MEDAK,TEKMAL,0,147,1,148
ANDHRA PRADESH,MEDAK,TUPRAN,1,198,0,199
ANDHRA PRADESH,MEDAK,WARGAL,0,127,0,127
ANDHRA PRADESH,MEDAK,YELDURTHY,0,139,0,139
ANDHRA PRADESH,MEDAK,ZAHIRABAD,0,8,0,8
ANDHRA PRADESH,NALGONDA,ALAIR,1,99,1,101
ANDHRA PRADESH,NALGONDA,ANUMULA,7,20,0,27
ANDHRA PRADESH,NALGONDA,ATMAKUR(M),0,127,0,127
ANDHRA PRADESH,NALGONDA,ATMAKUR(S),0,94,0,94
ANDHRA PRADESH,NALGONDA,BHUVANAGIRI,0,121,0,121
ANDHRA PRADESH,NALGONDA,BIBINAGAR,0,63,0,63
ANDHRA PRADESH,NALGONDA,BOMMALARAMARAM,0,79,0,79
ANDHRA PRADESH,NALGONDA,CHANDAM PET,1,52,0,53
ANDHRA PRADESH,NALGONDA,CHANDUR,0,68,0,68
ANDHRA PRADESH,NALGONDA,CHILKUR,17,0,0,17
ANDHRA PRADESH,NALGONDA,CHINTHA PALLE,0,96,0,96
ANDHRA PRADESH,NALGONDA,CHITYALA,0,128,1,129
ANDHRA PRADESH,NALGONDA,CHIVVEMLA,0,80,0,80
ANDHRA PRADESH,NALGONDA,CHOUTUPPAL,0,62,0,62
ANDHRA PRADESH,NALGONDA,DAMERACHERLA,16,3,0,19
ANDHRA PRADESH,NALGONDA,DEVARAKONDA,0,78,0,78
ANDHRA PRADESH,NALGONDA,GARIDE PALLE,55,15,0,70
ANDHRA PRADESH,NALGONDA,GUNDALA,4,100,0,104
ANDHRA PRADESH,NALGONDA,GUNDLA PALLE,27,18,0,45
ANDHRA PRADESH,NALGONDA,GURRAMPODE,0,21,0,21
ANDHRA PRADESH,NALGONDA,HUZURNAGAR,32,0,0,32
ANDHRA PRADESH,NALGONDA,JAJI REDDI GUDEM,0,51,0,51
ANDHRA PRADESH,NALGONDA,KANGAL,0,119,1,120
ANDHRA PRADESH,NALGONDA,KATTANGOOR,0,100,0,100
ANDHRA PRADESH,NALGONDA,KETHE PALLE,NA,NA,NA,NA
ANDHRA PRADESH,NALGONDA,KODAD,55,2,0,57
ANDHRA PRADESH,NALGONDA,M.TURKA PALLE,0,109,0,109
ANDHRA PRADESH,NALGONDA,MARRIGUDA,0,31,0,31
ANDHRA PRADESH,NALGONDA,MATTAM PALLE,8,14,0,22
ANDHRA PRADESH,NALGONDA,MELLA CHERVU,6,14,0,20
ANDHRA PRADESH,NALGONDA,MIRYALAGUDA,36,2,0,38
ANDHRA PRADESH,NALGONDA,MOTHEY,0,143,0,143
ANDHRA PRADESH,NALGONDA,MOTHKUR,0,173,0,173
ANDHRA PRADESH,NALGONDA,MUNAGALA,3,42,0,45
ANDHRA PRADESH,NALGONDA,MUNUGODE,0,67,0,67
ANDHRA PRADESH,NALGONDA,NADIGUDEM,1,21,0,22
ANDHRA PRADESH,NALGONDA,NAKREKAL,0,67,0,67
ANDHRA PRADESH,NALGONDA,NALGONDA,0,141,0,141
ANDHRA PRADESH,NALGONDA,NAMPALLE,0,17,0,17
ANDHRA PRADESH,NALGONDA,NARAYANPUR,0,50,0,50
ANDHRA PRADESH,NALGONDA,NARKETPALLE,0,179,0,179
ANDHRA PRADESH,NALGONDA,NEREDCHERLA,91,0,0,91
ANDHRA PRADESH,NALGONDA,NIDAMANOOR,26,51,0,77
ANDHRA PRADESH,NALGONDA,NUTHANKAL,0,91,0,91
ANDHRA PRADESH,NALGONDA,PEDDA ADISERLA PALLE,0,129,0,129
ANDHRA PRADESH,NALGONDA,PEDDAVOORA,0,79,0,79
ANDHRA PRADESH,NALGONDA,PENPAHAD,0,59,0,59
ANDHRA PRADESH,NALGONDA,POCHAMPALLE,35,15,0,50
ANDHRA PRADESH,NALGONDA,RAJAPET,1,60,0,61
