-----
{
 "description": "The table refers to block wise distribution of surface flow schemes by type. It has been sourced from 2nd census of minor irrigation scheme(1993-94) from Ministry of Water Resources.", 
 "file_name": "blcktab4.5.csv", 
 "title": "Download CSV for Blockwise Distribution of Surface Flow Schemes by its type for 2nd census of Minor Irrigation Schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/blcktab4.5.csv"
}
-----
State,District,Block,Flow schemes - Storage,Flow schemes - Permanent Diversion,Flow schemes - Temporary Diversion,Flow schemes - Water Circulation,Total
ANDHRA PRADESH,GUNTUR,PONNUR,NA,NA,NA,NA,NA
ANDHRA PRADESH,GUNTUR,PRATHIPADU,6,0,1,0,7
ANDHRA PRADESH,GUNTUR,RAJUPALEM,2,0,0,0,2
ANDHRA PRADESH,GUNTUR,RENTACHINTALA,2,0,0,0,2
ANDHRA PRADESH,GUNTUR,REPALLE,NA,NA,NA,NA,NA
ANDHRA PRADESH,GUNTUR,ROMPICHERLA,9,0,0,0,9
ANDHRA PRADESH,GUNTUR,SATTENAPALLE,1,1,0,0,2
ANDHRA PRADESH,GUNTUR,SAV'PURAM KANUM'PUDI,9,0,1,0,10
ANDHRA PRADESH,GUNTUR,TADEPALLE,2,0,0,0,2
ANDHRA PRADESH,GUNTUR,TADIKONDA,9,0,0,0,9
ANDHRA PRADESH,GUNTUR,TENALI,NA,NA,NA,NA,NA
ANDHRA PRADESH,GUNTUR,THULLUR,1,0,0,0,1
ANDHRA PRADESH,GUNTUR,TSUNDUR,NA,NA,NA,NA,NA
ANDHRA PRADESH,GUNTUR,VATTICHERUKURU,1,0,0,0,1
ANDHRA PRADESH,GUNTUR,VELDURTHY,3,0,0,0,3
ANDHRA PRADESH,GUNTUR,VEMURU,NA,NA,NA,NA,NA
ANDHRA PRADESH,GUNTUR,VINUKONDA,7,1,0,0,8
ANDHRA PRADESH,HYDERABAD,CHARMINAR,16,0,2,0,18
ANDHRA PRADESH,HYDERABAD,GOLCONDA,2,7,2,1,12
ANDHRA PRADESH,HYDERABAD,MUSHEERABAD,0,0,7,0,7
ANDHRA PRADESH,HYDERABAD,SECUNDERABAD,0,0,1,0,1
ANDHRA PRADESH,KARIMNAGAR,BEJJANKI,108,0,0,0,108
ANDHRA PRADESH,KARIMNAGAR,BHEEMADEVARPALLE,106,0,0,0,106
ANDHRA PRADESH,KARIMNAGAR,BOINPALLE,66,0,4,0,70
ANDHRA PRADESH,KARIMNAGAR,CHANDURTHI,42,0,0,0,42
ANDHRA PRADESH,KARIMNAGAR,CHIGURUMAMIDI,100,1,0,0,101
ANDHRA PRADESH,KARIMNAGAR,CHOPPADANDI,111,0,4,0,115
ANDHRA PRADESH,KARIMNAGAR,DHARMAPURI,105,0,0,0,105
ANDHRA PRADESH,KARIMNAGAR,DHARMARAM,130,3,0,0,133
ANDHRA PRADESH,KARIMNAGAR,ELKATHURTHI,48,6,0,0,54
ANDHRA PRADESH,KARIMNAGAR,ELLANTHAKUNTA,84,0,0,0,84
ANDHRA PRADESH,KARIMNAGAR,GAMBHIRAOPET,44,11,0,0,55
ANDHRA PRADESH,KARIMNAGAR,GANGADHARA,92,1,7,6,106
ANDHRA PRADESH,KARIMNAGAR,GOLLAPALLE,55,12,2,0,69
ANDHRA PRADESH,KARIMNAGAR,HUSNABAD,193,2,0,0,195
ANDHRA PRADESH,KARIMNAGAR,HUZURABAD,100,4,0,0,104
ANDHRA PRADESH,KARIMNAGAR,IBRAHIMPATNAM,64,0,1,0,65
ANDHRA PRADESH,KARIMNAGAR,JAGTIAL,68,0,0,0,68
ANDHRA PRADESH,KARIMNAGAR,JAMMIKUNTA,156,10,1,0,167
ANDHRA PRADESH,KARIMNAGAR,JULAPALLE,114,1,0,0,115
ANDHRA PRADESH,KARIMNAGAR,KAMALAPUR,86,1,0,0,87
ANDHRA PRADESH,KARIMNAGAR,KAMANPUR,31,47,0,0,78
ANDHRA PRADESH,KARIMNAGAR,KARIMNAGAR,163,0,0,0,163
ANDHRA PRADESH,KARIMNAGAR,KATARAM,24,67,0,0,91
ANDHRA PRADESH,KARIMNAGAR,KATHLAPUR,49,1,0,0,50
ANDHRA PRADESH,KARIMNAGAR,KODIMIAL,66,4,0,0,70
ANDHRA PRADESH,KARIMNAGAR,KOHEDA,106,0,0,0,106
ANDHRA PRADESH,KARIMNAGAR,KONARAOPETA,54,8,0,0,62
ANDHRA PRADESH,KARIMNAGAR,KORATLA,54,3,0,0,57
ANDHRA PRADESH,KARIMNAGAR,MAHADEVPUR,47,0,0,0,47
ANDHRA PRADESH,KARIMNAGAR,MAHADEVPUR,31,2,0,0,33
ANDHRA PRADESH,KARIMNAGAR,MALHARRAO MANDAL,55,0,0,1,56
ANDHRA PRADESH,KARIMNAGAR,MALLAPUR,52,1,0,0,53
ANDHRA PRADESH,KARIMNAGAR,MALLIAL,61,1,4,0,66
ANDHRA PRADESH,KARIMNAGAR,MANAKONDUR,240,0,0,0,240
ANDHRA PRADESH,KARIMNAGAR,MANTHANI,108,8,1,0,117
ANDHRA PRADESH,KARIMNAGAR,MANTHANI,82,0,0,0,82
ANDHRA PRADESH,KARIMNAGAR,MEDIPALLE,91,1,0,0,92
ANDHRA PRADESH,KARIMNAGAR,METPALLE,50,0,0,0,50
ANDHRA PRADESH,KARIMNAGAR,MUSTABAD,82,0,0,0,82
ANDHRA PRADESH,KARIMNAGAR,ODELA,106,51,0,0,157
ANDHRA PRADESH,KARIMNAGAR,PEDDAPALLE,141,9,0,1,151
ANDHRA PRADESH,KARIMNAGAR,PEGADAPALLE,82,0,0,0,82
ANDHRA PRADESH,KARIMNAGAR,RAIKAL,81,0,0,0,81
ANDHRA PRADESH,KARIMNAGAR,RAMADUGU,94,1,0,0,95
ANDHRA PRADESH,KARIMNAGAR,RAMAGUNDAM,60,16,1,0,77
ANDHRA PRADESH,KARIMNAGAR,SAIDAPUR,77,6,5,1,89
ANDHRA PRADESH,KARIMNAGAR,SARANGAPUR,9,54,0,0,63
ANDHRA PRADESH,KARIMNAGAR,SHANKARA PATNAM,131,3,0,0,134
ANDHRA PRADESH,KARIMNAGAR,SIRSILLA,63,15,0,0,78
ANDHRA PRADESH,KARIMNAGAR,SRIRAMPUR,110,1,0,0,111
ANDHRA PRADESH,KARIMNAGAR,SULTANABAD,101,2,11,0,114
ANDHRA PRADESH,KARIMNAGAR,THIMMAPUR,97,5,0,0,102
ANDHRA PRADESH,KARIMNAGAR,VEENAVANKA,0,168,0,0,168
ANDHRA PRADESH,KARIMNAGAR,VELGATOOR,49,0,0,0,49
ANDHRA PRADESH,KARIMNAGAR,VEMULAWADA,85,0,0,0,85
ANDHRA PRADESH,KARIMNAGAR,YELLAREDDIPETA,68,0,0,0,68
ANDHRA PRADESH,KHAMMAM,ASWAPURAM,28,0,0,0,28
ANDHRA PRADESH,KHAMMAM,ASWARAOPETA,108,0,0,0,108
ANDHRA PRADESH,KHAMMAM,BAYYARAM,56,0,0,0,56
ANDHRA PRADESH,KHAMMAM,BHADRACHALAM,47,0,0,0,47
ANDHRA PRADESH,KHAMMAM,BONAKAL,22,0,0,0,22
ANDHRA PRADESH,KHAMMAM,BURGAMPADU,47,0,2,0,49
ANDHRA PRADESH,KHAMMAM,CHANDRUGONDA,92,10,0,1,103
ANDHRA PRADESH,KHAMMAM,CHERLA,46,2,0,0,48
ANDHRA PRADESH,KHAMMAM,CHINTHAKANI,16,0,0,0,16
ANDHRA PRADESH,KHAMMAM,CHINTUR,11,0,0,0,11
ANDHRA PRADESH,KHAMMAM,DAMMAPETA,237,0,0,0,237
ANDHRA PRADESH,KHAMMAM,DUMMUGUDEM,20,15,1,0,36
ANDHRA PRADESH,KHAMMAM,ENKURU,22,3,0,0,25
ANDHRA PRADESH,KHAMMAM,GARLA,82,0,0,0,82
ANDHRA PRADESH,KHAMMAM,GUNDALA,101,1,0,0,102
ANDHRA PRADESH,KHAMMAM,JULURPAD,17,0,1,0,18
ANDHRA PRADESH,KHAMMAM,KALLURU,46,30,0,0,76
ANDHRA PRADESH,KHAMMAM,KAMEPALLE,69,20,0,0,89
ANDHRA PRADESH,KHAMMAM,KHAMMAM (RURAL),79,0,3,0,82
ANDHRA PRADESH,KHAMMAM,KHAMMAM (URBAN),63,1,2,0,66
ANDHRA PRADESH,KHAMMAM,KONIJERLA,21,0,0,0,21
ANDHRA PRADESH,KHAMMAM,KOTHAGUDEM,39,0,0,0,39
ANDHRA PRADESH,KHAMMAM,KUKUNOOR,52,0,0,0,52
ANDHRA PRADESH,KHAMMAM,KUNAVARAM,16,0,20,0,36
ANDHRA PRADESH,KHAMMAM,KUSUMANCHI,50,5,0,0,55
ANDHRA PRADESH,KHAMMAM,MADHIRA,43,24,0,0,67
ANDHRA PRADESH,KHAMMAM,MANUGUR,45,0,0,0,45
ANDHRA PRADESH,KHAMMAM,MUDIGONDA,43,5,1,0,49
ANDHRA PRADESH,KHAMMAM,MULAKALAPALLE,80,1,0,0,81
ANDHRA PRADESH,KHAMMAM,NELAKONDAPALLE,32,1,0,0,33
ANDHRA PRADESH,KHAMMAM,PALWANCHA,38,9,0,0,47
ANDHRA PRADESH,KHAMMAM,PENUBALLI,87,5,4,0,96
ANDHRA PRADESH,KHAMMAM,PINAPAKA,120,0,0,0,120
ANDHRA PRADESH,KHAMMAM,SATHUPALLE,73,3,0,0,76
ANDHRA PRADESH,KHAMMAM,SINGARENI,85,0,1,0,86
ANDHRA PRADESH,KHAMMAM,TEKULAPALLE,94,0,0,0,94
ANDHRA PRADESH,KHAMMAM,THALLADA,32,1,0,0,33
ANDHRA PRADESH,KHAMMAM,THIRUMALAYAPALEM,74,12,0,8,94
ANDHRA PRADESH,KHAMMAM,VARARAMACHANDRAPURAM,22,0,3,0,25
ANDHRA PRADESH,KHAMMAM,VELAIRPAD,9,7,0,0,16
ANDHRA PRADESH,KHAMMAM,VEMSOOR,76,1,0,0,77
ANDHRA PRADESH,KHAMMAM,VENKATAPURAM,43,2,0,0,45
ANDHRA PRADESH,KHAMMAM,WAZEED,14,0,0,0,14
ANDHRA PRADESH,KHAMMAM,WYRA,4,0,0,0,4
ANDHRA PRADESH,KHAMMAM,YELLANDU,66,0,0,0,66
ANDHRA PRADESH,KHAMMAM,YERRUPALEM,41,0,0,0,41
ANDHRA PRADESH,KRISHNA,A.KONDURU,33,0,1,0,34
ANDHRA PRADESH,KRISHNA,AGIRIPALLE,86,1,0,0,87
ANDHRA PRADESH,KRISHNA,AVANIGADDA,NA,NA,NA,NA,NA
ANDHRA PRADESH,KRISHNA,BANTUMILLI,NA,NA,NA,NA,NA
ANDHRA PRADESH,KRISHNA,BAPULAPADU,51,1,0,0,52
ANDHRA PRADESH,KRISHNA,CHALLAPALLE,NA,NA,NA,NA,NA
ANDHRA PRADESH,KRISHNA,CHANDARLAPADU,4,1,0,0,5
ANDHRA PRADESH,KRISHNA,CHATRAI,112,0,0,0,112
ANDHRA PRADESH,KRISHNA,G.KONDURU,44,9,0,0,53
ANDHRA PRADESH,KRISHNA,GAMPALAGUDEM,63,1,0,1,65
ANDHRA PRADESH,KRISHNA,GANNAVARAM,49,0,1,0,50
ANDHRA PRADESH,KRISHNA,GHANTASALA,NA,NA,NA,NA,NA
ANDHRA PRADESH,KRISHNA,GUDIVADA,NA,NA,NA,NA,NA
ANDHRA PRADESH,KRISHNA,GUDLAVALLERU,NA,NA,NA,NA,NA
ANDHRA PRADESH,KRISHNA,GUDUR,NA,NA,NA,NA,NA
ANDHRA PRADESH,KRISHNA,IBRAHIMPATNAM,7,0,0,0,7
ANDHRA PRADESH,KRISHNA,JAGGAYYAPETA,10,0,0,0,10
ANDHRA PRADESH,KRISHNA,KAIKALUR,NA,NA,NA,NA,NA
ANDHRA PRADESH,KRISHNA,KALIDINDI,NA,NA,NA,NA,NA
ANDHRA PRADESH,KRISHNA,KANCHIKACHERLA,5,0,0,0,5
ANDHRA PRADESH,KRISHNA,KANKIPADU,NA,NA,NA,NA,NA
ANDHRA PRADESH,KRISHNA,KODURU,NA,NA,NA,NA,NA
ANDHRA PRADESH,KRISHNA,KRUTHIVENNU,NA,NA,NA,NA,NA
ANDHRA PRADESH,KRISHNA,MACHILIPATNAM,NA,NA,NA,NA,NA
ANDHRA PRADESH,KRISHNA,MANDAVALLI,NA,NA,NA,NA,NA
ANDHRA PRADESH,KRISHNA,MOPIDEVI,NA,NA,NA,NA,NA
ANDHRA PRADESH,KRISHNA,MOVVA,NA,NA,NA,NA,NA
ANDHRA PRADESH,KRISHNA,MUDINEPALLE,NA,NA,NA,NA,NA
ANDHRA PRADESH,KRISHNA,MUSUNURU,80,1,0,0,81
ANDHRA PRADESH,KRISHNA,MYLAVARAM,37,1,0,0,38
ANDHRA PRADESH,KRISHNA,NAGAYALANKA,NA,NA,NA,NA,NA
ANDHRA PRADESH,KRISHNA,NANDIGAMA,5,0,0,0,5
ANDHRA PRADESH,KRISHNA,NANDIVADA,NA,NA,NA,NA,NA
ANDHRA PRADESH,KRISHNA,NUZVID,85,0,0,0,85
ANDHRA PRADESH,KRISHNA,PAMARRU,NA,NA,NA,NA,NA
ANDHRA PRADESH,KRISHNA,PAMIDIMUKKALA,NA,NA,NA,NA,NA
ANDHRA PRADESH,KRISHNA,PEDANA,NA,NA,NA,NA,NA
ANDHRA PRADESH,KRISHNA,PEDAPARUPUDI,NA,NA,NA,NA,NA
ANDHRA PRADESH,KRISHNA,PENAMALURU,NA,NA,NA,NA,NA
ANDHRA PRADESH,KRISHNA,PENUGANCHIPROLU,3,0,0,0,3
ANDHRA PRADESH,KRISHNA,REDDIGUDEM,98,0,1,0,99
ANDHRA PRADESH,KRISHNA,THOTLAVALLURU,NA,NA,NA,NA,NA
ANDHRA PRADESH,KRISHNA,TIRUVURU,55,2,0,0,57
ANDHRA PRADESH,KRISHNA,UNGUTURU,3,0,0,0,3
ANDHRA PRADESH,KRISHNA,VATSAVAI,16,1,0,0,17
ANDHRA PRADESH,KRISHNA,VEERULLAPADU,10,0,0,0,10
ANDHRA PRADESH,KRISHNA,VIJAYAWADA (URBAN),1,0,0,0,1
ANDHRA PRADESH,KRISHNA,VIJAYAWADA RURAL,16,1,0,0,17
ANDHRA PRADESH,KRISHNA,VISSANNAPET,112,0,2,0,114
ANDHRA PRADESH,KRISHNA,VUYYURU,NA,NA,NA,NA,NA
ANDHRA PRADESH,KURNOOL,ADONI,10,0,0,0,10
ANDHRA PRADESH,KURNOOL,ALLAGADDA,1,0,1,2,4
ANDHRA PRADESH,KURNOOL,ALUR,6,0,0,0,6
ANDHRA PRADESH,KURNOOL,ASPARI,32,0,0,8,40
ANDHRA PRADESH,KURNOOL,ATMAKUR,5,0,0,2,7
ANDHRA PRADESH,KURNOOL,BANAGANAPALLE,4,0,0,0,4
ANDHRA PRADESH,KURNOOL,BANDI ATMAKUR,18,0,0,1,19
ANDHRA PRADESH,KURNOOL,BETHAMCHERLA,2,0,1,4,7
ANDHRA PRADESH,KURNOOL,C.BELAGAL,3,0,0,0,3
ANDHRA PRADESH,KURNOOL,CHAGALAMARRI,NA,NA,NA,NA,NA
ANDHRA PRADESH,KURNOOL,CHIPPAGIRI,2,0,0,0,2
ANDHRA PRADESH,KURNOOL,DEVANAKONDA,24,0,0,5,29
ANDHRA PRADESH,KURNOOL,DHONE,8,3,3,1,15
ANDHRA PRADESH,KURNOOL,DORNIPADU,NA,NA,NA,NA,NA
ANDHRA PRADESH,KURNOOL,GADIVEMULA,4,0,0,0,4
ANDHRA PRADESH,KURNOOL,GONEGANDLA,15,2,0,1,18
ANDHRA PRADESH,KURNOOL,GOSPADU,NA,NA,NA,NA,NA
ANDHRA PRADESH,KURNOOL,GUDUR,6,0,0,0,6
ANDHRA PRADESH,KURNOOL,HALAHARVI,3,0,0,0,3
ANDHRA PRADESH,KURNOOL,HOLAGUNDA,6,0,0,0,6
ANDHRA PRADESH,KURNOOL,JUPADU BUNGALOW,488,0,0,0,488
ANDHRA PRADESH,KURNOOL,KALLUR,3,0,0,0,3
ANDHRA PRADESH,KURNOOL,KODUMUR,5,0,0,0,5
ANDHRA PRADESH,KURNOOL,KOILKUNTLA,NA,NA,NA,NA,NA
ANDHRA PRADESH,KURNOOL,KOLIMIGUNDLA,22,1,0,0,23
ANDHRA PRADESH,KURNOOL,KOSIGI,NA,NA,NA,NA,NA
ANDHRA PRADESH,KURNOOL,KOTHAPALLE,8,0,0,0,8
ANDHRA PRADESH,KURNOOL,KOWTHALAM,32,0,0,0,32
ANDHRA PRADESH,KURNOOL,KRISHNAGIRI,22,2,0,0,24
ANDHRA PRADESH,KURNOOL,KURNOOL,2,0,0,0,2
ANDHRA PRADESH,KURNOOL,MADDIKERA (EAST),5,0,0,6,11
ANDHRA PRADESH,KURNOOL,MAHANANDI,5,1,0,0,6
ANDHRA PRADESH,KURNOOL,MANTRALAYAM,4,0,0,0,4
ANDHRA PRADESH,KURNOOL,MIDTHUR,5,0,0,0,5
ANDHRA PRADESH,KURNOOL,NANDAVARAM,NA,NA,NA,NA,NA
ANDHRA PRADESH,KURNOOL,NANDIKOTKUR,NA,NA,NA,NA,NA
ANDHRA PRADESH,KURNOOL,NANDYAL,2,0,0,0,2
ANDHRA PRADESH,KURNOOL,ORVAKAL,2,2,0,2,6
ANDHRA PRADESH,KURNOOL,OWK,24,0,0,0,24
ANDHRA PRADESH,KURNOOL,PAGIDYALA,NA,NA,NA,NA,NA
ANDHRA PRADESH,KURNOOL,PAMULAPADU,NA,NA,NA,NA,NA
ANDHRA PRADESH,KURNOOL,PANYAM,7,1,0,0,8
ANDHRA PRADESH,KURNOOL,PATTIKONDA,4,0,0,5,9
ANDHRA PRADESH,KURNOOL,PEAPALLY,46,36,0,2,84
ANDHRA PRADESH,KURNOOL,PEDDA KADALUR,6,6,0,0,12
ANDHRA PRADESH,KURNOOL,RUDRAVARAM,21,0,0,3,24
ANDHRA PRADESH,KURNOOL,SANJAMALA,6,0,0,0,6
ANDHRA PRADESH,KURNOOL,SIRVEL,3,0,0,0,3
ANDHRA PRADESH,KURNOOL,SRISAILAM,NA,NA,NA,NA,NA
ANDHRA PRADESH,KURNOOL,TUGGALI,16,1,9,0,26
ANDHRA PRADESH,KURNOOL,UYYALAWADA,3,0,0,0,3
ANDHRA PRADESH,KURNOOL,VELDURTHI,19,0,0,0,19
ANDHRA PRADESH,KURNOOL,VELGODE,6,0,0,0,6
ANDHRA PRADESH,KURNOOL,YEMMIGANUR,4,0,2,0,6
ANDHRA PRADESH,MAHABOOB NAGAR,ACHAMPETA,38,1,1,2,42
ANDHRA PRADESH,MAHABOOB NAGAR,ADDAKAL,117,3,0,0,120
ANDHRA PRADESH,MAHABOOB NAGAR,AIZA,58,2,0,0,60
ANDHRA PRADESH,MAHABOOB NAGAR,ALAMPUR,3,0,0,0,3
ANDHRA PRADESH,MAHABOOB NAGAR,AMANGAL,42,22,1,10,75
ANDHRA PRADESH,MAHABOOB NAGAR,AMRABAD,16,0,0,0,16
ANDHRA PRADESH,MAHABOOB NAGAR,ATMAKUR,69,0,0,0,69
ANDHRA PRADESH,MAHABOOB NAGAR,BALANAGAR,140,0,0,0,140
ANDHRA PRADESH,MAHABOOB NAGAR,BALMOOR,89,26,0,1,116
ANDHRA PRADESH,MAHABOOB NAGAR,BHOOTHPUR,77,37,0,1,115
ANDHRA PRADESH,MAHABOOB NAGAR,BIJINAPALLE,101,12,0,35,148
ANDHRA PRADESH,MAHABOOB NAGAR,BOMRASPETA,113,2,0,0,115
ANDHRA PRADESH,MAHABOOB NAGAR,CHINNACHITAKUNTA,37,1,0,0,38
ANDHRA PRADESH,MAHABOOB NAGAR,DAMARAGIDDA,74,6,0,0,80
ANDHRA PRADESH,MAHABOOB NAGAR,DEVARAKADARA,95,2,0,0,97
ANDHRA PRADESH,MAHABOOB NAGAR,DHANWADA,65,2,2,0,69
ANDHRA PRADESH,MAHABOOB NAGAR,DHARUR,118,5,0,0,123
ANDHRA PRADESH,MAHABOOB NAGAR,DOULATABAD,36,4,7,3,50
ANDHRA PRADESH,MAHABOOB NAGAR,FAROOQNAGAR,127,0,0,0,127
ANDHRA PRADESH,MAHABOOB NAGAR,GADWAL,94,0,0,0,94
ANDHRA PRADESH,MAHABOOB NAGAR,GHANPUR,3,0,10,0,13
ANDHRA PRADESH,MAHABOOB NAGAR,GHATTU,185,1,0,32,218
ANDHRA PRADESH,MAHABOOB NAGAR,GOPALPETA,NA,NA,NA,NA,NA
ANDHRA PRADESH,MAHABOOB NAGAR,HANWADA,80,2,6,4,92
ANDHRA PRADESH,MAHABOOB NAGAR,ITIKYAL,NA,NA,NA,NA,NA
ANDHRA PRADESH,MAHABOOB NAGAR,JADCHERLA,178,0,0,0,178
ANDHRA PRADESH,MAHABOOB NAGAR,KALWAKURTHY,96,2,0,9,107
ANDHRA PRADESH,MAHABOOB NAGAR,KESHAMPETA,106,0,0,0,106
ANDHRA PRADESH,MAHABOOB NAGAR,KODAIR,14,0,0,0,14
ANDHRA PRADESH,MAHABOOB NAGAR,KODANGAL,NA,NA,NA,NA,NA
ANDHRA PRADESH,MAHABOOB NAGAR,KOILKONDA,107,15,11,0,133
ANDHRA PRADESH,MAHABOOB NAGAR,KOLLAPUR,75,4,1,7,87
ANDHRA PRADESH,MAHABOOB NAGAR,KONDURG,100,0,1,0,101
ANDHRA PRADESH,MAHABOOB NAGAR,KOSGI,87,30,0,0,117
ANDHRA PRADESH,MAHABOOB NAGAR,KOTHAKOTA,85,1,0,0,86
ANDHRA PRADESH,MAHABOOB NAGAR,KOTHUR,79,8,0,0,87
ANDHRA PRADESH,MAHABOOB NAGAR,LINGAL,64,4,6,0,74
ANDHRA PRADESH,MAHABOOB NAGAR,MADDUR,82,18,1,1,102
ANDHRA PRADESH,MAHABOOB NAGAR,MADGUL,43,8,1,4,56
ANDHRA PRADESH,MAHABOOB NAGAR,MAGANOOR,96,1,0,14,111
ANDHRA PRADESH,MAHABOOB NAGAR,MAHBUBNAGAR,119,18,0,0,137
ANDHRA PRADESH,MAHABOOB NAGAR,MAKTHAL,122,2,0,2,126
ANDHRA PRADESH,MAHABOOB NAGAR,MALDAKAL,73,1,0,16,90
ANDHRA PRADESH,MAHABOOB NAGAR,MANOPADU,0,1,0,0,1
ANDHRA PRADESH,MAHABOOB NAGAR,MIDJIL,131,0,0,0,131
ANDHRA PRADESH,MAHABOOB NAGAR,NAGARKURNOOL,126,0,0,1,127
ANDHRA PRADESH,MAHABOOB NAGAR,NARAYANPET,115,0,0,1,116
ANDHRA PRADESH,MAHABOOB NAGAR,NARVA,96,0,0,0,96
ANDHRA PRADESH,MAHABOOB NAGAR,NAWABPET,155,0,0,0,155
ANDHRA PRADESH,MAHABOOB NAGAR,PANGAL,237,1,0,0,238
ANDHRA PRADESH,MAHABOOB NAGAR,PEBBAIR,84,2,0,0,86
ANDHRA PRADESH,MAHABOOB NAGAR,PEDDAKOTHAPALLE,66,0,4,18,88
ANDHRA PRADESH,MAHABOOB NAGAR,PEDDAMANDADI,75,0,0,29,104
ANDHRA PRADESH,MAHABOOB NAGAR,TADOOR,55,0,0,5,60
ANDHRA PRADESH,MAHABOOB NAGAR,TALAKONDAPALLE,22,80,0,0,102
ANDHRA PRADESH,MAHABOOB NAGAR,TELKAPALLE,109,1,36,0,146
ANDHRA PRADESH,MAHABOOB NAGAR,THIMMAJIPETA,1411,10,2,10,1433
ANDHRA PRADESH,MAHABOOB NAGAR,UPPUNUNTHALA,51,5,1,6,63
ANDHRA PRADESH,MAHABOOB NAGAR,UTKOOR,62,1,1,0,64
ANDHRA PRADESH,MAHABOOB NAGAR,VANGOOR,90,5,0,7,102
ANDHRA PRADESH,MAHABOOB NAGAR,VEEPANGANDLA,103,1,2,0,106
ANDHRA PRADESH,MAHABOOB NAGAR,VELDANDA,74,1,0,10,85
ANDHRA PRADESH,MAHABOOB NAGAR,WADDEPALLE,22,0,35,0,57
ANDHRA PRADESH,MAHABOOB NAGAR,WANAPARTHY,78,1,3,0,82
ANDHRA PRADESH,MEDAK,ALLADURG,52,1,0,3,56
ANDHRA PRADESH,MEDAK,ANDOLE,44,0,0,7,51
ANDHRA PRADESH,MEDAK,CHEGUNTA,23,0,0,0,23
ANDHRA PRADESH,MEDAK,CHINNAKODUR,39,0,0,0,39
ANDHRA PRADESH,MEDAK,DOULTABAD,221,1,0,0,222
ANDHRA PRADESH,MEDAK,DUBBAK,216,1,0,2,219
ANDHRA PRADESH,MEDAK,GAJWEL,167,0,0,0,167
ANDHRA PRADESH,MEDAK,HATHNOORA,54,0,0,0,54
ANDHRA PRADESH,MEDAK,JAGDEVPUR,127,13,0,0,140
ANDHRA PRADESH,MEDAK,JHARASANGAM,2,0,0,0,2
ANDHRA PRADESH,MEDAK,JINNARAM,169,3,1,1,174
ANDHRA PRADESH,MEDAK,KALHER,43,0,0,0,43
ANDHRA PRADESH,MEDAK,KANGTI,NA,NA,NA,NA,NA
ANDHRA PRADESH,MEDAK,KOHIR,NA,NA,NA,NA,NA
ANDHRA PRADESH,MEDAK,KONDAPAK,155,6,0,0,161
ANDHRA PRADESH,MEDAK,KONDAPUR,18,4,0,0,22
ANDHRA PRADESH,MEDAK,KOWDIPALLI,60,0,0,16,76
ANDHRA PRADESH,MEDAK,KULCHARAM,87,0,0,0,87
ANDHRA PRADESH,MEDAK,MANOOR,NA,NA,NA,NA,NA
ANDHRA PRADESH,MEDAK,MEDAK,187,12,0,0,199
ANDHRA PRADESH,MEDAK,MIRDODDI,231,1,0,0,232
ANDHRA PRADESH,MEDAK,MULUG,118,3,0,0,121
ANDHRA PRADESH,MEDAK,MUNPALLE,25,0,0,0,25
ANDHRA PRADESH,MEDAK,NANGANUR,73,26,0,4,103
ANDHRA PRADESH,MEDAK,NARAYANKHED,88,0,0,1,89
ANDHRA PRADESH,MEDAK,NARSAPUR,69,0,0,0,69
ANDHRA PRADESH,MEDAK,NYALKAL,1,0,0,0,1
ANDHRA PRADESH,MEDAK,PAPANNAPET,83,10,0,0,93
ANDHRA PRADESH,MEDAK,PATANCHERU,158,0,4,0,162
ANDHRA PRADESH,MEDAK,PULKAL,150,0,0,0,150
ANDHRA PRADESH,MEDAK,RAIKODE,1,0,0,0,1
ANDHRA PRADESH,MEDAK,RAMAYAMPET,NA,NA,NA,NA,NA
ANDHRA PRADESH,MEDAK,RAMCHANDRAPURAM,3,2,0,0,5
ANDHRA PRADESH,MEDAK,REGODE,22,0,0,0,22
ANDHRA PRADESH,MEDAK,SADASIVPET,88,0,0,0,88
ANDHRA PRADESH,MEDAK,SANGAREDDY,113,11,0,0,124
ANDHRA PRADESH,MEDAK,SHANKARAMPET[A],103,0,0,0,103
ANDHRA PRADESH,MEDAK,SHANKARAMPET[R],181,0,0,0,181
ANDHRA PRADESH,MEDAK,SHIVAMPET,36,0,0,0,36
ANDHRA PRADESH,MEDAK,SIDDIPET,176,1,8,10,195
ANDHRA PRADESH,MEDAK,TEKMAL,142,6,0,0,148
ANDHRA PRADESH,MEDAK,TUPRAN,199,0,0,0,199
ANDHRA PRADESH,MEDAK,WARGAL,127,0,0,0,127
ANDHRA PRADESH,MEDAK,YELDURTHY,139,0,0,0,139
ANDHRA PRADESH,MEDAK,ZAHIRABAD,5,2,1,0,8
ANDHRA PRADESH,NALGONDA,ALAIR,97,2,0,2,101
ANDHRA PRADESH,NALGONDA,ANUMULA,25,1,0,1,27
ANDHRA PRADESH,NALGONDA,ATMAKUR(M),119,6,2,0,127
ANDHRA PRADESH,NALGONDA,ATMAKUR(S),93,1,0,0,94
ANDHRA PRADESH,NALGONDA,BHUVANAGIRI,118,3,0,0,121
ANDHRA PRADESH,NALGONDA,BIBINAGAR,40,19,4,0,63
ANDHRA PRADESH,NALGONDA,BOMMALARAMARAM,73,6,0,0,79
