-----
{
 "description": "The table refers to block wise distribution of Deep Tubewells according to source of finance . The report has been sourced from 2nd census of minor irrigation scheme(1993-94) from ministry of water resources.", 
 "file_name": "blckdptbwltab3.6.csv", 
 "title": "Download CSV for Block wise Distribution of Deep Tubewells according to source of Finance for 2nd Census of Minor Irrigation Schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/blckdptbwltab3.6.csv"
}
-----
-----
{
 "description": "The table refers to block wise distribution of Deep Tubewells according to horse power of lifting device . The report has been sourced from 2nd census of minor irrigation scheme(1993-94) from ministry of water resources.", 
 "file_name": "blckdptbwltab3.9.csv", 
 "title": "Download CSV for Block wise Distribution of Deep Tubewells according to Horse Power of Lifting Device for 2nd Census of Minor Irrigation Schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/blckdptbwltab3.9.csv"
}
-----
"State","District","Block","Horse Power (0-6)","Horse Power (6 - 12)","Horse Power (12 - 18)","Horse Power (Above 18)","Total"
"ANDHRA PRADESH","GUNTUR","BHATTIPROLU",NA,NA,NA,NA,NA
"ANDHRA PRADESH","GUNTUR","BOLLAPALLE",NA,NA,NA,NA,NA
"ANDHRA PRADESH","GUNTUR","CHEBROLE",NA,NA,NA,NA,NA
"ANDHRA PRADESH","GUNTUR","CHERUKUPALLE",NA,NA,NA,NA,NA
"ANDHRA PRADESH","GUNTUR","CHILAKALURIPET",NA,NA,NA,NA,NA
"ANDHRA PRADESH","GUNTUR","DACHEPALLE",NA,NA,NA,NA,NA
"ANDHRA PRADESH","GUNTUR","DUGGIRALA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","GUNTUR","DURGI",366,85,0,0,451
"ANDHRA PRADESH","GUNTUR","EDLAPADU",NA,NA,NA,NA,NA
"ANDHRA PRADESH","GUNTUR","GUNTUR",NA,NA,NA,NA,NA
"ANDHRA PRADESH","GUNTUR","GURAZALA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","GUNTUR","IPUR",NA,NA,NA,NA,NA
"ANDHRA PRADESH","GUNTUR","KAKUMANU",NA,NA,NA,NA,NA
"ANDHRA PRADESH","GUNTUR","KAREMPUDI",NA,NA,NA,NA,NA
"ANDHRA PRADESH","GUNTUR","KARLAPALEM",NA,NA,NA,NA,NA
"ANDHRA PRADESH","GUNTUR","KOLLIPARA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","GUNTUR","KOLLUR",NA,NA,NA,NA,NA
"ANDHRA PRADESH","GUNTUR","KROSURU",NA,NA,NA,NA,NA
"ANDHRA PRADESH","GUNTUR","MACHAVARAM",NA,NA,NA,NA,NA
"ANDHRA PRADESH","GUNTUR","MACHERLA",183,33,0,0,216
"ANDHRA PRADESH","GUNTUR","MANGALAGIRI",NA,NA,NA,NA,NA
"ANDHRA PRADESH","GUNTUR","MEDIKONDURU",NA,NA,NA,NA,NA
"ANDHRA PRADESH","GUNTUR","MUPPALLA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","GUNTUR","NADENDLA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","GUNTUR","NAGARAM",NA,NA,NA,NA,NA
"ANDHRA PRADESH","GUNTUR","NARASARAOPET",NA,NA,NA,NA,NA
"ANDHRA PRADESH","GUNTUR","NEKARIKALLU",NA,NA,NA,NA,NA
"ANDHRA PRADESH","GUNTUR","NIZAMPATNAM",NA,NA,NA,NA,NA
"ANDHRA PRADESH","GUNTUR","NUZENDLA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","GUNTUR","PEDAKAKANI",NA,NA,NA,NA,NA
"ANDHRA PRADESH","GUNTUR","PEDAKURAPADU",NA,NA,NA,NA,NA
"ANDHRA PRADESH","GUNTUR","PEDANANDIPADU",NA,NA,NA,NA,NA
"ANDHRA PRADESH","GUNTUR","PHIRANGIPURAM",NA,NA,NA,NA,NA
"ANDHRA PRADESH","GUNTUR","PIDUGURALLA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","GUNTUR","PITTALAVANIPALEM",NA,NA,NA,NA,NA
"ANDHRA PRADESH","GUNTUR","PONNUR",NA,NA,NA,NA,NA
"ANDHRA PRADESH","GUNTUR","PRATHIPADU",NA,NA,NA,NA,NA
"ANDHRA PRADESH","GUNTUR","RAJUPALEM",NA,NA,NA,NA,NA
"ANDHRA PRADESH","GUNTUR","RENTACHINTALA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","GUNTUR","REPALLE",NA,NA,NA,NA,NA
"ANDHRA PRADESH","GUNTUR","ROMPICHERLA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","GUNTUR","SATTENAPALLE",NA,NA,NA,NA,NA
"ANDHRA PRADESH","GUNTUR","SAV'PURAM KANUM'PUDI",NA,NA,NA,NA,NA
"ANDHRA PRADESH","GUNTUR","TADEPALLE",NA,NA,NA,NA,NA
"ANDHRA PRADESH","GUNTUR","TADIKONDA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","GUNTUR","TENALI",NA,NA,NA,NA,NA
"ANDHRA PRADESH","GUNTUR","THULLUR",NA,NA,NA,NA,NA
"ANDHRA PRADESH","GUNTUR","TSUNDUR",NA,NA,NA,NA,NA
"ANDHRA PRADESH","GUNTUR","VATTICHERUKURU",NA,NA,NA,NA,NA
"ANDHRA PRADESH","GUNTUR","VELDURTHY",NA,NA,NA,NA,NA
"ANDHRA PRADESH","GUNTUR","VEMURU",NA,NA,NA,NA,NA
"ANDHRA PRADESH","GUNTUR","VINUKONDA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","HYDERABAD","CHARMINAR",NA,NA,NA,NA,NA
"ANDHRA PRADESH","HYDERABAD","GOLCONDA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","HYDERABAD","MUSHEERABAD",NA,NA,NA,NA,NA
"ANDHRA PRADESH","HYDERABAD","SECUNDERABAD",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KARIMNAGAR","BEJJANKI",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KARIMNAGAR","BHEEMADEVARPALLE",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KARIMNAGAR","BOINPALLE",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KARIMNAGAR","CHANDURTHI",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KARIMNAGAR","CHIGURUMAMIDI",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KARIMNAGAR","CHOPPADANDI",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KARIMNAGAR","DHARMAPURI",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KARIMNAGAR","DHARMARAM",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KARIMNAGAR","ELKATHURTHI",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KARIMNAGAR","ELLANTHAKUNTA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KARIMNAGAR","GAMBHIRAOPET",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KARIMNAGAR","GANGADHARA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KARIMNAGAR","GOLLAPALLE",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KARIMNAGAR","HUSNABAD",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KARIMNAGAR","HUZURABAD",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KARIMNAGAR","IBRAHIMPATNAM",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KARIMNAGAR","JAGTIAL",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KARIMNAGAR","JAMMIKUNTA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KARIMNAGAR","JULAPALLE",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KARIMNAGAR","KAMALAPUR",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KARIMNAGAR","KAMANPUR",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KARIMNAGAR","KARIMNAGAR",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KARIMNAGAR","KATARAM",1,22,9,0,32
"ANDHRA PRADESH","KARIMNAGAR","KATHLAPUR",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KARIMNAGAR","KODIMIAL",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KARIMNAGAR","KOHEDA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KARIMNAGAR","KONARAOPETA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KARIMNAGAR","KORATLA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KARIMNAGAR","MAHADEVPUR",0,0,0,17,17
"ANDHRA PRADESH","KARIMNAGAR","MAHADEVPUR",0,0,0,33,33
"ANDHRA PRADESH","KARIMNAGAR","MALHARRAO MANDAL",23,1,0,0,24
"ANDHRA PRADESH","KARIMNAGAR","MALLAPUR",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KARIMNAGAR","MALLIAL",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KARIMNAGAR","MANAKONDUR",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KARIMNAGAR","MANTHANI",7,3,0,0,10
"ANDHRA PRADESH","KARIMNAGAR","MANTHANI",1,0,0,0,1
"ANDHRA PRADESH","KARIMNAGAR","MEDIPALLE",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KARIMNAGAR","METPALLE",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KARIMNAGAR","MUSTABAD",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KARIMNAGAR","ODELA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KARIMNAGAR","PEDDAPALLE",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KARIMNAGAR","PEGADAPALLE",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KARIMNAGAR","RAIKAL",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KARIMNAGAR","RAMADUGU",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KARIMNAGAR","RAMAGUNDAM",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KARIMNAGAR","SAIDAPUR",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KARIMNAGAR","SARANGAPUR",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KARIMNAGAR","SHANKARA PATNAM",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KARIMNAGAR","SIRSILLA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KARIMNAGAR","SRIRAMPUR",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KARIMNAGAR","SULTANABAD",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KARIMNAGAR","THIMMAPUR",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KARIMNAGAR","VEENAVANKA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KARIMNAGAR","VELGATOOR",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KARIMNAGAR","VEMULAWADA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KARIMNAGAR","YELLAREDDIPETA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KHAMMAM","ASWAPURAM",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KHAMMAM","ASWARAOPETA",8,13,23,24,68
"ANDHRA PRADESH","KHAMMAM","BAYYARAM",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KHAMMAM","BHADRACHALAM",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KHAMMAM","BONAKAL",15,1,0,0,16
"ANDHRA PRADESH","KHAMMAM","BURGAMPADU",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KHAMMAM","CHANDRUGONDA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KHAMMAM","CHERLA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KHAMMAM","CHINTHAKANI",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KHAMMAM","CHINTUR",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KHAMMAM","DAMMAPETA",259,116,6,0,381
"ANDHRA PRADESH","KHAMMAM","DUMMUGUDEM",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KHAMMAM","ENKURU",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KHAMMAM","GARLA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KHAMMAM","GUNDALA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KHAMMAM","JULURPAD",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KHAMMAM","KALLURU",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KHAMMAM","KAMEPALLE",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KHAMMAM","KHAMMAM (RURAL)",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KHAMMAM","KHAMMAM (URBAN)",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KHAMMAM","KONIJERLA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KHAMMAM","KOTHAGUDEM",3,1,0,0,4
"ANDHRA PRADESH","KHAMMAM","KUKUNOOR",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KHAMMAM","KUNAVARAM",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KHAMMAM","KUSUMANCHI",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KHAMMAM","MADHIRA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KHAMMAM","MANUGUR",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KHAMMAM","MUDIGONDA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KHAMMAM","MULAKALAPALLE",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KHAMMAM","NELAKONDAPALLE",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KHAMMAM","PALWANCHA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KHAMMAM","PENUBALLI",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KHAMMAM","PINAPAKA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KHAMMAM","SATHUPALLE",30,37,0,0,67
"ANDHRA PRADESH","KHAMMAM","SINGARENI",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KHAMMAM","TEKULAPALLE",0,1,0,0,1
"ANDHRA PRADESH","KHAMMAM","THALLADA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KHAMMAM","THIRUMALAYAPALEM",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KHAMMAM","VARARAMACHANDRAPURAM",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KHAMMAM","VELAIRPAD",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KHAMMAM","VEMSOOR",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KHAMMAM","VENKATAPURAM",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KHAMMAM","WAZEED",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KHAMMAM","WYRA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KHAMMAM","YELLANDU",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KHAMMAM","YERRUPALEM",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KRISHNA","A.KONDURU",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KRISHNA","AGIRIPALLE",8,6,2,2,18
"ANDHRA PRADESH","KRISHNA","AVANIGADDA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KRISHNA","BANTUMILLI",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KRISHNA","BAPULAPADU",1,30,105,54,190
"ANDHRA PRADESH","KRISHNA","CHALLAPALLE",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KRISHNA","CHANDARLAPADU",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KRISHNA","CHATRAI",9,0,0,0,9
"ANDHRA PRADESH","KRISHNA","G.KONDURU",19,0,0,0,19
"ANDHRA PRADESH","KRISHNA","GAMPALAGUDEM",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KRISHNA","GANNAVARAM",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KRISHNA","GHANTASALA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KRISHNA","GUDIVADA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KRISHNA","GUDLAVALLERU",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KRISHNA","GUDUR",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KRISHNA","IBRAHIMPATNAM",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KRISHNA","JAGGAYYAPETA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KRISHNA","KAIKALUR",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KRISHNA","KALIDINDI",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KRISHNA","KANCHIKACHERLA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KRISHNA","KANKIPADU",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KRISHNA","KODURU",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KRISHNA","KRUTHIVENNU",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KRISHNA","MACHILIPATNAM",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KRISHNA","MANDAVALLI",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KRISHNA","MOPIDEVI",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KRISHNA","MOVVA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KRISHNA","MUDINEPALLE",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KRISHNA","MUSUNURU",16,67,3,8,94
"ANDHRA PRADESH","KRISHNA","MYLAVARAM",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KRISHNA","NAGAYALANKA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KRISHNA","NANDIGAMA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KRISHNA","NANDIVADA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KRISHNA","NUZVID",180,119,111,85,495
"ANDHRA PRADESH","KRISHNA","PAMARRU",3,0,0,0,3
"ANDHRA PRADESH","KRISHNA","PAMIDIMUKKALA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KRISHNA","PEDANA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KRISHNA","PEDAPARUPUDI",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KRISHNA","PENAMALURU",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KRISHNA","PENUGANCHIPROLU",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KRISHNA","REDDIGUDEM",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KRISHNA","THOTLAVALLURU",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KRISHNA","TIRUVURU",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KRISHNA","UNGUTURU",0,0,1,0,1
"ANDHRA PRADESH","KRISHNA","VATSAVAI",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KRISHNA","VEERULLAPADU",16,3,0,0,19
"ANDHRA PRADESH","KRISHNA","VIJAYAWADA (URBAN)",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KRISHNA","VIJAYAWADA RURAL",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KRISHNA","VISSANNAPET",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KRISHNA","VUYYURU",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KURNOOL","ADONI",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KURNOOL","ALLAGADDA",322,182,2,0,506
"ANDHRA PRADESH","KURNOOL","ALUR",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KURNOOL","ASPARI",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KURNOOL","ATMAKUR",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KURNOOL","BANAGANAPALLE",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KURNOOL","BANDI ATMAKUR",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KURNOOL","BETHAMCHERLA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KURNOOL","C.BELAGAL",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KURNOOL","CHAGALAMARRI",124,571,0,1,696
"ANDHRA PRADESH","KURNOOL","CHIPPAGIRI",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KURNOOL","DEVANAKONDA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KURNOOL","DHONE",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KURNOOL","DORNIPADU",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KURNOOL","GADIVEMULA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KURNOOL","GONEGANDLA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KURNOOL","GOSPADU",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KURNOOL","GUDUR",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KURNOOL","HALAHARVI",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KURNOOL","HOLAGUNDA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KURNOOL","JUPADU BUNGALOW",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KURNOOL","KALLUR",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KURNOOL","KODUMUR",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KURNOOL","KOILKUNTLA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KURNOOL","KOLIMIGUNDLA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KURNOOL","KOSIGI",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KURNOOL","KOTHAPALLE",4,5,0,0,9
"ANDHRA PRADESH","KURNOOL","KOWTHALAM",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KURNOOL","KRISHNAGIRI",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KURNOOL","KURNOOL",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KURNOOL","MADDIKERA (EAST)",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KURNOOL","MAHANANDI",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KURNOOL","MANTRALAYAM",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KURNOOL","MIDTHUR",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KURNOOL","NANDAVARAM",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KURNOOL","NANDIKOTKUR",9,26,0,0,35
"ANDHRA PRADESH","KURNOOL","NANDYAL",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KURNOOL","ORVAKAL",0,2,0,0,2
"ANDHRA PRADESH","KURNOOL","OWK",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KURNOOL","PAGIDYALA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KURNOOL","PAMULAPADU",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KURNOOL","PANYAM",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KURNOOL","PATTIKONDA",6,0,0,0,6
"ANDHRA PRADESH","KURNOOL","PEAPALLY",0,1,0,0,1
"ANDHRA PRADESH","KURNOOL","PEDDA KADALUR",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KURNOOL","RUDRAVARAM",183,153,0,0,336
"ANDHRA PRADESH","KURNOOL","SANJAMALA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KURNOOL","SIRVEL",3,0,0,0,3
"ANDHRA PRADESH","KURNOOL","SRISAILAM",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KURNOOL","TUGGALI",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KURNOOL","UYYALAWADA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KURNOOL","VELDURTHI",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KURNOOL","VELGODE",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KURNOOL","YEMMIGANUR",NA,NA,NA,NA,NA
"ANDHRA PRADESH","MAHABOOB NAGAR","ACHAMPETA",0,1,0,0,1
"ANDHRA PRADESH","MAHABOOB NAGAR","ADDAKAL",NA,NA,NA,NA,NA
"ANDHRA PRADESH","MAHABOOB NAGAR","AIZA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","MAHABOOB NAGAR","ALAMPUR",NA,NA,NA,NA,NA
"ANDHRA PRADESH","MAHABOOB NAGAR","AMANGAL",NA,NA,NA,NA,NA
"ANDHRA PRADESH","MAHABOOB NAGAR","AMRABAD",NA,NA,NA,NA,NA
"ANDHRA PRADESH","MAHABOOB NAGAR","ATMAKUR",NA,NA,NA,NA,NA
"ANDHRA PRADESH","MAHABOOB NAGAR","BALANAGAR",NA,NA,NA,NA,NA
"ANDHRA PRADESH","MAHABOOB NAGAR","BALMOOR",NA,NA,NA,NA,NA
"ANDHRA PRADESH","MAHABOOB NAGAR","BHOOTHPUR",NA,NA,NA,NA,NA
"ANDHRA PRADESH","MAHABOOB NAGAR","BIJINAPALLE",NA,NA,NA,NA,NA
"ANDHRA PRADESH","MAHABOOB NAGAR","BOMRASPETA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","MAHABOOB NAGAR","CHINNACHITAKUNTA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","MAHABOOB NAGAR","DAMARAGIDDA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","MAHABOOB NAGAR","DEVARAKADARA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","MAHABOOB NAGAR","DHANWADA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","MAHABOOB NAGAR","DHARUR",NA,NA,NA,NA,NA
"ANDHRA PRADESH","MAHABOOB NAGAR","DOULATABAD",NA,NA,NA,NA,NA
"ANDHRA PRADESH","MAHABOOB NAGAR","FAROOQNAGAR",NA,NA,NA,NA,NA
"ANDHRA PRADESH","MAHABOOB NAGAR","GADWAL",NA,NA,NA,NA,NA
"ANDHRA PRADESH","MAHABOOB NAGAR","GHANPUR",NA,NA,NA,NA,NA
"ANDHRA PRADESH","MAHABOOB NAGAR","GHATTU",NA,NA,NA,NA,NA
"ANDHRA PRADESH","MAHABOOB NAGAR","GOPALPETA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","MAHABOOB NAGAR","HANWADA",6,0,0,0,6
"ANDHRA PRADESH","MAHABOOB NAGAR","ITIKYAL",2,0,0,0,2
"ANDHRA PRADESH","MAHABOOB NAGAR","JADCHERLA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","MAHABOOB NAGAR","KALWAKURTHY",NA,NA,NA,NA,NA
"ANDHRA PRADESH","MAHABOOB NAGAR","KESHAMPETA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","MAHABOOB NAGAR","KODAIR",NA,NA,NA,NA,NA
"ANDHRA PRADESH","MAHABOOB NAGAR","KODANGAL",NA,NA,NA,NA,NA
"ANDHRA PRADESH","MAHABOOB NAGAR","KOILKONDA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","MAHABOOB NAGAR","KOLLAPUR",NA,NA,NA,NA,NA
"ANDHRA PRADESH","MAHABOOB NAGAR","KONDURG",NA,NA,NA,NA,NA
"ANDHRA PRADESH","MAHABOOB NAGAR","KOSGI",NA,NA,NA,NA,NA
"ANDHRA PRADESH","MAHABOOB NAGAR","KOTHAKOTA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","MAHABOOB NAGAR","KOTHUR",NA,NA,NA,NA,NA
"ANDHRA PRADESH","MAHABOOB NAGAR","LINGAL",NA,NA,NA,NA,NA
"ANDHRA PRADESH","MAHABOOB NAGAR","MADDUR",NA,NA,NA,NA,NA
"ANDHRA PRADESH","MAHABOOB NAGAR","MADGUL",NA,NA,NA,NA,NA
"ANDHRA PRADESH","MAHABOOB NAGAR","MAGANOOR",NA,NA,NA,NA,NA
