-----
{
 "description": "The table refers to block wise potential utilized through dugwells. It has been sourced from 2nd census of Minor Irrigation Scheme (1993-94) from Ministry of Water Resources.", 
 "file_name": "blckdgwltab1.14.csv", 
 "title": "Download CSV for Block wise Irrigation potential utilised through Dugwells for 2nd census of minor irrigation schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/blckdgwltab1.14.csv"
}
-----
-----
{
 "description": "The table refers to block wise distribution of dugwells according to constraints. It has been sourced from 2nd census of Minor Irrigation Scheme (1993-94) from Ministry of Water Resources.", 
 "file_name": "blckdgwltab1.16.csv", 
 "title": "Download CSV for Block wise Dugwells according to the constraints for 2nd census of minor irrigation schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/blckdgwltab1.16.csv"
}
-----
-----
{
 "description": "The table refers to village wise distribution of dugwells according to construction over the years. It has been sourced from 2nd census of Minor Irrigation Scheme (1993-94) from Ministry of Water Resources.", 
 "file_name": "villdgwltab1.1.csv", 
 "title": "Download CSV for Village wise Construction of Dugwells over the years for 2nd census of minor irrigation schemes (1993-94)(External Link that opens in a new window)", 
 "url": "http://data.gov.in/sites/default/files/villdgwltab1.1.csv"
}
-----
-----
{
 "description": "The table refers to block wise distribution of dugwells according to horse power of lifting device. It has been sourced from 2nd census of Minor Irrigation Scheme (1993-94) from Ministry of Water Resources.", 
 "file_name": "blckdgwltab1.10_1.csv", 
 "title": "Download CSV for Block wise Dugwells according to horse power of lifting device for 2nd census of minor irrigation schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/blckdgwltab1.10_1.csv"
}
-----
-----
{
 "description": "The table refers to village wise distribution of dugwells according to ownership. It has been sourced from 2nd census of Minor Irrigation Scheme (1993-94) from Ministry of Water Resources.", 
 "file_name": "villdgwltab1.2.csv", 
 "title": "Download CSV for Village wise Distribution of Dugwells according to ownership for 2nd census of minor irrigation schemes (1993-94)(External Link that opens in a new window)", 
 "url": "http://data.gov.in/sites/default/files/villdgwltab1.2.csv"
}
-----
-----
{
 "description": "The table refers to block wise distribution of dugwells according to average length of water conveyance channel. It has been sourced from 2nd census of Minor Irrigation Scheme (1993-94) from Ministry of Water Resources.", 
 "file_name": "blckdgwltab1.12.csv", 
 "title": "Download CSV for Block wise Dugwells Average length of water conveyance channel for 2nd census of minor irrigation schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/blckdgwltab1.12.csv"
}
-----
"State","District","Block","Total number of dugwells","Average length of channels - Pucca","Average length of channels - Kuccha","Average length of channels - Underground"
"ANDHRA PRADESH","EAST GODAVARI","UPPALAGUPTAM",NA,NA,NA,NA
"ANDHRA PRADESH","EAST GODAVARI","Y. RAMAVARAM",NA,NA,NA,NA
"ANDHRA PRADESH","EAST GODAVARI","YELESWARAM",3,0,20,0
"ANDHRA PRADESH","GUNTUR","ACHAMPET",455,0,11,0
"ANDHRA PRADESH","GUNTUR","AMARAVATHI",651,0,27,0
"ANDHRA PRADESH","GUNTUR","AMRUTHALUR",4,0,49,0
"ANDHRA PRADESH","GUNTUR","BAPATLA",2467,0,1,0
"ANDHRA PRADESH","GUNTUR","BELLAMKONDA",192,0,94,0
"ANDHRA PRADESH","GUNTUR","BHATTIPROLU",NA,NA,NA,NA
"ANDHRA PRADESH","GUNTUR","BOLLAPALLE",208,4,16,0
"ANDHRA PRADESH","GUNTUR","CHEBROLE",922,0,2,0
"ANDHRA PRADESH","GUNTUR","CHERUKUPALLE",1153,0,1,0
"ANDHRA PRADESH","GUNTUR","CHILAKALURIPET",340,2,23,0
"ANDHRA PRADESH","GUNTUR","DACHEPALLE",24,0,120,0
"ANDHRA PRADESH","GUNTUR","DUGGIRALA",NA,NA,NA,NA
"ANDHRA PRADESH","GUNTUR","DURGI",14,57,41,28
"ANDHRA PRADESH","GUNTUR","EDLAPADU",219,0,144,0
"ANDHRA PRADESH","GUNTUR","GUNTUR",39,0,172,0
"ANDHRA PRADESH","GUNTUR","GURAZALA",13,0,50,0
"ANDHRA PRADESH","GUNTUR","IPUR",165,3,72,0
"ANDHRA PRADESH","GUNTUR","KAKUMANU",NA,NA,NA,NA
"ANDHRA PRADESH","GUNTUR","KAREMPUDI",13,0,149,0
"ANDHRA PRADESH","GUNTUR","KARLAPALEM",1571,0,1,0
"ANDHRA PRADESH","GUNTUR","KOLLIPARA",NA,NA,NA,NA
"ANDHRA PRADESH","GUNTUR","KOLLUR",12,0,56,0
"ANDHRA PRADESH","GUNTUR","KROSURU",252,0,11,0
"ANDHRA PRADESH","GUNTUR","MACHAVARAM",23,0,4,0
"ANDHRA PRADESH","GUNTUR","MACHERLA",105,5,49,0
"ANDHRA PRADESH","GUNTUR","MANGALAGIRI",209,17,123,0
"ANDHRA PRADESH","GUNTUR","MEDIKONDURU",50,0,23,0
"ANDHRA PRADESH","GUNTUR","MUPPALLA",196,0,29,0
"ANDHRA PRADESH","GUNTUR","NADENDLA",42,0,134,0
"ANDHRA PRADESH","GUNTUR","NAGARAM",NA,NA,NA,NA
"ANDHRA PRADESH","GUNTUR","NARASARAOPET",285,0,5,0
"ANDHRA PRADESH","GUNTUR","NEKARIKALLU",36,53,33,0
"ANDHRA PRADESH","GUNTUR","NIZAMPATNAM",35,0,1,0
"ANDHRA PRADESH","GUNTUR","NUZENDLA",49,5,20,0
"ANDHRA PRADESH","GUNTUR","PEDAKAKANI",71,0,324,0
"ANDHRA PRADESH","GUNTUR","PEDAKURAPADU",189,22,140,0
"ANDHRA PRADESH","GUNTUR","PEDANANDIPADU",NA,NA,NA,NA
"ANDHRA PRADESH","GUNTUR","PHIRANGIPURAM",62,0,100,0
"ANDHRA PRADESH","GUNTUR","PIDUGURALLA",55,32,21,0
"ANDHRA PRADESH","GUNTUR","PITTALAVANIPALEM",1249,0,1,0
"ANDHRA PRADESH","GUNTUR","PONNUR",NA,NA,NA,NA
"ANDHRA PRADESH","GUNTUR","PRATHIPADU",13,3,21,0
"ANDHRA PRADESH","GUNTUR","RAJUPALEM",164,0,21,0
"ANDHRA PRADESH","GUNTUR","RENTACHINTALA",19,0,85,0
"ANDHRA PRADESH","GUNTUR","REPALLE",NA,NA,NA,NA
"ANDHRA PRADESH","GUNTUR","ROMPICHERLA",132,0,6,0
"ANDHRA PRADESH","GUNTUR","SATTENAPALLE",26,0,97,0
"ANDHRA PRADESH","GUNTUR","SAV'PURAM KANUM'PUDI",8,8,26,0
"ANDHRA PRADESH","GUNTUR","TADEPALLE",115,0,26,0
"ANDHRA PRADESH","GUNTUR","TADIKONDA",40,0,107,6
"ANDHRA PRADESH","GUNTUR","TENALI",NA,NA,NA,NA
"ANDHRA PRADESH","GUNTUR","THULLUR",48,0,258,0
"ANDHRA PRADESH","GUNTUR","TSUNDUR",NA,NA,NA,NA
"ANDHRA PRADESH","GUNTUR","VATTICHERUKURU",NA,NA,NA,NA
"ANDHRA PRADESH","GUNTUR","VELDURTHY",176,10,30,0
"ANDHRA PRADESH","GUNTUR","VEMURU",NA,NA,NA,NA
"ANDHRA PRADESH","GUNTUR","VINUKONDA",35,4,18,0
"ANDHRA PRADESH","HYDERABAD","CHARMINAR",25,14,292,0
"ANDHRA PRADESH","HYDERABAD","GOLCONDA",54,2,45,2
"ANDHRA PRADESH","HYDERABAD","MUSHEERABAD",1,0,50,0
"ANDHRA PRADESH","HYDERABAD","SECUNDERABAD",10,19,0,0
"ANDHRA PRADESH","KARIMNAGAR","BEJJANKI",5361,0,27,13
"ANDHRA PRADESH","KARIMNAGAR","BHEEMADEVARPALLE",4847,4,78,10
"ANDHRA PRADESH","KARIMNAGAR","BOINPALLE",3687,1,15,9
"ANDHRA PRADESH","KARIMNAGAR","CHANDURTHI",4375,0,11,3
"ANDHRA PRADESH","KARIMNAGAR","CHIGURUMAMIDI",4182,1,20,17
"ANDHRA PRADESH","KARIMNAGAR","CHOPPADANDI",3575,0,6,1
"ANDHRA PRADESH","KARIMNAGAR","DHARMAPURI",3059,0,119,2
"ANDHRA PRADESH","KARIMNAGAR","DHARMARAM",2819,1,38,1
"ANDHRA PRADESH","KARIMNAGAR","ELKATHURTHI",2884,0,28,1
"ANDHRA PRADESH","KARIMNAGAR","ELLANTHAKUNTA",4886,0,15,14
"ANDHRA PRADESH","KARIMNAGAR","GAMBHIRAOPET",1765,0,13,17
"ANDHRA PRADESH","KARIMNAGAR","GANGADHARA",4996,0,29,1
"ANDHRA PRADESH","KARIMNAGAR","GOLLAPALLE",3026,0,66,10
"ANDHRA PRADESH","KARIMNAGAR","HUSNABAD",7359,0,15,8
"ANDHRA PRADESH","KARIMNAGAR","HUZURABAD",4457,0,14,4
"ANDHRA PRADESH","KARIMNAGAR","IBRAHIMPATNAM",3380,0,17,11
"ANDHRA PRADESH","KARIMNAGAR","JAGTIAL",5309,0,7,4
"ANDHRA PRADESH","KARIMNAGAR","JAMMIKUNTA",6516,0,17,2
"ANDHRA PRADESH","KARIMNAGAR","JULAPALLE",2068,1,21,1
"ANDHRA PRADESH","KARIMNAGAR","KAMALAPUR",3943,6,21,4
"ANDHRA PRADESH","KARIMNAGAR","KAMANPUR",1308,0,12,0
"ANDHRA PRADESH","KARIMNAGAR","KARIMNAGAR",3625,2,30,0
"ANDHRA PRADESH","KARIMNAGAR","KATARAM",574,0,24,0
"ANDHRA PRADESH","KARIMNAGAR","KATHLAPUR",4364,0,10,1
"ANDHRA PRADESH","KARIMNAGAR","KODIMIAL",4716,0,14,4
"ANDHRA PRADESH","KARIMNAGAR","KOHEDA",3876,0,107,20
"ANDHRA PRADESH","KARIMNAGAR","KONARAOPETA",3346,1,18,0
"ANDHRA PRADESH","KARIMNAGAR","KORATLA",3094,1,35,12
"ANDHRA PRADESH","KARIMNAGAR","MAHADEVPUR",312,0,31,0
"ANDHRA PRADESH","KARIMNAGAR","MAHADEVPUR",390,0,30,0
"ANDHRA PRADESH","KARIMNAGAR","MALHARRAO MANDAL",614,0,19,21
"ANDHRA PRADESH","KARIMNAGAR","MALLAPUR",4003,0,19,3
"ANDHRA PRADESH","KARIMNAGAR","MALLIAL",4774,0,12,13
"ANDHRA PRADESH","KARIMNAGAR","MANAKONDUR",5645,1,17,4
"ANDHRA PRADESH","KARIMNAGAR","MANTHANI",1087,0,22,0
"ANDHRA PRADESH","KARIMNAGAR","MANTHANI",1611,0,121,0
"ANDHRA PRADESH","KARIMNAGAR","MEDIPALLE",5478,0,10,2
"ANDHRA PRADESH","KARIMNAGAR","METPALLE",3301,0,47,6
"ANDHRA PRADESH","KARIMNAGAR","MUSTABAD",3078,0,9,2
"ANDHRA PRADESH","KARIMNAGAR","ODELA",3482,0,16,1
"ANDHRA PRADESH","KARIMNAGAR","PEDDAPALLE",3091,0,22,0
"ANDHRA PRADESH","KARIMNAGAR","PEGADAPALLE",3393,0,35,1
"ANDHRA PRADESH","KARIMNAGAR","RAIKAL",3601,0,9,4
"ANDHRA PRADESH","KARIMNAGAR","RAMADUGU",4356,0,23,14
"ANDHRA PRADESH","KARIMNAGAR","RAMAGUNDAM",1219,0,25,0
"ANDHRA PRADESH","KARIMNAGAR","SAIDAPUR",4197,0,23,1
"ANDHRA PRADESH","KARIMNAGAR","SARANGAPUR",2873,0,41,0
"ANDHRA PRADESH","KARIMNAGAR","SHANKARA PATNAM",3374,0,27,2
"ANDHRA PRADESH","KARIMNAGAR","SIRSILLA",4169,1,19,14
"ANDHRA PRADESH","KARIMNAGAR","SRIRAMPUR",1930,0,44,0
"ANDHRA PRADESH","KARIMNAGAR","SULTANABAD",3563,1,18,9
"ANDHRA PRADESH","KARIMNAGAR","THIMMAPUR",6334,0,19,6
"ANDHRA PRADESH","KARIMNAGAR","VEENAVANKA",4117,0,35,4
"ANDHRA PRADESH","KARIMNAGAR","VELGATOOR",3472,0,8,0
"ANDHRA PRADESH","KARIMNAGAR","VEMULAWADA",3831,0,16,23
"ANDHRA PRADESH","KARIMNAGAR","YELLAREDDIPETA",3873,0,13,1
"ANDHRA PRADESH","KHAMMAM","ASWAPURAM",150,0,36,0
"ANDHRA PRADESH","KHAMMAM","ASWARAOPETA",135,0,30,0
"ANDHRA PRADESH","KHAMMAM","BAYYARAM",843,0,17,0
"ANDHRA PRADESH","KHAMMAM","BHADRACHALAM",98,0,25,0
"ANDHRA PRADESH","KHAMMAM","BONAKAL",562,0,11,0
"ANDHRA PRADESH","KHAMMAM","BURGAMPADU",146,0,26,0
"ANDHRA PRADESH","KHAMMAM","CHANDRUGONDA",216,0,48,0
"ANDHRA PRADESH","KHAMMAM","CHERLA",33,0,68,0
"ANDHRA PRADESH","KHAMMAM","CHINTHAKANI",731,0,7,1
"ANDHRA PRADESH","KHAMMAM","CHINTUR",67,0,10,0
"ANDHRA PRADESH","KHAMMAM","DAMMAPETA",52,0,147,0
"ANDHRA PRADESH","KHAMMAM","DUMMUGUDEM",105,0,13,0
"ANDHRA PRADESH","KHAMMAM","ENKURU",900,0,19,0
"ANDHRA PRADESH","KHAMMAM","GARLA",1775,0,29,9
"ANDHRA PRADESH","KHAMMAM","GUNDALA",106,0,20,0
"ANDHRA PRADESH","KHAMMAM","JULURPAD",1019,0,8,0
"ANDHRA PRADESH","KHAMMAM","KALLURU",396,0,25,0
"ANDHRA PRADESH","KHAMMAM","KAMEPALLE",1331,1,41,22
"ANDHRA PRADESH","KHAMMAM","KHAMMAM (RURAL)",3454,0,19,4
"ANDHRA PRADESH","KHAMMAM","KHAMMAM (URBAN)",2601,0,23,8
"ANDHRA PRADESH","KHAMMAM","KONIJERLA",942,7,10,0
"ANDHRA PRADESH","KHAMMAM","KOTHAGUDEM",715,0,53,0
"ANDHRA PRADESH","KHAMMAM","KUKUNOOR",182,0,17,0
"ANDHRA PRADESH","KHAMMAM","KUNAVARAM",108,0,18,0
"ANDHRA PRADESH","KHAMMAM","KUSUMANCHI",3462,0,23,19
"ANDHRA PRADESH","KHAMMAM","MADHIRA",565,0,29,7
"ANDHRA PRADESH","KHAMMAM","MANUGUR",122,0,44,0
"ANDHRA PRADESH","KHAMMAM","MUDIGONDA",1699,0,47,4
"ANDHRA PRADESH","KHAMMAM","MULAKALAPALLE",319,0,75,0
"ANDHRA PRADESH","KHAMMAM","NELAKONDAPALLE",1091,0,38,2
"ANDHRA PRADESH","KHAMMAM","PALWANCHA",164,0,17,0
"ANDHRA PRADESH","KHAMMAM","PENUBALLI",632,0,27,0
"ANDHRA PRADESH","KHAMMAM","PINAPAKA",21,0,66,0
"ANDHRA PRADESH","KHAMMAM","SATHUPALLE",316,0,14,0
"ANDHRA PRADESH","KHAMMAM","SINGARENI",1312,1,27,0
"ANDHRA PRADESH","KHAMMAM","TEKULAPALLE",410,0,39,0
"ANDHRA PRADESH","KHAMMAM","THALLADA",313,0,20,0
"ANDHRA PRADESH","KHAMMAM","THIRUMALAYAPALEM",4944,0,23,7
"ANDHRA PRADESH","KHAMMAM","VARARAMACHANDRAPURAM",77,0,11,0
"ANDHRA PRADESH","KHAMMAM","VELAIRPAD",7,0,12,0
"ANDHRA PRADESH","KHAMMAM","VEMSOOR",664,0,102,0
"ANDHRA PRADESH","KHAMMAM","VENKATAPURAM",NA,NA,NA,NA
"ANDHRA PRADESH","KHAMMAM","WAZEED",17,0,117,0
"ANDHRA PRADESH","KHAMMAM","WYRA",243,0,23,0
"ANDHRA PRADESH","KHAMMAM","YELLANDU",697,0,34,2
"ANDHRA PRADESH","KHAMMAM","YERRUPALEM",623,3,40,0
"ANDHRA PRADESH","KRISHNA","A.KONDURU",1536,0,53,0
"ANDHRA PRADESH","KRISHNA","AGIRIPALLE",751,1,101,2
"ANDHRA PRADESH","KRISHNA","AVANIGADDA",NA,NA,NA,NA
"ANDHRA PRADESH","KRISHNA","BANTUMILLI",NA,NA,NA,NA
"ANDHRA PRADESH","KRISHNA","BAPULAPADU",678,188,231,0
"ANDHRA PRADESH","KRISHNA","CHALLAPALLE",NA,NA,NA,NA
"ANDHRA PRADESH","KRISHNA","CHANDARLAPADU",547,0,67,0
"ANDHRA PRADESH","KRISHNA","CHATRAI",1107,0,42,0
"ANDHRA PRADESH","KRISHNA","G.KONDURU",410,0,167,0
"ANDHRA PRADESH","KRISHNA","GAMPALAGUDEM",864,3,98,1
"ANDHRA PRADESH","KRISHNA","GANNAVARAM",290,4,138,0
"ANDHRA PRADESH","KRISHNA","GHANTASALA",NA,NA,NA,NA
"ANDHRA PRADESH","KRISHNA","GUDIVADA",6,0,36,0
"ANDHRA PRADESH","KRISHNA","GUDLAVALLERU",NA,NA,NA,NA
"ANDHRA PRADESH","KRISHNA","GUDUR",NA,NA,NA,NA
"ANDHRA PRADESH","KRISHNA","IBRAHIMPATNAM",56,0,191,0
"ANDHRA PRADESH","KRISHNA","JAGGAYYAPETA",843,0,120,4
"ANDHRA PRADESH","KRISHNA","KAIKALUR",NA,NA,NA,NA
"ANDHRA PRADESH","KRISHNA","KALIDINDI",NA,NA,NA,NA
"ANDHRA PRADESH","KRISHNA","KANCHIKACHERLA",265,1,73,22
"ANDHRA PRADESH","KRISHNA","KANKIPADU",NA,NA,NA,NA
"ANDHRA PRADESH","KRISHNA","KODURU",NA,NA,NA,NA
"ANDHRA PRADESH","KRISHNA","KRUTHIVENNU",NA,NA,NA,NA
"ANDHRA PRADESH","KRISHNA","MACHILIPATNAM",NA,NA,NA,NA
"ANDHRA PRADESH","KRISHNA","MANDAVALLI",NA,NA,NA,NA
"ANDHRA PRADESH","KRISHNA","MOPIDEVI",NA,NA,NA,NA
"ANDHRA PRADESH","KRISHNA","MOVVA",NA,NA,NA,NA
"ANDHRA PRADESH","KRISHNA","MUDINEPALLE",NA,NA,NA,NA
"ANDHRA PRADESH","KRISHNA","MUSUNURU",1819,1,152,2
"ANDHRA PRADESH","KRISHNA","MYLAVARAM",703,10,303,3
"ANDHRA PRADESH","KRISHNA","NAGAYALANKA",NA,NA,NA,NA
"ANDHRA PRADESH","KRISHNA","NANDIGAMA",457,2,40,0
"ANDHRA PRADESH","KRISHNA","NANDIVADA",13,0,18,0
"ANDHRA PRADESH","KRISHNA","NUZVID",1072,0,114,0
"ANDHRA PRADESH","KRISHNA","PAMARRU",NA,NA,NA,NA
"ANDHRA PRADESH","KRISHNA","PAMIDIMUKKALA",NA,NA,NA,NA
"ANDHRA PRADESH","KRISHNA","PEDANA",NA,NA,NA,NA
"ANDHRA PRADESH","KRISHNA","PEDAPARUPUDI",39,0,250,0
"ANDHRA PRADESH","KRISHNA","PENAMALURU",NA,NA,NA,NA
"ANDHRA PRADESH","KRISHNA","PENUGANCHIPROLU",368,1,153,1
"ANDHRA PRADESH","KRISHNA","REDDIGUDEM",786,0,41,0
"ANDHRA PRADESH","KRISHNA","THOTLAVALLURU",NA,NA,NA,NA
"ANDHRA PRADESH","KRISHNA","TIRUVURU",604,1,98,0
"ANDHRA PRADESH","KRISHNA","UNGUTURU",113,0,67,0
"ANDHRA PRADESH","KRISHNA","VATSAVAI",1029,2,16,1
"ANDHRA PRADESH","KRISHNA","VEERULLAPADU",544,0,49,0
"ANDHRA PRADESH","KRISHNA","VIJAYAWADA (URBAN)",4,0,250,0
"ANDHRA PRADESH","KRISHNA","VIJAYAWADA RURAL",93,3,36,1
"ANDHRA PRADESH","KRISHNA","VISSANNAPET",559,0,92,1
"ANDHRA PRADESH","KRISHNA","VUYYURU",NA,NA,NA,NA
"ANDHRA PRADESH","KURNOOL","ADONI",1074,5,39,8
"ANDHRA PRADESH","KURNOOL","ALLAGADDA",682,3,22,14
"ANDHRA PRADESH","KURNOOL","ALUR",258,0,77,3
"ANDHRA PRADESH","KURNOOL","ASPARI",605,0,31,16
"ANDHRA PRADESH","KURNOOL","ATMAKUR",880,0,83,1
"ANDHRA PRADESH","KURNOOL","BANAGANAPALLE",552,19,39,1
"ANDHRA PRADESH","KURNOOL","BANDI ATMAKUR",203,4,36,1
"ANDHRA PRADESH","KURNOOL","BETHAMCHERLA",289,16,76,14
"ANDHRA PRADESH","KURNOOL","C.BELAGAL",1630,0,68,12
"ANDHRA PRADESH","KURNOOL","CHAGALAMARRI",709,39,15,0
"ANDHRA PRADESH","KURNOOL","CHIPPAGIRI",125,1,92,0
"ANDHRA PRADESH","KURNOOL","DEVANAKONDA",1024,1,91,29
"ANDHRA PRADESH","KURNOOL","DHONE",764,2,32,12
"ANDHRA PRADESH","KURNOOL","DORNIPADU",2,45,0,0
"ANDHRA PRADESH","KURNOOL","GADIVEMULA",278,12,12,3
"ANDHRA PRADESH","KURNOOL","GONEGANDLA",2025,14,50,21
"ANDHRA PRADESH","KURNOOL","GOSPADU",221,26,73,3
"ANDHRA PRADESH","KURNOOL","GUDUR",597,0,22,53
"ANDHRA PRADESH","KURNOOL","HALAHARVI",78,12,26,3
"ANDHRA PRADESH","KURNOOL","HOLAGUNDA",277,0,92,125
"ANDHRA PRADESH","KURNOOL","JUPADU BUNGALOW",858,1,123,4
"ANDHRA PRADESH","KURNOOL","KALLUR",631,3,57,77
"ANDHRA PRADESH","KURNOOL","KODUMUR",861,0,30,16
"ANDHRA PRADESH","KURNOOL","KOILKUNTLA",80,11,184,31
"ANDHRA PRADESH","KURNOOL","KOLIMIGUNDLA",215,17,65,10
"ANDHRA PRADESH","KURNOOL","KOSIGI",2120,3,57,4
"ANDHRA PRADESH","KURNOOL","KOTHAPALLE",818,0,77,9
"ANDHRA PRADESH","KURNOOL","KOWTHALAM",666,4,40,10
"ANDHRA PRADESH","KURNOOL","KRISHNAGIRI",899,3,48,17
"ANDHRA PRADESH","KURNOOL","KURNOOL",662,24,62,27
"ANDHRA PRADESH","KURNOOL","MADDIKERA (EAST)",302,23,16,12
"ANDHRA PRADESH","KURNOOL","MAHANANDI",920,9,45,0
"ANDHRA PRADESH","KURNOOL","MANTRALAYAM",643,5,39,25
"ANDHRA PRADESH","KURNOOL","MIDTHUR",637,6,38,3
"ANDHRA PRADESH","KURNOOL","NANDAVARAM",402,0,25,19
"ANDHRA PRADESH","KURNOOL","NANDIKOTKUR",353,41,85,18
"ANDHRA PRADESH","KURNOOL","NANDYAL",374,4,54,1
"ANDHRA PRADESH","KURNOOL","ORVAKAL",758,15,56,15
"ANDHRA PRADESH","KURNOOL","OWK",433,3,216,5
"ANDHRA PRADESH","KURNOOL","PAGIDYALA",372,0,98,95
"ANDHRA PRADESH","KURNOOL","PAMULAPADU",974,2,60,38
"ANDHRA PRADESH","KURNOOL","PANYAM",174,9,37,0
"ANDHRA PRADESH","KURNOOL","PATTIKONDA",428,11,25,35
"ANDHRA PRADESH","KURNOOL","PEAPALLY",900,2,49,31
"ANDHRA PRADESH","KURNOOL","PEDDA KADALUR",1122,3,103,21
"ANDHRA PRADESH","KURNOOL","RUDRAVARAM",522,0,36,0
"ANDHRA PRADESH","KURNOOL","SANJAMALA",481,4,112,1
"ANDHRA PRADESH","KURNOOL","SIRVEL",1028,10,91,0
"ANDHRA PRADESH","KURNOOL","SRISAILAM",NA,NA,NA,NA
"ANDHRA PRADESH","KURNOOL","TUGGALI",752,2,51,32
"ANDHRA PRADESH","KURNOOL","UYYALAWADA",57,81,35,0
"ANDHRA PRADESH","KURNOOL","VELDURTHI",991,5,23,0
"ANDHRA PRADESH","KURNOOL","VELGODE",232,4,22,4
"ANDHRA PRADESH","KURNOOL","YEMMIGANUR",1791,4,50,33
"ANDHRA PRADESH","MAHABOOB NAGAR","ACHAMPETA",875,0,13,0
"ANDHRA PRADESH","MAHABOOB NAGAR","ADDAKAL",1677,0,30,6
"ANDHRA PRADESH","MAHABOOB NAGAR","AIZA",1177,0,47,3
"ANDHRA PRADESH","MAHABOOB NAGAR","ALAMPUR",623,0,94,0
"ANDHRA PRADESH","MAHABOOB NAGAR","AMANGAL",1776,0,17,0
"ANDHRA PRADESH","MAHABOOB NAGAR","AMRABAD",749,0,18,0
"ANDHRA PRADESH","MAHABOOB NAGAR","ATMAKUR",1916,0,32,5
"ANDHRA PRADESH","MAHABOOB NAGAR","BALANAGAR",2278,0,27,6
"ANDHRA PRADESH","MAHABOOB NAGAR","BALMOOR",1568,1,74,4
"ANDHRA PRADESH","MAHABOOB NAGAR","BHOOTHPUR",1318,1,31,1
"ANDHRA PRADESH","MAHABOOB NAGAR","BIJINAPALLE",1596,0,33,4
"ANDHRA PRADESH","MAHABOOB NAGAR","BOMRASPETA",936,0,8,0
"ANDHRA PRADESH","MAHABOOB NAGAR","CHINNACHITAKUNTA",1139,0,29,6
"ANDHRA PRADESH","MAHABOOB NAGAR","DAMARAGIDDA",1243,0,7,0
"ANDHRA PRADESH","MAHABOOB NAGAR","DEVARAKADARA",1506,0,33,3
"ANDHRA PRADESH","MAHABOOB NAGAR","DHANWADA",1448,0,14,2
"ANDHRA PRADESH","MAHABOOB NAGAR","DHARUR",2335,0,45,10
"ANDHRA PRADESH","MAHABOOB NAGAR","DOULATABAD",1535,0,17,1
"ANDHRA PRADESH","MAHABOOB NAGAR","FAROOQNAGAR",1731,0,58,1
"ANDHRA PRADESH","MAHABOOB NAGAR","GADWAL",1458,0,41,17
"ANDHRA PRADESH","MAHABOOB NAGAR","GHANPUR",1508,0,25,0
"ANDHRA PRADESH","MAHABOOB NAGAR","GHATTU",2297,0,25,0
"ANDHRA PRADESH","MAHABOOB NAGAR","GOPALPETA",1002,0,35,14
"ANDHRA PRADESH","MAHABOOB NAGAR","HANWADA",662,0,13,5
"ANDHRA PRADESH","MAHABOOB NAGAR","ITIKYAL",1622,0,37,3
"ANDHRA PRADESH","MAHABOOB NAGAR","JADCHERLA",1700,0,49,1
"ANDHRA PRADESH","MAHABOOB NAGAR","KALWAKURTHY",1927,1,41,12
"ANDHRA PRADESH","MAHABOOB NAGAR","KESHAMPETA",1274,0,23,5
"ANDHRA PRADESH","MAHABOOB NAGAR","KODAIR",2168,2,83,8
"ANDHRA PRADESH","MAHABOOB NAGAR","KODANGAL",894,0,5,1
"ANDHRA PRADESH","MAHABOOB NAGAR","KOILKONDA",2307,11,163,14
"ANDHRA PRADESH","MAHABOOB NAGAR","KOLLAPUR",1444,0,52,2
"ANDHRA PRADESH","MAHABOOB NAGAR","KONDURG",1241,0,24,3
"ANDHRA PRADESH","MAHABOOB NAGAR","KOSGI",1864,0,26,5
"ANDHRA PRADESH","MAHABOOB NAGAR","KOTHAKOTA",1926,0,18,7
"ANDHRA PRADESH","MAHABOOB NAGAR","KOTHUR",1353,0,42,1
"ANDHRA PRADESH","MAHABOOB NAGAR","LINGAL",983,0,74,1
"ANDHRA PRADESH","MAHABOOB NAGAR","MADDUR",2039,0,7,3
"ANDHRA PRADESH","MAHABOOB NAGAR","MADGUL",1556,0,18,2
"ANDHRA PRADESH","MAHABOOB NAGAR","MAGANOOR",1304,0,25,1
"ANDHRA PRADESH","MAHABOOB NAGAR","MAHBUBNAGAR",1175,0,27,4
"ANDHRA PRADESH","MAHABOOB NAGAR","MAKTHAL",1520,6,25,2
"ANDHRA PRADESH","MAHABOOB NAGAR","MALDAKAL",2061,0,41,10
"ANDHRA PRADESH","MAHABOOB NAGAR","MANOPADU",338,0,32,28
"ANDHRA PRADESH","MAHABOOB NAGAR","MIDJIL",1728,0,37,5
"ANDHRA PRADESH","MAHABOOB NAGAR","NAGARKURNOOL",1711,0,22,1
"ANDHRA PRADESH","MAHABOOB NAGAR","NARAYANPET",914,2,61,0
"ANDHRA PRADESH","MAHABOOB NAGAR","NARVA",2196,1,43,10
"ANDHRA PRADESH","MAHABOOB NAGAR","NAWABPET",1729,1,31,7
"ANDHRA PRADESH","MAHABOOB NAGAR","PANGAL",3501,0,25,6
"ANDHRA PRADESH","MAHABOOB NAGAR","PEBBAIR",1887,0,26,3
"ANDHRA PRADESH","MAHABOOB NAGAR","PEDDAKOTHAPALLE",2257,0,52,3
"ANDHRA PRADESH","MAHABOOB NAGAR","PEDDAMANDADI",1370,0,32,4
