-----
{
 "description": "The table refers to block wise distribution of Deep Tubewells by status . The report has been sourced from 2nd census of minor irrigation scheme(1993-94) from ministry of water resources.", 
 "file_name": "blckdptbwltab3.5.csv", 
 "title": "Download CSV for Block wise Distribution of Deep Tubewells by Status for 2nd Census of Minor Irrigation Schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/blckdptbwltab3.5.csv"
}
-----
-----
{
 "description": "The table refers to block wise distribution of Deep Tubewells according to average length of water conveyance channel . The report has been sourced from 2nd census of minor irrigation scheme(1993-94) from ministry of water resources.", 
 "file_name": "blckdptbwltab3.12.csv", 
 "title": "Download CSV for Block wise Distribution of Deep Tubewells according to average length of water conveyance channel for 2nd Census of Minor Irrigation Schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/blckdptbwltab3.12.csv"
}
-----
"State","District","Block","Total","Average length of channels - Pucca","Average length of channels - Kuccha","Average length of channels - Underground"
"BIHAR","CHAMPARAN WEST","MAJHAWALIA",39,91,273,45
"BIHAR","CHAMPARAN WEST","NARKATIYAGANJ",NA,NA,NA,NA
"BIHAR","CHAMPARAN WEST","NAUTAN",5,38,918,700
"BIHAR","CHAMPARAN WEST","PIPRASI",NA,NA,NA,NA
"BIHAR","CHAMPARAN WEST","RAMNAGAR",NA,NA,NA,NA
"BIHAR","CHAMPARAN WEST","SIDHAW",NA,NA,NA,NA
"BIHAR","CHAMPARAN WEST","SIKTA",NA,NA,NA,NA
"BIHAR","CHAMPARAN WEST","THAKRAHA",NA,NA,NA,NA
"BIHAR","CHAMPARAN WEST","YOGAPATTI",NA,NA,NA,NA
"BIHAR","CHATRA","CHATRA",NA,NA,NA,NA
"BIHAR","CHATRA","GIDDHAUR",NA,NA,NA,NA
"BIHAR","CHATRA","HUNTERGANJ",NA,NA,NA,NA
"BIHAR","CHATRA","ITKHORI",NA,NA,NA,NA
"BIHAR","CHATRA","KUNDA",NA,NA,NA,NA
"BIHAR","CHATRA","LAVALONG",NA,NA,NA,NA
"BIHAR","CHATRA","PATTHERGARHA",NA,NA,NA,NA
"BIHAR","CHATRA","PRATAP PUR",NA,NA,NA,NA
"BIHAR","CHATRA","SEMARIA",NA,NA,NA,NA
"BIHAR","CHATRA","TANDAWA",NA,NA,NA,NA
"BIHAR","DARBHANGA","AUNAGAR",NA,NA,NA,NA
"BIHAR","DARBHANGA","BAHADURPUR",15,85,198,1
"BIHAR","DARBHANGA","BAHERI",14,69,0,0
"BIHAR","DARBHANGA","BENIPUR",13,343,0,0
"BIHAR","DARBHANGA","BIRAUL",NA,NA,NA,NA
"BIHAR","DARBHANGA","DARBHANGA",29,252,457,3
"BIHAR","DARBHANGA","GHANSHYAMPUR",NA,NA,NA,NA
"BIHAR","DARBHANGA","GORA BOURAM",NA,NA,NA,NA
"BIHAR","DARBHANGA","HAYAGHAT",27,146,29,1210
"BIHAR","DARBHANGA","JALE",28,122,201,70
"BIHAR","DARBHANGA","KEOTI(RANWAY)",18,959,435,129
"BIHAR","DARBHANGA","KIRATPUR",NA,NA,NA,NA
"BIHAR","DARBHANGA","KUSHESHWAR ASTHAN-EA",NA,NA,NA,NA
"BIHAR","DARBHANGA","KVSHESHWAR ASTHAN",2,3,23,20
"BIHAR","DARBHANGA","MANIGACHHI",16,1280,33,0
"BIHAR","DARBHANGA","SINGHWARA",33,296,252,0
"BIHAR","DEOGHAR","DEOGHAR",NA,NA,NA,NA
"BIHAR","DEOGHAR","DEVIPUR",NA,NA,NA,NA
"BIHAR","DEOGHAR","KARON",NA,NA,NA,NA
"BIHAR","DEOGHAR","MADHUPUR",NA,NA,NA,NA
"BIHAR","DEOGHAR","MOHANPUR",NA,NA,NA,NA
"BIHAR","DEOGHAR","PALAJORI",NA,NA,NA,NA
"BIHAR","DEOGHAR","SARATH",NA,NA,NA,NA
"BIHAR","DEOGHAR","SARWAN",NA,NA,NA,NA
"BIHAR","DHANBAD","BAGHMARA",NA,NA,NA,NA
"BIHAR","DHANBAD","BALIAPUR",NA,NA,NA,NA
"BIHAR","DHANBAD","DHANBAD",NA,NA,NA,NA
"BIHAR","DHANBAD","GOBINDPUR",NA,NA,NA,NA
"BIHAR","DHANBAD","JHARIA",NA,NA,NA,NA
"BIHAR","DHANBAD","NIRSA",NA,NA,NA,NA
"BIHAR","DHANBAD","TOPCHACHI",NA,NA,NA,NA
"BIHAR","DHANBAD","TUNDI",NA,NA,NA,NA
"BIHAR","DUMKA","DUMKA",1,0,0,400
"BIHAR","DUMKA","GOPIKANDAR",NA,NA,NA,NA
"BIHAR","DUMKA","JAMA",NA,NA,NA,NA
"BIHAR","DUMKA","JAMTARA",NA,NA,NA,NA
"BIHAR","DUMKA","JARMUNDI",NA,NA,NA,NA
"BIHAR","DUMKA","KATHIKUND",NA,NA,NA,NA
"BIHAR","DUMKA","KUNDHIT",NA,NA,NA,NA
"BIHAR","DUMKA","MASALIA",NA,NA,NA,NA
"BIHAR","DUMKA","NALA",NA,NA,NA,NA
"BIHAR","DUMKA","NARAYANPUR",NA,NA,NA,NA
"BIHAR","DUMKA","RAMGARH",NA,NA,NA,NA
"BIHAR","DUMKA","RANESHWAR",NA,NA,NA,NA
"BIHAR","DUMKA","SARAIYAHAT",NA,NA,NA,NA
"BIHAR","DUMKA","SHIKARIPARA",NA,NA,NA,NA
"BIHAR","GARHWA","BHANDARIA",NA,NA,NA,NA
"BIHAR","GARHWA","BHAWNATHPUR",NA,NA,NA,NA
"BIHAR","GARHWA","CHIRIA",NA,NA,NA,NA
"BIHAR","GARHWA","DANDAI",NA,NA,NA,NA
"BIHAR","GARHWA","DHURKI",NA,NA,NA,NA
"BIHAR","GARHWA","GARHWA",NA,NA,NA,NA
"BIHAR","GARHWA","KHARAUNDHI",NA,NA,NA,NA
"BIHAR","GARHWA","MAJHIAURA",11,0,48,0
"BIHAR","GARHWA","MEVAL",NA,NA,NA,NA
"BIHAR","GARHWA","NAYARKTARI",NA,NA,NA,NA
"BIHAR","GARHWA","RAMIA",NA,NA,NA,NA
"BIHAR","GARHWA","RAMKANDA",NA,NA,NA,NA
"BIHAR","GARHWA","RANKA",NA,NA,NA,NA
"BIHAR","GAYA","AMAS",NA,NA,NA,NA
"BIHAR","GAYA","ATARI",NA,NA,NA,NA
"BIHAR","GAYA","BANROYBAZAR",NA,NA,NA,NA
"BIHAR","GAYA","BARACHATTI",NA,NA,NA,NA
"BIHAR","GAYA","BELAGANJ",27,407,57,63
"BIHAR","GAYA","BODHGAYA",NA,NA,NA,NA
"BIHAR","GAYA","DOBBI",NA,NA,NA,NA
"BIHAR","GAYA","DUMARIA",NA,NA,NA,NA
"BIHAR","GAYA","FETHPUR",NA,NA,NA,NA
"BIHAR","GAYA","GARARU",NA,NA,NA,NA
"BIHAR","GAYA","GAYA SADAR",2,1050,0,0
"BIHAR","GAYA","GURUA",NA,NA,NA,NA
"BIHAR","GAYA","IMAMGANJ",NA,NA,NA,NA
"BIHAR","GAYA","KHIZIRSORAI",NA,NA,NA,NA
"BIHAR","GAYA","KONCH",NA,NA,NA,NA
"BIHAR","GAYA","MANPUR",1,100,175,0
"BIHAR","GAYA","MOHANPUR",NA,NA,NA,NA
"BIHAR","GAYA","NIMCHAK BATHANI",NA,NA,NA,NA
"BIHAR","GAYA","PARAIYA",1,1400,0,0
"BIHAR","GAYA","SHERGHATI",2,0,55,0
"BIHAR","GAYA","TANKUPPA",NA,NA,NA,NA
"BIHAR","GAYA","TEKARI",5,325,147,0
"BIHAR","GAYA","WAZGANJ",NA,NA,NA,NA
"BIHAR","GIRIDIH","BAGODAR",NA,NA,NA,NA
"BIHAR","GIRIDIH","BENGABAD",1,0,0,10
"BIHAR","GIRIDIH","BIRNI",NA,NA,NA,NA
"BIHAR","GIRIDIH","DEORI",NA,NA,NA,NA
"BIHAR","GIRIDIH","DYMIR",NA,NA,NA,NA
"BIHAR","GIRIDIH","GANDEY",NA,NA,NA,NA
"BIHAR","GIRIDIH","GAWAN",NA,NA,NA,NA
"BIHAR","GIRIDIH","GIRIDIH",NA,NA,NA,NA
"BIHAR","GIRIDIH","JAMYA",NA,NA,NA,NA
"BIHAR","GIRIDIH","PIRTANR",NA,NA,NA,NA
"BIHAR","GIRIDIH","RAJ DHANWAR",NA,NA,NA,NA
"BIHAR","GIRIDIH","TISRI",NA,NA,NA,NA
"BIHAR","GODDA","BOARIJORE",NA,NA,NA,NA
"BIHAR","GODDA","GODDA",NA,NA,NA,NA
"BIHAR","GODDA","MAHAGAMA",NA,NA,NA,NA
"BIHAR","GODDA","MEHARWAN",NA,NA,NA,NA
"BIHAR","GODDA","PATHARGAMA",NA,NA,NA,NA
"BIHAR","GODDA","PORAIYHAT",NA,NA,NA,NA
"BIHAR","GODDA","SUNDAR PAHARI",NA,NA,NA,NA
"BIHAR","GODDA","THAKUR BANGTI",NA,NA,NA,NA
"BIHAR","GOPALGANJ","BAIKUNTHPUR",3,33,317,0
"BIHAR","GOPALGANJ","BARAULI",2,1350,200,0
"BIHAR","GOPALGANJ","BHOREY",3,665,333,23
"BIHAR","GOPALGANJ","BIJAIPUR",30,34,46,718
"BIHAR","GOPALGANJ","GOPALGANJ",8,634,286,0
"BIHAR","GOPALGANJ","HATHUA",11,200,0,0
"BIHAR","GOPALGANJ","KATAIYA",NA,NA,NA,NA
"BIHAR","GOPALGANJ","KUCHAIKOTE",4,238,175,225
"BIHAR","GOPALGANJ","MANJHA",5,2000,1400,1120
"BIHAR","GOPALGANJ","PHULWARIYA",6,1097,117,13
"BIHAR","GOPALGANJ","PUNCHDEORI",4,0,40,0
"BIHAR","GOPALGANJ","SIDHWALIA",4,55,290,1
"BIHAR","GOPALGANJ","THAWE",10,1278,33,0
"BIHAR","GOPALGANJ","UCHKAGAON",6,1523,23,0
"BIHAR","GUMLA","BALBA",NA,NA,NA,NA
"BIHAR","GUMLA","BANO",NA,NA,NA,NA
"BIHAR","GUMLA","BASIA",NA,NA,NA,NA
"BIHAR","GUMLA","BHARNO",NA,NA,NA,NA
"BIHAR","GUMLA","BISHUNPUR",NA,NA,NA,NA
"BIHAR","GUMLA","CHAINPUR",NA,NA,NA,NA
"BIHAR","GUMLA","DUMRI",NA,NA,NA,NA
"BIHAR","GUMLA","GHAGHRA",NA,NA,NA,NA
"BIHAR","GUMLA","GUMLA",NA,NA,NA,NA
"BIHAR","GUMLA","JALDEGA",NA,NA,NA,NA
"BIHAR","GUMLA","KANIDARA",NA,NA,NA,NA
"BIHAR","GUMLA","KOLUBIRA",NA,NA,NA,NA
"BIHAR","GUMLA","KURDEG",NA,NA,NA,NA
"BIHAR","GUMLA","PALKOT",NA,NA,NA,NA
"BIHAR","GUMLA","RAIDIH",NA,NA,NA,NA
"BIHAR","GUMLA","SIMDEGA",NA,NA,NA,NA
"BIHAR","GUMLA","SISAI",NA,NA,NA,NA
"BIHAR","GUMLA","THETHAITANGA",NA,NA,NA,NA
"BIHAR","HAZARIBAG","BARHI",NA,NA,NA,NA
"BIHAR","HAZARIBAG","BARKAGAON",NA,NA,NA,NA
"BIHAR","HAZARIBAG","BARKATTHA",NA,NA,NA,NA
"BIHAR","HAZARIBAG","BISHNUGARH",NA,NA,NA,NA
"BIHAR","HAZARIBAG","CHAUPARAN",NA,NA,NA,NA
"BIHAR","HAZARIBAG","CHURCHU",NA,NA,NA,NA
"BIHAR","HAZARIBAG","GOLA",NA,NA,NA,NA
"BIHAR","HAZARIBAG","HAZARIBAGH",NA,NA,NA,NA
"BIHAR","HAZARIBAG","ICHAK",NA,NA,NA,NA
"BIHAR","HAZARIBAG","KATKAMSANDI",NA,NA,NA,NA
"BIHAR","HAZARIBAG","KEREDARI",NA,NA,NA,NA
"BIHAR","HAZARIBAG","MANDY",NA,NA,NA,NA
"BIHAR","HAZARIBAG","PADMA",NA,NA,NA,NA
"BIHAR","HAZARIBAG","PATRATU",NA,NA,NA,NA
"BIHAR","HAZARIBAG","RAMGARH",NA,NA,NA,NA
"BIHAR","JAMUI","ALIGANJ",NA,NA,NA,NA
"BIHAR","JAMUI","BARHAT",2,0,350,0
"BIHAR","JAMUI","CHAKAI",NA,NA,NA,NA
"BIHAR","JAMUI","GIDHOUR",NA,NA,NA,NA
"BIHAR","JAMUI","JAMUI",NA,NA,NA,NA
"BIHAR","JAMUI","JHAJHA",4,0,300,313
"BIHAR","JAMUI","KHAIRA",NA,NA,NA,NA
"BIHAR","JAMUI","LAKSHMIPUR",NA,NA,NA,NA
"BIHAR","JAMUI","SIKANDRA",3,0,73,0
"BIHAR","JAMUI","SONO",NA,NA,NA,NA
"BIHAR","JEHANABAD","ARWAL",NA,NA,NA,NA
"BIHAR","JEHANABAD","BANSI SURUJPUR",NA,NA,NA,NA
"BIHAR","JEHANABAD","GHOSI",NA,NA,NA,NA
"BIHAR","JEHANABAD","JEHANABAD",38,174,3382,2705
"BIHAR","JEHANABAD","KAKU",4,50,2367,2800
"BIHAR","JEHANABAD","KALEV",NA,NA,NA,NA
"BIHAR","JEHANABAD","KARPI",19,0,3500,2800
"BIHAR","JEHANABAD","KURTHA",4,163,213,2800
"BIHAR","JEHANABAD","MAKHDOMPUR",42,136,1435,1607
"BIHAR","JEHANABAD","RATNI FARIDPUR",NA,NA,NA,NA
"BIHAR","KATIHAR","AMDABAET",NA,NA,NA,NA
"BIHAR","KATIHAR","AZAMNAGAR",NA,NA,NA,NA
"BIHAR","KATIHAR","BALRAMPUR",NA,NA,NA,NA
"BIHAR","KATIHAR","BANPUR",NA,NA,NA,NA
"BIHAR","KATIHAR","BARARI",22,355,315,747
"BIHAR","KATIHAR","BARSOI",NA,NA,NA,NA
"BIHAR","KATIHAR","DANDKHORA",NA,NA,NA,NA
"BIHAR","KATIHAR","FALKA",1,1300,0,0
"BIHAR","KATIHAR","HASANGANJ",7,74,568,0
"BIHAR","KATIHAR","KADWA",NA,NA,NA,NA
"BIHAR","KATIHAR","KATIHAR",NA,NA,NA,NA
"BIHAR","KATIHAR","KORHA",NA,NA,NA,NA
"BIHAR","KATIHAR","KURSELA",NA,NA,NA,NA
"BIHAR","KATIHAR","MANIHARI",NA,NA,NA,NA
"BIHAR","KATIHAR","MANSHAHI",NA,NA,NA,NA
"BIHAR","KATIHAR","SAMELI",NA,NA,NA,NA
"BIHAR","KHAGARIA","ALAULI",21,403,2071,2711
"BIHAR","KHAGARIA","BELDAUR",NA,NA,NA,NA
"BIHAR","KHAGARIA","CHAUTHAM",17,226,1508,2520
"BIHAR","KHAGARIA","GOGRI",28,639,455,335
"BIHAR","KHAGARIA","KHAGARIA",21,421,318,149
"BIHAR","KHAGARIA","MANSI",6,138,377,2800
"BIHAR","KHAGARIA","PARBATTA",29,200,1373,2557
"BIHAR","KISHANGANJ","BAHADURGANJ",5,108,226,5
"BIHAR","KISHANGANJ","DHIGHATBANK",NA,NA,NA,NA
"BIHAR","KISHANGANJ","KISHANGANJ",5,1351,0,0
"BIHAR","KISHANGANJ","KOCHADHAMIN",7,0,1014,2971
"BIHAR","KISHANGANJ","POTHIA",1,0,0,1500
"BIHAR","KISHANGANJ","TERHAGACHH",NA,NA,NA,NA
"BIHAR","KISHANGANJ","THAKURGANJ",2,200,75,0
"BIHAR","KODARMA","CHANDWA",NA,NA,NA,NA
"BIHAR","KODARMA","JAINAGAR",NA,NA,NA,NA
"BIHAR","KODARMA","KODARAMA",NA,NA,NA,NA
"BIHAR","KODARMA","MARKACHO",16,0,48,0
"BIHAR","KODARMA","SATGAWAN",NA,NA,NA,NA
"BIHAR","LAKHISARAI","BARAHIYA",6,3,570,110
"BIHAR","LAKHISARAI","HALSI",1,0,0,200
"BIHAR","LAKHISARAI","LOKHISARAI",9,89,618,421
"BIHAR","LAKHISARAI","PIPARIA",1,0,0,400
"BIHAR","LAKHISARAI","SURAJGARA",14,526,636,673
"BIHAR","LOHARDAGA","BHANDRA",NA,NA,NA,NA
"BIHAR","LOHARDAGA","KISKO",NA,NA,NA,NA
"BIHAR","LOHARDAGA","KURU",NA,NA,NA,NA
"BIHAR","LOHARDAGA","LOHARDAGA",NA,NA,NA,NA
"BIHAR","LOHARDAGA","SENHA",NA,NA,NA,NA
"BIHAR","MADHEPURA","ALAMNAGAR",NA,NA,NA,NA
"BIHAR","MADHEPURA","BIHARIGANJ",NA,NA,NA,NA
"BIHAR","MADHEPURA","CHAUSA",18,30,180,780
"BIHAR","MADHEPURA","GAWALPARA",2,0,1750,1400
"BIHAR","MADHEPURA","KUMAR KHAND",NA,NA,NA,NA
"BIHAR","MADHEPURA","MADHEPURA",NA,NA,NA,NA
"BIHAR","MADHEPURA","MURLIGANJ",NA,NA,NA,NA
"BIHAR","MADHEPURA","PURAINI",NA,NA,NA,NA
"BIHAR","MADHEPURA","SHANKERPUR",NA,NA,NA,NA
"BIHAR","MADHEPURA","SINGHESWAR",NA,NA,NA,NA
"BIHAR","MADHEPURA","UDA KISHANGANJ",1,0,0,1200
"BIHAR","MADHUBANI","ANDHARADATHI",2,350,450,0
"BIHAR","MADHUBANI","BABUBARHI",3,500,0,0
"BIHAR","MADHUBANI","BASOPATTI",11,23,95,0
"BIHAR","MADHUBANI","BENIPATTI",7,54,29,0
"BIHAR","MADHUBANI","BISFI",6,137,93,3
"BIHAR","MADHUBANI","GHOGARDIHA",NA,NA,NA,NA
"BIHAR","MADHUBANI","HARLAKHI",328,0,115,0
"BIHAR","MADHUBANI","JAITYAGAR",8,15,9,0
"BIHAR","MADHUBANI","JHANJHARPUR",23,911,89,0
"BIHAR","MADHUBANI","KHAJAULI",11,206,276,0
"BIHAR","MADHUBANI","LADANIA",7,620,40,0
"BIHAR","MADHUBANI","LAKHNAUR",1,150,0,0
"BIHAR","MADHUBANI","LAUKAHA",93,4,84,0
"BIHAR","MADHUBANI","LAUKAHI",1,0,125,0
"BIHAR","MADHUBANI","MADHAWAPUR",NA,NA,NA,NA
"BIHAR","MADHUBANI","MADUBANI",420,27,62,4
"BIHAR","MADHUBANI","MEDEPUR",4,0,100,0
"BIHAR","MADHUBANI","PANDAUL",21,76,81,0
"BIHAR","MADHUBANI","PHULPARAS",17,134,1535,1200
"BIHAR","MADHUBANI","RAJNAGAR",12,400,1400,1120
"BIHAR","MUNGER","BARIAPUR",NA,NA,NA,NA
"BIHAR","MUNGER","DHARHARA",NA,NA,NA,NA
"BIHAR","MUNGER","JAMALPUR",2,0,100,0
"BIHAR","MUNGER","KHARAGPUR",NA,NA,NA,NA
"BIHAR","MUNGER","MUNGER",NA,NA,NA,NA
"BIHAR","MUNGER","SANGRAMPUR",NA,NA,NA,NA
"BIHAR","MUNGER","TARAPUR",NA,NA,NA,NA
"BIHAR","MUNGER","TETIA BUMBER",NA,NA,NA,NA
"BIHAR","MUZAFFARPUR","AURAI",3,0,0,0
"BIHAR","MUZAFFARPUR","BANDRA",12,518,590,18
"BIHAR","MUZAFFARPUR","BOCHAHA",56,23535,54,33
"BIHAR","MUZAFFARPUR","GAIGHAT",32,13122,243,0
"BIHAR","MUZAFFARPUR","KANTI",10,171,110,1231
"BIHAR","MUZAFFARPUR","KATRA",21,332,21,0
"BIHAR","MUZAFFARPUR","KURHANI",6,1483,2917,2333
"BIHAR","MUZAFFARPUR","MINAPUR",11,907,3216,2800
"BIHAR","MUZAFFARPUR","MORAUL",13,1013,447,294
"BIHAR","MUZAFFARPUR","MOTIPUR",25,3113,1726,1447
"BIHAR","MUZAFFARPUR","MUSHAHARI",51,381,495,135
"BIHAR","MUZAFFARPUR","PAROO",5,180,880,1120
"BIHAR","MUZAFFARPUR","SAHEBGANJ",5,80,222,0
"BIHAR","MUZAFFARPUR","SAKRA",25,1411,395,205
"BIHAR","MUZAFFARPUR","SARAIYA",21,378,134,5
"BIHAR","NALANDA","ASTHAWAN",29,588,12,11
"BIHAR","NALANDA","BEN",5,0,60,0
"BIHAR","NALANDA","BIHARSARIF",76,369,599,158
"BIHAR","NALANDA","BIND",3,50,200,0
"BIHAR","NALANDA","CHANDI",8,116,128,0
"BIHAR","NALANDA","EKANGARSARAI",50,318,82,24
"BIHAR","NALANDA","GIRIAK",12,0,69,0
"BIHAR","NALANDA","HARNAUT",18,123,62,0
"BIHAR","NALANDA","HILSA",14,71,1807,1400
"BIHAR","NALANDA","ISLAMPUR",21,98,166,7
"BIHAR","NALANDA","KARAI PARSURAI",NA,NA,NA,NA
"BIHAR","NALANDA","KATRISARAI",16,44,142,0
"BIHAR","NALANDA","NAGAR NAUSA",4,138,175,105
"BIHAR","NALANDA","NOORSARAI",24,439,41,32
"BIHAR","NALANDA","PARWALPUR",5,28,45,0
"BIHAR","NALANDA","RAHUI",32,329,334,162
"BIHAR","NALANDA","RAJGIR",NA,NA,NA,NA
"BIHAR","NALANDA","SARMERA",7,100,71,0
"BIHAR","NALANDA","SILAO",NA,NA,NA,NA
"BIHAR","NALANDA","THARTHARI",8,0,332,0
"BIHAR","NAWADA","AKBARPUR",NA,NA,NA,NA
"BIHAR","NAWADA","GOBINDPUR",NA,NA,NA,NA
"BIHAR","NAWADA","HISUA",1,150,75,0
"BIHAR","NAWADA","KANWAKOL",NA,NA,NA,NA
"BIHAR","NAWADA","KASHICHOK",60,673,112,0
"BIHAR","NAWADA","MESKAUR",NA,NA,NA,NA
"BIHAR","NAWADA","NARDIGANJ",NA,NA,NA,NA
"BIHAR","NAWADA","NARHAT",NA,NA,NA,NA
"BIHAR","NAWADA","NAWADA",48,23,338,141
"BIHAR","NAWADA","PAKRIWARAMA",24,78,80,36
"BIHAR","NAWADA","RAJANLI",1,1000,0,0
"BIHAR","NAWADA","ROH",2,375,138,0
"BIHAR","NAWADA","SIRDOLA",1,100,100,60
"BIHAR","NAWADA","WARSHALAGANJ",77,326,154,587
"BIHAR","PAKUR","AMRAPARA",NA,NA,NA,NA
"BIHAR","PAKUR","HIRANPUR",NA,NA,NA,NA
"BIHAR","PAKUR","LITIPARA",NA,NA,NA,NA
"BIHAR","PAKUR","MAHESHPUR",NA,NA,NA,NA
"BIHAR","PAKUR","PAKUR",22,0,31,0
"BIHAR","PAKUR","PAKURIA",NA,NA,NA,NA
"BIHAR","PALAMU","BALUMATH",NA,NA,NA,NA
"BIHAR","PALAMU","BARWADIH",NA,NA,NA,NA
"BIHAR","PALAMU","BISHRAMPUR",NA,NA,NA,NA
"BIHAR","PALAMU","CHAINPUR",NA,NA,NA,NA
"BIHAR","PALAMU","CHANDWA",NA,NA,NA,NA
"BIHAR","PALAMU","CHHALAPUR",NA,NA,NA,NA
"BIHAR","PALAMU","DALTENGANJ",NA,NA,NA,NA
"BIHAR","PALAMU","GARU",NA,NA,NA,NA
"BIHAR","PALAMU","HARIHARGANJ",NA,NA,NA,NA
"BIHAR","PALAMU","HUSAINABAD",NA,NA,NA,NA
"BIHAR","PALAMU","LATEHAR",NA,NA,NA,NA
"BIHAR","PALAMU","LESTIGANJ",NA,NA,NA,NA
"BIHAR","PALAMU","MAHUADANR",NA,NA,NA,NA
"BIHAR","PALAMU","MANATU",NA,NA,NA,NA
"BIHAR","PALAMU","MANIKA",NA,NA,NA,NA
"BIHAR","PALAMU","PANKI",NA,NA,NA,NA
"BIHAR","PALAMU","PATAN",NA,NA,NA,NA
"BIHAR","PALAMU","SATWARWH",NA,NA,NA,NA
"BIHAR","PATNA","ATHMAL GOLA",15,63,98,0
"BIHAR","PATNA","BAKHTIARPUR",21,104,28,0
"BIHAR","PATNA","BARH",36,664,48,0
"BIHAR","PATNA","BELCHI",NA,NA,NA,NA
"BIHAR","PATNA","BIHTA",55,575,335,13
"BIHAR","PATNA","BIKRAM",4,850,0,0
"BIHAR","PATNA","DANAPUR",28,116,93,0
"BIHAR","PATNA","DANIAWAN",3,0,275,667
"BIHAR","PATNA","DHANARUA",33,144,12,26
"BIHAR","PATNA","DULHAN BAZAR",11,0,1056,800
"BIHAR","PATNA","FATUHA",8,218,664,0
"BIHAR","PATNA","GHOSWARI",NA,NA,NA,NA
"BIHAR","PATNA","KHUSRUPUR",7,8,1567,933
"BIHAR","PATNA","MANER",41,822,203,100
"BIHAR","PATNA","MASAURHI",33,941,525,691
"BIHAR","PATNA","MOKAMAH",21,0,40,0
"BIHAR","PATNA","NAUBATPUR",31,32,87,0
"BIHAR","PATNA","PALIGANJ",25,77,68,0
"BIHAR","PATNA","PANDARAK",1,40,60,0
"BIHAR","PATNA","PATNA SADAR",12,78,0,43
"BIHAR","PATNA","PHULWARISARIF",8,204,78,21
"BIHAR","PATNA","PUNPUN",27,208,0,218
"BIHAR","PATNA","SAMPATCHAK",14,69,128,68
"BIHAR","PURNIA","AMOUR",NA,NA,NA,NA
"BIHAR","PURNIA","BAISA",NA,NA,NA,NA
"BIHAR","PURNIA","BAISI",NA,NA,NA,NA
"BIHAR","PURNIA","BAMNANKHI",NA,NA,NA,NA
"BIHAR","PURNIA","BARAHARAKOTHI",NA,NA,NA,NA
"BIHAR","PURNIA","BHAWANIPUR",NA,NA,NA,NA
"BIHAR","PURNIA","DAGARUA",NA,NA,NA,NA
"BIHAR","PURNIA","DHAMDAHA",NA,NA,NA,NA
"BIHAR","PURNIA","JALALGARH",NA,NA,NA,NA
"BIHAR","PURNIA","KASBA",NA,NA,NA,NA
"BIHAR","PURNIA","KRITYANANDNAGAR",NA,NA,NA,NA
"BIHAR","PURNIA","PURNIA EAST",4,1078,675,0
"BIHAR","PURNIA","RUPAULI",3,667,0,333
"BIHAR","PURNIA","SOINAGAR",NA,NA,NA,NA
"BIHAR","RANCHI","ANGARA",NA,NA,NA,NA
"BIHAR","RANCHI","ARKI",NA,NA,NA,NA
"BIHAR","RANCHI","BERO",NA,NA,NA,NA
"BIHAR","RANCHI","BUNDU",NA,NA,NA,NA
"BIHAR","RANCHI","BURMU",NA,NA,NA,NA
"BIHAR","RANCHI","CHANHO",NA,NA,NA,NA
"BIHAR","RANCHI","KANKE",NA,NA,NA,NA
"BIHAR","RANCHI","KARRA",NA,NA,NA,NA
"BIHAR","RANCHI","KHUNTI",NA,NA,NA,NA
"BIHAR","RANCHI","LAPUNG",NA,NA,NA,NA
"BIHAR","RANCHI","MANDAR",NA,NA,NA,NA
"BIHAR","RANCHI","MURHU",NA,NA,NA,NA
"BIHAR","RANCHI","NAMKUM",NA,NA,NA,NA
"BIHAR","RANCHI","ORMANJI",NA,NA,NA,NA
"BIHAR","RANCHI","RANIA",NA,NA,NA,NA
"BIHAR","RANCHI","RATU",NA,NA,NA,NA
"BIHAR","RANCHI","SILLI",NA,NA,NA,NA
"BIHAR","RANCHI","SONAHATU",NA,NA,NA,NA
"BIHAR","RANCHI","TAMAR",NA,NA,NA,NA
"BIHAR","RANCHI","TORPA",NA,NA,NA,NA
"BIHAR","ROHTAS","AKORHIGOLA",10,2302,400,52
"BIHAR","ROHTAS","BIKRAMGANJ",NA,NA,NA,NA
"BIHAR","ROHTAS","CHENARI",1,18,12,0
"BIHAR","ROHTAS","DAWATH",NA,NA,NA,NA
"BIHAR","ROHTAS","DEHRI",31,308,83,15
"BIHAR","ROHTAS","DINARA",NA,NA,NA,NA
"BIHAR","ROHTAS","KARAKAT",NA,NA,NA,NA
"BIHAR","ROHTAS","KARGHAHAR",NA,NA,NA,NA
"BIHAR","ROHTAS","KUCHAI",NA,NA,NA,NA
"BIHAR","ROHTAS","NASHRIGANJ",NA,NA,NA,NA
"BIHAR","ROHTAS","NAWHATTA",20,19,27,0
"BIHAR","ROHTAS","NOKHA",2,0,130,0
"BIHAR","ROHTAS","RAJPUR",NA,NA,NA,NA
"BIHAR","ROHTAS","ROHTAS",7,175,9,533
"BIHAR","ROHTAS","SANJHANLI",NA,NA,NA,NA
"BIHAR","ROHTAS","SASARAM",4,175,13,0
"BIHAR","ROHTAS","SHEOSAGAR",NA,NA,NA,NA
"BIHAR","ROHTAS","SURJPURA",NA,NA,NA,NA
