-----
{
 "description": "The table refers to block wise average length of water conveyance channel of surface lift schemes. It has been sourced from 2nd census of minor irrigation scheme(1993-94) from Ministry of Water Resources.", 
 "file_name": "srfclftblck5.12.csv", 
 "title": "Download CSV for Blockwise Average length of water conveyance channel of surface lift schemes for 2nd census of minor irrigation schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/srfclftblck5.12.csv"
}
-----
-----
{
 "description": "The table refers to block wise average length of water conveyance channel of surface lift schemes. It has been sourced from 2nd census of minor irrigation scheme(1993-94) from Ministry of Water Resources.", 
 "file_name": "srfclftblck5.12.csv", 
 "title": "Download CSV for Blockwise Average length of water conveyance channel of surface lift schemes for 2nd census of minor irrigation schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/srfclftblck5.12.csv"
}
-----
"State","District","Block","Total Number of Schemes","Average length - Pucca channel","Average length - Kutcha channel","Average length - Underground channel"
"MADHYA PRADESH","SURGUJA","BHAIYATHAN",341,0,34,0
"MADHYA PRADESH","SURGUJA","BHARATPUR",443,0,63,5
"MADHYA PRADESH","SURGUJA","KUSAMI",121,0,83,0
"MADHYA PRADESH","SURGUJA","LAKHANPUR",95,0,0,0
"MADHYA PRADESH","SURGUJA","LUNDRA",304,8,157,4
"MADHYA PRADESH","SURGUJA","MAINPAT",79,0,68,0
"MADHYA PRADESH","SURGUJA","MANENDRAGARH",191,0,0,0
"MADHYA PRADESH","SURGUJA","ODAGI",82,0,68,0
"MADHYA PRADESH","SURGUJA","PRATAPPUR",90,0,0,0
"MADHYA PRADESH","SURGUJA","RAJPUR",7,0,0,0
"MADHYA PRADESH","SURGUJA","RAMANUJNAGAR",148,0,2,0
"MADHYA PRADESH","SURGUJA","RAMCHANDRAPUR",261,0,44,0
"MADHYA PRADESH","SURGUJA","SITAPUR",1,0,300,0
"MADHYA PRADESH","SURGUJA","SONHAT",34,5,73,45
"MADHYA PRADESH","TIKAMGARH","BALDEOGARH",555,0,91,0
"MADHYA PRADESH","TIKAMGARH","JATARA",123,0,21,0
"MADHYA PRADESH","TIKAMGARH","NIWARI",102,0,19,0
"MADHYA PRADESH","TIKAMGARH","PALERA",118,0,50,0
"MADHYA PRADESH","TIKAMGARH","PRITHWIPUR",101,7,37,0
"MADHYA PRADESH","TIKAMGARH","TIKAMGARH",749,1,94,0
"MADHYA PRADESH","UJJAIN","BADNAGAR",521,1,31,62
"MADHYA PRADESH","UJJAIN","GHATIYA",470,0,20,15
"MADHYA PRADESH","UJJAIN","KHACHRAUD",1454,0,18,87
"MADHYA PRADESH","UJJAIN","MAHIDPUR",701,0,4,119
"MADHYA PRADESH","UJJAIN","TARANA",1163,1,46,45
"MADHYA PRADESH","UJJAIN","UJJAIN",800,0,34,81
"MADHYA PRADESH","VIDISHA","BASODA",3232,1,30,129
"MADHYA PRADESH","VIDISHA","GYARASPUR",1646,0,3,214
"MADHYA PRADESH","VIDISHA","KURWAI",1721,2,11,251
"MADHYA PRADESH","VIDISHA","LATERI",1087,0,63,62
"MADHYA PRADESH","VIDISHA","NATERAN",2227,0,15,42
"MADHYA PRADESH","VIDISHA","SIRONJ",1705,0,30,70
"MADHYA PRADESH","VIDISHA","VIDISHA",1555,0,11,231
"MANIPUR","BISHNUPUR","MOIRANG",4,78,1417,0
"MANIPUR","IMPHAL","HAORANGSABAL(I-W)",2,75,1250,0
"MANIPUR","IMPHAL","WAQNGOI(I-W)",9,139,1345,0
"MANIPUR","THOUBAL","THOUBAL",5,124,1000,0
"MEGHALAYA","JAINTIA HILLS","AMLAREM",3,0,0,0
"MEGHALAYA","JAINTIA HILLS","KHLIEHRIAT",1,0,300,0
"MEGHALAYA","JAINTIA HILLS","LASKEIN",1,0,0,0
"MEGHALAYA","JAINTIA HILLS","THADLASKEIN",1,0,268,341
"MEGHALAYA","RI BHOI DISTRICT","UMSNING C&D BLOCK",1,120,880,0
"MEGHALAYA","SOUTH GARO HILLS","BAGHMARA",6,0,100,0
"MEGHALAYA","SOUTH GARO HILLS","RONGRA",1,0,150,0
"MEGHALAYA","WEST GARO HILLS","BETASING",1,0,999,0
"MEGHALAYA","WEST GARO HILLS","SELSELLA",3,0,169,0
"MEGHALAYA","WEST KHASI HILLS","MAIRANG",2,618,0,0
"MIZORAM","AIZAWL","THINGDAWL",6,886,30,0
"MIZORAM","AIZAWL","ZAWLNUAM",6,0,163,0
"NAGALAND","KOHIMA","KUHUBOTO",6,0,28,0
"NAGALAND","KOHIMA","MEDZIPHEMA",13,0,37,0
"ORISSA","ANGUL","ANUGUL",43,19,50,212
"ORISSA","ANGUL","ATHAMALLICK",48,231,11,291
"ORISSA","ANGUL","BANANPULA",42,94,217,219
"ORISSA","ANGUL","CHHENDIAPADA",33,84,161,112
"ORISSA","ANGUL","KANIHA",71,89,11,20
"ORISSA","ANGUL","KISONAGAR",20,27,92,359
"ORISSA","ANGUL","PALALAHARA",114,43,117,64
"ORISSA","ANGUL","TALCHER",23,78,2,61
"ORISSA","BALASORE","BAHANAGA",7,0,257,19
"ORISSA","BALASORE","BALASORE",18,59,211,217
"ORISSA","BALASORE","BALIPAL",60,0,146,19
"ORISSA","BALASORE","BASTA",45,10,58,118
"ORISSA","BALASORE","BHOGARAI",59,11,193,113
"ORISSA","BALASORE","JALESWAR",52,19,161,96
"ORISSA","BALASORE","JILGIRI",21,1,42,116
"ORISSA","BALASORE","KHAIRA",3,200,267,0
"ORISSA","BALASORE","OUPADA",5,0,15,0
"ORISSA","BALASORE","REMUNA",52,85,150,67
"ORISSA","BALASORE","SIMULIA",12,35,199,90
"ORISSA","BALASORE","SORO",41,30,108,31
"ORISSA","BARAGARH","AMBABHANA",35,2,195,136
"ORISSA","BARAGARH","ATABIRA",47,17,263,19
"ORISSA","BARAGARH","BARAGARH",70,47,93,54
"ORISSA","BARAGARH","BARAPALI",31,10,200,136
"ORISSA","BARAGARH","BHATALI",165,0,66,29
"ORISSA","BARAGARH","BHENDENI",106,47,245,103
"ORISSA","BARAGARH","BIJEPUR",50,3,72,34
"ORISSA","BARAGARH","GAISILAT",40,112,186,150
"ORISSA","BARAGARH","JHARABANDHA",27,34,138,99
"ORISSA","BARAGARH","PADMAPUR",45,53,191,105
"ORISSA","BARAGARH","PAIKMAL",114,17,106,79
"ORISSA","BARAGARH","SOHELA",78,10,135,0
"ORISSA","BHADRAK","BASUDEVPUR",80,1,165,4
"ORISSA","BHADRAK","BHADRAK",33,0,139,9
"ORISSA","BHADRAK","BHANDARIPOKHARI",9,2,16,14
"ORISSA","BHADRAK","BONTH",11,33,128,42
"ORISSA","BHADRAK","CHANDABALI",17,1,56,1
"ORISSA","BHADRAK","DHAMANAGAR",237,22,74,30
"ORISSA","BHADRAK","TIHIDI",22,52,148,42
"ORISSA","BOLANGIR","AGALPUR",38,34,109,321
"ORISSA","BOLANGIR","BALANGIR",134,21,55,51
"ORISSA","BOLANGIR","BELPARA",81,6,24,12
"ORISSA","BOLANGIR","BONGOMUNDA",45,10,15,0
"ORISSA","BOLANGIR","DEOGAN",251,8,20,7
"ORISSA","BOLANGIR","KHAPRA KHOL",132,4,17,2
"ORISSA","BOLANGIR","LOUSINGHA",118,29,31,17
"ORISSA","BOLANGIR","MURIBAHAL",25,3,19,7
"ORISSA","BOLANGIR","PATANAGARH",284,3,30,2
"ORISSA","BOLANGIR","PUINTALA",176,5,17,2
"ORISSA","BOLANGIR","SAINTALA",87,12,27,14
"ORISSA","BOLANGIR","TENTULIKHUNTI",70,47,56,63
"ORISSA","BOLANGIR","TITILAGARH",41,78,84,51
"ORISSA","BOLANGIR","TUREKELA",7,14,26,0
"ORISSA","BOUDH","BOUDH",48,198,147,93
"ORISSA","BOUDH","GHARABHANGA",57,164,90,75
"ORISSA","BOUDH","KANTAMAL",71,233,178,122
"ORISSA","CUTTACK","ATHGARH",62,225,177,128
"ORISSA","CUTTACK","BANKI",23,126,156,155
"ORISSA","CUTTACK","BARANGA",11,29,88,64
"ORISSA","CUTTACK","BARMBA",39,3,0,2
"ORISSA","CUTTACK","CUTTACK(SADAR)",18,0,62,100
"ORISSA","CUTTACK","DOMAPARA",71,120,0,224
"ORISSA","CUTTACK","KANTAPARA",4,27,116,100
"ORISSA","CUTTACK","MAHANGA",90,86,123,6
"ORISSA","CUTTACK","NARASINGHPUR",43,445,71,212
"ORISSA","CUTTACK","NIALI",4,0,17,0
"ORISSA","CUTTACK","NISCHINTAKOILI",62,25,94,12
"ORISSA","CUTTACK","SALIPUR",7,51,20,0
"ORISSA","CUTTACK","TANGI-CHOUDWAR",56,81,72,171
"ORISSA","CUTTACK","TIGIRIA",22,7,4,1
"ORISSA","DEOGARH","REAMAL",479,7,77,13
"ORISSA","DEOGARH","SARKOTE",54,23,119,32
"ORISSA","DEOGARH","TILEIBANI",78,8,95,33
"ORISSA","DHENKANAL","BHUBAN",40,233,38,266
"ORISSA","DHENKANAL","DHENKANAL",28,199,88,288
"ORISSA","DHENKANAL","GANDIA",54,166,166,232
"ORISSA","DHENKANAL","HINDOL",61,109,64,164
"ORISSA","DHENKANAL","KAMAKHYANAGAR",21,173,131,15
"ORISSA","DHENKANAL","KANKADAHAD",9,88,125,66
"ORISSA","DHENKANAL","ODAPADA",73,90,63,148
"ORISSA","DHENKANAL","PALAJANGA",26,87,167,221
"ORISSA","GAJAPATI","GUMMA",10,79,53,27
"ORISSA","GAJAPATI","KASINAGAR",5,175,90,0
"ORISSA","GAJAPATI","MOHANA",16,36,21,182
"ORISSA","GAJAPATI","NUAGADA",1,0,0,100
"ORISSA","GAJAPATI","PARALAKHEMUNDI",85,70,45,47
"ORISSA","GAJAPATI","R.UDAYAGIRI",8,10,50,32
"ORISSA","GAJAPATI","RAYAGADA",25,109,90,27
"ORISSA","GANJAM","ASKA",52,112,40,22
"ORISSA","GANJAM","BELAGUNTHA",13,60,72,39
"ORISSA","GANJAM","BHANJANAGAR",43,106,85,44
"ORISSA","GANJAM","BUGUDA",36,5,11,4
"ORISSA","GANJAM","CHATRAPUR",35,115,62,0
"ORISSA","GANJAM","CHIKITI",40,168,43,0
"ORISSA","GANJAM","DHARAKOT",82,52,42,42
"ORISSA","GANJAM","DIGAPAHANDI",123,59,31,8
"ORISSA","GANJAM","GANJAM",39,162,36,0
"ORISSA","GANJAM","HINJILIKUT",36,95,7,0
"ORISSA","GANJAM","J.N.PRASAD",65,33,20,33
"ORISSA","GANJAM","K.KHANDI",19,40,13,3
"ORISSA","GANJAM","K.S.NAGAR",11,147,71,0
"ORISSA","GANJAM","KHALLIKOT",12,73,28,29
"ORISSA","GANJAM","KODALA",18,12,135,6
"ORISSA","GANJAM","P.PUR",41,60,60,6
"ORISSA","GANJAM","PATRAPUR",47,147,90,39
"ORISSA","GANJAM","POLASARA",33,3,32,16
"ORISSA","GANJAM","R.LUNDA",11,125,7,0
"ORISSA","GANJAM","S.KHEMUNDI",62,11,40,23
"ORISSA","GANJAM","SHERAGADA",152,84,44,14
"ORISSA","GANJAM","SORADA",107,39,52,74
"ORISSA","JAGATSINGHPUR","BALIKUDA",65,24,103,9
"ORISSA","JAGATSINGHPUR","BIRIDI",2,0,85,275
"ORISSA","JAGATSINGHPUR","ERASAMA",18,63,52,163
"ORISSA","JAGATSINGHPUR","JAGATSINGHPUR",4,0,101,0
"ORISSA","JAGATSINGHPUR","KUNJANG",19,41,90,14
"ORISSA","JAGATSINGHPUR","NAUGAON",139,40,155,0
"ORISSA","JAGATSINGHPUR","RAGHUNATHPUR",2,33,254,106
"ORISSA","JAGATSINGHPUR","TRITOL",37,120,97,52
"ORISSA","JAJPUR","BARACHAN",148,87,29,145
"ORISSA","JAJPUR","BARI",86,78,63,149
"ORISSA","JAJPUR","BINJHARPUR",76,73,124,32
"ORISSA","JAJPUR","DANAGADI",33,46,102,333
"ORISSA","JAJPUR","DASARATHPUR",21,0,70,0
"ORISSA","JAJPUR","DHARAMASALA",202,14,58,78
"ORISSA","JAJPUR","JAJPUR",66,13,89,40
"ORISSA","JAJPUR","KOREI",7,0,11,0
"ORISSA","JAJPUR","RASULPUR",11,161,34,63
"ORISSA","JAJPUR","SUKINDA",32,232,158,143
"ORISSA","JHARSUGUDA","JHARSUGUDA",45,35,124,82
"ORISSA","JHARSUGUDA","KIRIMIRA",115,17,150,9
"ORISSA","JHARSUGUDA","KOLABIRA",83,11,261,48
"ORISSA","JHARSUGUDA","LAIKERA",17,59,190,0
"ORISSA","JHARSUGUDA","LAKHANPUR",95,6,183,60
"ORISSA","KALAHANDI","BHABANI PATANA",58,16,60,37
"ORISSA","KALAHANDI","DHARMGARH",24,29,31,125
"ORISSA","KALAHANDI","GOLAMUNDA",30,35,39,127
"ORISSA","KALAHANDI","JAIPATANA",6,1,20,190
"ORISSA","KALAHANDI","JUNAGARH",57,97,100,84
"ORISSA","KALAHANDI","KALAMPUR",26,21,13,47
"ORISSA","KALAHANDI","KARLAMUNDA",16,16,8,8
"ORISSA","KALAHANDI","KESINGA",68,77,157,94
"ORISSA","KALAHANDI","KOKASARA",12,1,0,158
"ORISSA","KALAHANDI","LANGIGARH",39,23,124,215
"ORISSA","KALAHANDI","M.RAMPUR",41,100,99,41
"ORISSA","KALAHANDI","NARALA",72,41,69,128
"ORISSA","KALAHANDI","TH.RAMPUR",4,0,0,4
"ORISSA","KENDRAPARA","AUL",403,74,156,86
"ORISSA","KENDRAPARA","DERABISI",22,131,326,105
"ORISSA","KENDRAPARA","GARADPUR",76,112,53,75
"ORISSA","KENDRAPARA","KENDRAPARA",77,9,22,140
"ORISSA","KENDRAPARA","MAHAKALAPADA",159,25,51,85
"ORISSA","KENDRAPARA","MARSAGHAI",134,29,63,110
"ORISSA","KENDRAPARA","PATAMUNDAI",290,16,41,95
"ORISSA","KENDRAPARA","RAJKANIKA",474,3,31,30
"ORISSA","KENDRAPARA","RAJNAGAR",495,3,17,0
"ORISSA","KEONJHAR","ANANDAPUR",45,70,71,103
"ORISSA","KEONJHAR","BANASPAL",29,171,12,303
"ORISSA","KEONJHAR","CHAMPUA",80,237,41,203
"ORISSA","KEONJHAR","GHASIPURA",36,214,19,172
"ORISSA","KEONJHAR","GHATAGAON",7,289,33,323
"ORISSA","KEONJHAR","HARICHANDANPUR",26,173,57,244
"ORISSA","KEONJHAR","HATADIHI",53,47,49,16
"ORISSA","KEONJHAR","JHUMPURA",12,98,13,116
"ORISSA","KEONJHAR","JODA",31,107,20,172
"ORISSA","KEONJHAR","PATANA",48,178,38,269
"ORISSA","KEONJHAR","SADAR",68,91,61,235
"ORISSA","KEONJHAR","SAHARAPARA",42,111,136,109
"ORISSA","KEONJHAR","TELKOI",150,16,25,11
"ORISSA","KHURDA","BALIANTA",2,200,0,50
"ORISSA","KHURDA","BANAPUR",38,3,26,11
"ORISSA","KHURDA","BEGUNIA",33,39,70,15
"ORISSA","KHURDA","BHUBANESWAR",24,12,107,156
"ORISSA","KHURDA","BOLAGARH",35,24,14,0
"ORISSA","KHURDA","CHILIKA",11,40,18,76
"ORISSA","KHURDA","JATNI",20,22,11,145
"ORISSA","KHURDA","KHURDA",27,0,6,26
"ORISSA","KHURDA","TANGI",51,79,116,72
"ORISSA","KORAPUT","BAIPARIGUDA",16,0,90,148
"ORISSA","KORAPUT","BANDHUGOAN",46,12,20,5
"ORISSA","KORAPUT","BORIGUMMA",563,27,40,28
"ORISSA","KORAPUT","DASAMANTAPUR",15,0,45,224
"ORISSA","KORAPUT","JEYPUR",172,7,20,37
"ORISSA","KORAPUT","KORAPUT",18,2,103,145
"ORISSA","KORAPUT","KOTAPAD",246,7,22,5
"ORISSA","KORAPUT","KUNDURA",27,76,127,48
"ORISSA","KORAPUT","LAMATAPUT",7,25,66,168
"ORISSA","KORAPUT","LAXMIPUR",7,8,13,56
"ORISSA","KORAPUT","NANDAPUR",6,3,205,100
"ORISSA","KORAPUT","NARAYANPATNA",24,12,94,173
"ORISSA","KORAPUT","POTTANGI",1,0,2,1
"ORISSA","KORAPUT","SIMILIGUDA",20,23,193,328
"ORISSA","MALKANGIRI","KALIMELA",8,61,67,289
"ORISSA","MALKANGIRI","KHAIRAPUT",2,0,0,250
"ORISSA","MALKANGIRI","KONKUNDA",1,0,60,0
"ORISSA","MALKANGIRI","MALKANAGIRI",3,200,233,0
"ORISSA","MALKANGIRI","MATHILI",12,193,111,79
"ORISSA","MALKANGIRI","PODIA",5,0,0,282
"ORISSA","MAYURBHANJ","BAHALADA",3,0,12,6
"ORISSA","MAYURBHANJ","BANGIRIPOSI",29,140,212,208
"ORISSA","MAYURBHANJ","BARIPADA",10,82,143,147
"ORISSA","MAYURBHANJ","BARSAHI",48,205,159,132
"ORISSA","MAYURBHANJ","BETANATI",27,90,166,26
"ORISSA","MAYURBHANJ","BIJATOLA",2,0,98,238
"ORISSA","MAYURBHANJ","BISOI",5,0,0,48
"ORISSA","MAYURBHANJ","GOPABANDHU NAGAR",28,142,88,151
"ORISSA","MAYURBHANJ","JAMADA",25,0,53,0
"ORISSA","MAYURBHANJ","JASIPUR",22,148,113,152
"ORISSA","MAYURBHANJ","KAPTIPADA",19,64,44,49
"ORISSA","MAYURBHANJ","KARANJIA",27,199,13,203
"ORISSA","MAYURBHANJ","KHUNTA",22,1,202,76
"ORISSA","MAYURBHANJ","KULIANA",22,118,319,240
"ORISSA","MAYURBHANJ","KUSUMI",5,5,3,241
"ORISSA","MAYURBHANJ","MORADA",34,140,127,70
"ORISSA","MAYURBHANJ","RAIRANGPUR",4,0,6,50
"ORISSA","MAYURBHANJ","RARUAN",26,140,118,274
"ORISSA","MAYURBHANJ","RASGOVINDPUR",33,95,36,125
"ORISSA","MAYURBHANJ","SAMAKHUNTA",28,17,14,1
"ORISSA","MAYURBHANJ","SARASKANA",24,63,161,230
"ORISSA","MAYURBHANJ","SUKRULI",18,276,62,191
"ORISSA","MAYURBHANJ","SULIAPADA",39,91,90,75
"ORISSA","MAYURBHANJ","THAKURMUNDA",2,0,185,0
"ORISSA","MAYURBHANJ","TIRINGI",8,8,69,150
"ORISSA","MAYURBHANJ","UDALA",42,32,57,102
"ORISSA","NAYAGARH","BHAPUR",34,68,44,99
"ORISSA","NAYAGARH","GANIA",7,34,68,0
"ORISSA","NAYAGARH","KHANDAPADA",28,53,50,180
"ORISSA","NAYAGARH","NAYAGARH",7,0,0,114
"ORISSA","NAYAGARH","NUAGAON",22,4,47,79
"ORISSA","NAYAGARH","ODOGAON",45,6,58,24
"ORISSA","NAYAGARH","RANPUR",51,1,29,31
"ORISSA","NOWRANGPUR","CHANDAHANDI",6,25,11,6
"ORISSA","NOWRANGPUR","DABUGAON",218,1,31,3
"ORISSA","NOWRANGPUR","JHARIGAON",155,5,17,3
"ORISSA","NOWRANGPUR","KUSAGUMUDA",209,31,97,45
"ORISSA","NOWRANGPUR","NANDAHANDI",63,76,61,102
"ORISSA","NOWRANGPUR","NAWARANGPUR",117,82,67,46
"ORISSA","NOWRANGPUR","PAPADAHANDI",198,11,83,32
"ORISSA","NOWRANGPUR","RAIGHAR",97,0,23,6
"ORISSA","NOWRANGPUR","TENTULIKHUNTI",70,1,35,1
"ORISSA","NOWRANGPUR","UMERKOT",198,7,25,0
"ORISSA","NUAPADA","BODEN",4,1,1,0
"ORISSA","NUAPADA","KHARIAR",79,77,55,283
"ORISSA","NUAPADA","KOMANA",33,96,9,172
"ORISSA","NUAPADA","NUAPARA",26,1,9,300
"ORISSA","NUAPADA","SINAPALLI",58,58,78,132
"ORISSA","PHULBANI","BALIGUDA",8,50,213,63
"ORISSA","PHULBANI","CHAKAPAD",40,2,49,10
"ORISSA","PHULBANI","DARINGIBADI",1,0,0,100
"ORISSA","PHULBANI","G.UDAYAGIRI",8,9,27,23
"ORISSA","PHULBANI","JUMUDIBANDHA",13,137,189,80
"ORISSA","PHULBANI","KHAJURIPADA",16,2,126,94
"ORISSA","PHULBANI","KOTAGARH",8,27,275,83
"ORISSA","PHULBANI","NUAGAON",22,14,67,189
"ORISSA","PHULBANI","PHIRINGIA",30,42,54,136
"ORISSA","PHULBANI","PHULBANI",30,41,73,165
"ORISSA","PHULBANI","RAIKIA",10,75,48,30
"ORISSA","PHULBANI","TIKABALI",55,26,7,117
"ORISSA","PURI","ASTARANG",20,0,27,11
"ORISSA","PURI","BRAHMAGIRI",769,3,71,3
"ORISSA","PURI","DELANG",132,5,42,30
"ORISSA","PURI","GOP",166,3,94,52
"ORISSA","PURI","KAKATPUR",34,6,8,28
"ORISSA","PURI","KANAS",331,11,37,27
"ORISSA","PURI","KRISHNAPRASAD",11,3,0,0
"ORISSA","PURI","NIMAPARA",220,2,35,13
"ORISSA","PURI","PIPILI",368,1,31,3
"ORISSA","PURI","PURISADAR",960,6,53,27
"ORISSA","PURI","SATYABADI",798,1,36,0
"ORISSA","RAYAGADA","BISAMACUTTACK",16,14,83,150
"ORISSA","RAYAGADA","CHANDRAPOR",3,150,50,30
"ORISSA","RAYAGADA","GUDARI",19,40,16,84
"ORISSA","RAYAGADA","GUNUPUR",43,196,130,135
"ORISSA","RAYAGADA","KALYANSINGPUR",28,8,29,69
"ORISSA","RAYAGADA","KASHIPUR",14,2,44,300
"ORISSA","RAYAGADA","KOUNARA",32,202,123,97
"ORISSA","RAYAGADA","MUNIGUDA",28,50,122,118
"ORISSA","RAYAGADA","PADAMPUR",27,50,91,162
"ORISSA","RAYAGADA","RAMANGUDA",47,86,48,56
"ORISSA","RAYAGADA","RAYAGADA",25,138,213,75
"ORISSA","SAMBALPUR","DHANKAUDA",51,59,141,248
"ORISSA","SAMBALPUR","GOVINDPUR",206,5,87,26
"ORISSA","SAMBALPUR","JAMANKIRA",90,11,93,28
"ORISSA","SAMBALPUR","JUJUMURA",25,6,110,76
"ORISSA","SAMBALPUR","KANESWAR",93,36,94,162
"ORISSA","SAMBALPUR","KUCHINDA",191,27,113,51
"ORISSA","SAMBALPUR","NAKTIDEUL",43,30,101,64
"ORISSA","SAMBALPUR","RAIRAKHOL",30,9,174,92
"ORISSA","SAMBALPUR","RENGALI",9,0,40,0
"ORISSA","SONEPUR","BINIKA",65,3,187,22
"ORISSA","SONEPUR","BIRMAHARAJPUR",34,41,180,92
"ORISSA","SONEPUR","DUNGURIPALLI",34,2,77,45
"ORISSA","SONEPUR","SONEPUR",1,85,63,295
"ORISSA","SONEPUR","TARAVA",19,28,125,117
"ORISSA","SONEPUR","ULUNDA",71,273,33,163
"ORISSA","SUNDARGARH","BALLISANKAR",37,22,71,208
"ORISSA","SUNDARGARH","BARAGAON",66,71,216,138
"ORISSA","SUNDARGARH","BISRA",43,158,287,261
"ORISSA","SUNDARGARH","BONAI",39,159,215,108
"ORISSA","SUNDARGARH","GURUNDIA",39,68,175,125
"ORISSA","SUNDARGARH","HEMGIRI",32,120,197,256
"ORISSA","SUNDARGARH","KOIRA",14,109,92,196
"ORISSA","SUNDARGARH","KUARMUNDA",87,53,168,158
"ORISSA","SUNDARGARH","KUTRA",35,145,133,204
"ORISSA","SUNDARGARH","LAHUNIPADA",33,204,183,224
"ORISSA","SUNDARGARH","LATHIKATA",38,136,169,197
"ORISSA","SUNDARGARH","LEPHRIPARA",45,78,124,186
"ORISSA","SUNDARGARH","NUAGAON",22,48,165,83
"ORISSA","SUNDARGARH","RAJGANGPUR",60,145,113,204
"ORISSA","SUNDARGARH","SUBDEGA",44,75,143,181
"ORISSA","SUNDARGARH","SUNDARGARH",94,73,203,127
"ORISSA","SUNDARGARH","TANGARAPALLI",61,65,76,132
"PUNJAB","AMRITSAR","CHOGAWAN",81,0,379,0
"PUNJAB","AMRITSAR","TARSIKKA",35,0,429,0
"PUNJAB","AMRITSAR","VERKA",179,0,357,0
"PUNJAB","FARIDKOT","FARIDKOT",30,207,304,0
"PUNJAB","GURDASPUR","DHAR KALAN",8,75,165,0
"PUNJAB","GURDASPUR","PATHANKOT",2,0,650,15
"PUNJAB","HOSHIARPUR","MAHILPUR",1,360,0,0
"PUNJAB","JALANDHAR","EAST JALANDHAR",5,0,376,0
"PUNJAB","KAPURTHALA","SULTANPUR LODHI",45,0,249,0
"PUNJAB","PATIALA","PATIALA",105,0,118,68
"PUNJAB","PATIALA","RAJPURA",92,4,465,4
"PUNJAB","ROPAR","ANANDPUR SAHIB",39,0,120,4
"PUNJAB","ROPAR","KHARAR",76,3,216,240
"PUNJAB","SANGRUR","BHAWANIGARH",17,514,0,0
"PUNJAB","SANGRUR","SUNAM",49,0,298,0
"RAJASTHAN","AJMER","KISHANGARH",1,0,250,0
"RAJASTHAN","BARAN","CHHIPABARAD",55,0,85,30
"RAJASTHAN","BARAN","MANGROL",21,0,143,8
"RAJASTHAN","BHILWARA","JAHAZPUR",4,0,33,548
"RAJASTHAN","BHILWARA","KOTRI",3,0,1200,1667
"RAJASTHAN","BHILWARA","MANDALGARH",25,0,622,779
"RAJASTHAN","BUNDI","HINDOLI",2,0,600,0
"RAJASTHAN","CHITTORGARH","BEGHRU",24,154,394,292
"RAJASTHAN","CHITTORGARH","CHITTORGARH",3,20,667,867
"RAJASTHAN","CHITTORGARH","PRATAPGARH",8,0,365,0
"RAJASTHAN","CHURU","RATANGARH",2,0,0,0
"RAJASTHAN","DHOLPUR","BASERI",1,0,35,0
"RAJASTHAN","DUNGARPUR","ASPUR",6,0,750,168
"RAJASTHAN","DUNGARPUR","DUNGARPUR",4,0,375,450
"RAJASTHAN","DUNGARPUR","SAGWARA",50,130,198,814
"RAJASTHAN","DUNGARPUR","SIMALWARA",14,0,117,57
"RAJASTHAN","JHALAWAR","AKLERA",1,400,1100,2200
"RAJASTHAN","JHALAWAR","JHALRAPATAN",28,223,147,904
"RAJASTHAN","JHALAWAR","KANPUR",9,3,122,0
"RAJASTHAN","KOTA","DIGOD",2,3,70,790
"RAJASTHAN","KOTA","SANGOD",4,0,15,834
"RAJASTHAN","NAGAUR","NAGOUR",2,0,1600,0
"RAJASTHAN","RAJSAMAND","NATHDWARA",1,0,1450,1700
"RAJASTHAN","SIROHI","ABUROAD",2,0,0,350
"RAJASTHAN","TONK","DEOLI",2,0,120,50
"RAJASTHAN","UDAIPUR","GOGUNDA",10,800,123,40
"RAJASTHAN","UDAIPUR","KHERWARA",5,13,1167,50
"TAMIL NADU","COIMBATORE","ANNAIMALAI",20,0,240,0
"TAMIL NADU","COIMBATORE","KARRMADAI",458,0,20,41
"TAMIL NADU","COIMBATORE","SARKARSAMAKULAM",3,1,0,0
"TAMIL NADU","CUDDALORE","BHUVANAGIRI",30,0,232,30
"TAMIL NADU","CUDDALORE","KAMMAPURAM",359,6,18,0
"TAMIL NADU","CUDDALORE","KUMARATCHI",4,0,11,0
"TAMIL NADU","CUDDALORE","MANGALORE",38,3,0,0
"TAMIL NADU","CUDDALORE","NALLUR",49,39,35,0
"TAMIL NADU","CUDDALORE","PARANGIPETTAI",219,1,17,1
"TAMIL NADU","CUDDALORE","VIRUDHACHALAM",18,0,39,0
"TAMIL NADU","DHARMAPURI","THALLY",10,0,35,0
"TAMIL NADU","DINDIGUL","ATHOOR",6,68,23,0
"TAMIL NADU","DINDIGUL","KODAIKANAL",1458,0,0,0
"TAMIL NADU","DINDIGUL","VEDASANDUR",27,0,124,0
"TAMIL NADU","ERODE","AMMAPETTAI",10,53,98,0
"TAMIL NADU","ERODE","ANTHIYUR",53,204,52,152
"TAMIL NADU","ERODE","BHAVANI",107,213,168,106
"TAMIL NADU","ERODE","BHAVANI SAGAR",94,0,0,0
"TAMIL NADU","ERODE","CHENNIMALAI",492,6,29,3
"TAMIL NADU","ERODE","DHARAPURAM",405,7,42,164
"TAMIL NADU","ERODE","ERODE",166,39,1,21
"TAMIL NADU","ERODE","GOBI",133,29,3,0
"TAMIL NADU","ERODE","KANGAYAM",193,7,15,20
"TAMIL NADU","ERODE","KODUMUDI",1860,19,1,6
