-----
{
 "description": "The table refers to block wise irrigation potential utilised under surface flow schemes. It has been sourced from 2nd census of minor irrigation scheme(1993-94) from Ministry of Water Resources.", 
 "file_name": "blcktab4.12.csv", 
 "title": "Download CSV for Blockwise Irrigation potential utilised under Surface Flow Schemes for 2nd census of Minor Irrigation Schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/blcktab4.12.csv"
}
-----
State,District,Block,Actual area irrigated (Ha) - Kharif,Actual area irrigated (Ha) - Rabi,Actual area irrigated (Ha) - Perennial,Actual area irrigated (Ha) - Others,Total
ANDHRA PRADESH,GUNTUR,PHIRANGIPURAM,28,0,0,0,28
ANDHRA PRADESH,GUNTUR,PIDUGURALLA,244,0,0,0,244
ANDHRA PRADESH,GUNTUR,PITTALAVANIPALEM,NA,NA,NA,NA,NA
ANDHRA PRADESH,GUNTUR,PONNUR,NA,NA,NA,NA,NA
ANDHRA PRADESH,GUNTUR,PRATHIPADU,50,0,0,0,50
ANDHRA PRADESH,GUNTUR,RAJUPALEM,20,0,0,0,20
ANDHRA PRADESH,GUNTUR,RENTACHINTALA,29,26,0,0,55
ANDHRA PRADESH,GUNTUR,REPALLE,NA,NA,NA,NA,NA
ANDHRA PRADESH,GUNTUR,ROMPICHERLA,223,0,0,0,223
ANDHRA PRADESH,GUNTUR,SATTENAPALLE,90,0,0,0,90
ANDHRA PRADESH,GUNTUR,SAV'PURAM KANUM'PUDI,167,0,0,0,167
ANDHRA PRADESH,GUNTUR,TADEPALLE,0,0,0,0,0
ANDHRA PRADESH,GUNTUR,TADIKONDA,106,0,0,0,106
ANDHRA PRADESH,GUNTUR,TENALI,NA,NA,NA,NA,NA
ANDHRA PRADESH,GUNTUR,THULLUR,12,0,0,0,12
ANDHRA PRADESH,GUNTUR,TSUNDUR,NA,NA,NA,NA,NA
ANDHRA PRADESH,GUNTUR,VATTICHERUKURU,40,0,0,0,40
ANDHRA PRADESH,GUNTUR,VELDURTHY,0,0,0,0,0
ANDHRA PRADESH,GUNTUR,VEMURU,NA,NA,NA,NA,NA
ANDHRA PRADESH,GUNTUR,VINUKONDA,844,0,0,0,844
ANDHRA PRADESH,HYDERABAD,CHARMINAR,16,6,4,0,26
ANDHRA PRADESH,HYDERABAD,GOLCONDA,45,18,19,0,82
ANDHRA PRADESH,HYDERABAD,MUSHEERABAD,0,0,61,0,61
ANDHRA PRADESH,HYDERABAD,SECUNDERABAD,0,0,0,0,0
ANDHRA PRADESH,KARIMNAGAR,BEJJANKI,0,0,0,0,0
ANDHRA PRADESH,KARIMNAGAR,BHEEMADEVARPALLE,1,0,0,0,1
ANDHRA PRADESH,KARIMNAGAR,BOINPALLE,0,0,0,0,0
ANDHRA PRADESH,KARIMNAGAR,CHANDURTHI,0,0,0,0,0
ANDHRA PRADESH,KARIMNAGAR,CHIGURUMAMIDI,0,0,0,0,0
ANDHRA PRADESH,KARIMNAGAR,CHOPPADANDI,337,133,0,0,470
ANDHRA PRADESH,KARIMNAGAR,DHARMAPURI,1535,306,0,0,1841
ANDHRA PRADESH,KARIMNAGAR,DHARMARAM,1080,632,0,0,1712
ANDHRA PRADESH,KARIMNAGAR,ELKATHURTHI,384,91,0,0,475
ANDHRA PRADESH,KARIMNAGAR,ELLANTHAKUNTA,0,0,0,0,0
ANDHRA PRADESH,KARIMNAGAR,GAMBHIRAOPET,325,185,0,0,510
ANDHRA PRADESH,KARIMNAGAR,GANGADHARA,0,0,0,0,0
ANDHRA PRADESH,KARIMNAGAR,GOLLAPALLE,720,450,0,0,1170
ANDHRA PRADESH,KARIMNAGAR,HUSNABAD,0,0,0,0,0
ANDHRA PRADESH,KARIMNAGAR,HUZURABAD,639,241,0,0,880
ANDHRA PRADESH,KARIMNAGAR,IBRAHIMPATNAM,671,77,0,0,748
ANDHRA PRADESH,KARIMNAGAR,JAGTIAL,1142,746,0,0,1888
ANDHRA PRADESH,KARIMNAGAR,JAMMIKUNTA,615,19,0,0,634
ANDHRA PRADESH,KARIMNAGAR,JULAPALLE,686,130,0,0,816
ANDHRA PRADESH,KARIMNAGAR,KAMALAPUR,793,0,0,0,793
ANDHRA PRADESH,KARIMNAGAR,KAMANPUR,701,36,0,0,737
ANDHRA PRADESH,KARIMNAGAR,KARIMNAGAR,0,0,0,0,0
ANDHRA PRADESH,KARIMNAGAR,KATARAM,1950,298,0,0,2248
ANDHRA PRADESH,KARIMNAGAR,KATHLAPUR,0,0,0,0,0
ANDHRA PRADESH,KARIMNAGAR,KODIMIAL,0,0,0,0,0
ANDHRA PRADESH,KARIMNAGAR,KOHEDA,0,0,0,0,0
ANDHRA PRADESH,KARIMNAGAR,KONARAOPETA,237,20,0,0,257
ANDHRA PRADESH,KARIMNAGAR,KORATLA,731,253,0,0,984
ANDHRA PRADESH,KARIMNAGAR,MAHADEVPUR,859,0,0,0,859
ANDHRA PRADESH,KARIMNAGAR,MAHADEVPUR,695,67,0,0,762
ANDHRA PRADESH,KARIMNAGAR,MALHARRAO MANDAL,1162,253,0,0,1415
ANDHRA PRADESH,KARIMNAGAR,MALLAPUR,765,122,0,0,887
ANDHRA PRADESH,KARIMNAGAR,MALLIAL,134,122,0,0,256
ANDHRA PRADESH,KARIMNAGAR,MANAKONDUR,534,111,0,0,645
ANDHRA PRADESH,KARIMNAGAR,MANTHANI,1832,477,0,0,2309
ANDHRA PRADESH,KARIMNAGAR,MANTHANI,1008,101,0,0,1109
ANDHRA PRADESH,KARIMNAGAR,MEDIPALLE,291,264,0,0,555
ANDHRA PRADESH,KARIMNAGAR,METPALLE,705,108,0,0,813
ANDHRA PRADESH,KARIMNAGAR,MUSTABAD,0,0,0,0,0
ANDHRA PRADESH,KARIMNAGAR,ODELA,1514,659,0,0,2173
ANDHRA PRADESH,KARIMNAGAR,PEDDAPALLE,1333,435,0,0,1768
ANDHRA PRADESH,KARIMNAGAR,PEGADAPALLE,1294,1217,0,0,2511
ANDHRA PRADESH,KARIMNAGAR,RAIKAL,904,205,0,0,1109
ANDHRA PRADESH,KARIMNAGAR,RAMADUGU,0,0,0,0,0
ANDHRA PRADESH,KARIMNAGAR,RAMAGUNDAM,805,231,2,0,1038
ANDHRA PRADESH,KARIMNAGAR,SAIDAPUR,0,0,0,0,0
ANDHRA PRADESH,KARIMNAGAR,SARANGAPUR,493,127,0,0,620
ANDHRA PRADESH,KARIMNAGAR,SHANKARA PATNAM,704,256,0,0,960
ANDHRA PRADESH,KARIMNAGAR,SIRSILLA,0,0,0,0,0
ANDHRA PRADESH,KARIMNAGAR,SRIRAMPUR,1552,42,0,0,1594
ANDHRA PRADESH,KARIMNAGAR,SULTANABAD,1121,314,0,0,1435
ANDHRA PRADESH,KARIMNAGAR,THIMMAPUR,7,4,0,0,11
ANDHRA PRADESH,KARIMNAGAR,VEENAVANKA,607,190,0,0,797
ANDHRA PRADESH,KARIMNAGAR,VELGATOOR,1081,524,0,0,1605
ANDHRA PRADESH,KARIMNAGAR,VEMULAWADA,0,0,0,0,0
ANDHRA PRADESH,KARIMNAGAR,YELLAREDDIPETA,40,53,0,0,93
ANDHRA PRADESH,KHAMMAM,ASWAPURAM,1852,0,0,0,1852
ANDHRA PRADESH,KHAMMAM,ASWARAOPETA,775,844,0,0,1619
ANDHRA PRADESH,KHAMMAM,BAYYARAM,2482,48,0,0,2530
ANDHRA PRADESH,KHAMMAM,BHADRACHALAM,616,0,0,0,616
ANDHRA PRADESH,KHAMMAM,BONAKAL,1096,65,0,0,1161
ANDHRA PRADESH,KHAMMAM,BURGAMPADU,893,101,0,0,994
ANDHRA PRADESH,KHAMMAM,CHANDRUGONDA,2846,0,0,0,2846
ANDHRA PRADESH,KHAMMAM,CHERLA,1078,0,0,0,1078
ANDHRA PRADESH,KHAMMAM,CHINTHAKANI,1079,317,0,0,1396
ANDHRA PRADESH,KHAMMAM,CHINTUR,33,2,0,0,35
ANDHRA PRADESH,KHAMMAM,DAMMAPETA,2432,0,0,0,2432
ANDHRA PRADESH,KHAMMAM,DUMMUGUDEM,1644,0,0,0,1644
ANDHRA PRADESH,KHAMMAM,ENKURU,198,32,0,0,230
ANDHRA PRADESH,KHAMMAM,GARLA,1876,0,0,0,1876
ANDHRA PRADESH,KHAMMAM,GUNDALA,316,0,0,0,316
ANDHRA PRADESH,KHAMMAM,JULURPAD,650,0,0,0,650
ANDHRA PRADESH,KHAMMAM,KALLURU,1671,110,0,0,1781
ANDHRA PRADESH,KHAMMAM,KAMEPALLE,1467,91,0,0,1558
ANDHRA PRADESH,KHAMMAM,KHAMMAM (RURAL),143,66,0,0,209
ANDHRA PRADESH,KHAMMAM,KHAMMAM (URBAN),944,191,0,0,1135
ANDHRA PRADESH,KHAMMAM,KONIJERLA,562,156,0,0,718
ANDHRA PRADESH,KHAMMAM,KOTHAGUDEM,1214,0,0,0,1214
ANDHRA PRADESH,KHAMMAM,KUKUNOOR,450,6,0,0,456
ANDHRA PRADESH,KHAMMAM,KUNAVARAM,127,0,0,0,127
ANDHRA PRADESH,KHAMMAM,KUSUMANCHI,70,0,0,0,70
ANDHRA PRADESH,KHAMMAM,MADHIRA,765,163,1,0,929
ANDHRA PRADESH,KHAMMAM,MANUGUR,1448,0,0,0,1448
ANDHRA PRADESH,KHAMMAM,MUDIGONDA,830,292,0,0,1122
ANDHRA PRADESH,KHAMMAM,MULAKALAPALLE,1059,18,0,0,1077
ANDHRA PRADESH,KHAMMAM,NELAKONDAPALLE,835,444,0,0,1279
ANDHRA PRADESH,KHAMMAM,PALWANCHA,637,77,0,0,714
ANDHRA PRADESH,KHAMMAM,PENUBALLI,889,12,0,0,901
ANDHRA PRADESH,KHAMMAM,PINAPAKA,3423,0,0,0,3423
ANDHRA PRADESH,KHAMMAM,SATHUPALLE,2704,0,0,0,2704
ANDHRA PRADESH,KHAMMAM,SINGARENI,1313,97,0,0,1410
ANDHRA PRADESH,KHAMMAM,TEKULAPALLE,822,20,0,0,842
ANDHRA PRADESH,KHAMMAM,THALLADA,718,170,0,0,888
ANDHRA PRADESH,KHAMMAM,THIRUMALAYAPALEM,848,115,0,0,963
ANDHRA PRADESH,KHAMMAM,VARARAMACHANDRAPURAM,159,11,0,0,170
ANDHRA PRADESH,KHAMMAM,VELAIRPAD,816,0,0,0,816
ANDHRA PRADESH,KHAMMAM,VEMSOOR,2897,0,0,0,2897
ANDHRA PRADESH,KHAMMAM,VENKATAPURAM,733,16,0,0,749
ANDHRA PRADESH,KHAMMAM,WAZEED,265,0,0,0,265
ANDHRA PRADESH,KHAMMAM,WYRA,158,0,0,0,158
ANDHRA PRADESH,KHAMMAM,YELLANDU,1071,122,0,0,1193
ANDHRA PRADESH,KHAMMAM,YERRUPALEM,1352,71,0,0,1423
ANDHRA PRADESH,KRISHNA,A.KONDURU,749,0,0,0,749
ANDHRA PRADESH,KRISHNA,AGIRIPALLE,2385,0,0,0,2385
ANDHRA PRADESH,KRISHNA,AVANIGADDA,NA,NA,NA,NA,NA
ANDHRA PRADESH,KRISHNA,BANTUMILLI,NA,NA,NA,NA,NA
ANDHRA PRADESH,KRISHNA,BAPULAPADU,0,10,0,0,10
ANDHRA PRADESH,KRISHNA,CHALLAPALLE,NA,NA,NA,NA,NA
ANDHRA PRADESH,KRISHNA,CHANDARLAPADU,214,0,0,0,214
ANDHRA PRADESH,KRISHNA,CHATRAI,685,263,57,0,1005
ANDHRA PRADESH,KRISHNA,G.KONDURU,1153,0,0,0,1153
ANDHRA PRADESH,KRISHNA,GAMPALAGUDEM,1129,142,0,0,1271
ANDHRA PRADESH,KRISHNA,GANNAVARAM,666,0,0,0,666
ANDHRA PRADESH,KRISHNA,GHANTASALA,NA,NA,NA,NA,NA
ANDHRA PRADESH,KRISHNA,GUDIVADA,NA,NA,NA,NA,NA
ANDHRA PRADESH,KRISHNA,GUDLAVALLERU,NA,NA,NA,NA,NA
ANDHRA PRADESH,KRISHNA,GUDUR,NA,NA,NA,NA,NA
ANDHRA PRADESH,KRISHNA,IBRAHIMPATNAM,243,0,0,65,308
ANDHRA PRADESH,KRISHNA,JAGGAYYAPETA,389,315,0,0,704
ANDHRA PRADESH,KRISHNA,KAIKALUR,NA,NA,NA,NA,NA
ANDHRA PRADESH,KRISHNA,KALIDINDI,NA,NA,NA,NA,NA
ANDHRA PRADESH,KRISHNA,KANCHIKACHERLA,187,12,0,0,199
ANDHRA PRADESH,KRISHNA,KANKIPADU,NA,NA,NA,NA,NA
ANDHRA PRADESH,KRISHNA,KODURU,NA,NA,NA,NA,NA
ANDHRA PRADESH,KRISHNA,KRUTHIVENNU,NA,NA,NA,NA,NA
ANDHRA PRADESH,KRISHNA,MACHILIPATNAM,NA,NA,NA,NA,NA
ANDHRA PRADESH,KRISHNA,MANDAVALLI,NA,NA,NA,NA,NA
ANDHRA PRADESH,KRISHNA,MOPIDEVI,NA,NA,NA,NA,NA
ANDHRA PRADESH,KRISHNA,MOVVA,NA,NA,NA,NA,NA
ANDHRA PRADESH,KRISHNA,MUDINEPALLE,NA,NA,NA,NA,NA
ANDHRA PRADESH,KRISHNA,MUSUNURU,941,0,0,13,954
ANDHRA PRADESH,KRISHNA,MYLAVARAM,662,738,0,0,1400
ANDHRA PRADESH,KRISHNA,NAGAYALANKA,NA,NA,NA,NA,NA
ANDHRA PRADESH,KRISHNA,NANDIGAMA,164,0,0,0,164
ANDHRA PRADESH,KRISHNA,NANDIVADA,NA,NA,NA,NA,NA
ANDHRA PRADESH,KRISHNA,NUZVID,113,0,0,0,113
ANDHRA PRADESH,KRISHNA,PAMARRU,NA,NA,NA,NA,NA
ANDHRA PRADESH,KRISHNA,PAMIDIMUKKALA,NA,NA,NA,NA,NA
ANDHRA PRADESH,KRISHNA,PEDANA,NA,NA,NA,NA,NA
ANDHRA PRADESH,KRISHNA,PEDAPARUPUDI,NA,NA,NA,NA,NA
ANDHRA PRADESH,KRISHNA,PENAMALURU,NA,NA,NA,NA,NA
ANDHRA PRADESH,KRISHNA,PENUGANCHIPROLU,233,0,0,9,242
ANDHRA PRADESH,KRISHNA,REDDIGUDEM,1790,1560,22,53,3425
ANDHRA PRADESH,KRISHNA,THOTLAVALLURU,NA,NA,NA,NA,NA
ANDHRA PRADESH,KRISHNA,TIRUVURU,2356,224,0,0,2580
ANDHRA PRADESH,KRISHNA,UNGUTURU,49,0,0,0,49
ANDHRA PRADESH,KRISHNA,VATSAVAI,473,216,0,0,689
ANDHRA PRADESH,KRISHNA,VEERULLAPADU,220,0,0,0,220
ANDHRA PRADESH,KRISHNA,VIJAYAWADA (URBAN),11,0,0,0,11
ANDHRA PRADESH,KRISHNA,VIJAYAWADA RURAL,737,0,0,0,737
ANDHRA PRADESH,KRISHNA,VISSANNAPET,1227,356,12,0,1595
ANDHRA PRADESH,KRISHNA,VUYYURU,NA,NA,NA,NA,NA
ANDHRA PRADESH,KURNOOL,ADONI,58,4,0,0,62
ANDHRA PRADESH,KURNOOL,ALLAGADDA,125,0,0,0,125
ANDHRA PRADESH,KURNOOL,ALUR,63,0,0,0,63
ANDHRA PRADESH,KURNOOL,ASPARI,28,51,0,0,79
ANDHRA PRADESH,KURNOOL,ATMAKUR,934,0,0,0,934
ANDHRA PRADESH,KURNOOL,BANAGANAPALLE,79,67,0,0,146
ANDHRA PRADESH,KURNOOL,BANDI ATMAKUR,832,0,0,0,832
ANDHRA PRADESH,KURNOOL,BETHAMCHERLA,18,3,0,0,21
ANDHRA PRADESH,KURNOOL,C.BELAGAL,167,162,0,0,329
ANDHRA PRADESH,KURNOOL,CHAGALAMARRI,NA,NA,NA,NA,NA
ANDHRA PRADESH,KURNOOL,CHIPPAGIRI,14,8,0,0,22
ANDHRA PRADESH,KURNOOL,DEVANAKONDA,53,127,0,0,180
ANDHRA PRADESH,KURNOOL,DHONE,335,121,0,0,456
ANDHRA PRADESH,KURNOOL,DORNIPADU,NA,NA,NA,NA,NA
ANDHRA PRADESH,KURNOOL,GADIVEMULA,141,0,0,0,141
ANDHRA PRADESH,KURNOOL,GONEGANDLA,1,0,0,0,1
ANDHRA PRADESH,KURNOOL,GOSPADU,NA,NA,NA,NA,NA
ANDHRA PRADESH,KURNOOL,GUDUR,42,73,0,0,115
ANDHRA PRADESH,KURNOOL,HALAHARVI,236,0,0,0,236
ANDHRA PRADESH,KURNOOL,HOLAGUNDA,138,0,0,0,138
ANDHRA PRADESH,KURNOOL,JUPADU BUNGALOW,531,42,3,0,576
ANDHRA PRADESH,KURNOOL,KALLUR,0,0,0,0,0
ANDHRA PRADESH,KURNOOL,KODUMUR,0,0,0,0,0
ANDHRA PRADESH,KURNOOL,KOILKUNTLA,NA,NA,NA,NA,NA
ANDHRA PRADESH,KURNOOL,KOLIMIGUNDLA,298,230,0,0,528
ANDHRA PRADESH,KURNOOL,KOSIGI,NA,NA,NA,NA,NA
ANDHRA PRADESH,KURNOOL,KOTHAPALLE,582,59,0,0,641
ANDHRA PRADESH,KURNOOL,KOWTHALAM,58,0,0,0,58
ANDHRA PRADESH,KURNOOL,KRISHNAGIRI,104,79,0,0,183
ANDHRA PRADESH,KURNOOL,KURNOOL,25,0,0,0,25
ANDHRA PRADESH,KURNOOL,MADDIKERA (EAST),56,1,0,0,57
ANDHRA PRADESH,KURNOOL,MAHANANDI,538,154,0,0,692
ANDHRA PRADESH,KURNOOL,MANTRALAYAM,37,4,0,0,41
ANDHRA PRADESH,KURNOOL,MIDTHUR,447,89,0,0,536
ANDHRA PRADESH,KURNOOL,NANDAVARAM,NA,NA,NA,NA,NA
ANDHRA PRADESH,KURNOOL,NANDIKOTKUR,NA,NA,NA,NA,NA
ANDHRA PRADESH,KURNOOL,NANDYAL,0,0,0,0,0
ANDHRA PRADESH,KURNOOL,ORVAKAL,181,76,0,0,257
ANDHRA PRADESH,KURNOOL,OWK,1043,202,0,0,1245
ANDHRA PRADESH,KURNOOL,PAGIDYALA,NA,NA,NA,NA,NA
ANDHRA PRADESH,KURNOOL,PAMULAPADU,NA,NA,NA,NA,NA
ANDHRA PRADESH,KURNOOL,PANYAM,434,64,0,0,498
ANDHRA PRADESH,KURNOOL,PATTIKONDA,92,0,0,0,92
ANDHRA PRADESH,KURNOOL,PEAPALLY,232,0,0,0,232
ANDHRA PRADESH,KURNOOL,PEDDA KADALUR,442,401,0,0,843
ANDHRA PRADESH,KURNOOL,RUDRAVARAM,956,0,0,0,956
ANDHRA PRADESH,KURNOOL,SANJAMALA,265,43,0,0,308
ANDHRA PRADESH,KURNOOL,SIRVEL,350,0,0,0,350
ANDHRA PRADESH,KURNOOL,SRISAILAM,NA,NA,NA,NA,NA
ANDHRA PRADESH,KURNOOL,TUGGALI,338,0,0,0,338
ANDHRA PRADESH,KURNOOL,UYYALAWADA,49,0,0,0,49
ANDHRA PRADESH,KURNOOL,VELDURTHI,113,191,0,0,304
ANDHRA PRADESH,KURNOOL,VELGODE,515,85,0,0,600
ANDHRA PRADESH,KURNOOL,YEMMIGANUR,190,0,0,0,190
ANDHRA PRADESH,MAHABOOB NAGAR,ACHAMPETA,75,110,0,0,185
ANDHRA PRADESH,MAHABOOB NAGAR,ADDAKAL,2,47,0,0,49
ANDHRA PRADESH,MAHABOOB NAGAR,AIZA,202,8,0,0,210
ANDHRA PRADESH,MAHABOOB NAGAR,ALAMPUR,26,0,0,0,26
ANDHRA PRADESH,MAHABOOB NAGAR,AMANGAL,73,69,0,0,142
ANDHRA PRADESH,MAHABOOB NAGAR,AMRABAD,42,95,0,0,137
ANDHRA PRADESH,MAHABOOB NAGAR,ATMAKUR,4,52,0,0,56
ANDHRA PRADESH,MAHABOOB NAGAR,BALANAGAR,0,0,0,0,0
ANDHRA PRADESH,MAHABOOB NAGAR,BALMOOR,0,49,0,0,49
ANDHRA PRADESH,MAHABOOB NAGAR,BHOOTHPUR,0,0,0,0,0
ANDHRA PRADESH,MAHABOOB NAGAR,BIJINAPALLE,156,24,0,0,180
ANDHRA PRADESH,MAHABOOB NAGAR,BOMRASPETA,104,57,0,0,161
ANDHRA PRADESH,MAHABOOB NAGAR,CHINNACHITAKUNTA,33,170,0,0,203
ANDHRA PRADESH,MAHABOOB NAGAR,DAMARAGIDDA,48,231,0,0,279
ANDHRA PRADESH,MAHABOOB NAGAR,DEVARAKADARA,85,235,0,0,320
ANDHRA PRADESH,MAHABOOB NAGAR,DHANWADA,167,209,0,0,376
ANDHRA PRADESH,MAHABOOB NAGAR,DHARUR,6,5,0,0,11
ANDHRA PRADESH,MAHABOOB NAGAR,DOULATABAD,242,215,0,161,618
ANDHRA PRADESH,MAHABOOB NAGAR,FAROOQNAGAR,0,0,0,0,0
ANDHRA PRADESH,MAHABOOB NAGAR,GADWAL,147,264,0,0,411
ANDHRA PRADESH,MAHABOOB NAGAR,GHANPUR,0,0,0,0,0
ANDHRA PRADESH,MAHABOOB NAGAR,GHATTU,426,100,0,0,526
ANDHRA PRADESH,MAHABOOB NAGAR,GOPALPETA,NA,NA,NA,NA,NA
ANDHRA PRADESH,MAHABOOB NAGAR,HANWADA,41,0,0,0,41
ANDHRA PRADESH,MAHABOOB NAGAR,ITIKYAL,NA,NA,NA,NA,NA
ANDHRA PRADESH,MAHABOOB NAGAR,JADCHERLA,0,0,0,0,0
ANDHRA PRADESH,MAHABOOB NAGAR,KALWAKURTHY,0,0,0,0,0
ANDHRA PRADESH,MAHABOOB NAGAR,KESHAMPETA,0,0,0,0,0
ANDHRA PRADESH,MAHABOOB NAGAR,KODAIR,0,0,0,0,0
ANDHRA PRADESH,MAHABOOB NAGAR,KODANGAL,NA,NA,NA,NA,NA
ANDHRA PRADESH,MAHABOOB NAGAR,KOILKONDA,23,24,0,0,47
ANDHRA PRADESH,MAHABOOB NAGAR,KOLLAPUR,466,19,0,0,485
ANDHRA PRADESH,MAHABOOB NAGAR,KONDURG,0,0,0,0,0
ANDHRA PRADESH,MAHABOOB NAGAR,KOSGI,0,0,0,0,0
ANDHRA PRADESH,MAHABOOB NAGAR,KOTHAKOTA,1725,1425,0,0,3150
ANDHRA PRADESH,MAHABOOB NAGAR,KOTHUR,0,0,0,0,0
ANDHRA PRADESH,MAHABOOB NAGAR,LINGAL,6,35,0,0,41
ANDHRA PRADESH,MAHABOOB NAGAR,MADDUR,4,84,0,0,88
ANDHRA PRADESH,MAHABOOB NAGAR,MADGUL,0,0,0,0,0
ANDHRA PRADESH,MAHABOOB NAGAR,MAGANOOR,126,28,0,0,154
ANDHRA PRADESH,MAHABOOB NAGAR,MAHBUBNAGAR,0,0,0,0,0
ANDHRA PRADESH,MAHABOOB NAGAR,MAKTHAL,131,161,0,0,292
ANDHRA PRADESH,MAHABOOB NAGAR,MALDAKAL,0,0,0,0,0
ANDHRA PRADESH,MAHABOOB NAGAR,MANOPADU,11,0,0,0,11
ANDHRA PRADESH,MAHABOOB NAGAR,MIDJIL,4,1,0,0,5
ANDHRA PRADESH,MAHABOOB NAGAR,NAGARKURNOOL,0,0,0,0,0
ANDHRA PRADESH,MAHABOOB NAGAR,NARAYANPET,304,446,0,0,750
ANDHRA PRADESH,MAHABOOB NAGAR,NARVA,0,0,0,0,0
ANDHRA PRADESH,MAHABOOB NAGAR,NAWABPET,0,0,0,0,0
ANDHRA PRADESH,MAHABOOB NAGAR,PANGAL,0,148,0,0,148
ANDHRA PRADESH,MAHABOOB NAGAR,PEBBAIR,3,0,0,0,3
ANDHRA PRADESH,MAHABOOB NAGAR,PEDDAKOTHAPALLE,1,0,0,0,1
ANDHRA PRADESH,MAHABOOB NAGAR,PEDDAMANDADI,0,53,0,0,53
ANDHRA PRADESH,MAHABOOB NAGAR,TADOOR,0,0,0,0,0
ANDHRA PRADESH,MAHABOOB NAGAR,TALAKONDAPALLE,0,0,0,0,0
ANDHRA PRADESH,MAHABOOB NAGAR,TELKAPALLE,0,0,0,0,0
ANDHRA PRADESH,MAHABOOB NAGAR,THIMMAJIPETA,316,105,5,15,441
ANDHRA PRADESH,MAHABOOB NAGAR,UPPUNUNTHALA,0,91,0,0,91
ANDHRA PRADESH,MAHABOOB NAGAR,UTKOOR,0,214,0,0,214
ANDHRA PRADESH,MAHABOOB NAGAR,VANGOOR,39,108,0,0,147
ANDHRA PRADESH,MAHABOOB NAGAR,VEEPANGANDLA,0,0,0,0,0
ANDHRA PRADESH,MAHABOOB NAGAR,VELDANDA,10,91,0,0,101
ANDHRA PRADESH,MAHABOOB NAGAR,WADDEPALLE,52,18,0,0,70
ANDHRA PRADESH,MAHABOOB NAGAR,WANAPARTHY,34,0,0,0,34
ANDHRA PRADESH,MEDAK,ALLADURG,728,0,0,0,728
ANDHRA PRADESH,MEDAK,ANDOLE,301,0,0,0,301
ANDHRA PRADESH,MEDAK,CHEGUNTA,84,24,0,0,108
ANDHRA PRADESH,MEDAK,CHINNAKODUR,0,0,0,0,0
ANDHRA PRADESH,MEDAK,DOULTABAD,0,0,0,0,0
ANDHRA PRADESH,MEDAK,DUBBAK,0,0,0,0,0
ANDHRA PRADESH,MEDAK,GAJWEL,0,0,0,0,0
ANDHRA PRADESH,MEDAK,HATHNOORA,633,0,66,0,699
ANDHRA PRADESH,MEDAK,JAGDEVPUR,1065,0,0,0,1065
ANDHRA PRADESH,MEDAK,JHARASANGAM,41,14,22,0,77
ANDHRA PRADESH,MEDAK,JINNARAM,289,47,0,0,336
ANDHRA PRADESH,MEDAK,KALHER,215,44,0,0,259
ANDHRA PRADESH,MEDAK,KANGTI,NA,NA,NA,NA,NA
ANDHRA PRADESH,MEDAK,KOHIR,NA,NA,NA,NA,NA
ANDHRA PRADESH,MEDAK,KONDAPAK,176,79,0,0,255
ANDHRA PRADESH,MEDAK,KONDAPUR,13,0,0,0,13
ANDHRA PRADESH,MEDAK,KOWDIPALLI,670,27,111,81,889
ANDHRA PRADESH,MEDAK,KULCHARAM,967,36,0,0,1003
ANDHRA PRADESH,MEDAK,MANOOR,NA,NA,NA,NA,NA
ANDHRA PRADESH,MEDAK,MEDAK,4153,368,0,0,4521
ANDHRA PRADESH,MEDAK,MIRDODDI,0,0,0,0,0
ANDHRA PRADESH,MEDAK,MULUG,287,27,0,0,314
ANDHRA PRADESH,MEDAK,MUNPALLE,0,0,0,0,0
ANDHRA PRADESH,MEDAK,NANGANUR,0,0,0,0,0
ANDHRA PRADESH,MEDAK,NARAYANKHED,587,0,37,0,624
ANDHRA PRADESH,MEDAK,NARSAPUR,1523,22,16,0,1561
ANDHRA PRADESH,MEDAK,NYALKAL,5,5,2,0,12
ANDHRA PRADESH,MEDAK,PAPANNAPET,2009,122,0,0,2131
ANDHRA PRADESH,MEDAK,PATANCHERU,429,38,0,0,467
ANDHRA PRADESH,MEDAK,PULKAL,117,0,0,0,117
ANDHRA PRADESH,MEDAK,RAIKODE,21,6,10,0,37
ANDHRA PRADESH,MEDAK,RAMAYAMPET,NA,NA,NA,NA,NA
ANDHRA PRADESH,MEDAK,RAMCHANDRAPURAM,82,21,0,0,103
ANDHRA PRADESH,MEDAK,REGODE,115,0,0,0,115
ANDHRA PRADESH,MEDAK,SADASIVPET,15,17,11,0,43
ANDHRA PRADESH,MEDAK,SANGAREDDY,124,0,0,0,124
ANDHRA PRADESH,MEDAK,SHANKARAMPET[A],784,40,12,0,836
ANDHRA PRADESH,MEDAK,SHANKARAMPET[R],1948,536,0,0,2484
ANDHRA PRADESH,MEDAK,SHIVAMPET,141,3,0,0,144
ANDHRA PRADESH,MEDAK,SIDDIPET,0,0,0,0,0
ANDHRA PRADESH,MEDAK,TEKMAL,1303,21,0,0,1324
ANDHRA PRADESH,MEDAK,TUPRAN,172,0,0,2,174
ANDHRA PRADESH,MEDAK,WARGAL,348,0,0,0,348
ANDHRA PRADESH,MEDAK,YELDURTHY,1581,191,0,0,1772
ANDHRA PRADESH,MEDAK,ZAHIRABAD,20,0,0,0,20
