-----
{
 "description": "The table refers to block wise irrigation potential utilised through Deep Tubewells . The report has been sourced from 2nd census of minor irrigation scheme(1993-94) from ministry of water resources.", 
 "file_name": "blckdptbwltab3.14.csv", 
 "title": "Download CSV for Block wise Irrigation potential utilised through Deep Tubewells for 2nd Census of Minor Irrigation Schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/blckdptbwltab3.14.csv"
}
-----
"State","District","Block","Actual area irrigated (Ha) - Kharif","Actual area irrigated (Ha) - Rabi","Actual area irrigated (Ha) - Perennial","Actual area irrigated (Ha) - Others"
"ANDHRA PRADESH","GUNTUR","PEDAKAKANI",NA,NA,NA,NA
"ANDHRA PRADESH","GUNTUR","PEDAKURAPADU",NA,NA,NA,NA
"ANDHRA PRADESH","GUNTUR","PEDANANDIPADU",NA,NA,NA,NA
"ANDHRA PRADESH","GUNTUR","PHIRANGIPURAM",NA,NA,NA,NA
"ANDHRA PRADESH","GUNTUR","PIDUGURALLA",NA,NA,NA,NA
"ANDHRA PRADESH","GUNTUR","PITTALAVANIPALEM",NA,NA,NA,NA
"ANDHRA PRADESH","GUNTUR","PONNUR",NA,NA,NA,NA
"ANDHRA PRADESH","GUNTUR","PRATHIPADU",NA,NA,NA,NA
"ANDHRA PRADESH","GUNTUR","RAJUPALEM",NA,NA,NA,NA
"ANDHRA PRADESH","GUNTUR","RENTACHINTALA",NA,NA,NA,NA
"ANDHRA PRADESH","GUNTUR","REPALLE",NA,NA,NA,NA
"ANDHRA PRADESH","GUNTUR","ROMPICHERLA",NA,NA,NA,NA
"ANDHRA PRADESH","GUNTUR","SATTENAPALLE",NA,NA,NA,NA
"ANDHRA PRADESH","GUNTUR","SAV'PURAM KANUM'PUDI",NA,NA,NA,NA
"ANDHRA PRADESH","GUNTUR","TADEPALLE",NA,NA,NA,NA
"ANDHRA PRADESH","GUNTUR","TADIKONDA",NA,NA,NA,NA
"ANDHRA PRADESH","GUNTUR","TENALI",NA,NA,NA,NA
"ANDHRA PRADESH","GUNTUR","THULLUR",NA,NA,NA,NA
"ANDHRA PRADESH","GUNTUR","TSUNDUR",NA,NA,NA,NA
"ANDHRA PRADESH","GUNTUR","VATTICHERUKURU",NA,NA,NA,NA
"ANDHRA PRADESH","GUNTUR","VELDURTHY",NA,NA,NA,NA
"ANDHRA PRADESH","GUNTUR","VEMURU",NA,NA,NA,NA
"ANDHRA PRADESH","GUNTUR","VINUKONDA",NA,NA,NA,NA
"ANDHRA PRADESH","HYDERABAD","CHARMINAR",NA,NA,NA,NA
"ANDHRA PRADESH","HYDERABAD","GOLCONDA",NA,NA,NA,NA
"ANDHRA PRADESH","HYDERABAD","MUSHEERABAD",NA,NA,NA,NA
"ANDHRA PRADESH","HYDERABAD","SECUNDERABAD",NA,NA,NA,NA
"ANDHRA PRADESH","KARIMNAGAR","BEJJANKI",NA,NA,NA,NA
"ANDHRA PRADESH","KARIMNAGAR","BHEEMADEVARPALLE",NA,NA,NA,NA
"ANDHRA PRADESH","KARIMNAGAR","BOINPALLE",NA,NA,NA,NA
"ANDHRA PRADESH","KARIMNAGAR","CHANDURTHI",NA,NA,NA,NA
"ANDHRA PRADESH","KARIMNAGAR","CHIGURUMAMIDI",NA,NA,NA,NA
"ANDHRA PRADESH","KARIMNAGAR","CHOPPADANDI",NA,NA,NA,NA
"ANDHRA PRADESH","KARIMNAGAR","DHARMAPURI",NA,NA,NA,NA
"ANDHRA PRADESH","KARIMNAGAR","DHARMARAM",NA,NA,NA,NA
"ANDHRA PRADESH","KARIMNAGAR","ELKATHURTHI",NA,NA,NA,NA
"ANDHRA PRADESH","KARIMNAGAR","ELLANTHAKUNTA",NA,NA,NA,NA
"ANDHRA PRADESH","KARIMNAGAR","GAMBHIRAOPET",NA,NA,NA,NA
"ANDHRA PRADESH","KARIMNAGAR","GANGADHARA",NA,NA,NA,NA
"ANDHRA PRADESH","KARIMNAGAR","GOLLAPALLE",NA,NA,NA,NA
"ANDHRA PRADESH","KARIMNAGAR","HUSNABAD",NA,NA,NA,NA
"ANDHRA PRADESH","KARIMNAGAR","HUZURABAD",NA,NA,NA,NA
"ANDHRA PRADESH","KARIMNAGAR","IBRAHIMPATNAM",NA,NA,NA,NA
"ANDHRA PRADESH","KARIMNAGAR","JAGTIAL",NA,NA,NA,NA
"ANDHRA PRADESH","KARIMNAGAR","JAMMIKUNTA",NA,NA,NA,NA
"ANDHRA PRADESH","KARIMNAGAR","JULAPALLE",NA,NA,NA,NA
"ANDHRA PRADESH","KARIMNAGAR","KAMALAPUR",NA,NA,NA,NA
"ANDHRA PRADESH","KARIMNAGAR","KAMANPUR",NA,NA,NA,NA
"ANDHRA PRADESH","KARIMNAGAR","KARIMNAGAR",NA,NA,NA,NA
"ANDHRA PRADESH","KARIMNAGAR","KATARAM",137,77,14,0
"ANDHRA PRADESH","KARIMNAGAR","KATHLAPUR",NA,NA,NA,NA
"ANDHRA PRADESH","KARIMNAGAR","KODIMIAL",NA,NA,NA,NA
"ANDHRA PRADESH","KARIMNAGAR","KOHEDA",NA,NA,NA,NA
"ANDHRA PRADESH","KARIMNAGAR","KONARAOPETA",NA,NA,NA,NA
"ANDHRA PRADESH","KARIMNAGAR","KORATLA",NA,NA,NA,NA
"ANDHRA PRADESH","KARIMNAGAR","MAHADEVPUR",201,0,0,0
"ANDHRA PRADESH","KARIMNAGAR","MAHADEVPUR",111,7,0,0
"ANDHRA PRADESH","KARIMNAGAR","MALHARRAO MANDAL",14,5,5,0
"ANDHRA PRADESH","KARIMNAGAR","MALLAPUR",NA,NA,NA,NA
"ANDHRA PRADESH","KARIMNAGAR","MALLIAL",NA,NA,NA,NA
"ANDHRA PRADESH","KARIMNAGAR","MANAKONDUR",NA,NA,NA,NA
"ANDHRA PRADESH","KARIMNAGAR","MANTHANI",45,16,0,0
"ANDHRA PRADESH","KARIMNAGAR","MANTHANI",1,0,0,0
"ANDHRA PRADESH","KARIMNAGAR","MEDIPALLE",NA,NA,NA,NA
"ANDHRA PRADESH","KARIMNAGAR","METPALLE",NA,NA,NA,NA
"ANDHRA PRADESH","KARIMNAGAR","MUSTABAD",NA,NA,NA,NA
"ANDHRA PRADESH","KARIMNAGAR","ODELA",NA,NA,NA,NA
"ANDHRA PRADESH","KARIMNAGAR","PEDDAPALLE",NA,NA,NA,NA
"ANDHRA PRADESH","KARIMNAGAR","PEGADAPALLE",NA,NA,NA,NA
"ANDHRA PRADESH","KARIMNAGAR","RAIKAL",NA,NA,NA,NA
"ANDHRA PRADESH","KARIMNAGAR","RAMADUGU",NA,NA,NA,NA
"ANDHRA PRADESH","KARIMNAGAR","RAMAGUNDAM",NA,NA,NA,NA
"ANDHRA PRADESH","KARIMNAGAR","SAIDAPUR",NA,NA,NA,NA
"ANDHRA PRADESH","KARIMNAGAR","SARANGAPUR",NA,NA,NA,NA
"ANDHRA PRADESH","KARIMNAGAR","SHANKARA PATNAM",NA,NA,NA,NA
"ANDHRA PRADESH","KARIMNAGAR","SIRSILLA",NA,NA,NA,NA
"ANDHRA PRADESH","KARIMNAGAR","SRIRAMPUR",NA,NA,NA,NA
"ANDHRA PRADESH","KARIMNAGAR","SULTANABAD",NA,NA,NA,NA
"ANDHRA PRADESH","KARIMNAGAR","THIMMAPUR",NA,NA,NA,NA
"ANDHRA PRADESH","KARIMNAGAR","VEENAVANKA",NA,NA,NA,NA
"ANDHRA PRADESH","KARIMNAGAR","VELGATOOR",NA,NA,NA,NA
"ANDHRA PRADESH","KARIMNAGAR","VEMULAWADA",NA,NA,NA,NA
"ANDHRA PRADESH","KARIMNAGAR","YELLAREDDIPETA",NA,NA,NA,NA
"ANDHRA PRADESH","KHAMMAM","ASWAPURAM",NA,NA,NA,NA
"ANDHRA PRADESH","KHAMMAM","ASWARAOPETA",177,342,15,0
"ANDHRA PRADESH","KHAMMAM","BAYYARAM",NA,NA,NA,NA
"ANDHRA PRADESH","KHAMMAM","BHADRACHALAM",NA,NA,NA,NA
"ANDHRA PRADESH","KHAMMAM","BONAKAL",17,2,0,0
"ANDHRA PRADESH","KHAMMAM","BURGAMPADU",NA,NA,NA,NA
"ANDHRA PRADESH","KHAMMAM","CHANDRUGONDA",NA,NA,NA,NA
"ANDHRA PRADESH","KHAMMAM","CHERLA",NA,NA,NA,NA
"ANDHRA PRADESH","KHAMMAM","CHINTHAKANI",NA,NA,NA,NA
"ANDHRA PRADESH","KHAMMAM","CHINTUR",NA,NA,NA,NA
"ANDHRA PRADESH","KHAMMAM","DAMMAPETA",1530,367,0,0
"ANDHRA PRADESH","KHAMMAM","DUMMUGUDEM",NA,NA,NA,NA
"ANDHRA PRADESH","KHAMMAM","ENKURU",NA,NA,NA,NA
"ANDHRA PRADESH","KHAMMAM","GARLA",NA,NA,NA,NA
"ANDHRA PRADESH","KHAMMAM","GUNDALA",NA,NA,NA,NA
"ANDHRA PRADESH","KHAMMAM","JULURPAD",NA,NA,NA,NA
"ANDHRA PRADESH","KHAMMAM","KALLURU",NA,NA,NA,NA
"ANDHRA PRADESH","KHAMMAM","KAMEPALLE",NA,NA,NA,NA
"ANDHRA PRADESH","KHAMMAM","KHAMMAM (RURAL)",NA,NA,NA,NA
"ANDHRA PRADESH","KHAMMAM","KHAMMAM (URBAN)",NA,NA,NA,NA
"ANDHRA PRADESH","KHAMMAM","KONIJERLA",NA,NA,NA,NA
"ANDHRA PRADESH","KHAMMAM","KOTHAGUDEM",16,4,0,0
"ANDHRA PRADESH","KHAMMAM","KUKUNOOR",NA,NA,NA,NA
"ANDHRA PRADESH","KHAMMAM","KUNAVARAM",NA,NA,NA,NA
"ANDHRA PRADESH","KHAMMAM","KUSUMANCHI",NA,NA,NA,NA
"ANDHRA PRADESH","KHAMMAM","MADHIRA",NA,NA,NA,NA
"ANDHRA PRADESH","KHAMMAM","MANUGUR",NA,NA,NA,NA
"ANDHRA PRADESH","KHAMMAM","MUDIGONDA",NA,NA,NA,NA
"ANDHRA PRADESH","KHAMMAM","MULAKALAPALLE",NA,NA,NA,NA
"ANDHRA PRADESH","KHAMMAM","NELAKONDAPALLE",NA,NA,NA,NA
"ANDHRA PRADESH","KHAMMAM","PALWANCHA",NA,NA,NA,NA
"ANDHRA PRADESH","KHAMMAM","PENUBALLI",NA,NA,NA,NA
"ANDHRA PRADESH","KHAMMAM","PINAPAKA",NA,NA,NA,NA
"ANDHRA PRADESH","KHAMMAM","SATHUPALLE",258,53,91,0
"ANDHRA PRADESH","KHAMMAM","SINGARENI",NA,NA,NA,NA
"ANDHRA PRADESH","KHAMMAM","TEKULAPALLE",6,0,0,0
"ANDHRA PRADESH","KHAMMAM","THALLADA",NA,NA,NA,NA
"ANDHRA PRADESH","KHAMMAM","THIRUMALAYAPALEM",NA,NA,NA,NA
"ANDHRA PRADESH","KHAMMAM","VARARAMACHANDRAPURAM",NA,NA,NA,NA
"ANDHRA PRADESH","KHAMMAM","VELAIRPAD",NA,NA,NA,NA
"ANDHRA PRADESH","KHAMMAM","VEMSOOR",NA,NA,NA,NA
"ANDHRA PRADESH","KHAMMAM","VENKATAPURAM",NA,NA,NA,NA
"ANDHRA PRADESH","KHAMMAM","WAZEED",NA,NA,NA,NA
"ANDHRA PRADESH","KHAMMAM","WYRA",NA,NA,NA,NA
"ANDHRA PRADESH","KHAMMAM","YELLANDU",NA,NA,NA,NA
"ANDHRA PRADESH","KHAMMAM","YERRUPALEM",NA,NA,NA,NA
"ANDHRA PRADESH","KRISHNA","A.KONDURU",NA,NA,NA,NA
"ANDHRA PRADESH","KRISHNA","AGIRIPALLE",10,3,31,3
"ANDHRA PRADESH","KRISHNA","AVANIGADDA",NA,NA,NA,NA
"ANDHRA PRADESH","KRISHNA","BANTUMILLI",NA,NA,NA,NA
"ANDHRA PRADESH","KRISHNA","BAPULAPADU",495,419,67,397
"ANDHRA PRADESH","KRISHNA","CHALLAPALLE",NA,NA,NA,NA
"ANDHRA PRADESH","KRISHNA","CHANDARLAPADU",NA,NA,NA,NA
"ANDHRA PRADESH","KRISHNA","CHATRAI",5,5,0,9
"ANDHRA PRADESH","KRISHNA","G.KONDURU",0,39,0,0
"ANDHRA PRADESH","KRISHNA","GAMPALAGUDEM",NA,NA,NA,NA
"ANDHRA PRADESH","KRISHNA","GANNAVARAM",NA,NA,NA,NA
"ANDHRA PRADESH","KRISHNA","GHANTASALA",NA,NA,NA,NA
"ANDHRA PRADESH","KRISHNA","GUDIVADA",NA,NA,NA,NA
"ANDHRA PRADESH","KRISHNA","GUDLAVALLERU",NA,NA,NA,NA
"ANDHRA PRADESH","KRISHNA","GUDUR",NA,NA,NA,NA
"ANDHRA PRADESH","KRISHNA","IBRAHIMPATNAM",NA,NA,NA,NA
"ANDHRA PRADESH","KRISHNA","JAGGAYYAPETA",NA,NA,NA,NA
"ANDHRA PRADESH","KRISHNA","KAIKALUR",NA,NA,NA,NA
"ANDHRA PRADESH","KRISHNA","KALIDINDI",NA,NA,NA,NA
"ANDHRA PRADESH","KRISHNA","KANCHIKACHERLA",NA,NA,NA,NA
"ANDHRA PRADESH","KRISHNA","KANKIPADU",NA,NA,NA,NA
"ANDHRA PRADESH","KRISHNA","KODURU",NA,NA,NA,NA
"ANDHRA PRADESH","KRISHNA","KRUTHIVENNU",NA,NA,NA,NA
"ANDHRA PRADESH","KRISHNA","MACHILIPATNAM",NA,NA,NA,NA
"ANDHRA PRADESH","KRISHNA","MANDAVALLI",NA,NA,NA,NA
"ANDHRA PRADESH","KRISHNA","MOPIDEVI",NA,NA,NA,NA
"ANDHRA PRADESH","KRISHNA","MOVVA",NA,NA,NA,NA
"ANDHRA PRADESH","KRISHNA","MUDINEPALLE",NA,NA,NA,NA
"ANDHRA PRADESH","KRISHNA","MUSUNURU",197,248,27,0
"ANDHRA PRADESH","KRISHNA","MYLAVARAM",NA,NA,NA,NA
"ANDHRA PRADESH","KRISHNA","NAGAYALANKA",NA,NA,NA,NA
"ANDHRA PRADESH","KRISHNA","NANDIGAMA",NA,NA,NA,NA
"ANDHRA PRADESH","KRISHNA","NANDIVADA",NA,NA,NA,NA
"ANDHRA PRADESH","KRISHNA","NUZVID",1288,1152,446,129
"ANDHRA PRADESH","KRISHNA","PAMARRU",0,0,0,0
"ANDHRA PRADESH","KRISHNA","PAMIDIMUKKALA",NA,NA,NA,NA
"ANDHRA PRADESH","KRISHNA","PEDANA",NA,NA,NA,NA
"ANDHRA PRADESH","KRISHNA","PEDAPARUPUDI",NA,NA,NA,NA
"ANDHRA PRADESH","KRISHNA","PENAMALURU",NA,NA,NA,NA
"ANDHRA PRADESH","KRISHNA","PENUGANCHIPROLU",NA,NA,NA,NA
"ANDHRA PRADESH","KRISHNA","REDDIGUDEM",NA,NA,NA,NA
"ANDHRA PRADESH","KRISHNA","THOTLAVALLURU",NA,NA,NA,NA
"ANDHRA PRADESH","KRISHNA","TIRUVURU",NA,NA,NA,NA
"ANDHRA PRADESH","KRISHNA","UNGUTURU",2,6,0,0
"ANDHRA PRADESH","KRISHNA","VATSAVAI",NA,NA,NA,NA
"ANDHRA PRADESH","KRISHNA","VEERULLAPADU",4,17,7,0
"ANDHRA PRADESH","KRISHNA","VIJAYAWADA (URBAN)",NA,NA,NA,NA
"ANDHRA PRADESH","KRISHNA","VIJAYAWADA RURAL",NA,NA,NA,NA
"ANDHRA PRADESH","KRISHNA","VISSANNAPET",NA,NA,NA,NA
"ANDHRA PRADESH","KRISHNA","VUYYURU",NA,NA,NA,NA
"ANDHRA PRADESH","KURNOOL","ADONI",NA,NA,NA,NA
"ANDHRA PRADESH","KURNOOL","ALLAGADDA",956,359,2,0
"ANDHRA PRADESH","KURNOOL","ALUR",NA,NA,NA,NA
"ANDHRA PRADESH","KURNOOL","ASPARI",NA,NA,NA,NA
"ANDHRA PRADESH","KURNOOL","ATMAKUR",NA,NA,NA,NA
"ANDHRA PRADESH","KURNOOL","BANAGANAPALLE",NA,NA,NA,NA
"ANDHRA PRADESH","KURNOOL","BANDI ATMAKUR",NA,NA,NA,NA
"ANDHRA PRADESH","KURNOOL","BETHAMCHERLA",NA,NA,NA,NA
"ANDHRA PRADESH","KURNOOL","C.BELAGAL",NA,NA,NA,NA
"ANDHRA PRADESH","KURNOOL","CHAGALAMARRI",593,1521,10,0
"ANDHRA PRADESH","KURNOOL","CHIPPAGIRI",NA,NA,NA,NA
"ANDHRA PRADESH","KURNOOL","DEVANAKONDA",NA,NA,NA,NA
"ANDHRA PRADESH","KURNOOL","DHONE",NA,NA,NA,NA
"ANDHRA PRADESH","KURNOOL","DORNIPADU",NA,NA,NA,NA
"ANDHRA PRADESH","KURNOOL","GADIVEMULA",NA,NA,NA,NA
"ANDHRA PRADESH","KURNOOL","GONEGANDLA",NA,NA,NA,NA
"ANDHRA PRADESH","KURNOOL","GOSPADU",NA,NA,NA,NA
"ANDHRA PRADESH","KURNOOL","GUDUR",NA,NA,NA,NA
"ANDHRA PRADESH","KURNOOL","HALAHARVI",NA,NA,NA,NA
"ANDHRA PRADESH","KURNOOL","HOLAGUNDA",NA,NA,NA,NA
"ANDHRA PRADESH","KURNOOL","JUPADU BUNGALOW",NA,NA,NA,NA
"ANDHRA PRADESH","KURNOOL","KALLUR",NA,NA,NA,NA
"ANDHRA PRADESH","KURNOOL","KODUMUR",NA,NA,NA,NA
"ANDHRA PRADESH","KURNOOL","KOILKUNTLA",NA,NA,NA,NA
"ANDHRA PRADESH","KURNOOL","KOLIMIGUNDLA",NA,NA,NA,NA
"ANDHRA PRADESH","KURNOOL","KOSIGI",NA,NA,NA,NA
"ANDHRA PRADESH","KURNOOL","KOTHAPALLE",21,2,0,0
"ANDHRA PRADESH","KURNOOL","KOWTHALAM",NA,NA,NA,NA
"ANDHRA PRADESH","KURNOOL","KRISHNAGIRI",NA,NA,NA,NA
"ANDHRA PRADESH","KURNOOL","KURNOOL",NA,NA,NA,NA
"ANDHRA PRADESH","KURNOOL","MADDIKERA (EAST)",NA,NA,NA,NA
"ANDHRA PRADESH","KURNOOL","MAHANANDI",NA,NA,NA,NA
"ANDHRA PRADESH","KURNOOL","MANTRALAYAM",NA,NA,NA,NA
"ANDHRA PRADESH","KURNOOL","MIDTHUR",NA,NA,NA,NA
"ANDHRA PRADESH","KURNOOL","NANDAVARAM",NA,NA,NA,NA
"ANDHRA PRADESH","KURNOOL","NANDIKOTKUR",56,31,0,0
"ANDHRA PRADESH","KURNOOL","NANDYAL",NA,NA,NA,NA
"ANDHRA PRADESH","KURNOOL","ORVAKAL",15,15,0,0
"ANDHRA PRADESH","KURNOOL","OWK",NA,NA,NA,NA
"ANDHRA PRADESH","KURNOOL","PAGIDYALA",NA,NA,NA,NA
"ANDHRA PRADESH","KURNOOL","PAMULAPADU",NA,NA,NA,NA
"ANDHRA PRADESH","KURNOOL","PANYAM",NA,NA,NA,NA
"ANDHRA PRADESH","KURNOOL","PATTIKONDA",8,4,0,0
"ANDHRA PRADESH","KURNOOL","PEAPALLY",2,1,0,0
"ANDHRA PRADESH","KURNOOL","PEDDA KADALUR",NA,NA,NA,NA
"ANDHRA PRADESH","KURNOOL","RUDRAVARAM",650,415,3,0
"ANDHRA PRADESH","KURNOOL","SANJAMALA",NA,NA,NA,NA
"ANDHRA PRADESH","KURNOOL","SIRVEL",16,0,0,0
"ANDHRA PRADESH","KURNOOL","SRISAILAM",NA,NA,NA,NA
"ANDHRA PRADESH","KURNOOL","TUGGALI",NA,NA,NA,NA
"ANDHRA PRADESH","KURNOOL","UYYALAWADA",NA,NA,NA,NA
"ANDHRA PRADESH","KURNOOL","VELDURTHI",NA,NA,NA,NA
"ANDHRA PRADESH","KURNOOL","VELGODE",NA,NA,NA,NA
"ANDHRA PRADESH","KURNOOL","YEMMIGANUR",NA,NA,NA,NA
"ANDHRA PRADESH","MAHABOOB NAGAR","ACHAMPETA",3,2,0,0
"ANDHRA PRADESH","MAHABOOB NAGAR","ADDAKAL",NA,NA,NA,NA
"ANDHRA PRADESH","MAHABOOB NAGAR","AIZA",NA,NA,NA,NA
"ANDHRA PRADESH","MAHABOOB NAGAR","ALAMPUR",NA,NA,NA,NA
"ANDHRA PRADESH","MAHABOOB NAGAR","AMANGAL",NA,NA,NA,NA
"ANDHRA PRADESH","MAHABOOB NAGAR","AMRABAD",NA,NA,NA,NA
"ANDHRA PRADESH","MAHABOOB NAGAR","ATMAKUR",NA,NA,NA,NA
"ANDHRA PRADESH","MAHABOOB NAGAR","BALANAGAR",NA,NA,NA,NA
"ANDHRA PRADESH","MAHABOOB NAGAR","BALMOOR",NA,NA,NA,NA
"ANDHRA PRADESH","MAHABOOB NAGAR","BHOOTHPUR",NA,NA,NA,NA
"ANDHRA PRADESH","MAHABOOB NAGAR","BIJINAPALLE",NA,NA,NA,NA
"ANDHRA PRADESH","MAHABOOB NAGAR","BOMRASPETA",NA,NA,NA,NA
"ANDHRA PRADESH","MAHABOOB NAGAR","CHINNACHITAKUNTA",NA,NA,NA,NA
"ANDHRA PRADESH","MAHABOOB NAGAR","DAMARAGIDDA",NA,NA,NA,NA
"ANDHRA PRADESH","MAHABOOB NAGAR","DEVARAKADARA",NA,NA,NA,NA
"ANDHRA PRADESH","MAHABOOB NAGAR","DHANWADA",NA,NA,NA,NA
"ANDHRA PRADESH","MAHABOOB NAGAR","DHARUR",NA,NA,NA,NA
"ANDHRA PRADESH","MAHABOOB NAGAR","DOULATABAD",NA,NA,NA,NA
"ANDHRA PRADESH","MAHABOOB NAGAR","FAROOQNAGAR",NA,NA,NA,NA
"ANDHRA PRADESH","MAHABOOB NAGAR","GADWAL",NA,NA,NA,NA
"ANDHRA PRADESH","MAHABOOB NAGAR","GHANPUR",NA,NA,NA,NA
"ANDHRA PRADESH","MAHABOOB NAGAR","GHATTU",NA,NA,NA,NA
"ANDHRA PRADESH","MAHABOOB NAGAR","GOPALPETA",NA,NA,NA,NA
"ANDHRA PRADESH","MAHABOOB NAGAR","HANWADA",4,3,0,0
"ANDHRA PRADESH","MAHABOOB NAGAR","ITIKYAL",1,1,0,0
"ANDHRA PRADESH","MAHABOOB NAGAR","JADCHERLA",NA,NA,NA,NA
"ANDHRA PRADESH","MAHABOOB NAGAR","KALWAKURTHY",NA,NA,NA,NA
"ANDHRA PRADESH","MAHABOOB NAGAR","KESHAMPETA",NA,NA,NA,NA
"ANDHRA PRADESH","MAHABOOB NAGAR","KODAIR",NA,NA,NA,NA
"ANDHRA PRADESH","MAHABOOB NAGAR","KODANGAL",NA,NA,NA,NA
"ANDHRA PRADESH","MAHABOOB NAGAR","KOILKONDA",NA,NA,NA,NA
"ANDHRA PRADESH","MAHABOOB NAGAR","KOLLAPUR",NA,NA,NA,NA
"ANDHRA PRADESH","MAHABOOB NAGAR","KONDURG",NA,NA,NA,NA
"ANDHRA PRADESH","MAHABOOB NAGAR","KOSGI",NA,NA,NA,NA
"ANDHRA PRADESH","MAHABOOB NAGAR","KOTHAKOTA",NA,NA,NA,NA
"ANDHRA PRADESH","MAHABOOB NAGAR","KOTHUR",NA,NA,NA,NA
"ANDHRA PRADESH","MAHABOOB NAGAR","LINGAL",NA,NA,NA,NA
"ANDHRA PRADESH","MAHABOOB NAGAR","MADDUR",NA,NA,NA,NA
"ANDHRA PRADESH","MAHABOOB NAGAR","MADGUL",NA,NA,NA,NA
"ANDHRA PRADESH","MAHABOOB NAGAR","MAGANOOR",NA,NA,NA,NA
"ANDHRA PRADESH","MAHABOOB NAGAR","MAHBUBNAGAR",30,15,0,1
"ANDHRA PRADESH","MAHABOOB NAGAR","MAKTHAL",NA,NA,NA,NA
"ANDHRA PRADESH","MAHABOOB NAGAR","MALDAKAL",NA,NA,NA,NA
"ANDHRA PRADESH","MAHABOOB NAGAR","MANOPADU",NA,NA,NA,NA
"ANDHRA PRADESH","MAHABOOB NAGAR","MIDJIL",NA,NA,NA,NA
"ANDHRA PRADESH","MAHABOOB NAGAR","NAGARKURNOOL",NA,NA,NA,NA
"ANDHRA PRADESH","MAHABOOB NAGAR","NARAYANPET",NA,NA,NA,NA
"ANDHRA PRADESH","MAHABOOB NAGAR","NARVA",NA,NA,NA,NA
"ANDHRA PRADESH","MAHABOOB NAGAR","NAWABPET",NA,NA,NA,NA
"ANDHRA PRADESH","MAHABOOB NAGAR","PANGAL",NA,NA,NA,NA
"ANDHRA PRADESH","MAHABOOB NAGAR","PEBBAIR",3,4,0,0
"ANDHRA PRADESH","MAHABOOB NAGAR","PEDDAKOTHAPALLE",NA,NA,NA,NA
"ANDHRA PRADESH","MAHABOOB NAGAR","PEDDAMANDADI",NA,NA,NA,NA
"ANDHRA PRADESH","MAHABOOB NAGAR","TADOOR",NA,NA,NA,NA
"ANDHRA PRADESH","MAHABOOB NAGAR","TALAKONDAPALLE",NA,NA,NA,NA
"ANDHRA PRADESH","MAHABOOB NAGAR","TELKAPALLE",0,0,2,0
"ANDHRA PRADESH","MAHABOOB NAGAR","THIMMAJIPETA",NA,NA,NA,NA
"ANDHRA PRADESH","MAHABOOB NAGAR","UPPUNUNTHALA",NA,NA,NA,NA
"ANDHRA PRADESH","MAHABOOB NAGAR","UTKOOR",NA,NA,NA,NA
"ANDHRA PRADESH","MAHABOOB NAGAR","VANGOOR",NA,NA,NA,NA
"ANDHRA PRADESH","MAHABOOB NAGAR","VEEPANGANDLA",NA,NA,NA,NA
"ANDHRA PRADESH","MAHABOOB NAGAR","VELDANDA",NA,NA,NA,NA
"ANDHRA PRADESH","MAHABOOB NAGAR","WADDEPALLE",NA,NA,NA,NA
"ANDHRA PRADESH","MAHABOOB NAGAR","WANAPARTHY",NA,NA,NA,NA
"ANDHRA PRADESH","MEDAK","ALLADURG",NA,NA,NA,NA
"ANDHRA PRADESH","MEDAK","ANDOLE",NA,NA,NA,NA
"ANDHRA PRADESH","MEDAK","CHEGUNTA",NA,NA,NA,NA
"ANDHRA PRADESH","MEDAK","CHINNAKODUR",NA,NA,NA,NA
"ANDHRA PRADESH","MEDAK","DOULTABAD",NA,NA,NA,NA
"ANDHRA PRADESH","MEDAK","DUBBAK",NA,NA,NA,NA
"ANDHRA PRADESH","MEDAK","GAJWEL",NA,NA,NA,NA
"ANDHRA PRADESH","MEDAK","HATHNOORA",NA,NA,NA,NA
"ANDHRA PRADESH","MEDAK","JAGDEVPUR",NA,NA,NA,NA
"ANDHRA PRADESH","MEDAK","JHARASANGAM",NA,NA,NA,NA
"ANDHRA PRADESH","MEDAK","JINNARAM",NA,NA,NA,NA
"ANDHRA PRADESH","MEDAK","KALHER",NA,NA,NA,NA
"ANDHRA PRADESH","MEDAK","KANGTI",NA,NA,NA,NA
"ANDHRA PRADESH","MEDAK","KOHIR",NA,NA,NA,NA
"ANDHRA PRADESH","MEDAK","KONDAPAK",NA,NA,NA,NA
"ANDHRA PRADESH","MEDAK","KONDAPUR",NA,NA,NA,NA
"ANDHRA PRADESH","MEDAK","KOWDIPALLI",NA,NA,NA,NA
"ANDHRA PRADESH","MEDAK","KULCHARAM",NA,NA,NA,NA
"ANDHRA PRADESH","MEDAK","MANOOR",NA,NA,NA,NA
"ANDHRA PRADESH","MEDAK","MEDAK",NA,NA,NA,NA
"ANDHRA PRADESH","MEDAK","MIRDODDI",NA,NA,NA,NA
"ANDHRA PRADESH","MEDAK","MULUG",NA,NA,NA,NA
"ANDHRA PRADESH","MEDAK","MUNPALLE",NA,NA,NA,NA
"ANDHRA PRADESH","MEDAK","NANGANUR",NA,NA,NA,NA
"ANDHRA PRADESH","MEDAK","NARAYANKHED",NA,NA,NA,NA
"ANDHRA PRADESH","MEDAK","NARSAPUR",NA,NA,NA,NA
"ANDHRA PRADESH","MEDAK","NYALKAL",58,25,41,0
"ANDHRA PRADESH","MEDAK","PAPANNAPET",NA,NA,NA,NA
"ANDHRA PRADESH","MEDAK","PATANCHERU",NA,NA,NA,NA
