-----
{
 "description": "The table refers to block wise distribution of surface flow schemes by status. It has been sourced from 2nd census of minor irrigation scheme(1993-94) from Ministry of Water Resources.", 
 "file_name": "blcktab4.6.csv", 
 "title": "Download CSV for Blockwise Distribution of Surface Flow Schemes by its status for 2nd census of Minor Irrigation Schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/blcktab4.6.csv"
}
-----
State,District,Block,Schemes in use,Schemes not in use - Temporary,Schemes not in use - Abandoned (Salinity),Schemes not in use - Dried up,Schemes not in use - Destroyed,Schemess not in use - Others,Total - Schemes not in use,Grand total (Not in use + In use)
ANDHRA PRADESH,EAST GODAVARI,SEETHANAGARAM,NA,NA,NA,NA,NA,NA,NA,NA
ANDHRA PRADESH,EAST GODAVARI,THALLAREVU,NA,NA,NA,NA,NA,NA,NA,NA
ANDHRA PRADESH,EAST GODAVARI,THONDANGI,7,32,0,0,0,0,32,39
ANDHRA PRADESH,EAST GODAVARI,TUNI,59,43,0,0,0,0,43,102
ANDHRA PRADESH,EAST GODAVARI,UPPALAGUPTAM,NA,NA,NA,NA,NA,NA,NA,NA
ANDHRA PRADESH,EAST GODAVARI,Y. RAMAVARAM,40,0,0,0,0,0,0,40
ANDHRA PRADESH,EAST GODAVARI,YELESWARAM,24,0,0,0,0,0,0,24
ANDHRA PRADESH,GUNTUR,ACHAMPET,3,2,0,0,0,0,2,5
ANDHRA PRADESH,GUNTUR,AMARAVATHI,3,0,0,0,0,0,0,3
ANDHRA PRADESH,GUNTUR,AMRUTHALUR,NA,NA,NA,NA,NA,NA,NA,NA
ANDHRA PRADESH,GUNTUR,BAPATLA,NA,NA,NA,NA,NA,NA,NA,NA
ANDHRA PRADESH,GUNTUR,BELLAMKONDA,3,1,0,0,0,2,3,6
ANDHRA PRADESH,GUNTUR,BHATTIPROLU,NA,NA,NA,NA,NA,NA,NA,NA
ANDHRA PRADESH,GUNTUR,BOLLAPALLE,9,0,0,0,0,0,0,9
ANDHRA PRADESH,GUNTUR,CHEBROLE,1,0,0,0,0,0,0,1
ANDHRA PRADESH,GUNTUR,CHERUKUPALLE,NA,NA,NA,NA,NA,NA,NA,NA
ANDHRA PRADESH,GUNTUR,CHILAKALURIPET,1,0,0,0,0,0,0,1
ANDHRA PRADESH,GUNTUR,DACHEPALLE,NA,NA,NA,NA,NA,NA,NA,NA
ANDHRA PRADESH,GUNTUR,DUGGIRALA,NA,NA,NA,NA,NA,NA,NA,NA
ANDHRA PRADESH,GUNTUR,DURGI,0,0,0,3,0,0,3,3
ANDHRA PRADESH,GUNTUR,EDLAPADU,3,0,0,0,0,0,0,3
ANDHRA PRADESH,GUNTUR,GUNTUR,3,3,0,2,0,4,9,12
ANDHRA PRADESH,GUNTUR,GURAZALA,NA,NA,NA,NA,NA,NA,NA,NA
ANDHRA PRADESH,GUNTUR,IPUR,8,1,0,0,0,0,1,9
ANDHRA PRADESH,GUNTUR,KAKUMANU,NA,NA,NA,NA,NA,NA,NA,NA
ANDHRA PRADESH,GUNTUR,KAREMPUDI,3,0,0,0,0,1,1,4
ANDHRA PRADESH,GUNTUR,KARLAPALEM,NA,NA,NA,NA,NA,NA,NA,NA
ANDHRA PRADESH,GUNTUR,KOLLIPARA,NA,NA,NA,NA,NA,NA,NA,NA
ANDHRA PRADESH,GUNTUR,KOLLUR,NA,NA,NA,NA,NA,NA,NA,NA
ANDHRA PRADESH,GUNTUR,KROSURU,6,0,0,0,0,0,0,6
ANDHRA PRADESH,GUNTUR,MACHAVARAM,9,0,0,1,0,0,1,10
ANDHRA PRADESH,GUNTUR,MACHERLA,4,0,0,0,1,0,1,5
ANDHRA PRADESH,GUNTUR,MANGALAGIRI,0,0,0,13,0,0,13,13
ANDHRA PRADESH,GUNTUR,MEDIKONDURU,1,0,0,0,0,0,0,1
ANDHRA PRADESH,GUNTUR,MUPPALLA,0,0,0,0,0,11,11,11
ANDHRA PRADESH,GUNTUR,NADENDLA,4,0,0,0,0,0,0,4
ANDHRA PRADESH,GUNTUR,NAGARAM,NA,NA,NA,NA,NA,NA,NA,NA
ANDHRA PRADESH,GUNTUR,NARASARAOPET,8,0,0,0,0,0,0,8
ANDHRA PRADESH,GUNTUR,NEKARIKALLU,2,0,0,0,0,0,0,2
ANDHRA PRADESH,GUNTUR,NIZAMPATNAM,NA,NA,NA,NA,NA,NA,NA,NA
ANDHRA PRADESH,GUNTUR,NUZENDLA,12,0,0,0,0,0,0,12
ANDHRA PRADESH,GUNTUR,PEDAKAKANI,1,2,2,3,0,0,7,8
ANDHRA PRADESH,GUNTUR,PEDAKURAPADU,0,1,0,0,0,0,1,1
ANDHRA PRADESH,GUNTUR,PEDANANDIPADU,NA,NA,NA,NA,NA,NA,NA,NA
ANDHRA PRADESH,GUNTUR,PHIRANGIPURAM,2,2,0,0,0,0,2,4
ANDHRA PRADESH,GUNTUR,PIDUGURALLA,5,0,0,0,0,0,0,5
ANDHRA PRADESH,GUNTUR,PITTALAVANIPALEM,NA,NA,NA,NA,NA,NA,NA,NA
ANDHRA PRADESH,GUNTUR,PONNUR,NA,NA,NA,NA,NA,NA,NA,NA
ANDHRA PRADESH,GUNTUR,PRATHIPADU,2,5,0,0,0,0,5,7
ANDHRA PRADESH,GUNTUR,RAJUPALEM,1,0,0,0,0,1,1,2
ANDHRA PRADESH,GUNTUR,RENTACHINTALA,2,0,0,0,0,0,0,2
ANDHRA PRADESH,GUNTUR,REPALLE,NA,NA,NA,NA,NA,NA,NA,NA
ANDHRA PRADESH,GUNTUR,ROMPICHERLA,9,0,0,0,0,0,0,9
ANDHRA PRADESH,GUNTUR,SATTENAPALLE,2,0,0,0,0,0,0,2
ANDHRA PRADESH,GUNTUR,SAV'PURAM KANUM'PUDI,9,1,0,0,0,0,1,10
ANDHRA PRADESH,GUNTUR,TADEPALLE,0,0,0,2,0,0,2,2
ANDHRA PRADESH,GUNTUR,TADIKONDA,2,0,1,6,0,0,7,9
ANDHRA PRADESH,GUNTUR,TENALI,NA,NA,NA,NA,NA,NA,NA,NA
ANDHRA PRADESH,GUNTUR,THULLUR,1,0,0,0,0,0,0,1
ANDHRA PRADESH,GUNTUR,TSUNDUR,NA,NA,NA,NA,NA,NA,NA,NA
ANDHRA PRADESH,GUNTUR,VATTICHERUKURU,1,0,0,0,0,0,0,1
ANDHRA PRADESH,GUNTUR,VELDURTHY,0,3,0,0,0,0,3,3
ANDHRA PRADESH,GUNTUR,VEMURU,NA,NA,NA,NA,NA,NA,NA,NA
ANDHRA PRADESH,GUNTUR,VINUKONDA,8,0,0,0,0,0,0,8
ANDHRA PRADESH,HYDERABAD,CHARMINAR,18,0,0,0,0,0,0,18
ANDHRA PRADESH,HYDERABAD,GOLCONDA,12,0,0,0,0,0,0,12
ANDHRA PRADESH,HYDERABAD,MUSHEERABAD,7,0,0,0,0,0,0,7
ANDHRA PRADESH,HYDERABAD,SECUNDERABAD,0,1,0,0,0,0,1,1
ANDHRA PRADESH,KARIMNAGAR,BEJJANKI,0,0,0,106,0,2,108,108
ANDHRA PRADESH,KARIMNAGAR,BHEEMADEVARPALLE,1,91,1,0,7,6,105,106
ANDHRA PRADESH,KARIMNAGAR,BOINPALLE,0,50,0,9,10,1,70,70
ANDHRA PRADESH,KARIMNAGAR,CHANDURTHI,0,39,0,0,0,3,42,42
ANDHRA PRADESH,KARIMNAGAR,CHIGURUMAMIDI,0,98,1,0,2,0,101,101
ANDHRA PRADESH,KARIMNAGAR,CHOPPADANDI,30,36,0,18,4,27,85,115
ANDHRA PRADESH,KARIMNAGAR,DHARMAPURI,83,11,1,5,0,5,22,105
ANDHRA PRADESH,KARIMNAGAR,DHARMARAM,112,21,0,0,0,0,21,133
ANDHRA PRADESH,KARIMNAGAR,ELKATHURTHI,7,34,0,9,0,4,47,54
ANDHRA PRADESH,KARIMNAGAR,ELLANTHAKUNTA,0,67,0,4,0,13,84,84
ANDHRA PRADESH,KARIMNAGAR,GAMBHIRAOPET,18,35,0,2,0,0,37,55
ANDHRA PRADESH,KARIMNAGAR,GANGADHARA,0,73,11,21,1,0,106,106
ANDHRA PRADESH,KARIMNAGAR,GOLLAPALLE,37,10,21,1,0,0,32,69
ANDHRA PRADESH,KARIMNAGAR,HUSNABAD,0,144,0,0,0,51,195,195
ANDHRA PRADESH,KARIMNAGAR,HUZURABAD,55,31,0,2,0,16,49,104
ANDHRA PRADESH,KARIMNAGAR,IBRAHIMPATNAM,31,25,0,3,2,4,34,65
ANDHRA PRADESH,KARIMNAGAR,JAGTIAL,61,7,0,0,0,0,7,68
ANDHRA PRADESH,KARIMNAGAR,JAMMIKUNTA,89,65,4,0,0,9,78,167
ANDHRA PRADESH,KARIMNAGAR,JULAPALLE,31,84,0,0,0,0,84,115
ANDHRA PRADESH,KARIMNAGAR,KAMALAPUR,62,25,0,0,0,0,25,87
ANDHRA PRADESH,KARIMNAGAR,KAMANPUR,47,26,0,0,5,0,31,78
ANDHRA PRADESH,KARIMNAGAR,KARIMNAGAR,0,163,0,0,0,0,163,163
ANDHRA PRADESH,KARIMNAGAR,KATARAM,87,4,0,0,0,0,4,91
ANDHRA PRADESH,KARIMNAGAR,KATHLAPUR,0,47,0,0,0,3,50,50
ANDHRA PRADESH,KARIMNAGAR,KODIMIAL,0,66,0,0,4,0,70,70
ANDHRA PRADESH,KARIMNAGAR,KOHEDA,0,76,0,0,30,0,106,106
ANDHRA PRADESH,KARIMNAGAR,KONARAOPETA,4,39,1,1,4,13,58,62
ANDHRA PRADESH,KARIMNAGAR,KORATLA,31,26,0,0,0,0,26,57
ANDHRA PRADESH,KARIMNAGAR,MAHADEVPUR,44,2,1,0,0,0,3,47
ANDHRA PRADESH,KARIMNAGAR,MAHADEVPUR,30,1,0,2,0,0,3,33
ANDHRA PRADESH,KARIMNAGAR,MALHARRAO MANDAL,55,1,0,0,0,0,1,56
ANDHRA PRADESH,KARIMNAGAR,MALLAPUR,48,1,1,0,1,2,5,53
ANDHRA PRADESH,KARIMNAGAR,MALLIAL,7,54,0,0,5,0,59,66
ANDHRA PRADESH,KARIMNAGAR,MANAKONDUR,20,153,0,61,1,5,220,240
ANDHRA PRADESH,KARIMNAGAR,MANTHANI,113,1,0,1,2,0,4,117
ANDHRA PRADESH,KARIMNAGAR,MANTHANI,77,5,0,0,0,0,5,82
ANDHRA PRADESH,KARIMNAGAR,MEDIPALLE,26,40,0,26,0,0,66,92
ANDHRA PRADESH,KARIMNAGAR,METPALLE,26,17,6,0,0,1,24,50
ANDHRA PRADESH,KARIMNAGAR,MUSTABAD,0,82,0,0,0,0,82,82
ANDHRA PRADESH,KARIMNAGAR,ODELA,156,0,1,0,0,0,1,157
ANDHRA PRADESH,KARIMNAGAR,PEDDAPALLE,128,12,0,1,0,10,23,151
ANDHRA PRADESH,KARIMNAGAR,PEGADAPALLE,64,0,18,0,0,0,18,82
ANDHRA PRADESH,KARIMNAGAR,RAIKAL,53,22,0,0,2,4,28,81
ANDHRA PRADESH,KARIMNAGAR,RAMADUGU,0,74,0,1,17,3,95,95
ANDHRA PRADESH,KARIMNAGAR,RAMAGUNDAM,50,27,0,0,0,0,27,77
ANDHRA PRADESH,KARIMNAGAR,SAIDAPUR,0,76,0,9,4,0,89,89
ANDHRA PRADESH,KARIMNAGAR,SARANGAPUR,49,13,0,0,1,0,14,63
ANDHRA PRADESH,KARIMNAGAR,SHANKARA PATNAM,46,25,63,0,0,0,88,134
ANDHRA PRADESH,KARIMNAGAR,SIRSILLA,0,62,1,7,8,0,78,78
ANDHRA PRADESH,KARIMNAGAR,SRIRAMPUR,110,1,0,0,0,0,1,111
ANDHRA PRADESH,KARIMNAGAR,SULTANABAD,102,10,0,2,0,0,12,114
ANDHRA PRADESH,KARIMNAGAR,THIMMAPUR,1,95,0,0,5,1,101,102
ANDHRA PRADESH,KARIMNAGAR,VEENAVANKA,82,47,0,1,31,7,86,168
ANDHRA PRADESH,KARIMNAGAR,VELGATOOR,24,25,0,0,0,0,25,49
ANDHRA PRADESH,KARIMNAGAR,VEMULAWADA,0,59,26,0,0,0,85,85
ANDHRA PRADESH,KARIMNAGAR,YELLAREDDIPETA,3,65,0,0,0,0,65,68
ANDHRA PRADESH,KHAMMAM,ASWAPURAM,28,0,0,0,0,0,0,28
ANDHRA PRADESH,KHAMMAM,ASWARAOPETA,108,0,0,0,0,0,0,108
ANDHRA PRADESH,KHAMMAM,BAYYARAM,54,0,2,0,0,0,2,56
ANDHRA PRADESH,KHAMMAM,BHADRACHALAM,46,1,0,0,0,0,1,47
ANDHRA PRADESH,KHAMMAM,BONAKAL,22,0,0,0,0,0,0,22
ANDHRA PRADESH,KHAMMAM,BURGAMPADU,49,0,0,0,0,0,0,49
ANDHRA PRADESH,KHAMMAM,CHANDRUGONDA,103,0,0,0,0,0,0,103
ANDHRA PRADESH,KHAMMAM,CHERLA,46,0,0,2,0,0,2,48
ANDHRA PRADESH,KHAMMAM,CHINTHAKANI,16,0,0,0,0,0,0,16
ANDHRA PRADESH,KHAMMAM,CHINTUR,9,2,0,0,0,0,2,11
ANDHRA PRADESH,KHAMMAM,DAMMAPETA,233,4,0,0,0,0,4,237
ANDHRA PRADESH,KHAMMAM,DUMMUGUDEM,36,0,0,0,0,0,0,36
ANDHRA PRADESH,KHAMMAM,ENKURU,25,0,0,0,0,0,0,25
ANDHRA PRADESH,KHAMMAM,GARLA,34,48,0,0,0,0,48,82
ANDHRA PRADESH,KHAMMAM,GUNDALA,43,59,0,0,0,0,59,102
ANDHRA PRADESH,KHAMMAM,JULURPAD,15,0,0,0,3,0,3,18
ANDHRA PRADESH,KHAMMAM,KALLURU,72,4,0,0,0,0,4,76
ANDHRA PRADESH,KHAMMAM,KAMEPALLE,78,1,0,0,10,0,11,89
ANDHRA PRADESH,KHAMMAM,KHAMMAM (RURAL),9,65,0,0,8,0,73,82
ANDHRA PRADESH,KHAMMAM,KHAMMAM (URBAN),53,7,0,5,1,0,13,66
ANDHRA PRADESH,KHAMMAM,KONIJERLA,21,0,0,0,0,0,0,21
ANDHRA PRADESH,KHAMMAM,KOTHAGUDEM,38,1,0,0,0,0,1,39
ANDHRA PRADESH,KHAMMAM,KUKUNOOR,49,3,0,0,0,0,3,52
ANDHRA PRADESH,KHAMMAM,KUNAVARAM,36,0,0,0,0,0,0,36
ANDHRA PRADESH,KHAMMAM,KUSUMANCHI,7,47,0,0,1,0,48,55
ANDHRA PRADESH,KHAMMAM,MADHIRA,64,2,0,0,1,0,3,67
ANDHRA PRADESH,KHAMMAM,MANUGUR,37,1,0,0,0,7,8,45
ANDHRA PRADESH,KHAMMAM,MUDIGONDA,36,5,0,0,0,8,13,49
ANDHRA PRADESH,KHAMMAM,MULAKALAPALLE,58,0,0,0,4,19,23,81
ANDHRA PRADESH,KHAMMAM,NELAKONDAPALLE,14,13,0,6,0,0,19,33
ANDHRA PRADESH,KHAMMAM,PALWANCHA,37,10,0,0,0,0,10,47
ANDHRA PRADESH,KHAMMAM,PENUBALLI,28,57,0,0,0,11,68,96
ANDHRA PRADESH,KHAMMAM,PINAPAKA,120,0,0,0,0,0,0,120
ANDHRA PRADESH,KHAMMAM,SATHUPALLE,47,28,1,0,0,0,29,76
ANDHRA PRADESH,KHAMMAM,SINGARENI,86,0,0,0,0,0,0,86
ANDHRA PRADESH,KHAMMAM,TEKULAPALLE,87,0,0,0,0,7,7,94
ANDHRA PRADESH,KHAMMAM,THALLADA,33,0,0,0,0,0,0,33
ANDHRA PRADESH,KHAMMAM,THIRUMALAYAPALEM,79,14,0,0,0,1,15,94
ANDHRA PRADESH,KHAMMAM,VARARAMACHANDRAPURAM,11,0,0,0,0,14,14,25
ANDHRA PRADESH,KHAMMAM,VELAIRPAD,16,0,0,0,0,0,0,16
ANDHRA PRADESH,KHAMMAM,VEMSOOR,66,11,0,0,0,0,11,77
ANDHRA PRADESH,KHAMMAM,VENKATAPURAM,45,0,0,0,0,0,0,45
ANDHRA PRADESH,KHAMMAM,WAZEED,14,0,0,0,0,0,0,14
ANDHRA PRADESH,KHAMMAM,WYRA,4,0,0,0,0,0,0,4
ANDHRA PRADESH,KHAMMAM,YELLANDU,64,0,0,0,0,2,2,66
ANDHRA PRADESH,KHAMMAM,YERRUPALEM,41,0,0,0,0,0,0,41
ANDHRA PRADESH,KRISHNA,A.KONDURU,29,3,0,0,0,2,5,34
ANDHRA PRADESH,KRISHNA,AGIRIPALLE,80,7,0,0,0,0,7,87
ANDHRA PRADESH,KRISHNA,AVANIGADDA,NA,NA,NA,NA,NA,NA,NA,NA
ANDHRA PRADESH,KRISHNA,BANTUMILLI,NA,NA,NA,NA,NA,NA,NA,NA
ANDHRA PRADESH,KRISHNA,BAPULAPADU,1,39,0,0,0,12,51,52
ANDHRA PRADESH,KRISHNA,CHALLAPALLE,NA,NA,NA,NA,NA,NA,NA,NA
ANDHRA PRADESH,KRISHNA,CHANDARLAPADU,4,1,0,0,0,0,1,5
ANDHRA PRADESH,KRISHNA,CHATRAI,55,57,0,0,0,0,57,112
ANDHRA PRADESH,KRISHNA,G.KONDURU,42,10,0,0,0,1,11,53
ANDHRA PRADESH,KRISHNA,GAMPALAGUDEM,57,7,0,1,0,0,8,65
ANDHRA PRADESH,KRISHNA,GANNAVARAM,11,32,0,1,0,6,39,50
ANDHRA PRADESH,KRISHNA,GHANTASALA,NA,NA,NA,NA,NA,NA,NA,NA
ANDHRA PRADESH,KRISHNA,GUDIVADA,NA,NA,NA,NA,NA,NA,NA,NA
ANDHRA PRADESH,KRISHNA,GUDLAVALLERU,NA,NA,NA,NA,NA,NA,NA,NA
ANDHRA PRADESH,KRISHNA,GUDUR,NA,NA,NA,NA,NA,NA,NA,NA
ANDHRA PRADESH,KRISHNA,IBRAHIMPATNAM,7,0,0,0,0,0,0,7
ANDHRA PRADESH,KRISHNA,JAGGAYYAPETA,10,0,0,0,0,0,0,10
ANDHRA PRADESH,KRISHNA,KAIKALUR,NA,NA,NA,NA,NA,NA,NA,NA
ANDHRA PRADESH,KRISHNA,KALIDINDI,NA,NA,NA,NA,NA,NA,NA,NA
ANDHRA PRADESH,KRISHNA,KANCHIKACHERLA,5,0,0,0,0,0,0,5
ANDHRA PRADESH,KRISHNA,KANKIPADU,NA,NA,NA,NA,NA,NA,NA,NA
ANDHRA PRADESH,KRISHNA,KODURU,NA,NA,NA,NA,NA,NA,NA,NA
ANDHRA PRADESH,KRISHNA,KRUTHIVENNU,NA,NA,NA,NA,NA,NA,NA,NA
ANDHRA PRADESH,KRISHNA,MACHILIPATNAM,NA,NA,NA,NA,NA,NA,NA,NA
ANDHRA PRADESH,KRISHNA,MANDAVALLI,NA,NA,NA,NA,NA,NA,NA,NA
ANDHRA PRADESH,KRISHNA,MOPIDEVI,NA,NA,NA,NA,NA,NA,NA,NA
ANDHRA PRADESH,KRISHNA,MOVVA,NA,NA,NA,NA,NA,NA,NA,NA
ANDHRA PRADESH,KRISHNA,MUDINEPALLE,NA,NA,NA,NA,NA,NA,NA,NA
ANDHRA PRADESH,KRISHNA,MUSUNURU,25,56,0,0,0,0,56,81
ANDHRA PRADESH,KRISHNA,MYLAVARAM,24,14,0,0,0,0,14,38
ANDHRA PRADESH,KRISHNA,NAGAYALANKA,NA,NA,NA,NA,NA,NA,NA,NA
ANDHRA PRADESH,KRISHNA,NANDIGAMA,2,1,0,2,0,0,3,5
ANDHRA PRADESH,KRISHNA,NANDIVADA,NA,NA,NA,NA,NA,NA,NA,NA
ANDHRA PRADESH,KRISHNA,NUZVID,5,77,1,2,0,0,80,85
ANDHRA PRADESH,KRISHNA,PAMARRU,NA,NA,NA,NA,NA,NA,NA,NA
ANDHRA PRADESH,KRISHNA,PAMIDIMUKKALA,NA,NA,NA,NA,NA,NA,NA,NA
ANDHRA PRADESH,KRISHNA,PEDANA,NA,NA,NA,NA,NA,NA,NA,NA
ANDHRA PRADESH,KRISHNA,PEDAPARUPUDI,NA,NA,NA,NA,NA,NA,NA,NA
ANDHRA PRADESH,KRISHNA,PENAMALURU,NA,NA,NA,NA,NA,NA,NA,NA
ANDHRA PRADESH,KRISHNA,PENUGANCHIPROLU,3,0,0,0,0,0,0,3
ANDHRA PRADESH,KRISHNA,REDDIGUDEM,94,5,0,0,0,0,5,99
ANDHRA PRADESH,KRISHNA,THOTLAVALLURU,NA,NA,NA,NA,NA,NA,NA,NA
ANDHRA PRADESH,KRISHNA,TIRUVURU,57,0,0,0,0,0,0,57
ANDHRA PRADESH,KRISHNA,UNGUTURU,3,0,0,0,0,0,0,3
ANDHRA PRADESH,KRISHNA,VATSAVAI,15,2,0,0,0,0,2,17
ANDHRA PRADESH,KRISHNA,VEERULLAPADU,9,1,0,0,0,0,1,10
ANDHRA PRADESH,KRISHNA,VIJAYAWADA (URBAN),1,0,0,0,0,0,0,1
ANDHRA PRADESH,KRISHNA,VIJAYAWADA RURAL,17,0,0,0,0,0,0,17
ANDHRA PRADESH,KRISHNA,VISSANNAPET,74,40,0,0,0,0,40,114
ANDHRA PRADESH,KRISHNA,VUYYURU,NA,NA,NA,NA,NA,NA,NA,NA
ANDHRA PRADESH,KURNOOL,ADONI,7,0,0,3,0,0,3,10
ANDHRA PRADESH,KURNOOL,ALLAGADDA,4,0,0,0,0,0,0,4
ANDHRA PRADESH,KURNOOL,ALUR,1,2,0,3,0,0,5,6
ANDHRA PRADESH,KURNOOL,ASPARI,5,1,0,0,14,20,35,40
ANDHRA PRADESH,KURNOOL,ATMAKUR,7,0,0,0,0,0,0,7
ANDHRA PRADESH,KURNOOL,BANAGANAPALLE,4,0,0,0,0,0,0,4
ANDHRA PRADESH,KURNOOL,BANDI ATMAKUR,13,6,0,0,0,0,6,19
ANDHRA PRADESH,KURNOOL,BETHAMCHERLA,3,1,0,3,0,0,4,7
ANDHRA PRADESH,KURNOOL,C.BELAGAL,3,0,0,0,0,0,0,3
ANDHRA PRADESH,KURNOOL,CHAGALAMARRI,NA,NA,NA,NA,NA,NA,NA,NA
ANDHRA PRADESH,KURNOOL,CHIPPAGIRI,1,0,0,1,0,0,1,2
ANDHRA PRADESH,KURNOOL,DEVANAKONDA,12,5,1,10,0,1,17,29
ANDHRA PRADESH,KURNOOL,DHONE,5,3,0,6,0,1,10,15
ANDHRA PRADESH,KURNOOL,DORNIPADU,NA,NA,NA,NA,NA,NA,NA,NA
ANDHRA PRADESH,KURNOOL,GADIVEMULA,4,0,0,0,0,0,0,4
ANDHRA PRADESH,KURNOOL,GONEGANDLA,1,9,0,7,0,1,17,18
ANDHRA PRADESH,KURNOOL,GOSPADU,NA,NA,NA,NA,NA,NA,NA,NA
ANDHRA PRADESH,KURNOOL,GUDUR,4,2,0,0,0,0,2,6
ANDHRA PRADESH,KURNOOL,HALAHARVI,2,0,0,1,0,0,1,3
ANDHRA PRADESH,KURNOOL,HOLAGUNDA,2,4,0,0,0,0,4,6
ANDHRA PRADESH,KURNOOL,JUPADU BUNGALOW,488,0,0,0,0,0,0,488
ANDHRA PRADESH,KURNOOL,KALLUR,0,3,0,0,0,0,3,3
ANDHRA PRADESH,KURNOOL,KODUMUR,0,0,0,5,0,0,5,5
ANDHRA PRADESH,KURNOOL,KOILKUNTLA,NA,NA,NA,NA,NA,NA,NA,NA
ANDHRA PRADESH,KURNOOL,KOLIMIGUNDLA,8,0,0,1,0,14,15,23
ANDHRA PRADESH,KURNOOL,KOSIGI,NA,NA,NA,NA,NA,NA,NA,NA
ANDHRA PRADESH,KURNOOL,KOTHAPALLE,8,0,0,0,0,0,0,8
ANDHRA PRADESH,KURNOOL,KOWTHALAM,32,0,0,0,0,0,0,32
ANDHRA PRADESH,KURNOOL,KRISHNAGIRI,13,9,0,0,0,2,11,24
ANDHRA PRADESH,KURNOOL,KURNOOL,2,0,0,0,0,0,0,2
ANDHRA PRADESH,KURNOOL,MADDIKERA (EAST),2,4,3,2,0,0,9,11
ANDHRA PRADESH,KURNOOL,MAHANANDI,6,0,0,0,0,0,0,6
ANDHRA PRADESH,KURNOOL,MANTRALAYAM,2,1,0,1,0,0,2,4
ANDHRA PRADESH,KURNOOL,MIDTHUR,5,0,0,0,0,0,0,5
ANDHRA PRADESH,KURNOOL,NANDAVARAM,NA,NA,NA,NA,NA,NA,NA,NA
ANDHRA PRADESH,KURNOOL,NANDIKOTKUR,NA,NA,NA,NA,NA,NA,NA,NA
ANDHRA PRADESH,KURNOOL,NANDYAL,0,2,0,0,0,0,2,2
ANDHRA PRADESH,KURNOOL,ORVAKAL,5,0,0,1,0,0,1,6
ANDHRA PRADESH,KURNOOL,OWK,22,2,0,0,0,0,2,24
ANDHRA PRADESH,KURNOOL,PAGIDYALA,NA,NA,NA,NA,NA,NA,NA,NA
ANDHRA PRADESH,KURNOOL,PAMULAPADU,NA,NA,NA,NA,NA,NA,NA,NA
ANDHRA PRADESH,KURNOOL,PANYAM,8,0,0,0,0,0,0,8
ANDHRA PRADESH,KURNOOL,PATTIKONDA,6,0,3,0,0,0,3,9
ANDHRA PRADESH,KURNOOL,PEAPALLY,46,2,0,36,0,0,38,84
ANDHRA PRADESH,KURNOOL,PEDDA KADALUR,9,1,0,2,0,0,3,12
ANDHRA PRADESH,KURNOOL,RUDRAVARAM,24,0,0,0,0,0,0,24
ANDHRA PRADESH,KURNOOL,SANJAMALA,6,0,0,0,0,0,0,6
ANDHRA PRADESH,KURNOOL,SIRVEL,3,0,0,0,0,0,0,3
ANDHRA PRADESH,KURNOOL,SRISAILAM,NA,NA,NA,NA,NA,NA,NA,NA
ANDHRA PRADESH,KURNOOL,TUGGALI,15,1,0,10,0,0,11,26
ANDHRA PRADESH,KURNOOL,UYYALAWADA,3,0,0,0,0,0,0,3
ANDHRA PRADESH,KURNOOL,VELDURTHI,10,3,0,0,0,6,9,19
ANDHRA PRADESH,KURNOOL,VELGODE,6,0,0,0,0,0,0,6
ANDHRA PRADESH,KURNOOL,YEMMIGANUR,6,0,0,0,0,0,0,6
ANDHRA PRADESH,MAHABOOB NAGAR,ACHAMPETA,13,26,0,2,0,1,29,42
ANDHRA PRADESH,MAHABOOB NAGAR,ADDAKAL,5,89,1,23,1,1,115,120
ANDHRA PRADESH,MAHABOOB NAGAR,AIZA,11,49,0,0,0,0,49,60
ANDHRA PRADESH,MAHABOOB NAGAR,ALAMPUR,3,0,0,0,0,0,0,3
ANDHRA PRADESH,MAHABOOB NAGAR,AMANGAL,24,30,0,7,11,3,51,75
ANDHRA PRADESH,MAHABOOB NAGAR,AMRABAD,6,10,0,0,0,0,10,16
ANDHRA PRADESH,MAHABOOB NAGAR,ATMAKUR,5,64,0,0,0,0,64,69
ANDHRA PRADESH,MAHABOOB NAGAR,BALANAGAR,0,140,0,0,0,0,140,140
ANDHRA PRADESH,MAHABOOB NAGAR,BALMOOR,3,107,1,0,3,2,113,116
ANDHRA PRADESH,MAHABOOB NAGAR,BHOOTHPUR,0,111,0,3,0,1,115,115
ANDHRA PRADESH,MAHABOOB NAGAR,BIJINAPALLE,9,121,1,2,0,15,139,148
ANDHRA PRADESH,MAHABOOB NAGAR,BOMRASPETA,4,108,1,0,2,0,111,115
ANDHRA PRADESH,MAHABOOB NAGAR,CHINNACHITAKUNTA,9,29,0,0,0,0,29,38
ANDHRA PRADESH,MAHABOOB NAGAR,DAMARAGIDDA,9,56,0,3,9,3,71,80
ANDHRA PRADESH,MAHABOOB NAGAR,DEVARAKADARA,27,47,0,17,2,4,70,97
ANDHRA PRADESH,MAHABOOB NAGAR,DHANWADA,9,36,0,22,2,0,60,69
ANDHRA PRADESH,MAHABOOB NAGAR,DHARUR,5,118,0,0,0,0,118,123
ANDHRA PRADESH,MAHABOOB NAGAR,DOULATABAD,29,17,0,1,2,1,21,50
ANDHRA PRADESH,MAHABOOB NAGAR,FAROOQNAGAR,0,2,0,107,18,0,127,127
