-----
{
 "description": "The table refers to block wise distribution of dugwells by type. It has been sourced from 2nd census of Minor Irrigation Scheme (1993-94) from Ministry of Water Resources.", 
 "file_name": "blckdgwltab1.5.csv", 
 "title": "Download CSV for Block wise Distribution of Dugwells by its type for 2nd census of minor irrigation schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/blckdgwltab1.5.csv"
}
-----
"State","District","Block","Pucca","Kuchcha","Dug-cum Borewell","Others","Total"
"ANDHRA PRADESH","GUNTUR","NIZAMPATNAM",0,2,0,33,35
"ANDHRA PRADESH","GUNTUR","NUZENDLA",49,0,0,0,49
"ANDHRA PRADESH","GUNTUR","PEDAKAKANI",71,0,0,0,71
"ANDHRA PRADESH","GUNTUR","PEDAKURAPADU",108,81,0,0,189
"ANDHRA PRADESH","GUNTUR","PEDANANDIPADU",NA,NA,NA,NA,NA
"ANDHRA PRADESH","GUNTUR","PHIRANGIPURAM",36,26,0,0,62
"ANDHRA PRADESH","GUNTUR","PIDUGURALLA",42,13,0,0,55
"ANDHRA PRADESH","GUNTUR","PITTALAVANIPALEM",34,1215,0,0,1249
"ANDHRA PRADESH","GUNTUR","PONNUR",NA,NA,NA,NA,NA
"ANDHRA PRADESH","GUNTUR","PRATHIPADU",13,0,0,0,13
"ANDHRA PRADESH","GUNTUR","RAJUPALEM",144,20,0,0,164
"ANDHRA PRADESH","GUNTUR","RENTACHINTALA",19,0,0,0,19
"ANDHRA PRADESH","GUNTUR","REPALLE",NA,NA,NA,NA,NA
"ANDHRA PRADESH","GUNTUR","ROMPICHERLA",110,22,0,0,132
"ANDHRA PRADESH","GUNTUR","SATTENAPALLE",8,18,0,0,26
"ANDHRA PRADESH","GUNTUR","SAV'PURAM KANUM'PUDI",3,5,0,0,8
"ANDHRA PRADESH","GUNTUR","TADEPALLE",113,2,0,0,115
"ANDHRA PRADESH","GUNTUR","TADIKONDA",35,0,5,0,40
"ANDHRA PRADESH","GUNTUR","TENALI",NA,NA,NA,NA,NA
"ANDHRA PRADESH","GUNTUR","THULLUR",46,2,0,0,48
"ANDHRA PRADESH","GUNTUR","TSUNDUR",NA,NA,NA,NA,NA
"ANDHRA PRADESH","GUNTUR","VATTICHERUKURU",NA,NA,NA,NA,NA
"ANDHRA PRADESH","GUNTUR","VELDURTHY",170,4,1,1,176
"ANDHRA PRADESH","GUNTUR","VEMURU",NA,NA,NA,NA,NA
"ANDHRA PRADESH","GUNTUR","VINUKONDA",0,35,0,0,35
"ANDHRA PRADESH","HYDERABAD","CHARMINAR",25,0,0,0,25
"ANDHRA PRADESH","HYDERABAD","GOLCONDA",46,6,0,2,54
"ANDHRA PRADESH","HYDERABAD","MUSHEERABAD",1,0,0,0,1
"ANDHRA PRADESH","HYDERABAD","SECUNDERABAD",10,0,0,0,10
"ANDHRA PRADESH","KARIMNAGAR","BEJJANKI",1854,3298,209,0,5361
"ANDHRA PRADESH","KARIMNAGAR","BHEEMADEVARPALLE",355,3965,527,0,4847
"ANDHRA PRADESH","KARIMNAGAR","BOINPALLE",458,3174,51,4,3687
"ANDHRA PRADESH","KARIMNAGAR","CHANDURTHI",184,4151,34,6,4375
"ANDHRA PRADESH","KARIMNAGAR","CHIGURUMAMIDI",745,3146,291,0,4182
"ANDHRA PRADESH","KARIMNAGAR","CHOPPADANDI",313,3261,1,0,3575
"ANDHRA PRADESH","KARIMNAGAR","DHARMAPURI",50,3009,0,0,3059
"ANDHRA PRADESH","KARIMNAGAR","DHARMARAM",444,1708,667,0,2819
"ANDHRA PRADESH","KARIMNAGAR","ELKATHURTHI",523,2327,30,4,2884
"ANDHRA PRADESH","KARIMNAGAR","ELLANTHAKUNTA",259,4500,78,49,4886
"ANDHRA PRADESH","KARIMNAGAR","GAMBHIRAOPET",194,1529,41,1,1765
"ANDHRA PRADESH","KARIMNAGAR","GANGADHARA",77,4915,4,0,4996
"ANDHRA PRADESH","KARIMNAGAR","GOLLAPALLE",97,2801,120,8,3026
"ANDHRA PRADESH","KARIMNAGAR","HUSNABAD",1599,5689,71,0,7359
"ANDHRA PRADESH","KARIMNAGAR","HUZURABAD",344,4095,7,11,4457
"ANDHRA PRADESH","KARIMNAGAR","IBRAHIMPATNAM",16,3338,26,0,3380
"ANDHRA PRADESH","KARIMNAGAR","JAGTIAL",428,4872,8,1,5309
"ANDHRA PRADESH","KARIMNAGAR","JAMMIKUNTA",191,6311,14,0,6516
"ANDHRA PRADESH","KARIMNAGAR","JULAPALLE",181,1878,9,0,2068
"ANDHRA PRADESH","KARIMNAGAR","KAMALAPUR",833,3086,24,0,3943
"ANDHRA PRADESH","KARIMNAGAR","KAMANPUR",213,1087,4,4,1308
"ANDHRA PRADESH","KARIMNAGAR","KARIMNAGAR",744,2759,122,0,3625
"ANDHRA PRADESH","KARIMNAGAR","KATARAM",250,324,0,0,574
"ANDHRA PRADESH","KARIMNAGAR","KATHLAPUR",145,4205,13,1,4364
"ANDHRA PRADESH","KARIMNAGAR","KODIMIAL",89,4620,7,0,4716
"ANDHRA PRADESH","KARIMNAGAR","KOHEDA",503,3288,85,0,3876
"ANDHRA PRADESH","KARIMNAGAR","KONARAOPETA",300,3030,12,4,3346
"ANDHRA PRADESH","KARIMNAGAR","KORATLA",115,2946,33,0,3094
"ANDHRA PRADESH","KARIMNAGAR","MAHADEVPUR",113,198,0,1,312
"ANDHRA PRADESH","KARIMNAGAR","MAHADEVPUR",33,3,353,1,390
"ANDHRA PRADESH","KARIMNAGAR","MALHARRAO MANDAL",404,159,1,50,614
"ANDHRA PRADESH","KARIMNAGAR","MALLAPUR",10,3991,2,0,4003
"ANDHRA PRADESH","KARIMNAGAR","MALLIAL",38,4735,1,0,4774
"ANDHRA PRADESH","KARIMNAGAR","MANAKONDUR",568,5071,6,0,5645
"ANDHRA PRADESH","KARIMNAGAR","MANTHANI",719,364,4,0,1087
"ANDHRA PRADESH","KARIMNAGAR","MANTHANI",89,1520,2,0,1611
"ANDHRA PRADESH","KARIMNAGAR","MEDIPALLE",434,4825,219,0,5478
"ANDHRA PRADESH","KARIMNAGAR","METPALLE",169,3094,8,30,3301
"ANDHRA PRADESH","KARIMNAGAR","MUSTABAD",417,1204,1457,0,3078
"ANDHRA PRADESH","KARIMNAGAR","ODELA",253,3211,16,2,3482
"ANDHRA PRADESH","KARIMNAGAR","PEDDAPALLE",321,2741,29,0,3091
"ANDHRA PRADESH","KARIMNAGAR","PEGADAPALLE",49,3334,10,0,3393
"ANDHRA PRADESH","KARIMNAGAR","RAIKAL",67,3532,1,1,3601
"ANDHRA PRADESH","KARIMNAGAR","RAMADUGU",462,3888,6,0,4356
"ANDHRA PRADESH","KARIMNAGAR","RAMAGUNDAM",635,581,3,0,1219
"ANDHRA PRADESH","KARIMNAGAR","SAIDAPUR",82,4010,105,0,4197
"ANDHRA PRADESH","KARIMNAGAR","SARANGAPUR",46,2826,1,0,2873
"ANDHRA PRADESH","KARIMNAGAR","SHANKARA PATNAM",30,3337,7,0,3374
"ANDHRA PRADESH","KARIMNAGAR","SIRSILLA",1153,2701,315,0,4169
"ANDHRA PRADESH","KARIMNAGAR","SRIRAMPUR",271,1641,18,0,1930
"ANDHRA PRADESH","KARIMNAGAR","SULTANABAD",190,3357,16,0,3563
"ANDHRA PRADESH","KARIMNAGAR","THIMMAPUR",75,5461,798,0,6334
"ANDHRA PRADESH","KARIMNAGAR","VEENAVANKA",53,4055,4,5,4117
"ANDHRA PRADESH","KARIMNAGAR","VELGATOOR",67,3335,70,0,3472
"ANDHRA PRADESH","KARIMNAGAR","VEMULAWADA",1014,2748,69,0,3831
"ANDHRA PRADESH","KARIMNAGAR","YELLAREDDIPETA",885,2934,31,23,3873
"ANDHRA PRADESH","KHAMMAM","ASWAPURAM",136,14,0,0,150
"ANDHRA PRADESH","KHAMMAM","ASWARAOPETA",8,2,125,0,135
"ANDHRA PRADESH","KHAMMAM","BAYYARAM",73,766,0,4,843
"ANDHRA PRADESH","KHAMMAM","BHADRACHALAM",20,78,0,0,98
"ANDHRA PRADESH","KHAMMAM","BONAKAL",25,534,3,0,562
"ANDHRA PRADESH","KHAMMAM","BURGAMPADU",9,137,0,0,146
"ANDHRA PRADESH","KHAMMAM","CHANDRUGONDA",122,94,0,0,216
"ANDHRA PRADESH","KHAMMAM","CHERLA",29,3,0,1,33
"ANDHRA PRADESH","KHAMMAM","CHINTHAKANI",33,698,0,0,731
"ANDHRA PRADESH","KHAMMAM","CHINTUR",38,29,0,0,67
"ANDHRA PRADESH","KHAMMAM","DAMMAPETA",0,0,52,0,52
"ANDHRA PRADESH","KHAMMAM","DUMMUGUDEM",104,1,0,0,105
"ANDHRA PRADESH","KHAMMAM","ENKURU",141,610,149,0,900
"ANDHRA PRADESH","KHAMMAM","GARLA",105,1666,1,3,1775
"ANDHRA PRADESH","KHAMMAM","GUNDALA",40,66,0,0,106
"ANDHRA PRADESH","KHAMMAM","JULURPAD",66,950,3,0,1019
"ANDHRA PRADESH","KHAMMAM","KALLURU",81,304,11,0,396
"ANDHRA PRADESH","KHAMMAM","KAMEPALLE",148,1163,20,0,1331
"ANDHRA PRADESH","KHAMMAM","KHAMMAM (RURAL)",216,3223,14,1,3454
"ANDHRA PRADESH","KHAMMAM","KHAMMAM (URBAN)",281,2142,177,1,2601
"ANDHRA PRADESH","KHAMMAM","KONIJERLA",289,652,1,0,942
"ANDHRA PRADESH","KHAMMAM","KOTHAGUDEM",131,574,9,1,715
"ANDHRA PRADESH","KHAMMAM","KUKUNOOR",0,182,0,0,182
"ANDHRA PRADESH","KHAMMAM","KUNAVARAM",107,0,0,1,108
"ANDHRA PRADESH","KHAMMAM","KUSUMANCHI",324,2689,438,11,3462
"ANDHRA PRADESH","KHAMMAM","MADHIRA",222,323,10,10,565
"ANDHRA PRADESH","KHAMMAM","MANUGUR",122,0,0,0,122
"ANDHRA PRADESH","KHAMMAM","MUDIGONDA",122,1539,15,23,1699
"ANDHRA PRADESH","KHAMMAM","MULAKALAPALLE",14,305,0,0,319
"ANDHRA PRADESH","KHAMMAM","NELAKONDAPALLE",48,1023,20,0,1091
"ANDHRA PRADESH","KHAMMAM","PALWANCHA",130,34,0,0,164
"ANDHRA PRADESH","KHAMMAM","PENUBALLI",253,320,59,0,632
"ANDHRA PRADESH","KHAMMAM","PINAPAKA",8,0,13,0,21
"ANDHRA PRADESH","KHAMMAM","SATHUPALLE",66,8,242,0,316
"ANDHRA PRADESH","KHAMMAM","SINGARENI",266,1041,1,4,1312
"ANDHRA PRADESH","KHAMMAM","TEKULAPALLE",42,368,0,0,410
"ANDHRA PRADESH","KHAMMAM","THALLADA",65,248,0,0,313
"ANDHRA PRADESH","KHAMMAM","THIRUMALAYAPALEM",559,4154,214,17,4944
"ANDHRA PRADESH","KHAMMAM","VARARAMACHANDRAPURAM",68,7,0,2,77
"ANDHRA PRADESH","KHAMMAM","VELAIRPAD",7,0,0,0,7
"ANDHRA PRADESH","KHAMMAM","VEMSOOR",198,240,226,0,664
"ANDHRA PRADESH","KHAMMAM","VENKATAPURAM",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KHAMMAM","WAZEED",0,1,16,0,17
"ANDHRA PRADESH","KHAMMAM","WYRA",39,204,0,0,243
"ANDHRA PRADESH","KHAMMAM","YELLANDU",189,504,1,3,697
"ANDHRA PRADESH","KHAMMAM","YERRUPALEM",458,138,22,5,623
"ANDHRA PRADESH","KRISHNA","A.KONDURU",261,1152,123,0,1536
"ANDHRA PRADESH","KRISHNA","AGIRIPALLE",524,96,131,0,751
"ANDHRA PRADESH","KRISHNA","AVANIGADDA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KRISHNA","BANTUMILLI",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KRISHNA","BAPULAPADU",15,2,660,1,678
"ANDHRA PRADESH","KRISHNA","CHALLAPALLE",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KRISHNA","CHANDARLAPADU",94,446,7,0,547
"ANDHRA PRADESH","KRISHNA","CHATRAI",362,284,454,7,1107
"ANDHRA PRADESH","KRISHNA","G.KONDURU",46,66,297,1,410
"ANDHRA PRADESH","KRISHNA","GAMPALAGUDEM",146,704,10,4,864
"ANDHRA PRADESH","KRISHNA","GANNAVARAM",44,1,245,0,290
"ANDHRA PRADESH","KRISHNA","GHANTASALA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KRISHNA","GUDIVADA",6,0,0,0,6
"ANDHRA PRADESH","KRISHNA","GUDLAVALLERU",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KRISHNA","GUDUR",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KRISHNA","IBRAHIMPATNAM",51,5,0,0,56
"ANDHRA PRADESH","KRISHNA","JAGGAYYAPETA",292,530,21,0,843
"ANDHRA PRADESH","KRISHNA","KAIKALUR",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KRISHNA","KALIDINDI",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KRISHNA","KANCHIKACHERLA",106,107,52,0,265
"ANDHRA PRADESH","KRISHNA","KANKIPADU",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KRISHNA","KODURU",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KRISHNA","KRUTHIVENNU",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KRISHNA","MACHILIPATNAM",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KRISHNA","MANDAVALLI",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KRISHNA","MOPIDEVI",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KRISHNA","MOVVA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KRISHNA","MUDINEPALLE",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KRISHNA","MUSUNURU",723,55,1041,0,1819
"ANDHRA PRADESH","KRISHNA","MYLAVARAM",545,74,84,0,703
"ANDHRA PRADESH","KRISHNA","NAGAYALANKA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KRISHNA","NANDIGAMA",88,369,0,0,457
"ANDHRA PRADESH","KRISHNA","NANDIVADA",0,0,0,13,13
"ANDHRA PRADESH","KRISHNA","NUZVID",451,7,614,0,1072
"ANDHRA PRADESH","KRISHNA","PAMARRU",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KRISHNA","PAMIDIMUKKALA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KRISHNA","PEDANA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KRISHNA","PEDAPARUPUDI",6,3,0,30,39
"ANDHRA PRADESH","KRISHNA","PENAMALURU",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KRISHNA","PENUGANCHIPROLU",127,241,0,0,368
"ANDHRA PRADESH","KRISHNA","REDDIGUDEM",381,353,52,0,786
"ANDHRA PRADESH","KRISHNA","THOTLAVALLURU",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KRISHNA","TIRUVURU",220,355,28,1,604
"ANDHRA PRADESH","KRISHNA","UNGUTURU",60,0,53,0,113
"ANDHRA PRADESH","KRISHNA","VATSAVAI",270,752,7,0,1029
"ANDHRA PRADESH","KRISHNA","VEERULLAPADU",263,281,0,0,544
"ANDHRA PRADESH","KRISHNA","VIJAYAWADA (URBAN)",4,0,0,0,4
"ANDHRA PRADESH","KRISHNA","VIJAYAWADA RURAL",68,11,13,1,93
"ANDHRA PRADESH","KRISHNA","VISSANNAPET",177,246,136,0,559
"ANDHRA PRADESH","KRISHNA","VUYYURU",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KURNOOL","ADONI",187,709,176,2,1074
"ANDHRA PRADESH","KURNOOL","ALLAGADDA",310,264,108,0,682
"ANDHRA PRADESH","KURNOOL","ALUR",69,135,54,0,258
"ANDHRA PRADESH","KURNOOL","ASPARI",150,351,104,0,605
"ANDHRA PRADESH","KURNOOL","ATMAKUR",734,131,15,0,880
"ANDHRA PRADESH","KURNOOL","BANAGANAPALLE",428,57,67,0,552
"ANDHRA PRADESH","KURNOOL","BANDI ATMAKUR",71,65,21,46,203
"ANDHRA PRADESH","KURNOOL","BETHAMCHERLA",60,188,41,0,289
"ANDHRA PRADESH","KURNOOL","C.BELAGAL",32,1487,111,0,1630
"ANDHRA PRADESH","KURNOOL","CHAGALAMARRI",428,237,43,1,709
"ANDHRA PRADESH","KURNOOL","CHIPPAGIRI",73,51,1,0,125
"ANDHRA PRADESH","KURNOOL","DEVANAKONDA",241,754,29,0,1024
"ANDHRA PRADESH","KURNOOL","DHONE",430,323,9,2,764
"ANDHRA PRADESH","KURNOOL","DORNIPADU",2,0,0,0,2
"ANDHRA PRADESH","KURNOOL","GADIVEMULA",215,63,0,0,278
"ANDHRA PRADESH","KURNOOL","GONEGANDLA",331,1401,275,18,2025
"ANDHRA PRADESH","KURNOOL","GOSPADU",112,46,63,0,221
"ANDHRA PRADESH","KURNOOL","GUDUR",52,523,21,1,597
"ANDHRA PRADESH","KURNOOL","HALAHARVI",76,2,0,0,78
"ANDHRA PRADESH","KURNOOL","HOLAGUNDA",82,156,6,33,277
"ANDHRA PRADESH","KURNOOL","JUPADU BUNGALOW",211,632,15,0,858
"ANDHRA PRADESH","KURNOOL","KALLUR",301,184,146,0,631
"ANDHRA PRADESH","KURNOOL","KODUMUR",74,530,257,0,861
"ANDHRA PRADESH","KURNOOL","KOILKUNTLA",54,5,19,2,80
"ANDHRA PRADESH","KURNOOL","KOLIMIGUNDLA",160,23,31,1,215
"ANDHRA PRADESH","KURNOOL","KOSIGI",142,1772,203,3,2120
"ANDHRA PRADESH","KURNOOL","KOTHAPALLE",337,373,108,0,818
"ANDHRA PRADESH","KURNOOL","KOWTHALAM",215,445,6,0,666
"ANDHRA PRADESH","KURNOOL","KRISHNAGIRI",451,443,5,0,899
"ANDHRA PRADESH","KURNOOL","KURNOOL",171,388,102,1,662
"ANDHRA PRADESH","KURNOOL","MADDIKERA (EAST)",158,97,46,1,302
"ANDHRA PRADESH","KURNOOL","MAHANANDI",802,117,1,0,920
"ANDHRA PRADESH","KURNOOL","MANTRALAYAM",89,523,31,0,643
"ANDHRA PRADESH","KURNOOL","MIDTHUR",283,295,58,1,637
"ANDHRA PRADESH","KURNOOL","NANDAVARAM",67,295,40,0,402
"ANDHRA PRADESH","KURNOOL","NANDIKOTKUR",252,98,3,0,353
"ANDHRA PRADESH","KURNOOL","NANDYAL",295,78,0,1,374
"ANDHRA PRADESH","KURNOOL","ORVAKAL",217,392,137,12,758
"ANDHRA PRADESH","KURNOOL","OWK",359,43,30,1,433
"ANDHRA PRADESH","KURNOOL","PAGIDYALA",20,341,10,1,372
"ANDHRA PRADESH","KURNOOL","PAMULAPADU",604,323,17,30,974
"ANDHRA PRADESH","KURNOOL","PANYAM",166,7,0,1,174
"ANDHRA PRADESH","KURNOOL","PATTIKONDA",113,175,140,0,428
"ANDHRA PRADESH","KURNOOL","PEAPALLY",226,615,59,0,900
"ANDHRA PRADESH","KURNOOL","PEDDA KADALUR",227,796,99,0,1122
"ANDHRA PRADESH","KURNOOL","RUDRAVARAM",352,65,104,1,522
"ANDHRA PRADESH","KURNOOL","SANJAMALA",356,62,63,0,481
"ANDHRA PRADESH","KURNOOL","SIRVEL",812,199,17,0,1028
"ANDHRA PRADESH","KURNOOL","SRISAILAM",NA,NA,NA,NA,NA
"ANDHRA PRADESH","KURNOOL","TUGGALI",231,345,175,1,752
"ANDHRA PRADESH","KURNOOL","UYYALAWADA",45,11,1,0,57
"ANDHRA PRADESH","KURNOOL","VELDURTHI",510,409,72,0,991
"ANDHRA PRADESH","KURNOOL","VELGODE",183,48,0,1,232
"ANDHRA PRADESH","KURNOOL","YEMMIGANUR",268,1332,190,1,1791
"ANDHRA PRADESH","MAHABOOB NAGAR","ACHAMPETA",57,812,6,0,875
"ANDHRA PRADESH","MAHABOOB NAGAR","ADDAKAL",263,849,558,7,1677
"ANDHRA PRADESH","MAHABOOB NAGAR","AIZA",32,1142,3,0,1177
"ANDHRA PRADESH","MAHABOOB NAGAR","ALAMPUR",584,39,0,0,623
"ANDHRA PRADESH","MAHABOOB NAGAR","AMANGAL",31,1719,25,1,1776
"ANDHRA PRADESH","MAHABOOB NAGAR","AMRABAD",21,720,7,1,749
"ANDHRA PRADESH","MAHABOOB NAGAR","ATMAKUR",6,1547,363,0,1916
"ANDHRA PRADESH","MAHABOOB NAGAR","BALANAGAR",251,1785,241,1,2278
"ANDHRA PRADESH","MAHABOOB NAGAR","BALMOOR",221,1203,134,10,1568
"ANDHRA PRADESH","MAHABOOB NAGAR","BHOOTHPUR",45,1112,161,0,1318
"ANDHRA PRADESH","MAHABOOB NAGAR","BIJINAPALLE",76,1036,479,5,1596
"ANDHRA PRADESH","MAHABOOB NAGAR","BOMRASPETA",74,549,313,0,936
"ANDHRA PRADESH","MAHABOOB NAGAR","CHINNACHITAKUNTA",81,726,332,0,1139
"ANDHRA PRADESH","MAHABOOB NAGAR","DAMARAGIDDA",163,975,103,2,1243
"ANDHRA PRADESH","MAHABOOB NAGAR","DEVARAKADARA",186,1006,311,3,1506
"ANDHRA PRADESH","MAHABOOB NAGAR","DHANWADA",74,891,482,1,1448
"ANDHRA PRADESH","MAHABOOB NAGAR","DHARUR",70,1685,579,1,2335
"ANDHRA PRADESH","MAHABOOB NAGAR","DOULATABAD",170,924,429,12,1535
"ANDHRA PRADESH","MAHABOOB NAGAR","FAROOQNAGAR",364,1019,299,49,1731
"ANDHRA PRADESH","MAHABOOB NAGAR","GADWAL",232,1165,59,2,1458
"ANDHRA PRADESH","MAHABOOB NAGAR","GHANPUR",60,964,484,0,1508
"ANDHRA PRADESH","MAHABOOB NAGAR","GHATTU",14,2256,27,0,2297
"ANDHRA PRADESH","MAHABOOB NAGAR","GOPALPETA",13,817,172,0,1002
"ANDHRA PRADESH","MAHABOOB NAGAR","HANWADA",10,612,38,2,662
"ANDHRA PRADESH","MAHABOOB NAGAR","ITIKYAL",68,1410,144,0,1622
"ANDHRA PRADESH","MAHABOOB NAGAR","JADCHERLA",124,1502,72,2,1700
"ANDHRA PRADESH","MAHABOOB NAGAR","KALWAKURTHY",36,1479,412,0,1927
"ANDHRA PRADESH","MAHABOOB NAGAR","KESHAMPETA",68,903,302,1,1274
"ANDHRA PRADESH","MAHABOOB NAGAR","KODAIR",40,2061,66,1,2168
"ANDHRA PRADESH","MAHABOOB NAGAR","KODANGAL",116,678,98,2,894
"ANDHRA PRADESH","MAHABOOB NAGAR","KOILKONDA",92,1499,715,1,2307
"ANDHRA PRADESH","MAHABOOB NAGAR","KOLLAPUR",130,1309,1,4,1444
"ANDHRA PRADESH","MAHABOOB NAGAR","KONDURG",248,842,139,12,1241
"ANDHRA PRADESH","MAHABOOB NAGAR","KOSGI",36,1038,788,2,1864
"ANDHRA PRADESH","MAHABOOB NAGAR","KOTHAKOTA",134,1293,499,0,1926
"ANDHRA PRADESH","MAHABOOB NAGAR","KOTHUR",149,1071,132,1,1353
"ANDHRA PRADESH","MAHABOOB NAGAR","LINGAL",38,936,5,4,983
"ANDHRA PRADESH","MAHABOOB NAGAR","MADDUR",29,1605,402,3,2039
"ANDHRA PRADESH","MAHABOOB NAGAR","MADGUL",51,1193,303,9,1556
"ANDHRA PRADESH","MAHABOOB NAGAR","MAGANOOR",78,1078,146,2,1304
"ANDHRA PRADESH","MAHABOOB NAGAR","MAHBUBNAGAR",165,790,218,2,1175
"ANDHRA PRADESH","MAHABOOB NAGAR","MAKTHAL",83,794,642,1,1520
"ANDHRA PRADESH","MAHABOOB NAGAR","MALDAKAL",187,1560,309,5,2061
"ANDHRA PRADESH","MAHABOOB NAGAR","MANOPADU",126,212,0,0,338
"ANDHRA PRADESH","MAHABOOB NAGAR","MIDJIL",335,1059,332,2,1728
"ANDHRA PRADESH","MAHABOOB NAGAR","NAGARKURNOOL",14,1492,204,1,1711
"ANDHRA PRADESH","MAHABOOB NAGAR","NARAYANPET",126,730,57,1,914
"ANDHRA PRADESH","MAHABOOB NAGAR","NARVA",57,1143,983,13,2196
"ANDHRA PRADESH","MAHABOOB NAGAR","NAWABPET",295,1075,348,11,1729
"ANDHRA PRADESH","MAHABOOB NAGAR","PANGAL",19,3338,142,2,3501
"ANDHRA PRADESH","MAHABOOB NAGAR","PEBBAIR",332,1471,73,11,1887
"ANDHRA PRADESH","MAHABOOB NAGAR","PEDDAKOTHAPALLE",57,2190,9,1,2257
"ANDHRA PRADESH","MAHABOOB NAGAR","PEDDAMANDADI",40,981,348,1,1370
"ANDHRA PRADESH","MAHABOOB NAGAR","TADOOR",122,1427,67,3,1619
"ANDHRA PRADESH","MAHABOOB NAGAR","TALAKONDAPALLE",25,1649,105,1,1780
"ANDHRA PRADESH","MAHABOOB NAGAR","TELKAPALLE",71,1360,137,34,1602
"ANDHRA PRADESH","MAHABOOB NAGAR","THIMMAJIPETA",76,953,92,21,1142
"ANDHRA PRADESH","MAHABOOB NAGAR","UPPUNUNTHALA",68,1903,121,2,2094
"ANDHRA PRADESH","MAHABOOB NAGAR","UTKOOR",19,612,320,0,951
"ANDHRA PRADESH","MAHABOOB NAGAR","VANGOOR",122,2023,99,0,2244
"ANDHRA PRADESH","MAHABOOB NAGAR","VEEPANGANDLA",72,1778,0,3,1853
"ANDHRA PRADESH","MAHABOOB NAGAR","VELDANDA",96,2062,230,2,2390
"ANDHRA PRADESH","MAHABOOB NAGAR","WADDEPALLE",76,971,142,1,1190
"ANDHRA PRADESH","MAHABOOB NAGAR","WANAPARTHY",210,1800,401,0,2411
"ANDHRA PRADESH","MEDAK","ALLADURG",67,184,12,7,270
"ANDHRA PRADESH","MEDAK","ANDOLE",0,17,26,0,43
"ANDHRA PRADESH","MEDAK","CHEGUNTA",111,984,1184,15,2294
"ANDHRA PRADESH","MEDAK","CHINNAKODUR",174,5568,113,4,5859
"ANDHRA PRADESH","MEDAK","DOULTABAD",1012,1003,341,1,2357
"ANDHRA PRADESH","MEDAK","DUBBAK",409,1400,119,8,1936
"ANDHRA PRADESH","MEDAK","GAJWEL",83,1347,163,99,1692
"ANDHRA PRADESH","MEDAK","HATHNOORA",288,176,256,38,758
"ANDHRA PRADESH","MEDAK","JAGDEVPUR",322,1669,14,7,2012
"ANDHRA PRADESH","MEDAK","JHARASANGAM",308,1042,22,5,1377
"ANDHRA PRADESH","MEDAK","JINNARAM",73,278,269,1,621
"ANDHRA PRADESH","MEDAK","KALHER",260,90,7,1,358
"ANDHRA PRADESH","MEDAK","KANGTI",25,292,12,3,332
"ANDHRA PRADESH","MEDAK","KOHIR",534,1801,37,0,2372
"ANDHRA PRADESH","MEDAK","KONDAPAK",921,3213,220,8,4362
"ANDHRA PRADESH","MEDAK","KONDAPUR",154,1051,94,0,1299
"ANDHRA PRADESH","MEDAK","KOWDIPALLI",11,72,242,3,328
"ANDHRA PRADESH","MEDAK","KULCHARAM",29,154,236,20,439
"ANDHRA PRADESH","MEDAK","MANOOR",217,81,0,1,299
"ANDHRA PRADESH","MEDAK","MEDAK",117,1167,26,9,1319
"ANDHRA PRADESH","MEDAK","MIRDODDI",198,1448,776,7,2429
"ANDHRA PRADESH","MEDAK","MULUG",530,1293,81,13,1917
"ANDHRA PRADESH","MEDAK","MUNPALLE",183,117,9,16,325
"ANDHRA PRADESH","MEDAK","NANGANUR",498,2895,273,46,3712
"ANDHRA PRADESH","MEDAK","NARAYANKHED",226,1178,1,19,1424
"ANDHRA PRADESH","MEDAK","NARSAPUR",267,301,94,2,664
"ANDHRA PRADESH","MEDAK","NYALKAL",157,797,66,71,1091
"ANDHRA PRADESH","MEDAK","PAPANNAPET",71,319,37,2,429
"ANDHRA PRADESH","MEDAK","PATANCHERU",386,206,3,1,596
"ANDHRA PRADESH","MEDAK","PULKAL",673,0,1,0,674
