-----
{
 "description": "The table refers to block wise culturable command area and potential created through Deep Tubewells . The report has been sourced from 2nd census of minor irrigation scheme(1993-94) from ministry of water resources.", 
 "file_name": "blckdptbwltab3.13.csv", 
 "title": "Download CSV for Block wise Culturable Command Area and Potential Created through Deep Tubewells for 2nd Census of Minor Irrigation Schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/blckdptbwltab3.13.csv"
}
-----
-----
{
 "description": "The table refers to block wise distribution of Deep Tubewells according to water lifting device . The report has been sourced from 2nd census of minor irrigation scheme(1993-94) from ministry of water resources.", 
 "file_name": "blckdptbwltab3.8.csv", 
 "title": "Download CSV for Block wise Distribution of Deep Tubewells according to Water Lifting Device for 2nd Census of Minor Irrigation Schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/blckdptbwltab3.8.csv"
}
-----
"State","District","Block","Submersible pumps","Turbine pumps","Others","Total"
"BIHAR","BEGUSARAI","SAHEBPUR KAMAL",6,0,0,6
"BIHAR","BEGUSARAI","TEGHRA",7,3,1,11
"BIHAR","BHABUA","ADHAURA",NA,NA,NA,NA
"BIHAR","BHABUA","BHABUA",3,0,0,3
"BIHAR","BHABUA","BHAGWANPUR",NA,NA,NA,NA
"BIHAR","BHABUA","CHAINPUR",NA,NA,NA,NA
"BIHAR","BHABUA","CHAND",3,1,2,6
"BIHAR","BHABUA","DURGAWATI",37,1,0,38
"BIHAR","BHABUA","KUDRA",8,0,0,8
"BIHAR","BHABUA","MOHANIA",16,0,0,16
"BIHAR","BHABUA","NUAWN",13,1,0,14
"BIHAR","BHABUA","RAMGAR",35,0,0,35
"BIHAR","BHABUA","RAMPUR",NA,NA,NA,NA
"BIHAR","BHAGALPUR","BIHPUR",4,0,5,9
"BIHAR","BHAGALPUR","GAURIDIH",1,1,0,2
"BIHAR","BHAGALPUR","GOPALPUR",13,0,1,14
"BIHAR","BHAGALPUR","ISMAILPUR",NA,NA,NA,NA
"BIHAR","BHAGALPUR","JAGDISHPUR",NA,NA,NA,NA
"BIHAR","BHAGALPUR","KAHALGAON",10,1,0,11
"BIHAR","BHAGALPUR","KHARIK",10,2,0,12
"BIHAR","BHAGALPUR","NARAINPUR",8,1,0,9
"BIHAR","BHAGALPUR","NATHNAGAR",8,1,11,20
"BIHAR","BHAGALPUR","NAUGACHHIA",13,7,0,20
"BIHAR","BHAGALPUR","PIRPAINTI",1,0,0,1
"BIHAR","BHAGALPUR","RANGRACHOWK",6,0,0,6
"BIHAR","BHAGALPUR","SABOUR",17,0,0,17
"BIHAR","BHAGALPUR","SHAHKUND",NA,NA,NA,NA
"BIHAR","BHAGALPUR","SONHAULLA",13,5,0,18
"BIHAR","BHAGALPUR","SULTANGANJ",43,0,0,43
"BIHAR","BHOJPUR","AGIAON",0,20,0,20
"BIHAR","BHOJPUR","ARRAHSADAR",25,0,0,25
"BIHAR","BHOJPUR","BARBARA",10,2,0,12
"BIHAR","BHOJPUR","BEHIA",20,0,0,20
"BIHAR","BHOJPUR","CHARPOKHARI",0,1,0,1
"BIHAR","BHOJPUR","GARHANI",4,0,0,4
"BIHAR","BHOJPUR","JAGDISHPUR",6,0,0,6
"BIHAR","BHOJPUR","KOILWAR",70,1,0,71
"BIHAR","BHOJPUR","PIRO",NA,NA,NA,NA
"BIHAR","BHOJPUR","SAHAR",NA,NA,NA,NA
"BIHAR","BHOJPUR","SAHPUR",5,0,0,5
"BIHAR","BHOJPUR","SANDISH",6,0,1,7
"BIHAR","BHOJPUR","TARARI",NA,NA,NA,NA
"BIHAR","BHOJPUR","UDWABTNAGAR",20,2,1,23
"BIHAR","BOKARO","BERMO",NA,NA,NA,NA
"BIHAR","BOKARO","CHANDAN KIYOI",NA,NA,NA,NA
"BIHAR","BOKARO","CHAS",NA,NA,NA,NA
"BIHAR","BOKARO","GOMIA",NA,NA,NA,NA
"BIHAR","BOKARO","JARIDIH",NA,NA,NA,NA
"BIHAR","BOKARO","KASMAR",NA,NA,NA,NA
"BIHAR","BOKARO","NAWADIH",NA,NA,NA,NA
"BIHAR","BOKARO","PETARWAR",NA,NA,NA,NA
"BIHAR","BUXAR","BRAHAMPUR",6,1,0,7
"BIHAR","BUXAR","BUXAR",50,1,7,58
"BIHAR","BUXAR","CHANGAIN",8,0,0,8
"BIHAR","BUXAR","CHARKKI",NA,NA,NA,NA
"BIHAR","BUXAR","CHAUSA",6,4,8,18
"BIHAR","BUXAR","DUMRAIN",36,0,0,36
"BIHAR","BUXAR","ITARHI",2,0,1,3
"BIHAR","BUXAR","KESATH",NA,NA,NA,NA
"BIHAR","BUXAR","NAWANAGAR",NA,NA,NA,NA
"BIHAR","BUXAR","RAJPUR",2,0,0,2
"BIHAR","BUXAR","SIMRI",32,2,3,37
"BIHAR","CHAMPARAN EAST","ADAPUR",5,0,0,5
"BIHAR","CHAMPARAN EAST","ARERAJ",3,0,0,3
"BIHAR","CHAMPARAN EAST","BANJARIA",NA,NA,NA,NA
"BIHAR","CHAMPARAN EAST","CHAKIYA",17,7,1,25
"BIHAR","CHAMPARAN EAST","CHAURADANO",NA,NA,NA,NA
"BIHAR","CHAMPARAN EAST","CHIRAIYA",NA,NA,NA,NA
"BIHAR","CHAMPARAN EAST","DHAKA",4,4,5,13
"BIHAR","CHAMPARAN EAST","FENHARA",4,1,5,10
"BIHAR","CHAMPARAN EAST","GHORASAHAN",26,0,0,26
"BIHAR","CHAMPARAN EAST","HARSIDHI",0,0,2,2
"BIHAR","CHAMPARAN EAST","KALYANPUR",8,1,0,9
"BIHAR","CHAMPARAN EAST","KESARIA",19,1,1,21
"BIHAR","CHAMPARAN EAST","KOTWA",NA,NA,NA,NA
"BIHAR","CHAMPARAN EAST","MADHUBAN",30,0,0,30
"BIHAR","CHAMPARAN EAST","MEHSHI",10,9,5,24
"BIHAR","CHAMPARAN EAST","MOTIHARI",5,22,2,29
"BIHAR","CHAMPARAN EAST","PAHARPUR",NA,NA,NA,NA
"BIHAR","CHAMPARAN EAST","PAKARIDAYAL",4,10,1,15
"BIHAR","CHAMPARAN EAST","PATAHI",6,1,4,11
"BIHAR","CHAMPARAN EAST","PIPRAKOTHI",6,3,1,10
"BIHAR","CHAMPARAN EAST","RAMGARHWA",1,0,1,2
"BIHAR","CHAMPARAN EAST","RAXAUL",1,17,4,22
"BIHAR","CHAMPARAN EAST","SANGRAMPUR",7,2,0,9
"BIHAR","CHAMPARAN EAST","SUGAULI",3,4,0,7
"BIHAR","CHAMPARAN EAST","TETARIA",8,0,0,8
"BIHAR","CHAMPARAN EAST","TURKAULIA",1,0,0,1
"BIHAR","CHAMPARAN WEST","BAGAHA",NA,NA,NA,NA
"BIHAR","CHAMPARAN WEST","BAIRIA",0,3,0,3
"BIHAR","CHAMPARAN WEST","BETTIAN",NA,NA,NA,NA
"BIHAR","CHAMPARAN WEST","BHITAHA",NA,NA,NA,NA
"BIHAR","CHAMPARAN WEST","CHANPATIYA",7,2,1,10
"BIHAR","CHAMPARAN WEST","GAUNAHA",NA,NA,NA,NA
"BIHAR","CHAMPARAN WEST","LAURIYA",NA,NA,NA,NA
"BIHAR","CHAMPARAN WEST","MADHUBANI",NA,NA,NA,NA
"BIHAR","CHAMPARAN WEST","MAINATANR",NA,NA,NA,NA
"BIHAR","CHAMPARAN WEST","MAJHAWALIA",24,15,0,39
"BIHAR","CHAMPARAN WEST","NARKATIYAGANJ",NA,NA,NA,NA
"BIHAR","CHAMPARAN WEST","NAUTAN",0,5,0,5
"BIHAR","CHAMPARAN WEST","PIPRASI",NA,NA,NA,NA
"BIHAR","CHAMPARAN WEST","RAMNAGAR",NA,NA,NA,NA
"BIHAR","CHAMPARAN WEST","SIDHAW",NA,NA,NA,NA
"BIHAR","CHAMPARAN WEST","SIKTA",NA,NA,NA,NA
"BIHAR","CHAMPARAN WEST","THAKRAHA",NA,NA,NA,NA
"BIHAR","CHAMPARAN WEST","YOGAPATTI",NA,NA,NA,NA
"BIHAR","CHATRA","CHATRA",NA,NA,NA,NA
"BIHAR","CHATRA","GIDDHAUR",NA,NA,NA,NA
"BIHAR","CHATRA","HUNTERGANJ",NA,NA,NA,NA
"BIHAR","CHATRA","ITKHORI",NA,NA,NA,NA
"BIHAR","CHATRA","KUNDA",NA,NA,NA,NA
"BIHAR","CHATRA","LAVALONG",NA,NA,NA,NA
"BIHAR","CHATRA","PATTHERGARHA",NA,NA,NA,NA
"BIHAR","CHATRA","PRATAP PUR",NA,NA,NA,NA
"BIHAR","CHATRA","SEMARIA",NA,NA,NA,NA
"BIHAR","CHATRA","TANDAWA",NA,NA,NA,NA
"BIHAR","DARBHANGA","AUNAGAR",NA,NA,NA,NA
"BIHAR","DARBHANGA","BAHADURPUR",13,2,0,15
"BIHAR","DARBHANGA","BAHERI",13,1,0,14
"BIHAR","DARBHANGA","BENIPUR",12,1,0,13
"BIHAR","DARBHANGA","BIRAUL",NA,NA,NA,NA
"BIHAR","DARBHANGA","DARBHANGA",13,14,2,29
"BIHAR","DARBHANGA","GHANSHYAMPUR",NA,NA,NA,NA
"BIHAR","DARBHANGA","GORA BOURAM",NA,NA,NA,NA
"BIHAR","DARBHANGA","HAYAGHAT",19,4,4,27
"BIHAR","DARBHANGA","JALE",14,6,8,28
"BIHAR","DARBHANGA","KEOTI(RANWAY)",3,0,15,18
"BIHAR","DARBHANGA","KIRATPUR",NA,NA,NA,NA
"BIHAR","DARBHANGA","KUSHESHWAR ASTHAN-EA",NA,NA,NA,NA
"BIHAR","DARBHANGA","KVSHESHWAR ASTHAN",1,1,0,2
"BIHAR","DARBHANGA","MANIGACHHI",8,8,0,16
"BIHAR","DARBHANGA","SINGHWARA",20,13,0,33
"BIHAR","DEOGHAR","DEOGHAR",NA,NA,NA,NA
"BIHAR","DEOGHAR","DEVIPUR",NA,NA,NA,NA
"BIHAR","DEOGHAR","KARON",NA,NA,NA,NA
"BIHAR","DEOGHAR","MADHUPUR",NA,NA,NA,NA
"BIHAR","DEOGHAR","MOHANPUR",NA,NA,NA,NA
"BIHAR","DEOGHAR","PALAJORI",NA,NA,NA,NA
"BIHAR","DEOGHAR","SARATH",NA,NA,NA,NA
"BIHAR","DEOGHAR","SARWAN",NA,NA,NA,NA
"BIHAR","DHANBAD","BAGHMARA",NA,NA,NA,NA
"BIHAR","DHANBAD","BALIAPUR",NA,NA,NA,NA
"BIHAR","DHANBAD","DHANBAD",NA,NA,NA,NA
"BIHAR","DHANBAD","GOBINDPUR",NA,NA,NA,NA
"BIHAR","DHANBAD","JHARIA",NA,NA,NA,NA
"BIHAR","DHANBAD","NIRSA",NA,NA,NA,NA
"BIHAR","DHANBAD","TOPCHACHI",NA,NA,NA,NA
"BIHAR","DHANBAD","TUNDI",NA,NA,NA,NA
"BIHAR","DUMKA","DUMKA",0,1,0,1
"BIHAR","DUMKA","GOPIKANDAR",NA,NA,NA,NA
"BIHAR","DUMKA","JAMA",NA,NA,NA,NA
"BIHAR","DUMKA","JAMTARA",NA,NA,NA,NA
"BIHAR","DUMKA","JARMUNDI",NA,NA,NA,NA
"BIHAR","DUMKA","KATHIKUND",NA,NA,NA,NA
"BIHAR","DUMKA","KUNDHIT",NA,NA,NA,NA
"BIHAR","DUMKA","MASALIA",NA,NA,NA,NA
"BIHAR","DUMKA","NALA",NA,NA,NA,NA
"BIHAR","DUMKA","NARAYANPUR",NA,NA,NA,NA
"BIHAR","DUMKA","RAMGARH",NA,NA,NA,NA
"BIHAR","DUMKA","RANESHWAR",NA,NA,NA,NA
"BIHAR","DUMKA","SARAIYAHAT",NA,NA,NA,NA
"BIHAR","DUMKA","SHIKARIPARA",NA,NA,NA,NA
"BIHAR","GARHWA","BHANDARIA",NA,NA,NA,NA
"BIHAR","GARHWA","BHAWNATHPUR",NA,NA,NA,NA
"BIHAR","GARHWA","CHIRIA",NA,NA,NA,NA
"BIHAR","GARHWA","DANDAI",NA,NA,NA,NA
"BIHAR","GARHWA","DHURKI",NA,NA,NA,NA
"BIHAR","GARHWA","GARHWA",NA,NA,NA,NA
"BIHAR","GARHWA","KHARAUNDHI",NA,NA,NA,NA
"BIHAR","GARHWA","MAJHIAURA",4,2,5,11
"BIHAR","GARHWA","MEVAL",NA,NA,NA,NA
"BIHAR","GARHWA","NAYARKTARI",NA,NA,NA,NA
"BIHAR","GARHWA","RAMIA",NA,NA,NA,NA
"BIHAR","GARHWA","RAMKANDA",NA,NA,NA,NA
"BIHAR","GARHWA","RANKA",NA,NA,NA,NA
"BIHAR","GAYA","AMAS",NA,NA,NA,NA
"BIHAR","GAYA","ATARI",NA,NA,NA,NA
"BIHAR","GAYA","BANROYBAZAR",NA,NA,NA,NA
"BIHAR","GAYA","BARACHATTI",NA,NA,NA,NA
"BIHAR","GAYA","BELAGANJ",22,2,3,27
"BIHAR","GAYA","BODHGAYA",NA,NA,NA,NA
"BIHAR","GAYA","DOBBI",NA,NA,NA,NA
"BIHAR","GAYA","DUMARIA",NA,NA,NA,NA
"BIHAR","GAYA","FETHPUR",NA,NA,NA,NA
"BIHAR","GAYA","GARARU",NA,NA,NA,NA
"BIHAR","GAYA","GAYA SADAR",1,0,1,2
"BIHAR","GAYA","GURUA",NA,NA,NA,NA
"BIHAR","GAYA","IMAMGANJ",NA,NA,NA,NA
"BIHAR","GAYA","KHIZIRSORAI",NA,NA,NA,NA
"BIHAR","GAYA","KONCH",NA,NA,NA,NA
"BIHAR","GAYA","MANPUR",0,0,1,1
"BIHAR","GAYA","MOHANPUR",NA,NA,NA,NA
"BIHAR","GAYA","NIMCHAK BATHANI",NA,NA,NA,NA
"BIHAR","GAYA","PARAIYA",0,1,0,1
"BIHAR","GAYA","SHERGHATI",0,2,0,2
"BIHAR","GAYA","TANKUPPA",NA,NA,NA,NA
"BIHAR","GAYA","TEKARI",4,0,1,5
"BIHAR","GAYA","WAZGANJ",NA,NA,NA,NA
"BIHAR","GIRIDIH","BAGODAR",NA,NA,NA,NA
"BIHAR","GIRIDIH","BENGABAD",0,0,1,1
"BIHAR","GIRIDIH","BIRNI",NA,NA,NA,NA
"BIHAR","GIRIDIH","DEORI",NA,NA,NA,NA
"BIHAR","GIRIDIH","DYMIR",NA,NA,NA,NA
"BIHAR","GIRIDIH","GANDEY",NA,NA,NA,NA
"BIHAR","GIRIDIH","GAWAN",NA,NA,NA,NA
"BIHAR","GIRIDIH","GIRIDIH",NA,NA,NA,NA
"BIHAR","GIRIDIH","JAMYA",NA,NA,NA,NA
"BIHAR","GIRIDIH","PIRTANR",NA,NA,NA,NA
"BIHAR","GIRIDIH","RAJ DHANWAR",NA,NA,NA,NA
"BIHAR","GIRIDIH","TISRI",NA,NA,NA,NA
"BIHAR","GODDA","BOARIJORE",NA,NA,NA,NA
"BIHAR","GODDA","GODDA",NA,NA,NA,NA
"BIHAR","GODDA","MAHAGAMA",NA,NA,NA,NA
"BIHAR","GODDA","MEHARWAN",NA,NA,NA,NA
"BIHAR","GODDA","PATHARGAMA",NA,NA,NA,NA
"BIHAR","GODDA","PORAIYHAT",NA,NA,NA,NA
"BIHAR","GODDA","SUNDAR PAHARI",NA,NA,NA,NA
"BIHAR","GODDA","THAKUR BANGTI",NA,NA,NA,NA
"BIHAR","GOPALGANJ","BAIKUNTHPUR",2,1,0,3
"BIHAR","GOPALGANJ","BARAULI",2,0,0,2
"BIHAR","GOPALGANJ","BHOREY",2,1,0,3
"BIHAR","GOPALGANJ","BIJAIPUR",17,13,0,30
"BIHAR","GOPALGANJ","GOPALGANJ",1,3,4,8
"BIHAR","GOPALGANJ","HATHUA",11,0,0,11
"BIHAR","GOPALGANJ","KATAIYA",NA,NA,NA,NA
"BIHAR","GOPALGANJ","KUCHAIKOTE",4,0,0,4
"BIHAR","GOPALGANJ","MANJHA",3,2,0,5
"BIHAR","GOPALGANJ","PHULWARIYA",6,0,0,6
"BIHAR","GOPALGANJ","PUNCHDEORI",0,4,0,4
"BIHAR","GOPALGANJ","SIDHWALIA",4,0,0,4
"BIHAR","GOPALGANJ","THAWE",10,0,0,10
"BIHAR","GOPALGANJ","UCHKAGAON",6,0,0,6
"BIHAR","GUMLA","BALBA",NA,NA,NA,NA
"BIHAR","GUMLA","BANO",NA,NA,NA,NA
"BIHAR","GUMLA","BASIA",NA,NA,NA,NA
"BIHAR","GUMLA","BHARNO",NA,NA,NA,NA
"BIHAR","GUMLA","BISHUNPUR",NA,NA,NA,NA
"BIHAR","GUMLA","CHAINPUR",NA,NA,NA,NA
"BIHAR","GUMLA","DUMRI",NA,NA,NA,NA
"BIHAR","GUMLA","GHAGHRA",NA,NA,NA,NA
"BIHAR","GUMLA","GUMLA",NA,NA,NA,NA
"BIHAR","GUMLA","JALDEGA",NA,NA,NA,NA
"BIHAR","GUMLA","KANIDARA",NA,NA,NA,NA
"BIHAR","GUMLA","KOLUBIRA",NA,NA,NA,NA
"BIHAR","GUMLA","KURDEG",NA,NA,NA,NA
"BIHAR","GUMLA","PALKOT",NA,NA,NA,NA
"BIHAR","GUMLA","RAIDIH",NA,NA,NA,NA
"BIHAR","GUMLA","SIMDEGA",NA,NA,NA,NA
"BIHAR","GUMLA","SISAI",NA,NA,NA,NA
"BIHAR","GUMLA","THETHAITANGA",NA,NA,NA,NA
"BIHAR","HAZARIBAG","BARHI",NA,NA,NA,NA
"BIHAR","HAZARIBAG","BARKAGAON",NA,NA,NA,NA
"BIHAR","HAZARIBAG","BARKATTHA",NA,NA,NA,NA
"BIHAR","HAZARIBAG","BISHNUGARH",NA,NA,NA,NA
"BIHAR","HAZARIBAG","CHAUPARAN",NA,NA,NA,NA
"BIHAR","HAZARIBAG","CHURCHU",NA,NA,NA,NA
"BIHAR","HAZARIBAG","GOLA",NA,NA,NA,NA
"BIHAR","HAZARIBAG","HAZARIBAGH",NA,NA,NA,NA
"BIHAR","HAZARIBAG","ICHAK",NA,NA,NA,NA
"BIHAR","HAZARIBAG","KATKAMSANDI",NA,NA,NA,NA
"BIHAR","HAZARIBAG","KEREDARI",NA,NA,NA,NA
"BIHAR","HAZARIBAG","MANDY",NA,NA,NA,NA
"BIHAR","HAZARIBAG","PADMA",NA,NA,NA,NA
"BIHAR","HAZARIBAG","PATRATU",NA,NA,NA,NA
"BIHAR","HAZARIBAG","RAMGARH",NA,NA,NA,NA
"BIHAR","JAMUI","ALIGANJ",NA,NA,NA,NA
"BIHAR","JAMUI","BARHAT",2,0,0,2
"BIHAR","JAMUI","CHAKAI",NA,NA,NA,NA
"BIHAR","JAMUI","GIDHOUR",NA,NA,NA,NA
"BIHAR","JAMUI","JAMUI",NA,NA,NA,NA
"BIHAR","JAMUI","JHAJHA",4,0,0,4
"BIHAR","JAMUI","KHAIRA",NA,NA,NA,NA
"BIHAR","JAMUI","LAKSHMIPUR",NA,NA,NA,NA
"BIHAR","JAMUI","SIKANDRA",0,3,0,3
"BIHAR","JAMUI","SONO",NA,NA,NA,NA
"BIHAR","JEHANABAD","ARWAL",NA,NA,NA,NA
"BIHAR","JEHANABAD","BANSI SURUJPUR",NA,NA,NA,NA
"BIHAR","JEHANABAD","GHOSI",NA,NA,NA,NA
"BIHAR","JEHANABAD","JEHANABAD",33,5,0,38
"BIHAR","JEHANABAD","KAKU",4,0,0,4
"BIHAR","JEHANABAD","KALEV",NA,NA,NA,NA
"BIHAR","JEHANABAD","KARPI",19,0,0,19
"BIHAR","JEHANABAD","KURTHA",4,0,0,4
"BIHAR","JEHANABAD","MAKHDOMPUR",39,2,1,42
"BIHAR","JEHANABAD","RATNI FARIDPUR",NA,NA,NA,NA
"BIHAR","KATIHAR","AMDABAET",NA,NA,NA,NA
"BIHAR","KATIHAR","AZAMNAGAR",NA,NA,NA,NA
"BIHAR","KATIHAR","BALRAMPUR",NA,NA,NA,NA
"BIHAR","KATIHAR","BANPUR",NA,NA,NA,NA
"BIHAR","KATIHAR","BARARI",12,10,0,22
"BIHAR","KATIHAR","BARSOI",NA,NA,NA,NA
"BIHAR","KATIHAR","DANDKHORA",NA,NA,NA,NA
"BIHAR","KATIHAR","FALKA",0,0,1,1
"BIHAR","KATIHAR","HASANGANJ",5,0,2,7
"BIHAR","KATIHAR","KADWA",NA,NA,NA,NA
"BIHAR","KATIHAR","KATIHAR",NA,NA,NA,NA
"BIHAR","KATIHAR","KORHA",NA,NA,NA,NA
"BIHAR","KATIHAR","KURSELA",NA,NA,NA,NA
"BIHAR","KATIHAR","MANIHARI",NA,NA,NA,NA
"BIHAR","KATIHAR","MANSHAHI",NA,NA,NA,NA
"BIHAR","KATIHAR","SAMELI",NA,NA,NA,NA
"BIHAR","KHAGARIA","ALAULI",19,2,0,21
"BIHAR","KHAGARIA","BELDAUR",NA,NA,NA,NA
"BIHAR","KHAGARIA","CHAUTHAM",11,6,0,17
"BIHAR","KHAGARIA","GOGRI",21,7,0,28
"BIHAR","KHAGARIA","KHAGARIA",17,4,0,21
"BIHAR","KHAGARIA","MANSI",3,0,3,6
"BIHAR","KHAGARIA","PARBATTA",27,2,0,29
"BIHAR","KISHANGANJ","BAHADURGANJ",1,2,2,5
"BIHAR","KISHANGANJ","DHIGHATBANK",NA,NA,NA,NA
"BIHAR","KISHANGANJ","KISHANGANJ",5,0,0,5
"BIHAR","KISHANGANJ","KOCHADHAMIN",1,0,6,7
"BIHAR","KISHANGANJ","POTHIA",1,0,0,1
"BIHAR","KISHANGANJ","TERHAGACHH",NA,NA,NA,NA
"BIHAR","KISHANGANJ","THAKURGANJ",0,0,2,2
"BIHAR","KODARMA","CHANDWA",NA,NA,NA,NA
"BIHAR","KODARMA","JAINAGAR",NA,NA,NA,NA
"BIHAR","KODARMA","KODARAMA",NA,NA,NA,NA
"BIHAR","KODARMA","MARKACHO",0,0,16,16
"BIHAR","KODARMA","SATGAWAN",NA,NA,NA,NA
"BIHAR","LAKHISARAI","BARAHIYA",5,0,1,6
"BIHAR","LAKHISARAI","HALSI",1,0,0,1
"BIHAR","LAKHISARAI","LOKHISARAI",9,0,0,9
"BIHAR","LAKHISARAI","PIPARIA",1,0,0,1
"BIHAR","LAKHISARAI","SURAJGARA",14,0,0,14
"BIHAR","LOHARDAGA","BHANDRA",NA,NA,NA,NA
"BIHAR","LOHARDAGA","KISKO",NA,NA,NA,NA
"BIHAR","LOHARDAGA","KURU",NA,NA,NA,NA
"BIHAR","LOHARDAGA","LOHARDAGA",NA,NA,NA,NA
"BIHAR","LOHARDAGA","SENHA",NA,NA,NA,NA
"BIHAR","MADHEPURA","ALAMNAGAR",NA,NA,NA,NA
"BIHAR","MADHEPURA","BIHARIGANJ",NA,NA,NA,NA
"BIHAR","MADHEPURA","CHAUSA",18,0,0,18
"BIHAR","MADHEPURA","GAWALPARA",0,2,0,2
"BIHAR","MADHEPURA","KUMAR KHAND",NA,NA,NA,NA
"BIHAR","MADHEPURA","MADHEPURA",NA,NA,NA,NA
"BIHAR","MADHEPURA","MURLIGANJ",NA,NA,NA,NA
"BIHAR","MADHEPURA","PURAINI",NA,NA,NA,NA
"BIHAR","MADHEPURA","SHANKERPUR",NA,NA,NA,NA
"BIHAR","MADHEPURA","SINGHESWAR",NA,NA,NA,NA
"BIHAR","MADHEPURA","UDA KISHANGANJ",1,0,0,1
"BIHAR","MADHUBANI","ANDHARADATHI",2,0,0,2
"BIHAR","MADHUBANI","BABUBARHI",3,0,0,3
"BIHAR","MADHUBANI","BASOPATTI",11,0,0,11
"BIHAR","MADHUBANI","BENIPATTI",7,0,0,7
"BIHAR","MADHUBANI","BISFI",3,3,0,6
"BIHAR","MADHUBANI","GHOGARDIHA",NA,NA,NA,NA
"BIHAR","MADHUBANI","HARLAKHI",2,35,291,328
"BIHAR","MADHUBANI","JAITYAGAR",6,2,0,8
"BIHAR","MADHUBANI","JHANJHARPUR",4,2,17,23
"BIHAR","MADHUBANI","KHAJAULI",3,4,4,11
"BIHAR","MADHUBANI","LADANIA",5,2,0,7
"BIHAR","MADHUBANI","LAKHNAUR",0,0,1,1
"BIHAR","MADHUBANI","LAUKAHA",2,39,52,93
"BIHAR","MADHUBANI","LAUKAHI",0,1,0,1
"BIHAR","MADHUBANI","MADHAWAPUR",NA,NA,NA,NA
"BIHAR","MADHUBANI","MADUBANI",23,190,207,420
"BIHAR","MADHUBANI","MEDEPUR",4,0,0,4
"BIHAR","MADHUBANI","PANDAUL",19,0,2,21
"BIHAR","MADHUBANI","PHULPARAS",5,0,12,17
"BIHAR","MADHUBANI","RAJNAGAR",4,0,8,12
"BIHAR","MUNGER","BARIAPUR",NA,NA,NA,NA
"BIHAR","MUNGER","DHARHARA",NA,NA,NA,NA
"BIHAR","MUNGER","JAMALPUR",0,2,0,2
"BIHAR","MUNGER","KHARAGPUR",NA,NA,NA,NA
"BIHAR","MUNGER","MUNGER",NA,NA,NA,NA
"BIHAR","MUNGER","SANGRAMPUR",NA,NA,NA,NA
"BIHAR","MUNGER","TARAPUR",NA,NA,NA,NA
"BIHAR","MUNGER","TETIA BUMBER",NA,NA,NA,NA
"BIHAR","MUZAFFARPUR","AURAI",2,1,0,3
"BIHAR","MUZAFFARPUR","BANDRA",10,2,0,12
"BIHAR","MUZAFFARPUR","BOCHAHA",39,16,1,56
"BIHAR","MUZAFFARPUR","GAIGHAT",32,0,0,32
"BIHAR","MUZAFFARPUR","KANTI",10,0,0,10
"BIHAR","MUZAFFARPUR","KATRA",6,15,0,21
"BIHAR","MUZAFFARPUR","KURHANI",6,0,0,6
"BIHAR","MUZAFFARPUR","MINAPUR",11,0,0,11
"BIHAR","MUZAFFARPUR","MORAUL",6,7,0,13
"BIHAR","MUZAFFARPUR","MOTIPUR",21,4,0,25
"BIHAR","MUZAFFARPUR","MUSHAHARI",49,2,0,51
"BIHAR","MUZAFFARPUR","PAROO",5,0,0,5
"BIHAR","MUZAFFARPUR","SAHEBGANJ",1,4,0,5
"BIHAR","MUZAFFARPUR","SAKRA",24,1,0,25
"BIHAR","MUZAFFARPUR","SARAIYA",14,6,1,21
"BIHAR","NALANDA","ASTHAWAN",19,3,7,29
"BIHAR","NALANDA","BEN",2,3,0,5
"BIHAR","NALANDA","BIHARSARIF",75,0,1,76
"BIHAR","NALANDA","BIND",1,2,0,3
"BIHAR","NALANDA","CHANDI",7,1,0,8
"BIHAR","NALANDA","EKANGARSARAI",42,5,3,50
"BIHAR","NALANDA","GIRIAK",2,0,10,12
"BIHAR","NALANDA","HARNAUT",13,3,2,18
"BIHAR","NALANDA","HILSA",12,2,0,14
"BIHAR","NALANDA","ISLAMPUR",18,1,2,21
"BIHAR","NALANDA","KARAI PARSURAI",NA,NA,NA,NA
"BIHAR","NALANDA","KATRISARAI",2,0,14,16
"BIHAR","NALANDA","NAGAR NAUSA",4,0,0,4
"BIHAR","NALANDA","NOORSARAI",18,2,4,24
"BIHAR","NALANDA","PARWALPUR",5,0,0,5
"BIHAR","NALANDA","RAHUI",32,0,0,32
"BIHAR","NALANDA","RAJGIR",NA,NA,NA,NA
"BIHAR","NALANDA","SARMERA",5,1,1,7
"BIHAR","NALANDA","SILAO",NA,NA,NA,NA
"BIHAR","NALANDA","THARTHARI",1,0,7,8
"BIHAR","NAWADA","AKBARPUR",NA,NA,NA,NA
"BIHAR","NAWADA","GOBINDPUR",NA,NA,NA,NA
"BIHAR","NAWADA","HISUA",1,0,0,1
"BIHAR","NAWADA","KANWAKOL",NA,NA,NA,NA
"BIHAR","NAWADA","KASHICHOK",18,39,3,60
"BIHAR","NAWADA","MESKAUR",NA,NA,NA,NA
"BIHAR","NAWADA","NARDIGANJ",NA,NA,NA,NA
"BIHAR","NAWADA","NARHAT",NA,NA,NA,NA
"BIHAR","NAWADA","NAWADA",26,7,15,48
"BIHAR","NAWADA","PAKRIWARAMA",16,7,1,24
"BIHAR","NAWADA","RAJANLI",1,0,0,1
"BIHAR","NAWADA","ROH",2,0,0,2
