-----
{
 "description": "The table refers to block wise distribution of surface lift schemes according to the farmers holding size. It has been sourced from 2nd census of minor irrigation scheme(1993-94) from Ministry of Water Resources.", 
 "file_name": "srfclftblcktab5.3.csv", 
 "title": "Download CSV for Blockwise Distribution of surface lift schemes according to the holding size for 2nd census of minor irrigation schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/srfclftblcktab5.3.csv"
}
-----
"State","District","Block","Marginal (0-1 Ha)","Small (1-2 Ha)","Medium (2-10 Ha)","Big (Greater than 10 Ha)","Total"
"MADHYA PRADESH","SATNA","RAMPUR",31,66,231,29,357
"MADHYA PRADESH","SATNA","SATNA",51,119,257,73,500
"MADHYA PRADESH","SATNA","UNCHEHARA",87,96,196,22,401
"MADHYA PRADESH","SEHORE","AASHTA",76,256,968,173,1473
"MADHYA PRADESH","SEHORE","BUDANI",35,93,258,54,440
"MADHYA PRADESH","SEHORE","ICHHAWER",60,97,408,153,718
"MADHYA PRADESH","SEHORE","NASRULLAHGANJ",24,92,333,55,504
"MADHYA PRADESH","SEHORE","SIHORE",67,241,773,227,1308
"MADHYA PRADESH","SEONI","BARGHAT",38,55,74,3,170
"MADHYA PRADESH","SEONI","CHHAPARA",37,131,294,20,482
"MADHYA PRADESH","SEONI","DHANORA",7,37,132,10,186
"MADHYA PRADESH","SEONI","KAHANAPUS",3,9,29,2,43
"MADHYA PRADESH","SEONI","KEOLARI",31,35,85,5,156
"MADHYA PRADESH","SEONI","KURAI",40,120,268,24,452
"MADHYA PRADESH","SEONI","LAKHNADAUN",61,151,413,64,689
"MADHYA PRADESH","SEONI","SEONI",120,161,220,25,526
"MADHYA PRADESH","SHAHDOL","ANUPPUR",1,11,30,6,48
"MADHYA PRADESH","SHAHDOL","BUDHAR",66,67,205,29,367
"MADHYA PRADESH","SHAHDOL","BYOHARI",8,23,137,59,227
"MADHYA PRADESH","SHAHDOL","JAISINGHNAGAR",99,191,473,42,805
"MADHYA PRADESH","SHAHDOL","JAITAHARI",2,5,13,4,24
"MADHYA PRADESH","SHAHDOL","KOTAMA",1,5,19,4,29
"MADHYA PRADESH","SHAHDOL","MANPUR",44,108,258,52,462
"MADHYA PRADESH","SHAHDOL","PALEE-1",17,21,66,24,128
"MADHYA PRADESH","SHAHDOL","PALEE-2",83,130,239,46,498
"MADHYA PRADESH","SHAHDOL","PUSHPRAJGARH",19,27,55,32,133
"MADHYA PRADESH","SHAHDOL","SOHAGPUR",40,107,237,44,428
"MADHYA PRADESH","SHAHDOL","UMARIYA",60,133,309,40,542
"MADHYA PRADESH","SHAJAPUR","AGAR",0,0,0,584,584
"MADHYA PRADESH","SHAJAPUR","BAROD",0,0,0,152,152
"MADHYA PRADESH","SHAJAPUR","KALAPIPALMANDI",0,0,0,451,451
"MADHYA PRADESH","SHAJAPUR","MOMANBARODIYA",0,0,0,713,713
"MADHYA PRADESH","SHAJAPUR","SHAJAPUR",0,0,0,762,762
"MADHYA PRADESH","SHAJAPUR","SUJALPUR",0,0,0,282,282
"MADHYA PRADESH","SHAJAPUR","SUSNER",0,0,0,376,376
"MADHYA PRADESH","SHIVPURI","BADARWAS",217,310,668,118,1313
"MADHYA PRADESH","SHIVPURI","KARERA",15,63,180,7,265
"MADHYA PRADESH","SHIVPURI","KHANIYADHANA",0,0,0,0,0
"MADHYA PRADESH","SHIVPURI","KOLARAS",97,94,163,19,373
"MADHYA PRADESH","SHIVPURI","NARWAR",10,27,136,6,179
"MADHYA PRADESH","SHIVPURI","PICHHORE",7,11,21,0,39
"MADHYA PRADESH","SHIVPURI","POHARI",47,76,182,14,319
"MADHYA PRADESH","SHIVPURI","SHIVPURI",50,70,501,10,631
"MADHYA PRADESH","SIDHI","BAIDHAN",3,4,66,28,101
"MADHYA PRADESH","SIDHI","CHITRANGI",25,113,175,48,361
"MADHYA PRADESH","SIDHI","DEOSAR",0,7,36,9,52
"MADHYA PRADESH","SIDHI","KUSAMI",18,22,58,21,119
"MADHYA PRADESH","SIDHI","MAJHAULI",57,130,262,28,477
"MADHYA PRADESH","SIDHI","RAMPURNEKIN",8,27,85,29,149
"MADHYA PRADESH","SIDHI","SIDHI",4,10,81,20,115
"MADHYA PRADESH","SIDHI","SIHAWAL",5,5,20,17,47
"MADHYA PRADESH","SURGUJA","AMBIKAPUR",27,40,36,0,103
"MADHYA PRADESH","SURGUJA","BADRAFNAGAR",131,160,238,30,559
"MADHYA PRADESH","SURGUJA","BALRAMPUR",0,0,0,0,0
"MADHYA PRADESH","SURGUJA","BATOLI",7,16,22,1,46
"MADHYA PRADESH","SURGUJA","BHAIYATHAN",54,81,161,24,320
"MADHYA PRADESH","SURGUJA","BHARATPUR",51,99,211,14,375
"MADHYA PRADESH","SURGUJA","KUSAMI",72,105,473,74,724
"MADHYA PRADESH","SURGUJA","LAKHANPUR",0,0,0,0,0
"MADHYA PRADESH","SURGUJA","LUNDRA",15,59,73,8,155
"MADHYA PRADESH","SURGUJA","MAINPAT",19,16,41,3,79
"MADHYA PRADESH","SURGUJA","MANENDRAGARH",0,191,0,0,191
"MADHYA PRADESH","SURGUJA","ODAGI",0,16,34,8,58
"MADHYA PRADESH","SURGUJA","PRATAPPUR",0,0,0,0,0
"MADHYA PRADESH","SURGUJA","RAJPUR",0,100,190,0,290
"MADHYA PRADESH","SURGUJA","RAMANUJNAGAR",1,14,0,0,15
"MADHYA PRADESH","SURGUJA","RAMCHANDRAPUR",14,81,62,63,220
"MADHYA PRADESH","SURGUJA","SITAPUR",0,0,0,0,0
"MADHYA PRADESH","SURGUJA","SONHAT",5,11,7,0,23
"MADHYA PRADESH","TIKAMGARH","BALDEOGARH",107,145,199,18,469
"MADHYA PRADESH","TIKAMGARH","JATARA",15,49,47,5,116
"MADHYA PRADESH","TIKAMGARH","NIWARI",16,30,50,2,98
"MADHYA PRADESH","TIKAMGARH","PALERA",29,27,57,5,118
"MADHYA PRADESH","TIKAMGARH","PRITHWIPUR",13,38,48,2,101
"MADHYA PRADESH","TIKAMGARH","TIKAMGARH",101,213,393,32,739
"MADHYA PRADESH","UJJAIN","BADNAGAR",0,0,0,508,508
"MADHYA PRADESH","UJJAIN","GHATIYA",0,0,0,453,453
"MADHYA PRADESH","UJJAIN","KHACHRAUD",0,0,0,1279,1279
"MADHYA PRADESH","UJJAIN","MAHIDPUR",0,0,0,685,685
"MADHYA PRADESH","UJJAIN","TARANA",0,0,0,1158,1158
"MADHYA PRADESH","UJJAIN","UJJAIN",0,0,0,796,796
"MADHYA PRADESH","VIDISHA","BASODA",294,549,1518,411,2772
"MADHYA PRADESH","VIDISHA","GYARASPUR",109,336,913,286,1644
"MADHYA PRADESH","VIDISHA","KURWAI",111,265,1064,281,1721
"MADHYA PRADESH","VIDISHA","LATERI",202,202,545,113,1062
"MADHYA PRADESH","VIDISHA","NATERAN",292,495,1171,256,2214
"MADHYA PRADESH","VIDISHA","SIRONJ",162,376,920,244,1702
"MADHYA PRADESH","VIDISHA","VIDISHA",113,250,934,245,1542
"MANIPUR","BISHNUPUR","MOIRANG",0,0,0,0,0
"MANIPUR","IMPHAL","HAORANGSABAL(I-W)",0,0,0,0,0
"MANIPUR","IMPHAL","WAQNGOI(I-W)",0,0,0,0,0
"MANIPUR","THOUBAL","THOUBAL",0,0,0,0,0
"MEGHALAYA","JAINTIA HILLS","AMLAREM",0,0,0,0,0
"MEGHALAYA","JAINTIA HILLS","KHLIEHRIAT",0,0,0,0,0
"MEGHALAYA","JAINTIA HILLS","LASKEIN",0,0,0,0,0
"MEGHALAYA","JAINTIA HILLS","THADLASKEIN",0,0,0,0,0
"MEGHALAYA","RI BHOI DISTRICT","UMSNING C&D BLOCK",0,0,0,0,0
"MEGHALAYA","SOUTH GARO HILLS","BAGHMARA",0,0,0,0,0
"MEGHALAYA","SOUTH GARO HILLS","RONGRA",0,0,0,0,0
"MEGHALAYA","WEST GARO HILLS","BETASING",0,0,0,0,0
"MEGHALAYA","WEST GARO HILLS","SELSELLA",0,0,1,2,3
"MEGHALAYA","WEST KHASI HILLS","MAIRANG",0,0,0,0,0
"MIZORAM","AIZAWL","THINGDAWL",0,0,2,1,3
"MIZORAM","AIZAWL","ZAWLNUAM",0,0,6,0,6
"NAGALAND","KOHIMA","KUHUBOTO",1,0,0,5,6
"NAGALAND","KOHIMA","MEDZIPHEMA",0,0,2,11,13
"ORISSA","ANGUL","ANUGUL",0,3,5,0,8
"ORISSA","ANGUL","ATHAMALLICK",0,0,7,0,7
"ORISSA","ANGUL","BANANPULA",5,0,0,1,6
"ORISSA","ANGUL","CHHENDIAPADA",0,0,1,3,4
"ORISSA","ANGUL","KANIHA",0,3,0,2,5
"ORISSA","ANGUL","KISONAGAR",0,0,0,0,0
"ORISSA","ANGUL","PALALAHARA",2,11,4,1,18
"ORISSA","ANGUL","TALCHER",0,0,4,1,5
"ORISSA","BALASORE","BAHANAGA",0,0,1,0,1
"ORISSA","BALASORE","BALASORE",1,1,3,0,5
"ORISSA","BALASORE","BALIPAL",24,22,2,1,49
"ORISSA","BALASORE","BASTA",6,8,10,4,28
"ORISSA","BALASORE","BHOGARAI",6,13,9,0,28
"ORISSA","BALASORE","JALESWAR",12,10,3,0,25
"ORISSA","BALASORE","JILGIRI",0,0,3,0,3
"ORISSA","BALASORE","KHAIRA",0,0,0,0,0
"ORISSA","BALASORE","OUPADA",3,0,2,0,5
"ORISSA","BALASORE","REMUNA",1,12,17,1,31
"ORISSA","BALASORE","SIMULIA",1,1,1,0,3
"ORISSA","BALASORE","SORO",0,0,8,0,8
"ORISSA","BARAGARH","AMBABHANA",1,4,9,0,14
"ORISSA","BARAGARH","ATABIRA",1,7,25,1,34
"ORISSA","BARAGARH","BARAGARH",3,8,22,16,49
"ORISSA","BARAGARH","BARAPALI",1,2,8,0,11
"ORISSA","BARAGARH","BHATALI",7,22,42,33,104
"ORISSA","BARAGARH","BHENDENI",8,15,44,3,70
"ORISSA","BARAGARH","BIJEPUR",1,25,12,3,41
"ORISSA","BARAGARH","GAISILAT",3,6,8,0,17
"ORISSA","BARAGARH","JHARABANDHA",0,0,7,3,10
"ORISSA","BARAGARH","PADMAPUR",2,3,6,0,11
"ORISSA","BARAGARH","PAIKMAL",9,24,44,10,87
"ORISSA","BARAGARH","SOHELA",3,7,16,8,34
"ORISSA","BHADRAK","BASUDEVPUR",14,23,33,5,75
"ORISSA","BHADRAK","BHADRAK",15,12,4,0,31
"ORISSA","BHADRAK","BHANDARIPOKHARI",0,1,1,0,2
"ORISSA","BHADRAK","BONTH",0,4,4,0,8
"ORISSA","BHADRAK","CHANDABALI",1,1,2,0,4
"ORISSA","BHADRAK","DHAMANAGAR",59,81,42,0,182
"ORISSA","BHADRAK","TIHIDI",0,3,5,0,8
"ORISSA","BOLANGIR","AGALPUR",0,12,10,0,22
"ORISSA","BOLANGIR","BALANGIR",14,63,39,10,126
"ORISSA","BOLANGIR","BELPARA",4,21,44,6,75
"ORISSA","BOLANGIR","BONGOMUNDA",11,16,9,0,36
"ORISSA","BOLANGIR","DEOGAN",62,83,91,5,241
"ORISSA","BOLANGIR","KHAPRA KHOL",12,34,46,34,126
"ORISSA","BOLANGIR","LOUSINGHA",37,34,42,2,115
"ORISSA","BOLANGIR","MURIBAHAL",5,5,13,1,24
"ORISSA","BOLANGIR","PATANAGARH",28,69,148,28,273
"ORISSA","BOLANGIR","PUINTALA",37,42,78,8,165
"ORISSA","BOLANGIR","SAINTALA",4,16,53,4,77
"ORISSA","BOLANGIR","TENTULIKHUNTI",4,15,39,1,59
"ORISSA","BOLANGIR","TITILAGARH",5,5,9,0,19
"ORISSA","BOLANGIR","TUREKELA",0,4,1,1,6
"ORISSA","BOUDH","BOUDH",0,0,3,2,5
"ORISSA","BOUDH","GHARABHANGA",0,2,4,2,8
"ORISSA","BOUDH","KANTAMAL",3,8,11,0,22
"ORISSA","CUTTACK","ATHGARH",0,0,0,0,0
"ORISSA","CUTTACK","BANKI",0,0,0,0,0
"ORISSA","CUTTACK","BARANGA",5,2,0,0,7
"ORISSA","CUTTACK","BARMBA",0,0,0,0,0
"ORISSA","CUTTACK","CUTTACK(SADAR)",10,4,1,0,15
"ORISSA","CUTTACK","DOMAPARA",0,0,0,0,0
"ORISSA","CUTTACK","KANTAPARA",0,0,1,0,1
"ORISSA","CUTTACK","MAHANGA",20,17,2,1,40
"ORISSA","CUTTACK","NARASINGHPUR",1,0,0,1,2
"ORISSA","CUTTACK","NIALI",0,1,3,0,4
"ORISSA","CUTTACK","NISCHINTAKOILI",26,22,8,0,56
"ORISSA","CUTTACK","SALIPUR",0,2,1,0,3
"ORISSA","CUTTACK","TANGI-CHOUDWAR",4,6,4,0,14
"ORISSA","CUTTACK","TIGIRIA",0,0,0,0,0
"ORISSA","DEOGARH","REAMAL",110,91,119,18,338
"ORISSA","DEOGARH","SARKOTE",0,9,3,7,19
"ORISSA","DEOGARH","TILEIBANI",10,7,4,37,58
"ORISSA","DHENKANAL","BHUBAN",0,0,0,0,0
"ORISSA","DHENKANAL","DHENKANAL",0,3,0,0,3
"ORISSA","DHENKANAL","GANDIA",1,2,3,2,8
"ORISSA","DHENKANAL","HINDOL",7,10,12,3,32
"ORISSA","DHENKANAL","KAMAKHYANAGAR",0,1,2,0,3
"ORISSA","DHENKANAL","KANKADAHAD",0,0,1,0,1
"ORISSA","DHENKANAL","ODAPADA",0,6,16,1,23
"ORISSA","DHENKANAL","PALAJANGA",0,0,0,0,0
"ORISSA","GAJAPATI","GUMMA",1,0,1,0,2
"ORISSA","GAJAPATI","KASINAGAR",0,0,0,0,0
"ORISSA","GAJAPATI","MOHANA",1,0,0,0,1
"ORISSA","GAJAPATI","NUAGADA",0,0,0,0,0
"ORISSA","GAJAPATI","PARALAKHEMUNDI",6,1,17,3,27
"ORISSA","GAJAPATI","R.UDAYAGIRI",1,2,1,0,4
"ORISSA","GAJAPATI","RAYAGADA",0,0,1,0,1
"ORISSA","GANJAM","ASKA",10,14,17,0,41
"ORISSA","GANJAM","BELAGUNTHA",0,1,0,1,2
"ORISSA","GANJAM","BHANJANAGAR",0,1,1,2,4
"ORISSA","GANJAM","BUGUDA",4,2,4,0,10
"ORISSA","GANJAM","CHATRAPUR",5,3,0,0,8
"ORISSA","GANJAM","CHIKITI",3,7,13,0,23
"ORISSA","GANJAM","DHARAKOT",18,23,11,3,55
"ORISSA","GANJAM","DIGAPAHANDI",4,33,55,3,95
"ORISSA","GANJAM","GANJAM",7,5,5,0,17
"ORISSA","GANJAM","HINJILIKUT",0,4,17,6,27
"ORISSA","GANJAM","J.N.PRASAD",14,17,10,3,44
"ORISSA","GANJAM","K.KHANDI",0,2,8,0,10
"ORISSA","GANJAM","K.S.NAGAR",0,0,0,0,0
"ORISSA","GANJAM","KHALLIKOT",0,0,0,0,0
"ORISSA","GANJAM","KODALA",0,1,2,1,4
"ORISSA","GANJAM","P.PUR",2,3,3,0,8
"ORISSA","GANJAM","PATRAPUR",2,1,8,0,11
"ORISSA","GANJAM","POLASARA",4,6,2,0,12
"ORISSA","GANJAM","R.LUNDA",3,4,1,0,8
"ORISSA","GANJAM","S.KHEMUNDI",18,5,9,12,44
"ORISSA","GANJAM","SHERAGADA",107,30,4,1,142
"ORISSA","GANJAM","SORADA",11,27,28,2,68
"ORISSA","JAGATSINGHPUR","BALIKUDA",8,11,13,2,34
"ORISSA","JAGATSINGHPUR","BIRIDI",0,0,0,0,0
"ORISSA","JAGATSINGHPUR","ERASAMA",0,0,0,0,0
"ORISSA","JAGATSINGHPUR","JAGATSINGHPUR",4,0,0,0,4
"ORISSA","JAGATSINGHPUR","KUNJANG",0,0,1,0,1
"ORISSA","JAGATSINGHPUR","NAUGAON",0,0,0,0,0
"ORISSA","JAGATSINGHPUR","RAGHUNATHPUR",2,0,0,0,2
"ORISSA","JAGATSINGHPUR","TRITOL",0,0,0,0,0
"ORISSA","JAJPUR","BARACHAN",0,3,12,2,17
"ORISSA","JAJPUR","BARI",0,1,0,0,1
"ORISSA","JAJPUR","BINJHARPUR",1,6,12,4,23
"ORISSA","JAJPUR","DANAGADI",0,1,0,0,1
"ORISSA","JAJPUR","DASARATHPUR",8,5,6,2,21
"ORISSA","JAJPUR","DHARAMASALA",30,57,61,2,150
"ORISSA","JAJPUR","JAJPUR",17,15,16,3,51
"ORISSA","JAJPUR","KOREI",1,2,4,0,7
"ORISSA","JAJPUR","RASULPUR",1,1,0,0,2
"ORISSA","JAJPUR","SUKINDA",0,0,0,0,0
"ORISSA","JHARSUGUDA","JHARSUGUDA",2,0,3,3,8
"ORISSA","JHARSUGUDA","KIRIMIRA",1,1,7,24,33
"ORISSA","JHARSUGUDA","KOLABIRA",3,0,1,10,14
"ORISSA","JHARSUGUDA","LAIKERA",0,0,0,0,0
"ORISSA","JHARSUGUDA","LAKHANPUR",6,17,17,28,68
"ORISSA","KALAHANDI","BHABANI PATANA",4,6,15,4,29
"ORISSA","KALAHANDI","DHARMGARH",0,1,7,2,10
"ORISSA","KALAHANDI","GOLAMUNDA",4,0,8,0,12
"ORISSA","KALAHANDI","JAIPATANA",0,2,0,0,2
"ORISSA","KALAHANDI","JUNAGARH",3,2,9,8,22
"ORISSA","KALAHANDI","KALAMPUR",1,2,10,7,20
"ORISSA","KALAHANDI","KARLAMUNDA",0,3,0,0,3
"ORISSA","KALAHANDI","KESINGA",3,7,16,4,30
"ORISSA","KALAHANDI","KOKASARA",1,0,2,0,3
"ORISSA","KALAHANDI","LANGIGARH",4,0,4,1,9
"ORISSA","KALAHANDI","M.RAMPUR",1,4,3,1,9
"ORISSA","KALAHANDI","NARALA",9,5,20,4,38
"ORISSA","KALAHANDI","TH.RAMPUR",0,0,0,0,0
"ORISSA","KENDRAPARA","AUL",21,29,47,6,103
"ORISSA","KENDRAPARA","DERABISI",0,1,2,1,4
"ORISSA","KENDRAPARA","GARADPUR",0,0,0,0,0
"ORISSA","KENDRAPARA","KENDRAPARA",1,18,9,0,28
"ORISSA","KENDRAPARA","MAHAKALAPADA",1,0,2,45,48
"ORISSA","KENDRAPARA","MARSAGHAI",3,0,7,15,25
"ORISSA","KENDRAPARA","PATAMUNDAI",72,62,51,2,187
"ORISSA","KENDRAPARA","RAJKANIKA",56,76,149,103,384
"ORISSA","KENDRAPARA","RAJNAGAR",34,86,78,42,240
"ORISSA","KEONJHAR","ANANDAPUR",4,10,3,0,17
"ORISSA","KEONJHAR","BANASPAL",2,0,1,0,3
"ORISSA","KEONJHAR","CHAMPUA",1,0,1,0,2
"ORISSA","KEONJHAR","GHASIPURA",0,0,1,0,1
"ORISSA","KEONJHAR","GHATAGAON",0,0,0,0,0
"ORISSA","KEONJHAR","HARICHANDANPUR",1,0,1,0,2
"ORISSA","KEONJHAR","HATADIHI",5,6,6,2,19
"ORISSA","KEONJHAR","JHUMPURA",0,0,1,0,1
"ORISSA","KEONJHAR","JODA",0,2,0,0,2
"ORISSA","KEONJHAR","PATANA",0,0,1,0,1
"ORISSA","KEONJHAR","SADAR",3,11,8,0,22
"ORISSA","KEONJHAR","SAHARAPARA",0,0,1,0,1
"ORISSA","KEONJHAR","TELKOI",37,56,31,6,130
"ORISSA","KHURDA","BALIANTA",0,0,0,2,2
"ORISSA","KHURDA","BANAPUR",2,5,7,7,21
"ORISSA","KHURDA","BEGUNIA",0,0,4,1,5
"ORISSA","KHURDA","BHUBANESWAR",0,0,2,0,2
"ORISSA","KHURDA","BOLAGARH",8,5,11,0,24
"ORISSA","KHURDA","CHILIKA",0,0,0,0,0
"ORISSA","KHURDA","JATNI",1,0,0,0,1
"ORISSA","KHURDA","KHURDA",1,2,1,0,4
"ORISSA","KHURDA","TANGI",2,3,8,1,14
"ORISSA","KORAPUT","BAIPARIGUDA",2,1,6,1,10
"ORISSA","KORAPUT","BANDHUGOAN",0,0,0,0,0
"ORISSA","KORAPUT","BORIGUMMA",158,198,149,30,535
"ORISSA","KORAPUT","DASAMANTAPUR",1,0,0,0,1
"ORISSA","KORAPUT","JEYPUR",20,44,56,8,128
"ORISSA","KORAPUT","KORAPUT",0,1,6,3,10
"ORISSA","KORAPUT","KOTAPAD",100,76,27,10,213
"ORISSA","KORAPUT","KUNDURA",0,1,4,1,6
"ORISSA","KORAPUT","LAMATAPUT",0,0,2,0,2
"ORISSA","KORAPUT","LAXMIPUR",0,0,0,0,0
"ORISSA","KORAPUT","NANDAPUR",1,0,3,1,5
"ORISSA","KORAPUT","NARAYANPATNA",1,0,0,0,1
"ORISSA","KORAPUT","POTTANGI",1,0,0,0,1
"ORISSA","KORAPUT","SIMILIGUDA",0,1,6,0,7
"ORISSA","MALKANGIRI","KALIMELA",0,0,0,0,0
"ORISSA","MALKANGIRI","KHAIRAPUT",0,0,0,0,0
"ORISSA","MALKANGIRI","KONKUNDA",0,0,1,0,1
"ORISSA","MALKANGIRI","MALKANAGIRI",0,0,2,0,2
"ORISSA","MALKANGIRI","MATHILI",3,0,1,0,4
"ORISSA","MALKANGIRI","PODIA",0,0,0,0,0
"ORISSA","MAYURBHANJ","BAHALADA",0,1,0,0,1
"ORISSA","MAYURBHANJ","BANGIRIPOSI",0,2,5,2,9
"ORISSA","MAYURBHANJ","BARIPADA",0,0,3,0,3
"ORISSA","MAYURBHANJ","BARSAHI",0,4,14,2,20
"ORISSA","MAYURBHANJ","BETANATI",6,3,9,1,19
"ORISSA","MAYURBHANJ","BIJATOLA",0,1,0,0,1
"ORISSA","MAYURBHANJ","BISOI",0,1,2,0,3
"ORISSA","MAYURBHANJ","GOPABANDHU NAGAR",1,2,3,1,7
"ORISSA","MAYURBHANJ","JAMADA",6,7,9,0,22
"ORISSA","MAYURBHANJ","JASIPUR",0,0,0,0,0
"ORISSA","MAYURBHANJ","KAPTIPADA",3,6,7,0,16
"ORISSA","MAYURBHANJ","KARANJIA",0,2,5,0,7
"ORISSA","MAYURBHANJ","KHUNTA",2,12,5,1,20
"ORISSA","MAYURBHANJ","KULIANA",1,4,2,0,7
"ORISSA","MAYURBHANJ","KUSUMI",0,0,0,0,0
"ORISSA","MAYURBHANJ","MORADA",1,2,6,0,9
"ORISSA","MAYURBHANJ","RAIRANGPUR",1,0,0,1,2
"ORISSA","MAYURBHANJ","RARUAN",0,0,0,0,0
"ORISSA","MAYURBHANJ","RASGOVINDPUR",0,2,0,0,2
"ORISSA","MAYURBHANJ","SAMAKHUNTA",5,6,13,0,24
"ORISSA","MAYURBHANJ","SARASKANA",2,5,2,1,10
"ORISSA","MAYURBHANJ","SUKRULI",0,0,0,0,0
"ORISSA","MAYURBHANJ","SULIAPADA",2,3,13,0,18
"ORISSA","MAYURBHANJ","THAKURMUNDA",0,0,1,0,1
"ORISSA","MAYURBHANJ","TIRINGI",0,0,1,0,1
"ORISSA","MAYURBHANJ","UDALA",10,15,6,2,33
"ORISSA","NAYAGARH","BHAPUR",2,0,0,0,2
"ORISSA","NAYAGARH","GANIA",0,0,0,0,0
"ORISSA","NAYAGARH","KHANDAPADA",0,0,1,0,1
"ORISSA","NAYAGARH","NAYAGARH",0,0,0,0,0
"ORISSA","NAYAGARH","NUAGAON",1,7,0,0,8
"ORISSA","NAYAGARH","ODOGAON",3,3,1,0,7
"ORISSA","NAYAGARH","RANPUR",5,10,3,3,21
"ORISSA","NOWRANGPUR","CHANDAHANDI",0,0,0,0,0
"ORISSA","NOWRANGPUR","DABUGAON",21,46,108,14,189
"ORISSA","NOWRANGPUR","JHARIGAON",7,29,39,1,76
"ORISSA","NOWRANGPUR","KUSAGUMUDA",20,39,68,1,128
"ORISSA","NOWRANGPUR","NANDAHANDI",0,4,7,0,11
"ORISSA","NOWRANGPUR","NAWARANGPUR",31,14,23,1,69
"ORISSA","NOWRANGPUR","PAPADAHANDI",5,53,81,8,147
"ORISSA","NOWRANGPUR","RAIGHAR",19,53,11,11,94
"ORISSA","NOWRANGPUR","TENTULIKHUNTI",1,2,7,2,12
"ORISSA","NOWRANGPUR","UMERKOT",11,100,58,2,171
"ORISSA","NUAPADA","BODEN",0,0,2,2,4
"ORISSA","NUAPADA","KHARIAR",4,6,16,14,40
"ORISSA","NUAPADA","KOMANA",1,3,2,1,7
"ORISSA","NUAPADA","NUAPARA",0,2,5,3,10
"ORISSA","NUAPADA","SINAPALLI",3,9,15,1,28
"ORISSA","PHULBANI","BALIGUDA",0,3,1,0,4
"ORISSA","PHULBANI","CHAKAPAD",13,9,3,7,32
"ORISSA","PHULBANI","DARINGIBADI",0,0,0,0,0
"ORISSA","PHULBANI","G.UDAYAGIRI",0,0,0,0,0
"ORISSA","PHULBANI","JUMUDIBANDHA",0,1,0,0,1
"ORISSA","PHULBANI","KHAJURIPADA",0,0,5,1,6
"ORISSA","PHULBANI","KOTAGARH",0,0,0,0,0
"ORISSA","PHULBANI","NUAGAON",0,0,0,1,1
"ORISSA","PHULBANI","PHIRINGIA",3,8,2,1,14
"ORISSA","PHULBANI","PHULBANI",6,6,3,0,15
"ORISSA","PHULBANI","RAIKIA",0,0,0,0,0
"ORISSA","PHULBANI","TIKABALI",10,18,14,0,42
"ORISSA","PURI","ASTARANG",8,7,1,0,16
"ORISSA","PURI","BRAHMAGIRI",190,226,277,64,757
"ORISSA","PURI","DELANG",4,5,14,2,25
"ORISSA","PURI","GOP",45,58,41,7,151
"ORISSA","PURI","KAKATPUR",15,7,1,0,23
"ORISSA","PURI","KANAS",41,16,113,4,174
"ORISSA","PURI","KRISHNAPRASAD",0,0,1,3,4
"ORISSA","PURI","NIMAPARA",59,62,33,3,157
"ORISSA","PURI","PIPILI",52,173,97,9,331
"ORISSA","PURI","PURISADAR",415,267,207,32,921
"ORISSA","PURI","SATYABADI",295,297,166,21,779
"ORISSA","RAYAGADA","BISAMACUTTACK",0,0,3,2,5
"ORISSA","RAYAGADA","CHANDRAPOR",0,0,0,0,0
"ORISSA","RAYAGADA","GUDARI",0,1,0,0,1
"ORISSA","RAYAGADA","GUNUPUR",0,0,3,1,4
"ORISSA","RAYAGADA","KALYANSINGPUR",0,0,4,5,9
"ORISSA","RAYAGADA","KASHIPUR",0,1,0,0,1
"ORISSA","RAYAGADA","KOUNARA",0,2,4,0,6
"ORISSA","RAYAGADA","MUNIGUDA",0,1,2,0,3
"ORISSA","RAYAGADA","PADAMPUR",1,0,7,2,10
"ORISSA","RAYAGADA","RAMANGUDA",0,1,2,0,3
"ORISSA","RAYAGADA","RAYAGADA",3,13,14,2,32
"ORISSA","SAMBALPUR","DHANKAUDA",0,4,14,1,19
"ORISSA","SAMBALPUR","GOVINDPUR",10,42,87,30,169
"ORISSA","SAMBALPUR","JAMANKIRA",3,5,31,14,53
"ORISSA","SAMBALPUR","JUJUMURA",1,6,6,3,16
"ORISSA","SAMBALPUR","KANESWAR",10,8,33,7,58
"ORISSA","SAMBALPUR","KUCHINDA",8,29,35,60,132
"ORISSA","SAMBALPUR","NAKTIDEUL",2,4,6,1,13
"ORISSA","SAMBALPUR","RAIRAKHOL",0,1,7,1,9
"ORISSA","SAMBALPUR","RENGALI",5,3,1,0,9
"ORISSA","SONEPUR","BINIKA",8,12,41,4,65
"ORISSA","SONEPUR","BIRMAHARAJPUR",0,1,2,0,3
"ORISSA","SONEPUR","DUNGURIPALLI",0,3,19,6,28
"ORISSA","SONEPUR","SONEPUR",0,0,0,0,0
"ORISSA","SONEPUR","TARAVA",1,2,3,1,7
"ORISSA","SONEPUR","ULUNDA",1,0,3,1,5
"ORISSA","SUNDARGARH","BALLISANKAR",0,4,8,5,17
"ORISSA","SUNDARGARH","BARAGAON",0,19,5,4,28
"ORISSA","SUNDARGARH","BISRA",2,4,4,0,10
"ORISSA","SUNDARGARH","BONAI",1,7,8,0,16
"ORISSA","SUNDARGARH","GURUNDIA",2,9,6,2,19
"ORISSA","SUNDARGARH","HEMGIRI",3,4,2,0,9
